negatives
"('O95897', 'A2RRP1')"
"('Q07157', 'Q16625')"
"('Q9H5I1', 'Q8NHQ1')"
"('Q9UJW0', 'P18146')"
"('O95751', 'Q9H8W4')"
"('P60953', 'Q15286')"
"('P19838', 'P11021')"
"('Q16254', 'O75496')"
"('Q9HBI0', 'P26012')"
"('Q9NWA0', 'P62314')"
"('Q13263', 'O14709')"
"('P37173', 'P05556')"
"('Q15369', 'P62877')"
"('P61956', 'Q14061')"
"('P12757', 'P12956')"
"('Q16656', 'P05198')"
"('O14936', 'Q9Y2J0')"
"('P04406', 'P54253')"
"('P62258', 'Q9Y572')"
"('P52272', 'Q13233')"
"('P63104', 'Q8WUI4')"
"('Q13547', 'Q9BTM1')"
"('Q9H0E9', 'Q9Y230')"
"('Q8WUI4', 'P0C1H6')"
"('Q9UNF0', 'Q9BY11')"
"('Q9HBE4', 'P52630')"
"('Q9NRI5', 'Q96S59')"
"('P41235', 'P20226')"
"('Q8IY92', 'O43615')"
"('P58107', 'P29353')"
"('Q14938', 'Q02153')"
"('Q96EP5', 'Q4VXU2')"
"('P35555', 'P24593')"
"('Q7KZF4', 'P31483')"
"('O60331', 'P06396')"
"('O94906', 'P35222')"
"('Q03519', 'P10914')"
"('O60258', 'P17948')"
"('Q9UBN6', 'Q5VWQ8')"
"('P01903', 'P28068')"
"('P05387', 'P62424')"
"('P31689', 'P20333')"
"('P25105', 'P50148')"
"('Q9BZ23', 'Q9BS40')"
"('O14775', 'P04899')"
"('Q9H0E3', 'Q92830')"
"('Q8IY37', 'O75051')"
"('Q9NR96', 'Q06187')"
"('P61247', 'Q96GM8')"
"('P29966', 'Q9Y4K3')"
"('O43592', 'P00533')"
"('O60941', 'Q15834')"
"('Q5T5U3', 'P84095')"
"('P19838', 'O60271')"
"('P20073', 'P62328')"
"('P78527', 'P00519')"
"('P67870', 'Q9UHY1')"
"('P14598', 'Q8IZP0')"
"('P05109', 'P06702')"
"('Q9UQ80', 'Q14164')"
"('P09603', 'P35968')"
"('P49716', 'Q9UBC3')"
"('Q13573', 'P84098')"
"('O15123', 'P00533')"
"('Q9HCK5', 'Q53H12')"
"('P26006', 'Q07890')"
"('P05019', 'P35568')"
"('P05388', 'P18621')"
"('Q9BZ29', 'Q9HBH0')"
"('Q9H173', 'Q9UET6')"
"('P62330', 'Q9H2M9')"
"('O00141', 'P49411')"
"('P01243', 'P14923')"
"('O00214', 'P05556')"
"('P28482', 'P50993')"
"('P14416', 'P59768')"
"('P01891', 'P01889')"
"('Q13424', 'P49683')"
"('P84022', 'P30260')"
"('Q93097', 'Q13467')"
"('P15311', 'Q01970')"
"('Q01780', 'Q14160')"
"('Q96KM6', 'O75794')"
"('Q13480', 'P49023')"
"('P01588', 'Q99665')"
"('Q00839', 'P67809')"
"('Q8TEL6', 'Q12933')"
"('Q06455', 'O43439')"
"('P17947', 'Q02556')"
"('O43524', 'P41134')"
"('O14980', 'P04406')"
"('O60500', 'O43639')"
"('O43318', 'Q9Y478')"
"('P13995', 'P23508')"
"('Q15172', 'Q01668')"
"('Q8TBK6', 'Q9NWB6')"
"('P02776', 'P08567')"
"('P11474', 'Q9UPN3')"
"('P62875', 'Q6PD62')"
"('P54132', 'Q9BXW9')"
"('P30480', 'P51572')"
"('Q13526', 'P04637')"
"('P17931', 'P16150')"
"('Q01130', 'Q99590')"
"('P19105', 'Q14164')"
"('P61289', 'P16035')"
"('Q9UI14', 'Q6ZVK8')"
"('Q12904', 'Q9Y6D9')"
"('Q92905', 'P63244')"
"('P19525', 'O15264')"
"('P24941', 'P00505')"
"('Q96SB3', 'P20309')"
"('Q9UHY7', 'P61956')"
"('P30519', 'Q9Y5X3')"
"('Q9UHV9', 'Q9Y478')"
"('Q5TKA1', 'P10244')"
"('Q9Y383', 'Q9Y3C0')"
"('Q9Y4K3', 'O95999')"
"('O14625', 'P61073')"
"('Q15435', 'Q9UD71')"
"('P09619', 'Q13239')"
"('Q12933', 'Q9NVZ3')"
"('P56279', 'Q09472')"
"('P26951', 'P16333')"
"('Q9Y6Q5', 'Q9BXS5')"
"('Q96QU8', 'P37198')"
"('O60603', 'P35228')"
"('Q5VTR2', 'Q16401')"
"('Q96EB6', 'O43159')"
"('Q9UHX1', 'Q8TCT6')"
"('Q9UNE7', 'Q13485')"
"('P12757', 'Q8N2W9')"
"('P46108', 'P16383')"
"('P54762', 'Q8N806')"
"('Q96GM5', 'Q01201')"
"('O95229', 'Q9H814')"
"('P06703', 'P52292')"
"('Q9BWJ5', 'Q7RTV0')"
"('Q16627', 'P46094')"
"('O00329', 'Q05513')"
"('A2IXV5', 'P12318')"
"('Q9UKV8', 'P0CG48')"
"('P35658', 'O15504')"
"('P08621', 'P09012')"
"('Q9Y4K3', 'Q9Y678')"
"('Q8NHZ8', 'Q9UJX4')"
"('P42772', 'P30279')"
"('Q96A08', 'Q9Y5B9')"
"('O14964', 'Q8N6Y0')"
"('Q13748', 'Q01201')"
"('O15379', 'P34932')"
"('Q13185', 'Q92793')"
"('Q15796', 'P40227')"
"('O75916', 'P11488')"
"('O75533', 'O00193')"
"('Q8NCM8', 'Q96AH8')"
"('P05783', 'Q16539')"
"('P63215', 'P63096')"
"('P61247', 'P08708')"
"('Q9UQR1', 'P56524')"
"('P49768', 'P49810')"
"('P20226', 'P35226')"
"('O95467', 'Q86XP0')"
"('P01569', 'P40189')"
"('Q5T2W1', 'P13569')"
"('Q00341', 'Q13485')"
"('Q9BQ66', 'Q8IYF1')"
"('P05023', 'P23528')"
"('P31314', 'Q15172')"
"('Q9BQE3', 'Q13409')"
"('P68363', 'Q9Y6G9')"
"('P20827', 'P16234')"
"('P01106', 'P41227')"
"('P38398', 'Q8WX92')"
"('Q9UN74', 'Q15047')"
"('P18887', 'Q96T60')"
"('Q9UI95', 'Q9UM13')"
"('P09629', 'P78527')"
"('P29590', 'Q92793')"
"('P10114', 'O00238')"
"('Q9NPD8', 'Q9NW38')"
"('P32121', 'Q8NGP2')"
"('P00533', 'Q13153')"
"('P62993', 'P15498')"
"('Q04917', 'Q9Y6X8')"
"('Q9Y5J5', 'Q6P3X3')"
"('P62424', 'Q9HBH9')"
"('P62993', 'Q14247')"
"('Q969T4', 'O94874')"
"('Q13409', 'A6NHL2')"
"('P01106', 'P28074')"
"('P45880', 'P12235')"
"('Q92633', 'P50148')"
"('Q9NVC6', 'Q96HR3')"
"('P63104', 'P54253')"
"('Q14201', 'Q96DU9')"
"('Q96GM8', 'Q96S21')"
"('Q9NWB1', 'Q9Y3T9')"
"('Q92915', 'P10721')"
"('O43237', 'Q9NRD5')"
"('Q8WZ84', 'P38405')"
"('Q9NPG1', 'Q9NQ66')"
"('Q9NY61', 'O14757')"
"('O43149', 'P12757')"
"('Q13315', 'Q9NTI5')"
"('Q07955', 'Q01081')"
"('P50453', 'Q9Y4G2')"
"('P68104', 'Q8N5U6')"
"('P07910', 'P26368')"
"('Q8WVC0', 'Q92541')"
"('Q9NQ29', 'Q9UBC1')"
"('Q9HC29', 'Q99558')"
"('P26367', 'P50553')"
"('P01215', 'Q05209')"
"('Q16787', 'P34741')"
"('Q9Y2S7', 'Q9H1I8')"
"('P56556', 'P51970')"
"('Q16526', 'O15516')"
"('P16333', 'P21817')"
"('Q9HAU4', 'P62826')"
"('O95831', 'Q9Y572')"
"('Q9UKV8', 'P36578')"
"('Q5SW24', 'P05771')"
"('Q9Y6I3', 'Q15303')"
"('Q8N4S0', 'P40337')"
"('O00141', 'O00303')"
"('Q99880', 'Q92769')"
"('O60264', 'Q9UIF9')"
"('Q9NRC8', 'Q9Y5V3')"
"('P49411', 'O15519')"
"('P47898', 'P84996')"
"('P62750', 'Q9NX58')"
"('P42574', 'P08670')"
"('Q9Y508', 'Q96B02')"
"('P32004', 'Q96S59')"
"('Q96F07', 'Q06787')"
"('Q9NVW2', 'Q86U70')"
"('O75478', 'Q9H0E3')"
"('O14776', 'P08107')"
"('O75496', 'Q9H211')"
"('O75530', 'Q8IZ13')"
"('Q9Y4A5', 'P68133')"
"('Q9BY41', 'Q99879')"
"('O14893', 'P26368')"
"('P27695', 'P09917')"
"('P27348', 'P49286')"
"('Q15646', 'Q05823')"
"('Q9Y2X8', 'Q96G75')"
"('P56537', 'Q13257')"
"('Q9NYU2', 'O95388')"
"('P31749', 'P0CG48')"
"('P61313', 'P84098')"
"('P12956', 'P49959')"
"('Q8ND90', 'P18146')"
"('P50402', 'Q13227')"
"('O75365', 'Q8WUM4')"
"('O60739', 'P24752')"
"('P07814', 'P41252')"
"('Q13123', 'Q96N46')"
"('O95467', 'O14775')"
"('Q96A33', 'Q9HC24')"
"('Q15637', 'O75554')"
"('P62263', 'P62244')"
"('P63104', 'P17987')"
"('P05000', 'P78552')"
"('Q9HCK8', 'P61964')"
"('P08708', 'P62841')"
"('Q14669', 'Q6VMQ6')"
"('P21802', 'P19174')"
"('P22681', 'P01133')"
"('P01106', 'Q86VQ1')"
"('O75909', 'Q9HBU1')"
"('Q15058', 'O43586')"
"('P30405', 'Q8WZA2')"
"('Q9NZM3', 'P48023')"
"('P27361', 'P16871')"
"('Q92633', 'P08754')"
"('P30050', 'P62917')"
"('Q13315', 'O60281')"
"('O95886', 'P19174')"
"('Q01892', 'P17861')"
"('P60604', 'Q2TAA5')"
"('Q12834', 'Q9P031')"
"('Q12873', 'Q13155')"
"('Q01094', 'P05121')"
"('O95299', 'O75251')"
"('P62993', 'Q9C0E4')"
"('P19438', 'P23396')"
"('Q96J02', 'Q86Y01')"
"('Q9P0M6', 'Q99877')"
"('P16403', 'P45973')"
"('P45984', 'P67775')"
"('Q13315', 'P60520')"
"('Q15257', 'P40227')"
"('Q96J02', 'P49407')"
"('P01889', 'P49720')"
"('P49716', 'Q14766')"
"('Q8TF46', 'Q9Y3B2')"
"('Q9H0R8', 'P34903')"
"('Q9NTN9', 'O15031')"
"('P53708', 'P56945')"
"('P20226', 'P20265')"
"('Q9Y294', 'P54198')"
"('Q9UKV8', 'P61313')"
"('Q8NI35', 'P78369')"
"('Q13233', 'P58107')"
"('O43524', 'P46527')"
"('P62834', 'P45984')"
"('P27635', 'Q02543')"
"('Q16576', 'P68431')"
"('P19012', 'Q9P2K3')"
"('O15160', '100008587')"
"('O75015', 'P05771')"
"('Q14186', 'Q01094')"
"('P61313', 'P61513')"
"('Q05516', 'Q8TC92')"
"('P48426', 'P06396')"
"('Q07812', 'Q9NR28')"
"('Q8NFJ9', 'Q9Y613')"
"('P07900', 'Q14653')"
"('P13805', 'P26641')"
"('O95628', 'Q969T4')"
"('P0CG48', 'P35232')"
"('O75586', 'A0JLT2')"
"('Q9Y572', 'Q9Y265')"
"('Q9BSJ2', 'A6NHL2')"
"('Q96EB6', 'Q04864')"
"('Q9GZM8', 'P60953')"
"('Q15653', 'Q13616')"
"('Q9NYY1', 'P24394')"
"('Q15038', 'O14964')"
"('Q8N8B7', 'Q0D2J5')"
"('Q9H8Y8', 'P09958')"
"('P22612', 'Q06432')"
"('Q92620', 'Q86U42')"
"('P28838', 'Q99816')"
"('P23246', 'P27348')"
"('Q9Y2J2', 'P60709')"
"('Q92733', 'P98175')"
"('Q15303', 'Q92796')"
"('P61328', 'Q02763')"
"('Q13541', 'P06730')"
"('P23945', 'Q9UKG1')"
"('A0JLT2', 'Q9UJX2')"
"('P52948', 'P12270')"
"('P43487', 'O60739')"
"('Q9NNX6', 'P22301')"
"('P00533', 'P17706')"
"('P48552', 'O15379')"
"('P49792', 'Q8NFH3')"
"('P04424', 'P47897')"
"('P67775', 'P23528')"
"('Q9H765', 'Q15370')"
"('Q13748', 'Q13509')"
"('P55209', 'Q10586')"
"('O60573', 'O60516')"
"('P61981', 'P17812')"
"('P50150', 'P28482')"
"('O75251', 'Q9Y375')"
"('O75925', 'P84022')"
"('P49069', 'Q9Y4K3')"
"('Q8N9P6', 'P21796')"
"('P49368', 'Q99459')"
"('O76013', 'Q9NR96')"
"('Q9NR30', 'Q00653')"
"('Q9BS18', 'O95067')"
"('Q71F56', 'Q9NWA0')"
"('Q6P1J9', 'P02774')"
"('P98160', 'P14543')"
"('P38398', 'Q96RT7')"
"('Q15797', 'O75448')"
"('P05060', 'P28340')"
"('Q2TAY7', 'Q15149')"
"('P14866', 'Q92620')"
"('Q00005', 'P46013')"
"('Q8IY92', 'Q15417')"
"('P63208', 'Q9H211')"
"('Q13315', 'P04406')"
"('O14508', 'P29597')"
"('Q04206', 'Q04864')"
"('O14939', 'Q9UET6')"
"('P53355', 'Q9Y2M5')"
"('Q9UMX0', 'Q9NRR5')"
"('O15126', 'O15127')"
"('Q08945', 'Q96QV6')"
"('P19388', 'P62875')"
"('P40939', 'P60520')"
"('O95251', 'P68431')"
"('Q15714', 'P51571')"
"('Q92569', 'P05026')"
"('Q9NRJ3', 'P32246')"
"('P25054', 'P39748')"
"('Q13163', 'P49841')"
"('Q5EB52', 'Q9H7B4')"
"('A7KAX9', 'P62993')"
"('P53778', 'P61244')"
"('Q9UBB5', 'Q9BTC8')"
"('Q9HB90', 'Q7L523')"
"('P61254', 'P46777')"
"('P16885', 'P05771')"
"('P57727', 'P19793')"
"('P62714', 'P04083')"
"('Q9C0E8', 'Q9HD42')"
"('Q08378', 'Q9HD26')"
"('Q05048', 'O95639')"
"('P61353', 'P62424')"
"('O14775', 'O60840')"
"('Q13882', 'P00533')"
"('P22087', 'O76071')"
"('Q14197', 'Q8N5N7')"
"('Q9H1J7', 'Q9NPG1')"
"('Q14832', 'Q9UK08')"
"('P34998', 'O95467')"
"('Q13573', 'O60341')"
"('Q8TD16', 'P53350')"
"('Q00610', 'Q01968')"
"('P06746', 'Q04724')"
"('Q9Y283', 'O14640')"
"('P36551', 'O60684')"
"('Q969G9', 'O14640')"
"('P99999', 'P18206')"
"('P01568', 'P40189')"
"('Q15262', 'P19022')"
"('Q13535', 'Q9H0E9')"
"('Q07157', 'Q8N6F1')"
"('Q9H0I3', 'P54257')"
"('P18146', 'O94817')"
"('Q99459', 'Q9UNN5')"
"('Q16543', 'Q9P2G9')"
"('P63096', 'Q14980')"
"('O76071', 'O75449')"
"('P61313', 'P62945')"
"('P28482', 'P10415')"
"('P68366', 'Q15813')"
"('Q99547', 'P04637')"
"('P61073', 'P29992')"
"('Q96CS2', 'Q7Z4H7')"
"('Q9BRX2', 'O75746')"
"('P17693', 'Q8N743')"
"('P01106', 'P28288')"
"('P13501', 'Q04864')"
"('P49815', 'O14640')"
"('Q9Y5K6', 'Q99816')"
"('Q9UL18', 'P07910')"
"('Q15788', 'O15371')"
"('Q13535', 'Q92989')"
"('P63165', 'P52952')"
"('P17275', 'P53539')"
"('O94941', 'P40692')"
"('Q9P2R6', 'P61956')"
"('P53004', 'P17535')"
"('Q7LG56', 'P0CG48')"
"('Q08209', 'Q9UJX5')"
"('P14778', 'Q5H8C1')"
"('Q8WUQ7', 'O00453')"
"('Q14164', 'O15067')"
"('Q9UPN9', 'Q14839')"
"('Q9NPI8', 'Q9BTP7')"
"('Q9HCM9', '28942')"
"('Q15466', 'Q92731')"
"('Q5VVX9', 'Q9BYV2')"
"('O75365', 'P04181')"
"('Q9H4M9', 'O75154')"
"('Q8IZQ1', 'Q13501')"
"('P62979', 'Q6WCQ1')"
"('Q17RW2', 'Q13797')"
"('P18074', 'P51946')"
"('Q5UIP0', 'Q15047')"
"('P21917', 'Q9P2W3')"
"('Q9UEE9', 'P84022')"
"('Q13683', 'P16144')"
"('P26441', 'P26951')"
"('Q8IYF3', 'Q9Y6D9')"
"('Q9UL46', 'Q13200')"
"('P51812', 'P48740')"
"('P41743', 'P15090')"
"('Q01082', 'O15198')"
"('P02787', 'P05546')"
"('O75899', 'P63218')"
"('Q53EZ4', 'Q9H9H4')"
"('Q9H5I1', 'P06241')"
"('P14316', 'O95352')"
"('P06748', 'P11387')"
"('Q9BRR9', 'Q16539')"
"('P39019', 'P62979')"
"('P63244', 'P19235')"
"('Q99459', 'O00232')"
"('Q02388', 'P11142')"
"('P02768', 'Q9UPM8')"
"('O95750', 'P00533')"
"('Q9NR09', 'P52735')"
"('Q9Y3U8', 'P39023')"
"('Q9BUL8', 'O00506')"
"('Q15528', 'Q9NWA0')"
"('Q99616', 'P51681')"
"('P20936', 'P08133')"
"('Q8WVC0', 'P24928')"
"('P35236', 'P53778')"
"('P11021', 'Q9UBS4')"
"('P22612', 'P50151')"
"('P51659', 'Q01201')"
"('Q15369', 'Q15714')"
"('P62993', 'P02545')"
"('O43676', 'O15239')"
"('Q04727', 'P18146')"
"('P39748', 'Q96AY2')"
"('P83369', 'P62308')"
"('Q04724', 'P04183')"
"('P60520', 'O00410')"
"('O43320', 'P07333')"
"('P61513', 'P32969')"
"('O14733', 'Q13573')"
"('Q9Y4D1', 'P08100')"
"('Q96NY9', 'Q9H816')"
"('Q9Y5Q3', 'P15408')"
"('Q14164', 'Q13642')"
"('Q9Y624', 'O14936')"
"('P27635', 'Q9UL18')"
"('Q13164', 'P35354')"
"('P27986', 'P60953')"
"('O15235', 'P58062')"
"('O75694', 'Q99567')"
"('P46779', 'P43146')"
"('Q13330', 'P04628')"
"('Q07890', 'Q96L33')"
"('Q13131', 'Q9UBK2')"
"('P22607', 'P16885')"
"('P62873', 'P35626')"
"('Q13315', 'Q6ZN55')"
"('O14497', 'P41182')"
"('Q15323', 'Q92796')"
"('O00212', 'Q04771')"
"('Q7Z7J5', 'Q9H190')"
"('P30154', 'Q8WXS5')"
"('O75925', 'P38398')"
"('P04629', 'P29350')"
"('Q12913', 'Q92841')"
"('P10145', 'P18146')"
"('Q01201', 'Q12824')"
"('P22694', 'Q9UGI9')"
"('P04637', 'Q9HB75')"
"('P62249', 'P46781')"
"('Q92608', 'Q9H4E5')"
"('P51571', 'P01891')"
"('Q13535', 'Q13315')"
"('Q92769', 'P31260')"
"('P43405', 'P31994')"
"('Q13573', 'Q9BV38')"
"('P42574', 'Q7Z434')"
"('P67775', 'P28482')"
"('Q92731', 'O75586')"
"('O60739', 'P00492')"
"('Q15942', 'O95835')"
"('A6NHT5', 'P46379')"
"('P33778', 'P0C0S5')"
"('Q8NEU8', 'Q9UKG1')"
"('O14686', 'P61964')"
"('Q00610', 'Q99759')"
"('O43741', 'Q16877')"
"('P35626', 'O60431')"
"('P35626', 'Q8NGV5')"
"('P49756', 'Q15428')"
"('Q13255', 'O15399')"
"('P29466', 'P09038')"
"('Q9Y6D9', 'Q9UM11')"
"('Q9P2R6', 'P54259')"
"('Q99816', 'P28838')"
"('Q9NX58', 'Q8NE71')"
"('Q86YS3', 'Q5VTD9')"
"('Q8WXH5', 'P40238')"
"('P51878', 'Q14116')"
"('P56199', 'P05556')"
"('Q9UER7', 'Q99816')"
"('P33993', 'Q9Y5N6')"
"('Q9UDX5', 'P11802')"
"('P62993', 'Q13330')"
"('Q92731', 'P62158')"
"('P62826', 'Q6X4W1')"
"('Q12905', 'O95819')"
"('Q06124', 'Q15303')"
"('Q92901', 'P83731')"
"('Q8N6R0', 'Q13573')"
"('Q07890', 'P42338')"
"('O95486', 'Q9NQW1')"
"('O14543', 'Q08334')"
"('P47755', 'P25054')"
"('P41219', 'P08670')"
"('O15066', 'Q92845')"
"('P20718', 'P05455')"
"('P58876', 'P78545')"
"('O60260', 'Q8WVB3')"
"('O43157', 'P61587')"
"('P06239', 'Q6PIZ9')"
"('Q7Z7J5', 'Q96CW1')"
"('Q9UJX2', 'P24522')"
"('Q9BVJ7', 'Q6NUN9')"
"('Q15080', 'P14598')"
"('P52209', 'Q14164')"
"('O14764', 'P60520')"
"('O00329', 'P54710')"
"('O14920', 'Q01201')"
"('P03915', 'O43678')"
"('P48443', 'Q9UHV7')"
"('Q86Y01', 'Q9Y2X8')"
"('O43182', 'O00212')"
"('P78357', 'O95433')"
"('Q9H492', 'Q86YR5')"
"('P19438', 'P0CG47')"
"('Q8TAB5', 'Q5JR59')"
"('Q9Y3U8', 'P46778')"
"('P42684', 'P30876')"
"('Q96DB5', 'P16104')"
"('P41279', 'P11142')"
"('P18146', 'P60484')"
"('P84098', 'P18621')"
"('P01574', 'P42702')"
"('Q12772', 'Q8IUH5')"
"('Q9C005', 'P61964')"
"('P28482', 'Q8WWQ8')"
"('P49815', 'Q15382')"
"('O14757', 'P31946')"
"('Q7LDG7', 'O14807')"
"('P12270', 'P28482')"
"('Q9UPS6', 'O60814')"
"('Q8TDN4', 'P02768')"
"('P51610', 'Q92831')"
"('P20142', 'P18146')"
"('O15455', 'O95863')"
"('Q9Y4K3', 'Q13114')"
"('Q13503', 'O95402')"
"('Q68CJ9', 'Q96BA8')"
"('P16070', 'P13611')"
"('P20248', 'Q99741')"
"('O14775', 'A5PKW4')"
"('Q969Q1', 'Q8WZ42')"
"('Q9Y535', 'Q9H1D9')"
"('P33993', 'Q9UBD5')"
"('Q15834', 'Q15910')"
"('P56748', 'Q8N7P3')"
"('Q9BQ66', 'Q6ZVK8')"
"('O95049', 'Q8N6F1')"
"('P42356', 'P49286')"
"('P00533', 'Q9Y6I3')"
"('Q9HD67', 'O15496')"
"('P04637', 'O75293')"
"('P14091', 'P46379')"
"('P16104', 'P01023')"
"('P11940', 'P30480')"
"('Q07666', 'P17844')"
"('P01112', 'O15264')"
"('P61254', 'P62891')"
"('Q13535', 'P43246')"
"('Q16778', 'Q13547')"
"('Q9H9G7', 'P38646')"
"('P10275', 'Q9NYW8')"
"('Q99259', 'P00519')"
"('P62993', 'Q92934')"
"('Q13309', 'Q06546')"
"('P54646', 'P35575')"
"('O43683', 'P53350')"
"('Q16637', 'Q6IE81')"
"('406991', 'P78543')"
"('P01127', 'P21802')"
"('P43405', 'P05107')"
"('Q9BWC9', 'Q5UIP0')"
"('P35637', 'Q8IYB3')"
"('Q96BY6', 'P60953')"
"('O15198', 'P08621')"
"('Q6PD62', 'P01857')"
"('P24588', 'P46940')"
"('P28072', 'P30480')"
"('O77932', 'Q9NPD3')"
"('P82933', 'O75909')"
"('P55196', 'P62736')"
"('P25490', 'Q9H981')"
"('Q92793', 'P68431')"
"('Q9UK08', 'P11229')"
"('Q92918', 'Q16584')"
"('Q9BUF5', 'Q13748')"
"('P49841', 'Q9Y600')"
"('Q01094', 'O15297')"
"('Q04206', 'Q13547')"
"('Q92831', 'Q9NR33')"
"('P55854', 'P09874')"
"('P01100', 'Q92731')"
"('Q08117', 'P54259')"
"('P63096', 'O14610')"
"('P30542', 'P47900')"
"('Q15366', 'Q05519')"
"('P41252', 'O00141')"
"('Q9H7E9', 'P54257')"
"('P49407', 'Q14978')"
"('Q92993', 'P17480')"
"('P08581', 'Q99961')"
"('Q15796', 'Q9H160')"
"('P10721', 'Q00722')"
"('P67775', 'P17252')"
"('Q15041', 'Q9H0F7')"
"('P50502', 'P60953')"
"('Q9Y265', 'Q15750')"
"('Q9UBN7', 'Q9Y263')"
"('Q01844', 'P23276')"
"('Q13573', 'P15170')"
"('Q9H9Y6', 'Q9Y2S0')"
"('P04406', 'Q504Q3')"
"('P21802', 'O95208')"
"('P16234', 'P22681')"
"('Q9UJX3', 'Q9UJX2')"
"('O14543', 'P19235')"
"('P42677', 'Q9H6R7')"
"('Q9Y618', 'P10827')"
"('Q96BI3', 'P46531')"
"('Q14181', 'Q9UBN7')"
"('Q9H9F9', 'P67870')"
"('Q9Y276', 'Q9GZR7')"
"('P61981', 'Q9Y4H2')"
"('P16333', 'P21917')"
"('Q14999', 'Q92990')"
"('P16220', 'Q8N126')"
"('Q9UL18', 'P46778')"
"('O75400', 'Q70Z53')"
"('P21675', 'P20248')"
"('Q05516', 'Q9H3M7')"
"('P62993', 'Q13163')"
"('Q99460', 'P55036')"
"('Q9BTU6', 'O95166')"
"('Q86XR7', 'P51572')"
"('P32121', 'P67775')"
"('P16885', 'P29474')"
"('Q13237', 'Q9Y210')"
"('P63104', 'Q05086')"
"('P61981', 'P61326')"
"('Q16611', 'P52565')"
"('Q12834', 'Q9BS18')"
"('P22694', 'Q92806')"
"('P51864', 'P03950')"
"('Q13526', 'Q13177')"
"('Q8N257', 'Q9UBL3')"
"('Q8IU54', 'P15509')"
"('O95405', 'Q15796')"
"('Q9Y2X8', 'Q9HCM9')"
"('Q9NYY1', 'Q01113')"
"('Q8TDI0', 'P63167')"
"('Q99717', 'Q9H0M0')"
"('P62249', 'P62979')"
"('P03915', 'Q9NX14')"
"('Q16610', 'Q13751')"
"('P07148', 'Q13424')"
"('P28562', 'P17676')"
"('Q13402', 'P58418')"
"('Q7L7L0', 'P62807')"
"('Q92890', 'Q15572')"
"('P29475', 'Q9NZT1')"
"('Q13765', 'Q9BWH2')"
"('Q6VMQ6', 'Q9GZX5')"
"('P04839', 'P47712')"
"('Q15572', 'O95602')"
"('P52756', 'Q08170')"
"('Q9H0M0', 'P07949')"
"('Q16566', 'O43889')"
"('Q8N806', 'P15735')"
"('P16333', 'O60674')"
"('O75800', 'P49711')"
"('O95786', 'Q9P0K7')"
"('Q96NA2', 'A6NHL2')"
"('Q9NRD5', 'Q14CW9')"
"('Q9GZM8', 'P17021')"
"('P60520', 'O14764')"
"('Q9HAW4', 'Q99638')"
"('P35637', 'Q14103')"
"('Q92622', 'Q14457')"
"('O43915', 'P09619')"
"('Q9UBS3', 'O95907')"
"('Q6UN15', 'P62140')"
"('Q07890', 'Q9UJM3')"
"('P83731', 'Q8IXH7')"
"('O75964', 'Q9Y5J5')"
"('O00141', 'P52292')"
"('Q13573', 'P52597')"
"('Q6FI13', 'Q93079')"
"('Q8WXA9', 'Q15287')"
"('P07437', 'Q07157')"
"('Q8N7P3', 'O95049')"
"('O60238', 'Q9HCK4')"
"('Q96J02', 'Q99962')"
"('P05111', 'P09529')"
"('Q9Y2M5', 'Q5T3J3')"
"('Q5T3J3', 'O43240')"
"('P01112', 'Q15811')"
"('Q9Y4K3', 'P49768')"
"('Q8NF50', 'P17081')"
"('O96019', 'P06400')"
"('P25786', 'P60520')"
"('Q9UBY5', 'O14775')"
"('Q9H9G7', 'P31689')"
"('O43921', 'P11362')"
"('P32121', 'Q8NHB8')"
"('P54727', 'Q01831')"
"('Q92796', 'Q9Y2T3')"
"('P19544', 'P04637')"
"('P01106', 'P05067')"
"('O00238', 'Q9H4E5')"
"('Q9C0C9', 'Q99729')"
"('Q8IWZ8', 'P08579')"
"('Q9Y6W6', 'Q15759')"
"('O75364', 'P20160')"
"('P05106', 'P12814')"
"('Q8IUE6', 'Q9UBN7')"
"('P23258', 'Q96JB5')"
"('Q9NX14', 'O95182')"
"('P18846', 'P35680')"
"('P52735', 'O14513')"
"('P24522', 'P68104')"
"('P62805', 'Q16695')"
"('P63000', 'P46940')"
"('Q8NH60', 'P38405')"
"('Q15233', 'Q9P1U0')"
"('O75116', 'Q01449')"
"('P19875', 'P14780')"
"('Q9H9J2', 'Q8IY92')"
"('P14866', 'Q86V81')"
"('P49137', 'P04792')"
"('P42345', 'Q9Y6K9')"
"('P62993', 'P52597')"
"('P08047', 'Q15573')"
"('P02776', 'P25024')"
"('P49674', 'Q16625')"
"('Q9NS56', 'Q99607')"
"('Q9NPJ4', 'P12956')"
"('Q68CJ9', 'P15336')"
"('P60953', 'B2RTY4')"
"('Q07890', 'O00329')"
"('Q9UJM3', 'O43586')"
"('P01106', 'Q12802')"
"('P06400', 'P62136')"
"('406952', 'Q12852')"
"('Q9Y3M8', 'P60763')"
"('Q01844', 'Q9Y3M8')"
"('P56945', 'Q14185')"
"('P17931', 'Q9UMX1')"
"('Q7Z6J0', 'P63000')"
"('P61077', 'Q9UPP5')"
"('Q13501', 'P10636')"
"('P50570', 'Q9UJU6')"
"('P07948', 'Q92835')"
"('P52756', 'Q5T3J3')"
"('P78509', 'P18084')"
"('P35637', 'P61978')"
"('Q01469', 'P31151')"
"('Q13535', 'Q9UHB6')"
"('Q70Z53', 'Q9UBQ0')"
