negatives
"('Q14966', 'Q96ED9')"
"('P63027', 'P32856')"
"('Q9Y4R7', 'Q8IXH7')"
"('Q9UHC6', 'Q9Y2J2')"
"('Q9NRR5', 'Q14554')"
"('Q6AI08', 'O15085')"
"('O75400', 'Q13129')"
"('Q8WVC0', 'P19388')"
"('P49716', 'P08047')"
"('Q14683', 'Q92620')"
"('O75582', 'Q96BV0')"
"('P41220', 'Q9H596')"
"('O75367', 'Q96DB2')"
"('O94806', 'Q9GZQ8')"
"('O75533', 'Q8TAD8')"
"('P14678', 'P62316')"
"('Q01955', 'O75578')"
"('Q8NGA0', 'P38405')"
"('O95136', 'Q14344')"
"('O43663', 'Q15653')"
"('Q86TI0', 'O14933')"
"('O15551', 'P56746')"
"('A6ND36', 'Q15796')"
"('P46108', 'P47928')"
"('Q7L5N1', 'Q13113')"
"('O75529', 'P16104')"
"('P62263', 'P62979')"
"('Q86U86', 'Q8TAQ2')"
"('P52597', 'Q13573')"
"('Q13233', 'P18077')"
"('P01889', 'Q9Y3F4')"
"('P14210', 'P22455')"
"('P98175', 'Q13247')"
"('Q01130', 'P26599')"
"('P01889', 'P14174')"
"('P53680', 'P50053')"
"('Q14773', 'P20702')"
"('Q15843', 'P68104')"
"('P51610', 'Q9H8E8')"
"('Q8NDT2', 'O00487')"
"('P06241', 'O43900')"
"('P11940', 'P78543')"
"('P04637', 'P68400')"
"('P04637', 'Q13564')"
"('Q13547', 'Q15583')"
"('O76061', 'Q9NR50')"
"('Q9H244', 'P08754')"
"('Q96SB3', 'Q12972')"
"('P62993', 'P78329')"
"('P22694', 'Q14524')"
"('P25942', 'P12956')"
"('Q15750', 'Q9NZ63')"
"('O75643', 'P31946')"
"('Q96DF8', 'O00505')"
"('Q13424', 'Q01814')"
"('P49411', 'P30480')"
"('Q99665', 'P42701')"
"('P17181', 'P48551')"
"('P63244', 'Q9BRX9')"
"('P25391', 'P06756')"
"('Q92851', 'Q9NWB7')"
"('Q7LFL8', 'O15105')"
"('Q99717', 'Q9BWF3')"
"('P62805', 'P21675')"
"('P29350', 'P48551')"
"('Q05397', 'Q92529')"
"('407046', 'Q9UKL0')"
"('Q14697', 'P21796')"
"('P12956', 'P09629')"
"('Q9NSE2', 'Q14765')"
"('P51149', 'P07437')"
"('O95819', 'P10412')"
"('P05161', 'O75688')"
"('Q06546', 'Q14005')"
"('P30519', 'Q96AW1')"
"('Q9NPF4', 'Q15393')"
"('P21333', 'P12931')"
"('P62195', 'P49642')"
"('P12956', 'P15884')"
"('Q16891', 'Q9H1I8')"
"('P24941', 'P12004')"
"('Q9Y6R0', 'P05067')"
"('P49023', 'P60709')"
"('P62877', 'Q96L50')"
"('Q9HAV5', 'Q13114')"
"('Q9H9G7', 'Q9HCK5')"
"('P06493', 'Q13635')"
"('O00744', 'Q13467')"
"('P62424', 'Q15843')"
"('Q13326', 'Q96LD1')"
"('P62993', 'Q8IXJ9')"
"('O75044', 'P60953')"
"('P23527', 'P04908')"
"('P01106', 'Q96DA6')"
"('Q06609', 'P63165')"
"('Q07666', 'Q68CZ2')"
"('Q13573', 'P52735')"
"('Q13485', 'P62979')"
"('P62330', 'P48556')"
"('Q12962', 'O94864')"
"('P62714', 'P28482')"
"('P61254', 'P62633')"
"('Q9P1U1', 'Q96IZ7')"
"('Q13573', 'O75676')"
"('Q8NG92', 'P38405')"
"('Q15645', 'Q99459')"
"('Q8IXK0', 'Q9HC52')"
"('Q04917', 'Q02241')"
"('P01375', 'Q03060')"
"('P11532', 'P08727')"
"('P60709', 'P07900')"
"('P17947', 'P17676')"
"('Q8N1F7', 'Q9HC98')"
"('O75569', 'P29353')"
"('Q14134', 'Q8TES7')"
"('Q99750', 'Q5TAQ9')"
"('P14598', 'P53778')"
"('P41235', 'P08684')"
"('P20827', 'P22455')"
"('Q86UA6', 'Q9Y6K9')"
"('P56537', 'P49411')"
"('O75159', 'Q13651')"
"('Q15788', 'O43281')"
"('Q15631', 'P30480')"
"('406947', 'P17676')"
"('Q9H2F5', 'P62805')"
"('P00742', 'P12259')"
"('Q14103', 'Q13242')"
"('Q15349', 'P18848')"
"('Q14697', 'Q9UBN6')"
"('P23508', 'P30153')"
"('Q9H7D0', 'P30153')"
"('P28482', 'P30480')"
"('P00519', 'P42229')"
"('Q16643', 'Q6WCQ1')"
"('P04049', 'P27361')"
"('Q9NW08', 'Q9H1D9')"
"('P08648', 'Q9Y4G6')"
"('P19525', 'Q9NZM5')"
"('Q99816', 'Q7Z4K8')"
"('P51817', 'P52566')"
"('P15336', 'Q96BA8')"
"('P13796', 'P28676')"
"('P20674', 'Q9HC24')"
"('O00483', 'P17568')"
"('P10415', 'P62136')"
"('P16410', 'O00459')"
"('P00492', 'O60739')"
"('Q13616', 'P62136')"
"('Q9P1W9', 'Q8NFZ0')"
"('Q13465', 'P45983')"
"('P08572', 'P08514')"
"('A8MVU1', 'Q9C026')"
"('O60216', 'Q9NP77')"
"('Q9Y5J3', 'P12757')"
"('Q8IUE6', 'Q9UKV0')"
"('P62140', 'P46937')"
"('P42345', 'P35568')"
"('Q4G148', 'Q9H1Y0')"
"('P25054', 'Q8NF91')"
"('P20671', 'Q93079')"
"('Q9P0T7', 'Q96A57')"
"('Q9Y376', 'Q8WUW1')"
"('Q15029', 'P31946')"
"('O75486', 'O75478')"
"('O14737', 'P40337')"
"('P23508', 'Q01813')"
"('P43364', 'Q8IYD9')"
"('Q15583', 'Q13485')"
"('Q9UL18', 'P62753')"
"('O75695', 'P36405')"
"('P17302', 'Q9BVA1')"
"('Q99459', 'P07910')"
"('Q9HD67', 'P43146')"
"('Q96BY2', 'Q15834')"
"('P63215', 'Q01970')"
"('Q99880', 'O15379')"
"('P12956', 'P45973')"
"('Q9UHD8', 'P61026')"
"('Q9UQF2', 'Q07866')"
"('Q16637', 'Q13573')"
"('P17844', 'O76070')"
"('P36956', 'O00763')"
"('Q13485', 'P56177')"
"('P14316', 'P04150')"
"('P56537', 'Q13347')"
"('P12004', 'O60921')"
"('P08865', 'P08708')"
"('P04792', 'P63104')"
"('P18887', 'P68400')"
"('P62280', 'P62753')"
"('P15927', 'Q13885')"
"('P01574', 'P08887')"
"('407017', 'P42684')"
"('Q12873', 'P21673')"
"('P21964', 'Q9H0D6')"
"('O95793', 'Q16352')"
"('Q9NRI5', 'Q96D09')"
"('Q96FJ2', 'P62263')"
"('Q9UK08', 'Q01970')"
"('P18146', 'Q8IYW5')"
"('Q96CV9', 'Q9UHD2')"
"('P68104', 'P42575')"
"('Q9Y4B5', 'Q7KZI7')"
"('Q8NI08', 'O95166')"
"('Q7L7X3', 'P61981')"
"('O95084', 'P63261')"
"('Q96KB5', 'P04049')"
"('P50148', 'Q9NZK7')"
"('P12757', 'Q4LDE5')"
"('Q92769', 'P19793')"
"('P01133', 'O00459')"
"('A0JLT2', 'P22087')"
"('P42575', 'P42574')"
"('Q9Y4A5', 'P16104')"
"('Q5VVX9', 'Q96A37')"
"('Q16619', 'Q8IU57')"
"('P06729', 'P06239')"
"('Q96DH6', 'Q9H8Y8')"
"('P09651', 'O95819')"
"('P13797', 'Q9UET6')"
"('Q00403', 'P10914')"
"('Q5JTZ9', 'Q96KG7')"
"('Q8TDY2', 'Q9BSB4')"
"('P35222', 'Q9Y3R0')"
"('P60709', 'Q07157')"
"('P24071', 'P01876')"
"('P20618', 'P25787')"
"('Q99759', 'Q9Y265')"
"('P62899', 'P63104')"
"('P01375', 'Q13546')"
"('P26196', 'P26368')"
"('O75791', 'Q13480')"
"('Q9H3D4', 'Q96KQ4')"
"('Q13315', 'Q92766')"
"('O15287', 'P07992')"
"('Q8NG83', 'P38405')"
"('O15226', 'Q04864')"
"('Q96P20', 'P29466')"
"('P84022', 'Q92793')"
"('Q9Y2V2', 'Q92630')"
"('Q15291', 'P62807')"
"('P35250', 'O75943')"
"('Q16627', 'P32246')"
"('P57740', 'Q8NFH4')"
"('O15519', 'O14733')"
"('Q15262', 'P27361')"
"('Q14134', 'Q8NHQ1')"
"('P62841', 'P62854')"
"('O14933', 'P98170')"
"('P10451', 'Q9NR12')"
"('Q9BYG5', 'Q96CN9')"
"('Q9Y5B9', 'Q9UPN9')"
"('P62191', 'O00231')"
"('P62633', 'Q9NZI8')"
"('P23025', 'Q9HAW4')"
"('P01889', 'Q9Y295')"
"('P28482', 'Q16665')"
"('O95819', 'P26373')"
"('P53350', 'Q92889')"
"('P46781', 'P78330')"
"('Q96PU5', 'P12757')"
"('P43627', 'P29350')"
"('Q14498', 'Q8IWX8')"
"('P35869', 'P20226')"
"('P57086', 'Q0D2J5')"
"('P62140', 'Q02045')"
"('O95208', 'P22455')"
"('P30480', 'Q13347')"
"('P35544', 'P62841')"
"('P31943', 'Q8IYB3')"
"('Q96I25', 'Q9P013')"
"('Q16827', 'P18146')"
"('Q16777', 'Q9BY41')"
"('O95400', 'Q53GS9')"
"('Q9Y6Q9', 'P28702')"
"('Q13233', 'P83731')"
"('Q8NGR3', 'P38405')"
"('O14745', 'P35228')"
"('O00329', 'P40763')"
"('Q9UKN5', 'P84022')"
"('P06865', 'P06241')"
"('Q99942', 'P51668')"
"('Q15717', 'Q02535')"
"('O95685', 'Q16821')"
"('P07858', 'Q9HBJ7')"
"('O95006', 'P38405')"
"('P11021', 'Q76MJ5')"
"('P16871', 'P42229')"
"('Q15047', 'P30519')"
"('Q15287', 'P61981')"
"('P20823', 'Q13185')"
"('P13501', 'P25025')"
"('O15212', 'Q9P2S5')"
"('O00329', 'P60953')"
"('Q9Y6R4', 'Q14289')"
"('P17301', 'P48736')"
"('P04844', 'P22392')"
"('P21246', 'P43307')"
"('Q09472', 'P43268')"
"('P63151', 'Q9Y243')"
"('Q13868', 'Q9NPD3')"
"('Q8WW43', 'Q9Y219')"
"('O15047', 'P28749')"
"('P02461', 'P31431')"
"('Q15648', 'P38398')"
"('Q9Y4K4', 'P16333')"
"('Q92831', 'Q8IYH5')"
"('P01106', 'Q8NDL9')"
"('Q13315', 'Q15075')"
"('Q96JB5', 'P50053')"
"('406974', 'O75896')"
"('Q13319', 'P15882')"
"('Q92905', 'Q15796')"
"('Q15796', 'P08621')"
"('P46734', 'Q9UL54')"
"('Q8IUX4', 'O95644')"
"('P15104', 'Q9H8W4')"
"('P01112', 'Q15759')"
"('P63208', 'Q8N3Y1')"
"('P17844', 'P49841')"
"('P62158', 'P01112')"
"('Q99615', 'Q15750')"
"('O95500', 'C9JDP6')"
"('Q9Y6Y9', 'P35247')"
"('Q9Y572', 'P08754')"
"('Q15303', 'P00519')"
"('P41235', 'P82980')"
"('P25100', 'P50148')"
"('P32780', 'P50613')"
"('P26373', 'Q15788')"
"('Q08188', 'O94817')"
"('O96017', 'Q9Y248')"
"('P02766', 'P51681')"
"('P61421', 'P49789')"
"('P23396', 'P62854')"
"('442911', 'P15018')"
"('Q13459', 'Q9Y3A3')"
"('P0DJD0', 'P63279')"
"('O00231', 'Q15047')"
"('P12111', 'P31431')"
"('P10275', 'O00459')"
"('Q9UQ90', 'P78545')"
"('P10606', 'Q8IXH7')"
"('Q9BVJ6', 'P31942')"
"('P11021', 'Q96IZ0')"
"('O00212', 'P51805')"
"('Q14197', 'Q8TAE8')"
"('Q15628', 'Q03135')"
"('P62258', 'P42166')"
"('P08107', 'P32745')"
"('Q02156', 'O95622')"
"('P23284', 'P23508')"
"('Q13077', 'O14920')"
"('Q99759', 'P11217')"
"('P47914', 'O60739')"
"('P52732', 'Q14164')"
"('O14974', 'P35609')"
"('O95405', 'P14923')"
"('P41227', 'O95197')"
"('Q06190', 'P31751')"
"('Q8WUI4', 'Q16777')"
"('O75015', 'O15264')"
"('P60900', 'P30480')"
"('A6NIT4', 'P08887')"
"('P98082', 'P98164')"
"('P13984', 'P27540')"
"('P45984', 'P62714')"
"('P38936', 'Q8NBE8')"
"('P62993', 'O60885')"
"('Q16539', 'P07197')"
"('Q9P031', 'Q9HAW0')"
"('Q13573', 'Q92900')"
"('P30154', 'P31749')"
"('Q2NL82', 'O60739')"
"('Q00535', 'P38936')"
"('Q9UQP3', 'P17301')"
"('P11229', 'P48736')"
"('Q9H1Y0', 'O60493')"
"('Q96PU8', 'P84101')"
"('P13861', 'P68400')"
"('Q04206', 'Q8N6T7')"
"('P51693', 'Q5T3J3')"
"('O60739', 'P24666')"
"('Q15717', 'P61978')"
"('O75326', 'P55157')"
"('P17301', 'Q92569')"
"('P55036', 'Q8NHQ8')"
"('P49674', 'O95251')"
"('P08514', 'P02679')"
"('Q13148', 'P30480')"
"('P53618', 'Q9NTJ5')"
"('P62136', 'Q9C0J8')"
"('O76061', 'P30086')"
"('P30480', 'Q15813')"
"('P50454', 'Q8N357')"
"('P07225', 'P00734')"
"('Q86WN2', 'Q01344')"
"('Q9Y4K3', 'P63173')"
"('Q96AP7', 'Q8N6F1')"
"('Q8TBB1', 'Q9Y620')"
"('Q92765', 'P56704')"
"('P34931', 'Q9Y6K9')"
"('O14939', 'Q13393')"
"('P12931', 'O15371')"
"('P60709', 'Q99613')"
"('P00746', 'P01024')"
"('Q05639', 'Q9Y4K3')"
"('Q15172', 'Q562F6')"
"('O14639', 'Q12933')"
"('P45983', 'P01106')"
"('Q00839', 'Q07955')"
"('Q15172', 'Q9UPR3')"
"('Q96KM6', 'Q9BX70')"
"('P03923', 'Q9Y6M9')"
"('Q86YH6', 'P19174')"
"('P60866', 'P62993')"
"('Q9UNS1', 'Q14691')"
"('P36897', 'P62987')"
"('Q13835', 'Q5MNZ9')"
"('Q96QV6', 'O15379')"
"('Q03135', 'Q13393')"
"('P06241', 'O14939')"
"('Q14653', 'Q7Z434')"
"('Q15046', 'P00441')"
"('Q8IWF7', 'Q9Y508')"
"('P63098', 'Q08209')"
"('Q96BH1', 'Q96LR5')"
"('P35268', 'P60709')"
"('O60237', 'Q14005')"
"('Q16821', 'P54840')"
"('P27348', 'P30305')"
"('P61964', 'Q9C005')"
"('P35626', 'Q8NH00')"
"('P09486', 'Q14790')"
"('Q14833', 'P63096')"
"('Q07817', 'P09467')"
"('Q99558', 'P34931')"
"('P15927', 'Q13472')"
"('Q9C0C9', 'Q86WJ1')"
"('Q9Y383', 'Q9NRX3')"
"('Q9Y4Z0', 'Q2TAY7')"
"('O60353', 'Q00722')"
"('Q9UK53', 'Q9NV56')"
"('P22090', 'P60866')"
"('O95405', 'Q15038')"
"('Q9P2S5', 'Q5W0B1')"
"('P30556', 'Q03113')"
"('Q6FHJ7', 'Q9NPG1')"
"('Q9Y5X1', 'Q9ULH1')"
"('O15525', 'Q16665')"
"('Q16576', 'Q4LE39')"
"('Q13129', 'P01112')"
"('P0C0L4', 'P01031')"
"('P02656', 'P02647')"
"('Q8WY91', 'Q16659')"
"('P54257', 'Q9HC52')"
"('P78527', 'Q9UBU8')"
"('P01106', 'Q96BD8')"
"('O15360', 'Q9BTP7')"
"('P18545', 'P16499')"
"('O15524', 'P40189')"
"('Q86V81', 'P38159')"
"('P62917', 'P46776')"
"('Q13315', 'Q13428')"
"('P21796', 'Q16611')"
"('Q9HCU9', 'P53814')"
"('P28715', 'Q9NRG0')"
"('P08138', 'P04183')"
"('Q9BTP7', 'O15287')"
"('P67870', 'P26367')"
"('P63104', 'P10398')"
"('Q13387', 'P51805')"
"('O75674', 'Q9UK61')"
"('Q96JP5', 'Q15287')"
"('P42773', 'Q5RL73')"
"('O75367', 'Q93079')"
"('O15534', 'O00327')"
"('O00629', 'P19838')"
"('Q15047', 'Q9P2D1')"
"('P01562', 'Q13568')"
"('P20336', 'Q01968')"
"('Q86UD3', 'Q96LR5')"
"('Q00987', 'P20226')"
"('P07711', 'P04233')"
"('P04141', 'Q99650')"
"('O00161', 'Q6VEQ5')"
"('Q9Y496', 'Q9BV47')"
"('P06241', 'Q9UMY4')"
"('P0CG48', 'Q15843')"
"('P62328', 'P04183')"
"('Q9UBQ5', 'O75822')"
"('Q14512', 'Q9NRR5')"
"('P63279', '64397')"
"('Q96IP4', 'Q14204')"
"('P62136', 'Q15435')"
"('P04156', 'O75077')"
"('P18077', 'P84098')"
"('Q96KQ4', 'Q9HAU0')"
"('O15357', 'O60504')"
"('406935', 'P01116')"
"('O14964', 'O43513')"
"('Q14197', 'Q7Z7H8')"
"('Q9Y6K9', 'P01100')"
"('P13942', 'P26012')"
"('Q14332', 'O14640')"
"('P04075', 'P12004')"
"('Q04206', 'P04350')"
"('P04049', 'P19838')"
"('P20226', 'Q00613')"
"('Q8NEM7', 'O15265')"
"('P35568', 'P31947')"
"('P29074', 'P51681')"
"('Q5UIP0', 'Q8IX03')"
"('Q14164', 'O95786')"
"('P08238', 'Q86UA6')"
"('Q93009', 'Q9UBT7')"
"('Q9NTI5', 'Q9UQE7')"
"('O00257', 'Q13642')"
"('P13349', 'P41134')"
"('P52943', 'O43597')"
"('P43004', 'P10636')"
"('P12931', 'Q96B97')"
"('P08575', 'P19235')"
"('P11940', 'Q99558')"
"('Q92793', 'Q09472')"
"('Q01201', 'Q15233')"
"('Q96BY6', 'Q07890')"
"('Q9BZH6', 'Q9H0R8')"
"('P61513', 'P42766')"
"('O75694', 'P78406')"
"('Q15041', 'P49703')"
"('Q9H1Q7', 'Q03135')"
"('Q92956', 'P61604')"
"('P19429', 'P06753')"
"('P43405', 'Q9H257')"
"('Q9Y230', 'Q12933')"
"('P48454', 'Q08209')"
"('407010', 'Q9UI32')"
"('P67870', 'P51693')"
"('Q16587', 'P18146')"
"('P06241', 'Q9UK85')"
"('Q0VG06', 'Q9BXW9')"
"('P60709', 'Q9Y4K3')"
"('Q02241', 'Q04917')"
"('P84090', 'Q15287')"
"('Q9UKW4', 'Q15149')"
"('Q99816', 'Q9UPQ4')"
"('P28221', 'P28222')"
"('P29353', 'P01116')"
"('O75604', 'P19012')"
"('Q16236', 'P18848')"
"('Q6R327', 'P31947')"
"('P19338', 'P63104')"
"('Q02556', 'Q96C10')"
"('Q9NYZ3', 'P04637')"
"('P04899', 'P62879')"
"('Q6UXN9', 'Q9P2I0')"
"('P35638', 'Q96HE7')"
"('Q8WZA2', 'P30405')"
"('Q92839', 'P40337')"
"('Q13009', 'Q12955')"
"('Q9UBN7', 'Q16777')"
"('Q86WZ6', 'P49674')"
"('P16144', 'Q9NVD7')"
"('Q13573', 'O15042')"
"('Q07889', 'P15153')"
"('Q9Y6E0', 'Q9Y228')"
"('Q13315', 'Q8TF01')"
"('O75528', 'O43318')"
"('O75626', 'O15533')"
"('Q9GZT5', 'O75581')"
"('Q13315', 'P15374')"
"('Q14683', 'Q15366')"
"('Q9H0E9', 'Q92993')"
"('Q96RN5', 'P84022')"
"('P36873', 'Q15435')"
"('Q5RL73', 'Q14687')"
"('P46108', 'P80404')"
"('Q9NRS6', 'Q9UI14')"
"('P22694', 'Q6IN85')"
"('P29350', 'P42229')"
"('Q9Y4K3', 'Q9Y2X8')"
"('O43561', 'P19174')"
"('P63104', 'P43897')"
"('P40337', 'P20930')"
"('P17812', 'P31946')"
"('P62714', 'P30480')"
"('P10275', 'Q02790')"
"('Q9Y230', 'Q04206')"
"('P00533', 'P04626')"
"('P35462', 'P62879')"
"('P36873', 'Q92736')"
"('Q9Y5X2', 'P00519')"
"('P10275', 'P60484')"
"('P63279', 'P46060')"
"('Q8N668', 'Q9Y6G5')"
"('Q96J02', 'Q15303')"
"('P06748', 'Q86U42')"
"('Q9NQT4', 'Q9Y5X9')"
"('P58012', 'Q9UBK2')"
"('Q13315', 'Q99569')"
"('O14974', 'Q9BUA6')"
"('Q93079', 'Q9UKV0')"
"('P35638', 'P06400')"
"('P07437', 'Q99459')"
"('P48736', 'Q9UN42')"
"('P09871', 'P02745')"
"('Q12874', 'O75554')"
"('Q9H4L7', 'Q99459')"
"('O43674', 'O95169')"
"('P55773', 'P25025')"
"('Q9NWU5', 'Q14197')"
"('Q9P298', '145781')"
"('Q16637', 'Q9NY12')"
"('Q9Y3I1', 'Q13616')"
"('Q96FJ2', 'O14490')"
"('Q13416', 'Q99459')"
"('P19012', 'P17509')"
"('P40337', 'P33993')"
"('P62837', 'Q9H6Y7')"
"('Q15633', 'Q9UKV8')"
"('Q92993', 'Q8NHV9')"
"('Q8WV28', 'P52735')"
"('O75376', 'P01584')"
"('Q15744', 'Q14185')"
"('Q9Y6E7', 'P57721')"
"('P19438', 'P58107')"
"('P61073', 'P08648')"
"('P67936', 'Q9BY11')"
"('Q9Y4W6', 'Q14457')"
"('P19174', 'Q9NP31')"
"('Q9NZ42', 'P49768')"
"('Q9UER7', 'P46100')"
"('P61981', 'Q13247')"
"('Q8NHL6', 'P16188')"
"('P45983', 'Q16539')"
"('O00231', 'Q9Y4K3')"
"('Q99459', 'Q9BQE3')"
"('P63096', 'Q92806')"
"('P17676', 'P41440')"
"('P42229', 'P40763')"
"('P19876', 'P49238')"
"('Q12933', 'Q9NRR5')"
"('Q16342', 'P0CG48')"
"('P16234', 'Q07889')"
"('Q6UY14', 'P27658')"
"('P06401', 'Q92905')"
"('Q8IUC6', 'Q15326')"
"('Q13177', 'P62750')"
"('P22681', 'P36542')"
"('P56537', 'P50395')"
"('P60510', 'P15927')"
"('O43493', 'P55157')"
"('P61224', 'Q9UMN6')"
"('P35226', 'Q14781')"
"('Q969T4', 'Q96G75')"
"('P08047', 'P02452')"
"('Q07157', 'O43491')"
"('Q15560', 'P61218')"
"('P01112', 'P28482')"
"('Q71UI9', 'Q99880')"
"('P04629', 'P62993')"
"('P35579', 'P25815')"
"('P0CG48', 'Q29983')"
"('P09497', 'O95782')"
"('Q9Y2X0', 'P41235')"
"('P23511', 'P35638')"
"('P22090', 'P63220')"
"('P51991', 'P22626')"
"('P15311', 'Q9Y478')"
"('P61970', 'P62826')"
"('Q9BVV2', 'Q15834')"
"('P28066', 'P17861')"
"('P05204', 'P16471')"
"('P63104', 'P22314')"
"('P16220', 'Q9BYW1')"
"('A6NM45', 'C9JDP6')"
"('P05023', 'Q92597')"
"('Q16236', 'Q9UJX0')"
"('Q9Y616', 'P55212')"
"('P18031', 'P17655')"
"('P49642', 'P09884')"
"('Q15744', 'P32927')"
"('Q9UQ35', 'Q13573')"
"('Q8IZ69', 'P18754')"
"('Q96BK5', 'P11940')"
"('P07949', 'P62993')"
"('P31995', 'A2IXV5')"
"('Q99459', 'Q8N201')"
"('Q8TDB6', 'P51965')"
"('P02549', 'Q8N8S7')"
"('P31948', 'Q12809')"
"('Q9UQL6', 'P20671')"
"('O60739', 'P00505')"
"('O43318', 'O15105')"
"('Q86YV0', 'P62258')"
"('Q15276', 'Q9UJY5')"
"('P02775', 'Q13794')"
"('Q04941', 'P40337')"
"('Q9ULJ1', 'Q9P2H0')"
"('Q9H1I8', 'Q8NG27')"
"('P60709', 'O15198')"
"('Q9BPZ7', 'Q9Y243')"
"('Q9BQD7', 'P04637')"
"('Q7Z7J5', 'Q9C0A6')"
"('Q9Y261', 'Q04724')"
"('P01243', 'P09960')"
"('P62258', 'P25705')"
"('O75541', 'Q15834')"
"('P40763', 'P04626')"
"('Q16659', 'Q96KR7')"
"('Q5T4F7', 'O75084')"
"('Q9NQT5', 'Q01780')"
"('Q6UX06', 'Q9P0J0')"
"('O75159', 'P40763')"
"('P59901', 'O75015')"
"('Q8IZP0', 'Q12929')"
"('P11487', 'P17948')"
"('Q7KZI7', 'Q9BYG4')"
"('Q13526', 'P07910')"
"('P53985', 'Q15714')"
"('P51665', 'O00233')"
"('O43182', 'P61586')"
"('Q01196', 'Q04724')"
"('Q13472', 'P83916')"
"('Q9Y6K9', 'P09874')"
"('Q99750', 'Q9GZM7')"
"('P11229', 'Q8WYR1')"
"('P62913', 'P46777')"
"('Q9UN74', 'P04406')"
"('Q9UNA1', 'O00255')"
"('P48740', 'P49841')"
"('Q99558', 'P62913')"
"('Q99460', 'O00231')"
"('Q9HCS4', 'Q92793')"
"('Q8IY81', 'P19525')"
"('P55157', 'Q14008')"
"('Q9BUA6', 'P60709')"
"('Q07157', 'Q96B33')"
"('P50148', 'P0C869')"
"('Q13765', 'P16104')"
"('Q15283', 'P01112')"
"('Q04206', 'Q99684')"
"('Q04695', 'Q16695')"
"('P37837', 'O60739')"
"('Q16621', 'Q96BA8')"
"('P67870', 'Q96NT0')"
"('Q9P0M9', 'Q14197')"
"('P62913', 'P05388')"
"('P51398', 'P27986')"
"('O43182', 'P08134')"
"('P28482', 'P51955')"
"('P62081', 'P62269')"
"('Q8IYT8', 'Q8NEB9')"
"('Q13480', 'Q12913')"
"('Q96S42', 'P36896')"
"('O43684', 'P30260')"
"('P84095', 'Q15759')"
"('P63000', 'Q9NPB6')"
"('Q9HAU5', 'Q04637')"
"('Q93100', 'P07910')"
"('P18146', 'Q16827')"
"('P07948', 'P14784')"
"('Q16787', 'P26012')"
"('P63010', 'Q9NZN4')"
"('Q13105', 'Q92731')"
"('Q9P2F6', 'O00212')"
"('P18146', 'Q96G03')"
"('P53420', 'P16144')"
"('P61077', 'Q9ULK6')"
"('P22694', 'Q14571')"
"('P55157', 'P34820')"
"('Q9NX05', 'P63165')"
"('Q9C0K7', 'Q13131')"
"('Q92851', 'P62745')"
"('Q9UK85', 'P46108')"
"('Q86WV6', 'O95573')"
"('O43678', 'O95299')"
"('Q13573', 'Q8WUZ0')"
"('Q9P0M6', 'O60814')"
"('P22694', 'O60503')"
"('P49207', 'Q07020')"
"('P42574', 'P16144')"
"('Q7L5N1', 'Q09472')"
"('Q99729', 'O94817')"
"('P16473', 'P08069')"
"('P26447', 'P35070')"
"('Q07352', 'P27361')"
"('Q08211', 'P26368')"
"('Q00587', 'P60953')"
"('P01106', 'P40763')"
"('PB_10', 'P27986')"
"('Q01892', 'P45983')"
"('O60934', 'O96017')"
"('P41182', 'Q9ULU4')"
"('Q86Y39', 'Q16795')"
"('Q9UBF6', 'Q9H672')"
"('Q7Z7J5', 'Q9NP79')"
"('P08865', 'P35544')"
"('O00562', 'P06493')"
"('Q99877', 'Q9P287')"
"('Q96E14', 'P54132')"
"('P13727', 'P17676')"
"('P46976', 'O15488')"
"('P56192', 'O14908')"
"('P30273', 'P08637')"
"('P22612', 'Q08289')"
"('P16520', 'Q13936')"
"('Q8NGU2', 'P38405')"
"('Q9H9S0', 'P40763')"
"('P19105', 'Q99759')"
"('Q99460', 'P17980')"
"('P49336', 'Q9Y2X0')"
"('P28749', 'P63167')"
"('Q8IYB3', 'Q13247')"
"('P41227', 'P01106')"
"('P46108', 'Q9NZM4')"
"('Q92574', 'Q04917')"
"('Q15323', 'Q9Y2H1')"
"('P22694', 'Q7Z3S7')"
"('O60664', 'P62380')"
"('Q9Y230', 'Q9UKE5')"
"('Q9P212', 'P05771')"
"('Q8IYD8', 'P27694')"
"('P17612', 'Q9P2W3')"
"('Q9UKV8', 'O43242')"
"('O75461', 'P01106')"
"('P23508', 'O15371')"
"('P29375', 'P10276')"
"('O95989', 'P51671')"
"('Q8WWR8', 'Q99750')"
"('P30480', 'Q13263')"
"('Q9Y2D9', 'O43439')"
"('Q14934', 'P11831')"
"('Q9UD71', '5512')"
"('P59665', 'P09237')"
"('O95990', 'P27824')"
"('P61978', 'Q9Y580')"
"('Q9UL25', 'P30480')"
"('Q15700', 'Q15334')"
"('P23508', 'P21796')"
"('P21580', 'Q9Y6K9')"
"('P32121', 'Q96GQ7')"
"('P78337', 'Q13562')"
"('Q05397', 'P26641')"
"('Q9UGC6', 'P18146')"
"('P35244', 'O95985')"
"('Q92945', 'P26651')"
"('Q92985', 'Q8N2W9')"
"('Q9NXX6', 'Q8IY18')"
"('P53420', 'P26006')"
"('Q01081', 'P55795')"
"('P55157', 'Q9BYB0')"
"('Q6PEY2', 'Q13509')"
"('P04629', 'P42566')"
"('P04626', 'Q13387')"
"('P05186', 'Q13114')"
"('P18146', 'Q9NVU0')"
"('O43524', 'P30153')"
