negatives
"('Q06413', 'Q14135')"
"('P23443', 'O00459')"
"('Q9Y3U8', 'Q07020')"
"('P00533', 'P53675')"
"('P52565', 'P45973')"
"('Q99832', 'Q00005')"
"('Q9HAU4', 'P13805')"
"('P21802', 'Q15147')"
"('O15068', 'Q9UI14')"
"('P49418', 'P50570')"
"('P43405', 'P20333')"
"('P49720', 'P63104')"
"('P48730', 'Q5SW24')"
"('P47914', 'P05386')"
"('P67809', 'Q15428')"
"('P08047', 'P14859')"
"('P01562', 'P48551')"
"('Q15428', 'P62304')"
"('P46108', 'O15085')"
"('P04049', 'Q92569')"
"('Q8WVC0', 'P62875')"
"('P11021', 'Q96IZ0')"
"('P08648', 'P29965')"
"('Q6FI13', 'P58876')"
"('P19793', 'P27361')"
"('Q04206', 'Q16663')"
"('Q9NZN8', 'Q9H9A5')"
"('Q01081', 'Q13151')"
"('P16234', 'P62993')"
"('Q8NGP9', 'P38405')"
"('O75438', 'O95168')"
"('Q99558', 'Q00839')"
"('Q14469', 'Q02363')"
"('O95983', 'Q9BTC8')"
"('Q9H8M9', 'P21246')"
"('P40429', 'P18124')"
"('P49841', 'Q9Y3F4')"
"('P26639', 'Q9Y478')"
"('P84022', 'P13645')"
"('O75030', 'P63279')"
"('P42566', 'P55157')"
"('Q5T9A4', 'Q9BUV8')"
"('P19174', 'P10912')"
"('P55795', 'P35637')"
"('406890', 'P01112')"
"('P62987', 'Q93009')"
"('P56747', 'Q8NI35')"
"('Q9NWA0', 'Q9NX70')"
"('P78369', 'O95484')"
"('Q15653', 'P18077')"
"('Q99525', 'P68431')"
"('P00748', 'Q9NPY3')"
"('O75928', 'O15379')"
"('P01106', 'Q9UBF2')"
"('Q9BVA1', 'Q13409')"
"('P83881', 'P49207')"
"('Q96T60', 'Q9UHI6')"
"('O15551', 'Q8N7P3')"
"('Q15797', 'Q9NYN1')"
"('O43795', 'P62993')"
"('P22455', 'P42336')"
"('Q15653', 'P19793')"
"('Q99832', 'P61224')"
"('P06400', 'Q14938')"
"('Q96CW1', 'P51116')"
"('Q8IX12', 'Q8IYB3')"
"('Q8IZD4', 'Q96F86')"
"('P25103', 'P30679')"
"('P98164', 'Q15465')"
"('P46109', 'P22681')"
"('P30040', 'P11021')"
"('Q13625', 'Q07817')"
"('P51636', 'P20264')"
"('Q96BI3', 'P49810')"
"('P25098', 'P0CG48')"
"('P19623', 'Q14164')"
"('Q9GZU1', 'P14373')"
"('P20591', 'Q9HCX4')"
"('Q8TCG1', 'P19438')"
"('P62158', 'P46020')"
"('O94868', 'P08238')"
"('Q13478', 'Q04206')"
"('P53708', 'O75369')"
"('P62753', 'O95897')"
"('P62993', 'Q9UJM3')"
"('P0CG48', 'P49281')"
"('P62750', 'Q02543')"
"('Q9Y262', 'P50570')"
"('P17947', 'P07333')"
"('Q8NEV9', 'P18146')"
"('P35637', 'Q99873')"
"('Q99496', 'P61077')"
"('P46776', 'Q9Y3U8')"
"('Q15637', 'P36406')"
"('Q9NS73', 'Q8TAP4')"
"('P28221', 'Q9P2W3')"
"('P42679', 'Q01844')"
"('Q15691', 'P11171')"
"('Q9HBU1', 'P33240')"
"('Q9BVJ6', 'O15169')"
"('Q9Y478', 'P60228')"
"('P18146', 'Q9HAW4')"
"('Q86U70', 'P81877')"
"('P62136', 'Q07817')"
"('P42858', 'Q9NWQ8')"
"('P12643', 'Q16671')"
"('Q14197', 'P52815')"
"('Q86U42', 'Q01081')"
"('Q05516', 'Q9Y2Y4')"
"('Q9P086', 'Q9NWA0')"
"('O60566', 'Q13547')"
"('Q13573', 'P17980')"
"('Q14008', 'Q13573')"
"('Q16543', 'Q5HYK9')"
"('Q96NT0', 'P67870')"
"('P18146', 'Q96QK1')"
"('P29992', 'Q9BZM1')"
"('Q71U36', 'Q99595')"
"('O94864', 'Q92830')"
"('Q13748', 'Q15750')"
"('Q09472', 'P62993')"
"('P45983', 'P01106')"
"('Q13227', 'Q86Y13')"
"('O00217', 'O75251')"
"('P62891', 'P62424')"
"('Q9HAU5', 'O15116')"
"('Q15303', 'P78352')"
"('P51817', 'Q06710')"
"('P63096', 'O43665')"
"('P62136', 'Q7Z2W7')"
"('O95347', 'Q99459')"
"('Q13643', 'P11831')"
"('Q9UPQ9', 'Q9H9G7')"
"('P35626', 'Q8NGR5')"
"('P62750', 'P62910')"
"('P01912', 'P01730')"
"('P54725', 'P08670')"
"('Q92769', 'O60264')"
"('Q13111', 'P19174')"
"('P78357', 'P46108')"
"('P41743', 'P00533')"
"('P01243', 'P24752')"
"('Q9NY65', 'P17302')"
"('O15389', 'Q06124')"
"('Q9NR30', 'P82930')"
"('Q08881', 'P16885')"
"('P50750', 'P51825')"
"('P06241', 'P20963')"
"('Q9Y4G2', 'Q15102')"
"('Q16849', 'Q13425')"
"('P51888', 'P98160')"
"('Q96GM5', 'Q68CP9')"
"('Q9Y2X7', 'O60925')"
"('P31751', 'Q6ZSY5')"
"('Q9Y6N8', 'Q9ULB4')"
"('P30556', 'P30679')"
"('Q9HAU4', 'P36896')"
"('P67775', 'P57058')"
"('P46109', 'Q9Y4K4')"
"('Q6WCQ1', 'Q9H0H5')"
"('O75400', 'Q4G0J3')"
"('Q86V81', 'Q01130')"
"('Q12778', 'O43521')"
"('Q15306', 'Q14534')"
"('Q9P1A6', 'P27986')"
"('P60228', 'P62258')"
"('P78369', 'O00501')"
"('P61160', 'P14317')"
"('P51532', 'P24522')"
"('Q9P0M9', 'P16220')"
"('P21246', 'O60925')"
"('P27482', 'Q93100')"
"('Q01094', 'Q9UKY3')"
"('P12931', 'P48736')"
"('Q9H3S7', 'O75340')"
"('P16871', 'P68366')"
"('Q9H9B4', 'P23508')"
"('Q99613', 'O15198')"
"('Q9Y5Z7', 'Q9C005')"
"('P62158', 'P32241')"
"('Q5R3I4', 'O60925')"
"('Q15287', 'Q15428')"
"('P46939', 'Q9NRI5')"
"('P16333', 'Q93084')"
"('P35626', 'Q8NGE2')"
"('P28072', 'O14818')"
"('Q96TA1', 'Q13573')"
"('Q9Y3M8', 'Q8IXI1')"
"('P45983', 'Q14934')"
"('Q9BPY3', 'Q8NHQ1')"
"('P10276', 'P53779')"
"('P62195', 'Q8WW24')"
"('Q8WWQ8', 'P28482')"
"('Q08209', 'Q9UD71')"
"('P18621', 'P18124')"
"('P04637', 'Q7Z419')"
"('Q13315', 'O00512')"
"('P16520', 'O14775')"
"('Q96ER3', 'Q9Y5J5')"
"('P52272', 'Q99558')"
"('P62834', 'Q13158')"
"('Q96D09', 'Q93045')"
"('O75190', 'Q15714')"
"('P01106', 'P13798')"
"('P52298', 'Q16630')"
"('P27361', 'Q8WWQ8')"
"('Q8TCT9', 'O95870')"
"('P16333', 'P78329')"
"('P51452', 'P23508')"
"('P13385', 'Q5T3J3')"
"('Q9P2S5', 'P46379')"
"('Q8IWW6', 'P63000')"
"('P24071', 'P01876')"
"('Q9HCE7', 'Q9H469')"
"('O60684', 'Q13303')"
"('P51965', 'Q8ND25')"
"('P48556', 'P55036')"
"('P48023', 'P54284')"
"('Q9Y4H2', 'P61981')"
"('O75534', 'P01889')"
"('P09651', 'Q13268')"
"('Q9ULJ6', 'P10275')"
"('Q9H9S0', 'P16070')"
"('O76061', 'P19387')"
"('Q13247', 'Q92620')"
"('O43678', 'O75251')"
"('P30793', 'O95433')"
"('Q9GZS3', 'P19388')"
"('P54252', 'P04183')"
"('Q04864', 'P10275')"
"('P62877', 'P49918')"
"('P21281', 'Q9Y6Q1')"
"('P09471', 'O60503')"
"('Q9NXR7', 'Q5VTD9')"
"('P07814', 'Q99558')"
"('P38117', 'P13804')"
"('O94817', 'Q08188')"
"('Q6DRA6', 'P61964')"
"('P09455', 'P24385')"
"('Q9Y266', 'P40337')"
"('P46109', 'P29353')"
"('P16144', 'P51636')"
"('P05386', 'P12956')"
"('P51522', 'P84022')"
"('P43403', 'P61073')"
"('Q9UKV8', 'Q02543')"
"('P01566', 'P16471')"
"('Q9HB71', 'P11171')"
"('P60604', 'Q96BQ3')"
"('Q00722', 'Q8TEW0')"
"('Q07889', 'P28482')"
"('P62136', 'P27482')"
"('Q9H4E5', 'Q13485')"
"('Q9P253', 'O43752')"
"('P40692', 'Q13573')"
"('P35626', 'Q8NG83')"
"('Q9P0W0', 'Q5VWK5')"
"('Q99750', 'Q8WXS3')"
"('P07949', 'P56159')"
"('Q8N3C0', 'P16220')"
"('Q9BQG0', 'Q16576')"
"('P11142', 'Q92844')"
"('Q14451', 'P15880')"
"('Q13136', 'P62714')"
"('P48736', 'Q9UQC2')"
"('Q7Z4H7', 'Q96CS2')"
"('P25054', 'Q8IUQ4')"
"('Q01094', 'Q14680')"
"('P30480', 'Q9NR30')"
"('Q96K80', 'Q15038')"
"('Q96GM5', 'Q12824')"
"('Q9Y385', 'P38398')"
"('P05387', 'P39023')"
"('O75369', 'P21333')"
"('P62987', 'P32969')"
"('P84022', 'P35573')"
"('P41252', 'Q15714')"
"('P28482', 'Q99941')"
"('Q12972', 'O95685')"
"('O15105', 'O14744')"
"('P25208', 'P16035')"
"('P39687', 'O60684')"
"('Q15287', 'Q9Y3F4')"
"('P51965', 'Q96P09')"
"('Q15170', 'O95757')"
"('P10124', 'O43765')"
"('Q9Y6K9', 'Q8WXE1')"
"('P01106', 'Q13496')"
"('P49768', 'P62491')"
"('Q9Y263', 'Q9UBN7')"
"('P29033', 'O95452')"
"('P68032', 'Q59H18')"
"('Q9NW38', 'Q9NPI8')"
"('P54259', 'Q9Y219')"
"('P62837', 'O94874')"
"('P01106', 'Q969F1')"
"('Q92858', 'Q13309')"
"('Q29RF7', 'Q14683')"
"('P55916', 'P61981')"
"('Q96P20', 'Q9NPP4')"
"('P21673', 'Q92993')"
"('Q9NTJ3', 'Q9BPX3')"
"('Q15819', 'O75800')"
"('Q12824', 'O15530')"
"('P0CG48', 'Q9NYJ8')"
"('Q9NPG1', 'P09471')"
"('P06241', 'Q92918')"
"('P98170', 'P0CG48')"
"('Q9UHX1', 'O60506')"
"('Q969H0', 'Q6ZRQ5')"
"('P08581', 'P35568')"
"('Q9NY93', 'Q8TEY7')"
"('P60022', 'P09237')"
"('P09012', 'Q15428')"
"('O95475', 'Q08117')"
"('Q13535', 'P55036')"
"('Q7Z6B7', 'P63104')"
"('Q16643', 'O95989')"
"('P63279', 'P84022')"
"('Q13133', 'Q15466')"
"('Q13263', 'Q9H4L7')"
"('Q9UIA9', 'Q9Y2Q3')"
"('Q6DN03', 'Q15291')"
"('Q9NX47', 'O43583')"
"('P20138', 'P22681')"
"('O60925', 'Q99613')"
"('Q15019', 'Q9NVA2')"
"('P98170', 'P05067')"
"('Q04206', 'P16871')"
"('Q10567', 'P13569')"
"('P43364', 'Q96LM6')"
"('Q15796', 'P62987')"
"('Q9GZM8', 'Q9UIE0')"
"('P52294', 'P12956')"
"('P35268', 'P84098')"
"('Q99623', 'P14923')"
"('Q08211', 'P62633')"
"('Q01196', 'Q92793')"
"('O75038', 'P05129')"
"('Q9Y2B0', 'Q96BK5')"
"('P37173', 'P78545')"
"('P41743', 'Q9NPB6')"
"('Q9Y5J5', 'P62306')"
"('Q13444', 'Q99962')"
"('P18031', 'Q16288')"
"('Q6FI13', 'P56524')"
"('Q15768', 'P49796')"
"('Q15464', 'P14784')"
"('Q9Y294', 'P68431')"
"('Q13283', 'Q7KZF4')"
"('P62979', 'Q99759')"
"('P04626', 'P62987')"
"('P01889', 'P08579')"
"('P68133', 'Q15906')"
"('P43489', 'Q12933')"
"('Q6EEV6', 'P49792')"
"('P17947', 'P08311')"
"('P29374', 'O15379')"
"('P59826', 'P42224')"
"('P00519', 'O75751')"
"('Q16537', 'Q92736')"
"('P17275', 'P38398')"
"('P51668', 'Q96BQ3')"
"('P78545', 'P62807')"
"('Q8TDR0', 'P18124')"
"('P31948', 'Q96PU5')"
"('P22314', 'P22557')"
"('P51617', 'P34932')"
"('Q9Y376', 'O14874')"
"('Q96EK5', 'Q9BS34')"
"('P06241', 'A8K4G0')"
"('Q92538', 'Q9Y678')"
"('P18206', 'Q9Y224')"
"('Q02543', 'O00442')"
"('Q9BXI6', 'O14745')"
"('O14508', 'P08069')"
"('Q14197', 'O75489')"
"('Q9UKV0', 'Q13363')"
"('P32239', 'P30679')"
"('Q15653', 'Q99759')"
"('O43251', 'Q86U06')"
"('P05060', 'P12236')"
"('Q9NX70', 'Q13503')"
"('Q9Y490', 'P08514')"
"('Q9UL18', 'Q06787')"
"('P50552', 'P63104')"
"('Q00653', 'P01562')"
"('P0CG48', 'P09936')"
"('P05231', 'P78552')"
"('Q9UPN3', 'Q99459')"
"('Q9NPI1', 'Q99728')"
"('Q8TDB6', 'Q712K3')"
"('P31146', 'O94907')"
"('Q8IYF1', 'Q13137')"
"('Q14164', 'P00492')"
"('P04198', '407046')"
"('P46092', 'P16333')"
"('Q6UXN9', 'Q93079')"
"('Q6XUX3', 'P49720')"
"('O75381', 'P50542')"
"('P08238', 'Q99759')"
"('P00736', 'P02747')"
"('Q96GD4', 'P17661')"
"('Q99590', 'P26368')"
"('P62879', 'O95467')"
"('P38159', 'O75937')"
"('P62873', 'P43657')"
"('P05556', 'Q14192')"
"('P41279', 'O14733')"
"('P46379', 'P46695')"
"('P62987', 'Q712K3')"
"('Q92793', 'O00470')"
"('P01236', 'P32927')"
"('P02751', 'O00182')"
"('O75326', 'P05556')"
"('P09234', 'Q9BWF3')"
"('Q8N5U6', 'P62256')"
"('O43586', 'Q8IZX4')"
"('Q15560', 'P27694')"
"('Q8IXJ6', 'Q92830')"
"('Q15283', 'P62070')"
"('O43399', 'Q14164')"
"('P0C0S5', 'P58876')"
"('Q92608', 'Q9H4E5')"
"('Q14790', 'Q12873')"
"('Q9BQ04', 'P0CAP1')"
"('P0C1Z6', 'Q53TQ3')"
"('Q8ND90', 'Q9NRR5')"
"('P53350', 'Q9H6R7')"
"('Q7Z443', 'P40337')"
"('O00505', 'P32121')"
"('P35638', 'P17535')"
"('Q9GZQ8', 'Q8NC44')"
"('Q6ISU1', 'O94966')"
"('O75376', 'O14646')"
"('P22460', 'Q13424')"
"('O15371', 'O15372')"
"('Q96RT1', 'Q12979')"
"('Q05513', 'P55211')"
"('O95166', 'Q00610')"
"('P35555', 'P08670')"
"('Q9H334', 'P07333')"
"('Q9Y6K9', 'P36873')"
"('Q92542', 'Q9Y219')"
"('P15172', 'Q09472')"
"('Q96QB1', 'P60953')"
"('P61019', 'P30480')"
"('Q9H840', 'P05386')"
"('P49407', 'P46734')"
"('Q52LW3', 'P84095')"
"('Q14686', 'P15336')"
"('P61081', 'Q99459')"
"('P01229', 'P22888')"
"('P20807', 'P25963')"
"('P14625', 'Q9NZJ5')"
"('P32121', 'P32302')"
"('P30153', 'Q99459')"
"('Q9UL18', 'Q15116')"
"('Q9UI14', 'Q96D21')"
"('O43474', 'P18146')"
"('O95793', 'P46779')"
"('406983', 'Q96JJ3')"
"('Q16401', 'O43242')"
"('P48061', 'P46094')"
"('Q9HC36', 'Q13617')"
"('P04085', 'P00533')"
"('Q8IYW5', 'P16104')"
"('O95229', 'O15182')"
"('P40337', 'P47914')"
"('P07339', 'P01730')"
"('P13224', 'P07359')"
"('Q9UHD2', 'P46782')"
"('P04040', 'O60684')"
"('Q15759', 'P53539')"
"('Q13554', 'Q8IZS8')"
"('Q9UNX3', 'P62424')"
"('O43513', 'Q9NX70')"
"('P49023', 'P84103')"
"('Q9UHD8', 'Q13573')"
"('P05106', 'P26006')"
"('Q92729', 'P63261')"
"('P26927', 'P01889')"
"('P56537', 'Q8TC92')"
"('O95696', 'P33992')"
"('Q13535', 'O95232')"
"('Q9NRF2', 'P06213')"
"('Q13409', 'Q9BVA1')"
"('O75521', 'Q9Y2Y9')"
"('P20248', 'Q13416')"
"('Q9UQM7', 'Q01668')"
"('O00232', 'P43686')"
"('C9JDP6', 'O15551')"
"('P31947', 'P17706')"
"('Q9Y4E5', 'P52306')"
"('Q9Y3P9', 'P62330')"
"('Q08999', 'Q14188')"
"('P41240', 'Q16827')"
"('Q14451', 'P11177')"
"('O15379', 'Q04206')"
"('P18146', 'Q8IYK4')"
"('P60709', 'Q99759')"
"('P22415', 'P61073')"
"('Q8N474', 'Q9ULV1')"
"('P11940', 'Q00005')"
"('P45973', 'P84243')"
"('P06729', 'P06239')"
"('P01100', 'Q03060')"
"('P49736', 'P62805')"
"('Q14566', 'O75419')"
"('P17612', 'Q32MK0')"
"('Q8TBB1', 'Q8N448')"
"('P35749', 'Q9BQ83')"
"('Q92831', 'Q9Y6Q9')"
"('P13804', 'O60739')"
"('P09104', 'P50995')"
"('P01570', 'P08887')"
"('Q9Y5J5', 'P56715')"
"('O43617', 'Q9Y296')"
"('P62158', 'Q13562')"
"('Q13424', 'P68402')"
"('P61981', 'Q9NSK0')"
"('P11215', 'Q02447')"
"('O60711', 'Q05397')"
"('P41597', 'O60674')"
"('P16615', 'O75365')"
"('Q9NYJ8', 'P38646')"
"('Q9Y2L1', 'Q9BV86')"
"('Q15788', 'Q8IZD9')"
"('P52597', 'P35637')"
"('P23588', 'Q13557')"
"('Q12996', 'Q13573')"
"('P78527', 'P62993')"
"('Q13315', 'Q5H9F3')"
"('Q9UKA9', 'Q96PU8')"
"('Q9BZW8', 'O43561')"
"('Q13535', 'Q92667')"
"('P20073', 'P17931')"
"('Q7Z6G3', 'Q7Z3B3')"
"('Q7Z5R6', 'P35080')"
"('P41182', 'P42224')"
"('P27448', 'Q04759')"
"('P62993', 'Q9Y613')"
"('Q5VTD9', 'P82094')"
"('P18146', 'P67775')"
"('P10415', 'Q96LC9')"
"('O14493', 'Q8NI35')"
"('O43719', 'Q13573')"
"('O43318', 'Q9BVA1')"
"('P01889', 'Q9UQ80')"
"('407008', 'P35568')"
"('O15156', 'P02452')"
"('O96013', 'Q15052')"
"('P04083', 'P51668')"
"('Q92993', 'P47712')"
"('P48740', 'Q13387')"
"('P01106', 'Q9NVQ4')"
"('P42338', 'P49418')"
"('O75751', 'P55157')"
"('P04075', 'O15264')"
"('Q02556', 'P01584')"
"('P38919', 'Q86V81')"
"('Q9NPA5', 'Q9UKR5')"
"('O95347', 'Q9Y2Q3')"
"('Q96HA1', 'P49792')"
"('Q969Q1', 'Q9NP98')"
"('406894', 'Q07820')"
"('P62987', 'P25963')"
"('Q9UN72', 'P46108')"
"('Q16288', 'P29353')"
"('Q8NEB9', 'Q99570')"
"('P17097', 'O75528')"
"('Q9NWA0', 'P38646')"
"('P06730', 'P62753')"
"('Q5UIP0', 'P09466')"
"('P31749', 'P32927')"
"('Q8TE12', 'Q9UBR4')"
"('Q99717', 'Q8WUA2')"
"('Q15653', 'P52434')"
"('O95376', 'Q92993')"
"('O60739', 'P52434')"
"('Q9Y383', 'P61970')"
"('Q00987', 'Q9Y2T4')"
"('P49716', 'P17676')"
"('P62993', 'Q9Y2W1')"
"('Q96AE4', 'P01106')"
"('P18077', 'Q92901')"
"('P52630', 'P11309')"
"('P10276', 'P08047')"
"('P43358', 'P14927')"
"('O95425', 'Q9Y383')"
"('Q13018', 'P10600')"
"('Q8N163', 'P01106')"
"('O14936', 'Q9H4G0')"
"('P35998', 'Q9UL46')"
"('P51817', 'P19838')"
"('Q9UET6', 'Q9P258')"
"('Q9UL18', 'Q15717')"
"('Q01094', 'Q9BXL8')"
"('P26367', 'P48431')"
"('Q9BTC8', 'O95983')"
"('P49454', 'Q9UM73')"
"('Q13464', 'P08238')"
"('Q96CA5', 'P55212')"
"('Q99497', 'O43464')"
"('P23458', 'P29353')"
"('Q96GD4', 'P49450')"
"('P10636', 'Q9NY61')"
"('P35568', 'P17252')"
"('P51151', 'Q8IWE5')"
"('Q9UJX4', 'Q16659')"
"('P51946', 'P33993')"
"('Q15427', 'Q15428')"
"('O15379', 'Q13263')"
"('Q9ULV8', 'P40189')"
"('P11142', 'P49642')"
"('P57737', 'P62877')"
"('P62993', 'Q8WUM4')"
"('Q9HCE7', 'Q8WVD5')"
"('O95817', 'Q14203')"
"('P15502', 'P08246')"
"('Q9H2X6', 'Q13838')"
"('Q14934', 'P11831')"
"('Q9Y697', 'O95396')"
"('P46459', 'P05067')"
"('Q06547', 'Q13309')"
"('Q99759', 'O00159')"
"('P13500', 'P25025')"
"('P67809', 'Q8IX12')"
"('O96017', 'O60934')"
"('P36578', 'P50914')"
"('Q8WVN8', 'P35227')"
"('Q8WX92', 'Q9H3P2')"
"('P31689', 'Q13573')"
"('P85298', 'P08134')"
"('Q04206', 'P06748')"
"('Q92844', 'P62158')"
"('Q12972', 'Q15428')"
"('O15105', 'P36896')"
"('P04637', 'O95257')"
"('Q9P0U4', 'P62807')"
"('Q92888', 'Q12772')"
"('P31751', 'O60343')"
"('P02774', 'P84101')"
"('P62851', 'P23396')"
"('Q9Y6J9', 'Q9UPT9')"
"('P50150', 'O95467')"
"('Q13115', 'P31152')"
"('Q16821', 'Q9UD71')"
"('Q02556', 'P05161')"
"('P04150', 'Q12888')"
"('Q9Y696', 'P60709')"
"('P48169', 'Q9NQX3')"
"('Q12873', 'O43147')"
"('P34932', 'P51617')"
"('P08138', 'Q9NWZ3')"
"('Q9UPZ6', 'O43150')"
"('P38484', 'P25445')"
"('Q13233', 'Q9UPT6')"
"('P0C0S5', 'Q9Y5B9')"
"('P61978', 'Q15287')"
"('P67809', 'Q9HCK5')"
"('Q8TD86', 'Q86YV6')"
"('Q04917', 'Q92574')"
"('P01106', 'O14980')"
"('Q9UJ83', 'Q96E35')"
"('P39023', 'Q15853')"
"('P01106', 'P60763')"
"('P06702', 'Q15853')"
"('Q9UBN7', 'Q9BTM1')"
"('O15520', 'Q02763')"
"('P35222', 'P20265')"
"('P17028', 'Q15697')"
"('P22612', 'P50552')"
"('P04844', 'Q75N90')"
"('P36956', 'Q9BWQ8')"
"('P46783', 'P23396')"
"('P61513', 'P27635')"
"('P46108', 'P78345')"
"('P55769', 'P11171')"
"('Q13243', 'P52272')"
"('P48643', 'O95163')"
"('O14775', 'Q92633')"
"('Q9UL45', 'Q12929')"
"('Q66LE6', 'Q9NPF5')"
"('P07900', 'P10415')"
"('P05386', 'P83731')"
"('P35998', 'P55036')"
"('Q13753', 'P26006')"
"('O60291', 'P60604')"
"('Q9Y4K3', 'Q03135')"
"('Q9Y2I6', 'Q02040')"
"('Q16539', 'Q86UR1')"
"('Q9GZV9', 'P22607')"
"('P63261', 'A7E2Y1')"
"('Q9NX70', 'Q15648')"
"('P54253', 'O75935')"
"('Q96G97', 'Q9NZ43')"
"('P04183', 'P43246')"
"('Q13616', 'Q9NRD1')"
"('Q9Y2Q3', 'Q16531')"
"('O95551', 'Q92905')"
"('P05556', 'P29353')"
"('Q13387', 'O95084')"
"('Q13485', 'P0CG47')"
"('Q9GZX7', 'O60884')"
"('Q07890', 'P01100')"
"('P31947', 'Q9Y4K3')"
"('P00533', 'P13866')"
"('P02774', 'Q6P1J9')"
"('Q13315', 'Q5VUA4')"
"('Q9Y4Z0', 'P62310')"
"('P23508', 'P48730')"
"('P17152', 'Q9Y5J5')"
"('Q9Y5P0', 'P38405')"
"('Q8WWY3', 'P85299')"
"('P0C0S5', 'P56524')"
"('Q9NS23', 'Q93009')"
"('P15927', 'P43351')"
"('P01106', 'Q9UGI6')"
"('P08670', 'Q96HL8')"
"('P23470', 'P06753')"
"('P62829', 'P05388')"
"('P62070', 'Q15052')"
"('Q13480', 'Q16827')"
"('Q96RU8', 'P45985')"
"('P78539', 'Q8IY92')"
"('Q15796', 'P10644')"
"('P24941', 'Q01469')"
"('Q16663', 'P25025')"
"('Q92561', 'Q99584')"
"('Q99459', 'Q92616')"
"('P32121', 'Q8NGG8')"
"('Q99880', 'Q9UBN7')"
"('Q9BYV9', 'O15525')"
"('P67775', 'P50991')"
"('Q92574', 'Q96N67')"
"('P06730', 'Q13542')"
"('O14964', 'Q8N6Y0')"
"('P46527', 'P62258')"
"('O14775', 'P49736')"
"('Q14344', 'Q68DD2')"
"('P43364', 'Q8N8B7')"
"('P28066', 'P16871')"
"('Q04759', 'O43516')"
"('P63104', 'P15924')"
"('P23508', 'P42704')"
"('P62873', 'P08172')"
"('Q8NEU8', 'Q9HCB6')"
"('Q13619', 'P62805')"
"('P61764', 'P05067')"
"('P0CG48', 'P62979')"
"('P61981', 'A0MZ66')"
"('P47813', 'P54253')"
"('P45973', 'O14744')"
"('Q16539', 'O95295')"
"('P04406', 'P06899')"
"('O60216', 'O95072')"
"('Q13797', 'P35609')"
"('P56945', 'O15259')"
"('P25116', 'Q9HAV0')"
"('Q15006', 'P20333')"
"('P12318', 'P05771')"
"('Q13555', 'Q13554')"
"('Q92542', 'P49755')"
"('P98164', 'P01266')"
"('P55075', 'P07333')"
"('P26441', 'Q93063')"
"('Q12873', 'Q99728')"
"('Q99459', 'O15042')"
"('P16333', 'P20231')"
"('P38159', 'P09651')"
"('O95347', 'Q6IBW4')"
"('P17612', 'Q13972')"
"('P47914', 'P61254')"
"('P19438', 'P53675')"
"('O43707', 'P18206')"
"('Q15287', 'Q8IX12')"
"('P02741', 'P19838')"
"('O00115', 'Q9Y265')"
"('Q15393', 'P63162')"
"('Q9UBU8', 'Q96HT8')"
"('Q09472', 'P42229')"
"('Q9H334', 'P60568')"
"('Q02535', 'Q14469')"
"('O14543', 'Q13651')"
"('Q9BQG0', 'P01106')"
"('P08575', 'P06241')"
"('Q96KM6', 'P26045')"
"('P02774', 'Q5UIP0')"
"('O43242', 'O75365')"
"('Q13315', 'Q9HAW4')"
"('Q15645', 'Q969Q4')"
"('Q9BUJ2', 'Q01081')"
"('Q5JVS0', 'Q13242')"
"('Q96SB3', 'Q13263')"
"('P78344', 'O14727')"
"('O95359', 'Q02224')"
"('P09529', 'P36896')"
"('P03372', 'O00559')"
"('O76011', 'Q92796')"
"('Q5VZ03', 'Q13045')"
"('P19174', 'Q9NX09')"
"('P23508', 'Q00688')"
"('P09429', 'P48729')"
"('P49841', 'O75354')"
"('O15514', 'Q9NWA0')"
"('P67809', 'O43390')"
"('O75489', 'P35232')"
"('P55157', '9757')"
"('P00519', 'P29323')"
"('Q6ZYL4', 'Q13888')"
"('Q92956', 'Q969V3')"
"('Q12840', 'P42261')"
"('Q9Y2W7', 'O95180')"
"('Q86UR1', 'Q9Y5S8')"
"('Q9NSV4', 'Q13573')"
"('P63151', 'P52630')"
"('P04844', 'P46977')"
"('O15524', 'P40763')"
"('P30153', 'P28482')"
"('Q9UKE5', 'Q16658')"
"('P36402', 'O14627')"
"('Q15366', 'Q9UKF6')"
"('O96019', 'Q8NBZ0')"
"('Q14653', 'Q9UHD2')"
"('Q15911', 'Q9Y6X2')"
"('P51812', 'P23508')"
"('Q9Y679', 'O94817')"
"('P14618', 'P62993')"
"('Q9NS87', 'Q12873')"
"('Q12772', 'Q9UBW7')"
"('406983', 'O60315')"
"('Q13561', 'Q9NRI5')"
"('P78352', 'P04626')"
"('P10242', 'Q00610')"
"('O95777', 'P62310')"
"('P49642', 'P11021')"
"('Q96S82', 'P54725')"
"('P13725', 'P42702')"
"('P51636', 'P08962')"
"('P47914', 'P62899')"
"('Q15906', 'Q9H2F5')"
"('Q13322', 'Q96KG7')"
"('Q6WCQ1', 'Q13158')"
"('P00533', 'Q05655')"
"('P45973', 'P10412')"
"('P42773', 'P11802')"
"('O95967', 'Q03014')"
"('P11597', 'Q01844')"
"('Q16787', 'P26006')"
"('Q99558', 'P06748')"
"('P55075', 'P29317')"
"('P05231', 'P02741')"
"('P08133', 'P62993')"
"('Q9BQA1', 'P62310')"
"('Q9BRR9', 'Q9H4E5')"
"('P60709', 'P04278')"
"('A8K6C2', 'P08887')"
"('P15531', 'P05556')"
"('Q99973', 'Q9BUR4')"
"('O15344', 'P61077')"
"('Q92985', 'Q86WV6')"
"('P03915', 'O95167')"
