negatives
"('Q9NRY4', 'P41182')"
"('Q12923', 'P25445')"
"('P18146', 'P14780')"
"('P18621', 'O95989')"
"('P11215', 'P51617')"
"('P30876', 'P53803')"
"('P16333', 'Q9Y5X2')"
"('Q13625', 'P10415')"
"('Q14204', 'Q9BUV8')"
"('P18146', 'P17612')"
"('Q8NHZ8', 'Q9BS18')"
"('P41743', 'Q9BYG5')"
"('O60641', 'Q96BK5')"
"('Q12904', 'Q14164')"
"('P35626', 'Q13607')"
"('Q14197', 'Q9BVV7')"
"('Q8TF46', 'Q15024')"
"('P31946', 'Q9ULT8')"
"('Q32MK0', 'P10916')"
"('P01243', 'Q13617')"
"('Q68EM7', 'P52198')"
"('Q13137', 'A7MCY6')"
"('Q8N2W9', 'P40763')"
"('P49642', 'O15111')"
"('P62140', 'Q9NP77')"
"('P61978', 'Q9BXP5')"
"('Q8N7H5', 'P23193')"
"('Q9BUV8', 'O60477')"
"('P26010', 'P49023')"
"('Q00839', 'P67809')"
"('O15534', 'Q99743')"
"('406905', 'P61296')"
"('P05013', 'P26992')"
"('P18146', 'P48023')"
"('Q9H0E2', 'P0CG48')"
"('Q96SN8', 'P62195')"
"('P18848', 'Q99871')"
"('Q9Y6K9', 'P11021')"
"('P00533', 'P68431')"
"('P80075', 'P51685')"
"('O00115', 'Q9Y230')"
"('Q96NB3', 'O60306')"
"('Q9NRI5', 'O00757')"
"('P10276', 'P55317')"
"('P63261', 'P17301')"
"('P15153', 'P53779')"
"('O60674', 'P42226')"
"('Q7L7L0', 'Q8WUI4')"
"('Q9Y258', 'P49238')"
"('Q99575', 'O95707')"
"('Q8N108', 'Q96KQ7')"
"('Q9UER7', 'P10275')"
"('P27986', 'O14490')"
"('P26992', 'P23458')"
"('Q15797', 'Q9BTE0')"
"('P04843', 'P39656')"
"('P20073', 'O95865')"
"('P15927', 'Q99638')"
"('P01579', 'P17181')"
"('P59998', 'P42768')"
"('P18206', 'P55084')"
"('P08708', 'P46782')"
"('Q92985', 'Q99836')"
"('Q01105', 'Q15078')"
"('P35232', 'O75489')"
"('O15160', 'Q53T94')"
"('P61289', 'O60739')"
"('P09874', 'Q86WJ1')"
"('P46781', 'P46783')"
"('P55212', 'Q16659')"
"('P06241', 'P16871')"
"('Q93062', 'Q9NX55')"
"('Q01892', 'P06400')"
"('P35251', 'P38398')"
"('P06401', 'O15264')"
"('O00141', 'Q99759')"
"('Q9ULH1', 'Q9UKS6')"
"('P49448', 'O60684')"
"('O14654', 'P48357')"
"('Q16665', 'P10275')"
"('P01106', 'P35249')"
"('Q53ET0', 'Q02930')"
"('Q9UBY5', 'O60262')"
"('Q9HC98', 'P28749')"
"('Q9Y2S0', 'Q9H9Y6')"
"('Q13568', 'P01562')"
"('O60925', 'Q06323')"
"('P46777', 'P27635')"
"('P00533', 'P00403')"
"('P12236', 'Q9NRL3')"
"('P21917', 'O60262')"
"('P19838', 'P63151')"
"('Q15645', 'Q15013')"
"('P36957', 'O15131')"
"('P01569', 'Q14626')"
"('P47914', 'P27635')"
"('P08631', 'Q6S5L8')"
"('Q13315', 'Q9NQZ2')"
"('P07910', 'Q9UKA9')"
"('Q16637', 'Q5JVS0')"
"('Q15843', 'P78395')"
"('Q01844', 'Q14576')"
"('P63165', 'P56693')"
"('Q7RTX0', 'Q5JWF2')"
"('Q13573', 'O94842')"
"('O95271', 'Q9NRI5')"
"('P48023', 'P27986')"
"('Q12955', 'P84022')"
"('O43390', 'Q08170')"
"('Q9BZ29', 'P84095')"
"('Q7Z2X4', 'P18146')"
"('P68400', 'Q15287')"
"('P01308', 'P01920')"
"('P16104', 'Q7Z2G1')"
"('P48730', 'P10070')"
"('P78543', 'Q9HBU9')"
"('P01106', 'Q92854')"
"('P16871', 'P30041')"
"('P03372', 'P23771')"
"('Q8ND30', 'P31947')"
"('P06400', 'Q8WUA4')"
"('Q9H840', 'P62304')"
"('O75716', 'P67870')"
"('Q9UNW9', 'P61978')"
"('O60566', 'O95229')"
"('P35225', 'Q12906')"
"('Q9UGP8', 'P43360')"
"('O00161', 'Q16623')"
"('Q05513', 'P41743')"
"('P51149', 'Q93050')"
"('Q9Y297', 'P10071')"
"('P04070', 'P05121')"
"('P48039', 'O14610')"
"('P12318', 'Q15759')"
"('P12643', 'Q16671')"
"('Q07157', 'P04264')"
"('O75643', 'Q14164')"
"('P52943', 'P54257')"
"('Q92769', 'Q969G3')"
"('P62993', 'P18077')"
"('P14625', 'Q99459')"
"('Q0VG06', 'Q14469')"
"('P05412', 'Q96EB6')"
"('O00206', 'P12931')"
"('Q14765', 'P14784')"
"('Q8NHZ8', 'P14635')"
"('P63098', 'O00429')"
"('O14544', 'Q14765')"
"('Q9Y2Q3', 'Q9BVI4')"
"('Q9UBU9', 'Q9BZI7')"
"('P48444', 'Q99459')"
"('P62993', 'Q8TAQ2')"
"('P51817', 'Q6IN85')"
"('Q96JG8', 'Q9NQG6')"
"('P49840', 'P49841')"
"('P06239', 'P67870')"
"('P31946', 'Q92538')"
"('Q13144', 'P41091')"
"('Q13625', 'Q9GZV5')"
"('Q8TAT6', 'P55072')"
"('P56537', 'P34897')"
"('O60674', 'P42680')"
"('Q86Y39', 'O43677')"
"('Q15109', 'Q99836')"
"('Q13112', 'Q9UJX2')"
"('P21333', 'P32121')"
"('P21728', 'P63092')"
"('O96000', 'P03901')"
"('P10914', 'P01579')"
"('Q99728', 'P04637')"
"('Q09028', 'Q96ST3')"
"('Q92633', 'O95467')"
"('P62424', 'P62899')"
"('Q99755', 'P84085')"
"('O60641', 'O95819')"
"('P07307', 'Q96G23')"
"('P35368', 'P29992')"
"('Q13163', 'P49841')"
"('O75554', 'O60610')"
"('Q93009', 'P63208')"
"('P62873', 'O43306')"
"('P04908', 'Q93079')"
"('O15198', 'Q9NSV4')"
"('P51159', 'Q5T3J3')"
"('Q16829', 'P10912')"
"('P78509', 'P05106')"
"('O95208', 'P22607')"
"('O60684', 'Q13303')"
"('P67936', 'P45379')"
"('Q00978', 'Q13287')"
"('Q8IV45', 'Q04206')"
"('Q9NZ09', 'P0CG48')"
"('Q99706', 'Q01196')"
"('Q12824', 'Q6STE5')"
"('Q8IVH8', 'Q13233')"
"('O95865', 'Q13526')"
"('Q13573', 'P30154')"
"('P11802', 'Q96T76')"
"('P51693', 'Q13765')"
"('P11362', 'Q8WU20')"
"('P20309', 'Q5JWF2')"
"('Q8WZA2', 'P30291')"
"('P01889', 'P62333')"
"('P35250', 'P40938')"
"('Q9GZV4', 'P49366')"
"('Q15154', 'P19012')"
"('P35080', 'P46783')"
"('Q01718', 'O95467')"
"('P19320', 'Q15080')"
"('P00533', 'Q07889')"
"('P48169', 'P60520')"
"('P29400', 'P06756')"
"('P05186', 'Q99558')"
"('Q8TD86', 'Q8NFM4')"
"('O15533', 'P30101')"
"('Q15283', 'Q07890')"
"('Q92945', 'P31751')"
"('Q12851', 'Q13233')"
"('O95400', 'Q13242')"
"('Q04724', 'P18754')"
"('Q13155', 'P02545')"
"('Q96AH8', 'A6NHL2')"
"('Q9NPI8', 'Q13813')"
"('Q13315', 'Q4G0F5')"
"('Q8N806', 'Q9P0U4')"
"('Q14344', 'O14641')"
"('Q9Y2X0', 'Q9NPJ6')"
"('O75346', 'P15121')"
"('Q12933', 'Q9NRN7')"
"('Q9BQ39', 'A0JLT2')"
"('Q15427', 'Q86XP3')"
"('P19438', 'P11021')"
"('Q9UKG9', 'Q01082')"
"('O94806', 'Q96B18')"
"('Q86UD3', 'P62837')"
"('Q8TCG1', 'Q9UQF2')"
"('Q0D2J5', 'Q8N8B7')"
"('P67870', 'O15479')"
"('P08047', 'Q12772')"
"('Q9P0M6', 'P06899')"
"('O95989', 'Q14802')"
"('Q15843', 'Q9Y4K3')"
"('Q9Y490', 'P20701')"
"('P23229', 'P60709')"
"('Q13315', 'Q96SD1')"
"('P53992', 'Q5JRA6')"
"('Q13573', 'Q12792')"
"('Q16514', 'Q9H0E3')"
"('P35626', 'Q8NGJ0')"
"('P43307', 'O60832')"
"('P05113', 'Q99062')"
"('Q93034', 'P62875')"
"('Q9Y2X8', 'O43164')"
"('P63104', 'Q6P597')"
"('Q14571', 'Q13555')"
"('Q5T3J3', 'Q9H4M7')"
"('Q12905', 'P08107')"
"('P20809', 'P15408')"
"('P07437', 'P05067')"
"('P40933', 'P38484')"
"('P18054', 'P47712')"
"('P22460', 'Q13424')"
"('Q13813', 'P18146')"
"('P61952', 'P40145')"
"('Q05519', 'P35637')"
"('P84996', 'O60262')"
"('Q15653', 'Q00610')"
"('A8K6C2', 'P10912')"
"('P49746', 'P26012')"
"('Q12913', 'P35968')"
"('P61106', 'Q9HAU4')"
"('P61981', 'P05783')"
"('O15018', 'Q99569')"
"('P47813', 'O94829')"
"('Q14188', 'O75182')"
"('P36894', 'Q16539')"
"('P45984', 'O43379')"
"('P53778', 'P30154')"
"('Q96BZ8', 'Q9UJ70')"
"('Q9H4G0', 'Q9UDY2')"
"('Q9BPZ7', 'Q16539')"
"('O75508', 'P78369')"
"('Q14088', 'Q9NQC3')"
"('Q9UN86', 'Q9UNL4')"
"('P67870', 'Q13111')"
"('P16220', 'P52655')"
"('Q9BW11', 'P43364')"
"('406901', 'Q9UKV8')"
"('Q15717', 'Q13526')"
"('P19793', 'P24468')"
"('Q9BUV8', 'Q6NXE6')"
"('P42167', 'P00519')"
"('P62140', 'P57088')"
"('O60861', 'P23246')"
"('O75815', 'P07355')"
"('Q9NPJ6', 'Q9ULK4')"
"('P49842', 'Q15427')"
"('P62979', 'P49281')"
"('P51532', 'P60709')"
"('Q03181', 'P41182')"
"('P30837', 'Q14197')"
"('Q16288', 'P62993')"
"('O00291', 'Q13352')"
"('O14641', 'P49910')"
"('Q9H1H9', 'Q6VMQ6')"
"('Q86TM6', 'Q5VVX9')"
"('P30049', 'P06576')"
"('P62857', 'P62277')"
"('P01106', 'Q9NQH7')"
"('Q14258', 'P51668')"
"('P67775', 'P05556')"
"('P35626', 'Q9UKL2')"
"('P15336', 'P06400')"
"('Q8WXG1', 'P42224')"
"('Q16236', 'P62979')"
"('P49841', 'P30876')"
"('P55774', 'Q9UKR5')"
"('Q14919', 'Q9HCE6')"
"('Q14192', 'P24593')"
"('P20333', 'P16615')"
"('P32121', 'Q9H210')"
"('P49841', 'P30281')"
"('P55209', 'Q9H1Y0')"
"('O14757', 'P30304')"
"('P15408', 'P17544')"
"('Q2TAL8', 'P54253')"
"('P04183', 'Q15784')"
"('Q01844', 'Q03426')"
"('Q14643', 'Q9BS26')"
"('P11274', 'Q92529')"
"('P06400', 'Q66K89')"
"('P62993', 'Q15746')"
"('P21554', 'Q9HAV0')"
"('Q15418', 'P23528')"
"('P10276', 'Q71SY5')"
"('P43626', 'P32121')"
"('Q04771', 'P63010')"
"('P10275', 'Q04917')"
"('Q9Y6W5', 'P06241')"
"('P40763', 'Q13263')"
"('Q9UJX4', 'Q9UJX6')"
"('Q7L590', 'P49736')"
"('P35548', 'P13984')"
"('P63104', 'Q9Y4D8')"
"('Q13444', 'P28482')"
"('P22090', 'P62241')"
"('Q9NY93', 'O60783')"
"('Q9P2G9', 'Q9HAY6')"
"('Q9BQD3', 'Q96L14')"
"('P12314', 'Q8IYS5')"
"('P07585', 'P01137')"
"('P22681', 'Q04917')"
"('P49407', 'P32302')"
"('P14780', 'Q09472')"
"('Q15744', 'P18848')"
"('P61586', 'Q02045')"
"('P30466', 'Q14954')"
"('P09486', 'P02452')"
"('P18146', 'Q15329')"
"('Q9BZE4', 'P19525')"
"('Q02080', 'Q13469')"
"('Q04917', 'P10275')"
"('Q99459', 'Q9H9B1')"
"('P63104', 'Q06413')"
"('Q8IU54', 'P32927')"
"('Q9BT78', 'Q02556')"
"('P46940', 'P62158')"
"('O14512', 'P31785')"
"('Q12824', 'Q9NRR5')"
"('P51693', 'P61224')"
"('P35269', 'P13984')"
"('P0CG48', 'Q01201')"
"('Q9H201', 'P00533')"
"('Q10586', 'P52701')"
"('P01375', 'P19438')"
"('Q8NH92', 'P38405')"
"('O00487', 'Q9BRP4')"
"('Q71UM5', 'Q9Y6K9')"
"('P08651', 'P14672')"
"('Q13151', 'Q01081')"
"('A6NI73', 'P12318')"
"('O43281', 'P55157')"
"('P11802', 'Q9UDX5')"
"('P17980', 'Q9BRP4')"
"('O14497', 'Q6STE5')"
"('P62942', 'P00374')"
"('Q13315', 'Q9UIS9')"
"('Q96EV8', 'Q9Y4J8')"
"('P05000', 'Q14626')"
"('P22681', 'Q01113')"
"('P54259', 'P02686')"
"('P05771', 'Q9HAV0')"
"('Q969H0', 'Q149N8')"
"('Q9NZV5', 'P00519')"
"('P46783', 'P39019')"
"('P02751', 'O75400')"
"('P35225', 'P24394')"
"('P31749', 'Q13233')"
"('O75970', 'O95500')"
"('P58062', 'Q3YEC7')"
"('O43242', 'P30480')"
"('Q13363', 'P41970')"
"('P98082', 'Q96CW1')"
"('P60568', 'Q08334')"
"('Q01780', 'Q99828')"
"('P10912', 'P08575')"
"('P11802', 'P40305')"
"('Q8TAK6', 'Q15796')"
"('P10826', 'Q09472')"
"('Q6ZSY5', 'P27482')"
"('P46976', 'Q96HA1')"
"('P51398', 'P62993')"
"('P63208', 'P08238')"
"('Q9BPX1', 'Q6ZVK8')"
"('P35326', 'Q9P2S5')"
"('P55347', 'P40425')"
"('O95696', 'Q8WYH8')"
"('P52797', 'P06241')"
"('P38398', 'Q9Y385')"
"('Q9UKX5', 'P18564')"
"('Q9BT25', 'Q7Z4H7')"
"('P55084', 'Q14451')"
"('Q13094', 'Q7Z5R6')"
"('P22681', 'Q99963')"
"('Q9BQI9', 'Q15428')"
"('Q08043', 'P05556')"
"('Q12923', 'Q16513')"
"('Q16186', 'P60900')"
"('Q16254', 'Q9Y5X4')"
"('Q8N2Z9', 'Q8IYD8')"
"('P84103', 'Q15366')"
"('O14543', 'P23458')"
"('Q9BY27', 'Q8N5I3')"
"('Q16594', 'Q9Y6J9')"
"('Q8N2W9', 'P52630')"
"('Q8NCM8', 'Q9H4B7')"
"('P46379', '5969')"
"('O75293', 'Q8TAE8')"
"('P15884', 'Q8N2W9')"
"('Q04206', 'P08047')"
"('O96015', 'Q96FJ2')"
"('O95990', 'O94972')"
"('Q14469', 'Q8N2Z9')"
"('P61254', 'P62993')"
"('Q15256', 'P45984')"
"('O95897', 'Q15907')"
"('Q00653', 'O43242')"
"('P31946', 'Q9P0V3')"
"('P06703', 'Q02790')"
"('P68431', 'O95503')"
"('Q8N184', '51776')"
"('O95433', 'Q9HC98')"
"('Q9BYB0', 'P27986')"
"('P63000', 'P53779')"
"('Q8IYT8', 'Q9Y383')"
"('P62241', 'Q9UHD2')"
"('P63000', 'Q01105')"
"('P07288', 'P05154')"
"('Q92793', 'P48551')"
"('P24941', 'P49662')"
"('Q9H492', 'Q92636')"
"('Q9UBS4', 'O95163')"
"('P51610', 'Q01094')"
"('P04083', 'P25963')"
"('Q9H9A5', 'Q9NZN8')"
"('P28482', 'Q9NRA0')"
"('Q09019', 'P02775')"
"('Q9UHD2', 'P63165')"
"('Q96J02', 'P22607')"
"('P45984', 'O14654')"
"('Q5SZQ8', 'Q14576')"
"('Q96S59', 'Q06787')"
"('Q99459', 'Q7Z4S6')"
"('O95613', 'Q9NRI5')"
"('Q9Y6G3', 'Q99570')"
"('Q7Z7C8', 'Q9H204')"
"('Q96DB2', 'Q16659')"
"('Q8IVT5', 'P27361')"
"('Q06481', 'Q92870')"
"('P11802', 'Q9NS64')"
"('Q99683', 'P21580')"
"('P17301', 'P46109')"
"('P49759', 'P02686')"
"('Q96MT8', 'Q9NRI5')"
"('P15927', 'O14757')"
"('O43318', 'Q9UDY8')"
"('P10914', 'Q03519')"
"('P46940', 'Q9Y572')"
"('Q8N257', 'Q93077')"
"('Q9UBS4', 'P12109')"
"('Q13352', 'Q13330')"
"('Q13315', 'P25205')"
"('P28221', 'P62879')"
"('Q8N257', 'Q969S8')"
"('Q9HAW0', 'O15260')"
"('P32456', 'Q96QZ7')"
"('P67775', 'O43815')"
"('O60318', 'P25054')"
"('P84103', 'Q9NX70')"
"('Q15853', 'P06702')"
"('Q15654', 'Q9P2R6')"
"('Q93074', 'P10071')"
"('Q9UM13', 'Q8WWL7')"
"('P62158', 'Q9Y283')"
"('Q8IYF1', 'P49910')"
"('P25686', 'P0CG48')"
"('P19793', 'P48552')"
"('P25398', 'P62273')"
"('Q8NEY8', 'Q13625')"
"('Q9Y6E0', 'P62714')"
"('O15350', 'P54278')"
"('P62273', 'P42677')"
"('Q13868', 'Q9Y2L1')"
"('Q969Q6', 'Q02641')"
"('P04637', 'O15126')"
"('Q9UKV8', 'P42677')"
"('P05412', 'P04141')"
"('Q15435', 'P22392')"
"('Q9BW27', 'P12270')"
"('O75182', 'O43463')"
"('P68400', 'P51610')"
"('P62314', 'P62304')"
"('Q9HB75', 'Q8WXG6')"
"('O75381', 'P14317')"
"('Q99750', 'Q8IYR0')"
"('O14965', 'P30305')"
"('P12830', 'Q6IQ23')"
"('Q9Y2K6', 'Q9P0L0')"
"('P08912', 'Q13596')"
"('Q9NXV6', 'Q96C10')"
"('O43896', 'P31946')"
"('O43663', 'O94972')"
"('P98161', 'Q13563')"
"('Q9ULV4', 'P62993')"
"('P22309', 'Q14164')"
"('Q96BN8', 'O14641')"
"('P18146', 'Q5RI15')"
"('Q9BSM1', 'P35227')"
"('Q99459', 'Q14008')"
"('Q13347', 'P01106')"
"('Q969H0', 'Q8NC51')"
"('O15105', 'Q8N5C8')"
"('Q99717', 'Q05209')"
"('P45983', 'P42229')"
"('Q15465', 'Q9BWV1')"
"('P63104', 'P07814')"
"('P35544', 'P62266')"
"('P57087', 'O75970')"
"('P32121', 'Q8TAQ2')"
"('Q9UHD2', 'P50991')"
"('Q92993', 'Q9Y4R8')"
"('Q14157', 'O75051')"
"('P23508', 'Q9Y295')"
"('P49023', 'O43294')"
"('Q9Y5V3', 'P35548')"
"('Q15173', 'P32121')"
"('Q9Y4L1', 'P16104')"
"('Q9UM13', 'Q9BS18')"
"('P49841', 'O75354')"
"('Q13748', 'P49642')"
"('Q9NSB2', 'Q9BQ83')"
"('Q9Y230', 'P60709')"
"('Q14624', 'O00182')"
"('P01579', 'Q13261')"
"('Q8NAV1', 'Q8TBK6')"
"('P01848', 'P01850')"
"('Q9UQB8', 'Q9Y566')"
"('P23458', 'Q06187')"
"('Q92831', 'P19793')"
"('Q9Y2X7', 'O75334')"
"('Q9HAU4', 'Q13571')"
"('Q9Y6K5', 'Q7L2E3')"
"('P02686', 'O14744')"
"('P09038', 'P29317')"
"('P61077', 'Q9Y675')"
"('Q9Y2T4', 'Q9UPR3')"
"('Q8NDV3', 'Q9UJ98')"
"('Q9P2Y5', 'Q9P253')"
"('P40337', 'P62750')"
"('O43741', 'O00253')"
"('P31947', 'Q96ES7')"
"('P55211', 'Q13418')"
"('P17931', 'P05556')"
"('Q15366', 'Q14103')"
"('P31949', 'P01889')"
"('Q5JSZ5', 'P54259')"
"('Q08945', 'Q8N257')"
"('O14974', 'Q14005')"
"('P00519', 'Q9UHL9')"
"('O60603', 'P00533')"
"('Q9BT40', 'Q6P996')"
"('P60709', 'O14920')"
"('Q9NS56', 'Q99607')"
"('Q03169', 'Q99459')"
"('Q16254', 'P40692')"
"('Q02548', 'P52294')"
"('O96017', 'Q9H4B4')"
"('O95257', 'Q92993')"
"('Q15750', 'O15105')"
"('Q99459', 'P52732')"
"('Q9Y4K3', 'P62834')"
"('P34897', 'P67870')"
"('Q14526', 'P35222')"
"('P30154', 'Q99759')"
"('P62987', 'P46777')"
"('Q86Y56', 'Q15714')"
"('P27540', 'P08833')"
"('Q05655', 'P40145')"
"('P10070', 'Q15915')"
"('Q7Z2E3', 'P18887')"
"('P25116', 'Q9P2W3')"
"('Q9BTT6', 'P78352')"
"('Q9Y478', 'Q9Y2R2')"
"('P48729', 'Q12778')"
"('Q9UM73', 'Q9NWA0')"
"('Q13233', 'Q08211')"
"('Q9UKX7', 'Q8TEM1')"
"('O00505', 'Q00978')"
"('P42574', 'Q13233')"
"('Q08043', 'Q9UKX5')"
"('Q9NRR5', 'Q99932')"
"('P26196', 'Q9GZS1')"
"('Q12906', 'O60383')"
"('P08107', 'Q96EY1')"
"('P24821', 'P26012')"
"('P09619', 'P23467')"
"('P19174', 'Q9UNH6')"
"('P01106', 'Q96T76')"
"('O14974', 'P10916')"
"('P62979', 'P62277')"
"('Q13435', 'Q96GM8')"
"('P15309', 'P01871')"
"('P68104', 'Q12905')"
"('O15264', 'Q13283')"
"('Q9UQM7', 'Q13255')"
"('P08172', 'P59768')"
"('P14780', 'P10145')"
"('Q13315', 'Q9GZT6')"
"('O75694', 'P40337')"
"('O15145', 'P42768')"
"('P12814', 'Q9UMD9')"
"('P04278', 'Q04941')"
"('Q68CP9', 'Q13315')"
"('Q9NS23', 'P49711')"
"('P27797', 'P13747')"
"('P23528', 'Q01995')"
"('P62807', 'Q16777')"
"('Q15438', 'P05107')"
"('O60942', 'O00267')"
"('Q07817', 'Q9HB09')"
"('P14317', 'P60709')"
"('Q13885', 'P63244')"
"('P52907', 'Q9UFF9')"
"('Q13432', 'P09429')"
"('Q9HBM6', 'Q12962')"
"('Q00534', 'P36897')"
"('P62258', 'Q9UQC2')"
"('Q14164', 'Q9UBE0')"
"('Q13291', 'O14796')"
"('Q9GZT8', 'Q86SQ9')"
"('Q9BVC4', 'Q8TB45')"
"('P84103', '159162')"
"('P26641', 'P84077')"
"('P15153', 'P61586')"
"('Q9HCS7', 'Q5VU97')"
"('P05783', 'Q8IUC4')"
"('Q9UHD2', 'Q15233')"
"('P22694', 'P48549')"
"('Q14164', 'Q96KJ9')"
"('Q96C10', 'O95793')"
"('P13569', 'Q9UHB6')"
"('P62826', 'O43592')"
"('P28562', 'P31152')"
"('P56537', 'Q9Y5M8')"
"('P60510', 'P04183')"
"('O15524', 'Q8IU57')"
"('O60739', 'O43324')"
"('P01889', 'P60033')"
"('Q5T5U3', 'P08134')"
"('Q15287', 'P62308')"
"('Q13619', 'P62805')"
"('Q9H8T0', 'Q14203')"
"('Q15428', 'P62314')"
"('Q9NPF4', 'Q15393')"
"('Q13573', 'Q15437')"
"('Q9UBN7', 'Q99878')"
"('Q96KM6', 'Q7LBC6')"
"('Q9Y3A5', 'P01889')"
"('P09012', 'Q99459')"
"('Q9Y2J2', 'P06241')"
"('P22736', 'Q9HCE6')"
"('Q6STE5', 'Q9Y3M8')"
"('Q16363', 'P56199')"
"('P06239', 'P08174')"
"('Q9H981', 'Q9C086')"
"('Q96KM6', 'P56545')"
"('Q01094', 'P55210')"
"('P25445', 'Q14790')"
"('P17676', 'P19838')"
"('Q14451', 'P06576')"
"('Q6DKI1', 'P32121')"
"('P43243', 'Q04206')"
"('P0CG47', 'Q93008')"
"('Q7L5N1', 'Q99816')"
"('Q9NRR5', 'Q9UKW6')"
"('Q01130', 'Q08170')"
"('P29372', 'P51149')"
"('P40337', 'O95260')"
"('P01567', 'Q8N6P7')"
"('Q9NVI1', 'Q9BUV8')"
"('Q9BTT4', 'Q9NX70')"
"('Q9Y5J5', 'Q6UW78')"
"('Q8N715', 'Q13137')"
"('Q86UR1', 'Q9Y5S8')"
"('Q92769', 'Q96A08')"
"('Q8WXE9', 'Q04206')"
"('Q8WWB3', 'P56597')"
"('Q9H9T3', 'P25963')"
"('Q96QV1', 'Q99759')"
"('Q7RTV0', 'Q9UL18')"
"('Q9Y5X4', 'Q12788')"
"('Q9NX70', 'P62314')"
"('P18146', 'P05412')"
"('P84103', 'Q15428')"
"('O60244', 'Q92731')"
"('Q00653', 'P10145')"
"('Q9Y597', 'O95777')"
"('Q13573', 'O75934')"
"('P10451', 'Q9NRR5')"
"('Q86V81', 'O95400')"
"('P11802', 'Q9UGY1')"
"('P52565', 'P29466')"
"('Q8N129', 'P49703')"
"('Q96J02', 'Q13233')"
"('Q9NY61', 'Q00987')"
"('Q8IZI9', 'P19235')"
"('P04271', 'P08133')"
"('P49757', 'Q04721')"
"('Q16254', 'Q9P0M9')"
"('Q5QNW6', 'Q96QV6')"
"('Q9UHX1', 'Q9NP81')"
"('Q15306', 'Q04864')"
"('Q9Y271', 'P50148')"
"('O14493', 'Q8N7P3')"
"('Q99459', 'P62258')"
"('P60709', 'Q14686')"
"('O00329', 'Q9Y259')"
"('Q13432', 'P12429')"
"('P22626', 'P52272')"
"('P34969', 'P63218')"
"('Q13315', 'Q9Y3F4')"
"('Q16539', 'P62714')"
"('P01024', 'Q9NVP2')"
"('P07108', 'Q9GZQ8')"
"('Q8IYD8', 'Q96E14')"
"('Q13541', 'P0CG13')"
"('P19957', 'Q9UNI1')"
"('O00590', 'Q99731')"
"('P01111', 'Q9P212')"
"('Q9UK73', 'Q08AD1')"
"('Q9BX67', 'P11215')"
"('P08779', 'P02768')"
"('Q9Y3Q8', 'P51116')"
"('Q12789', 'P17936')"
"('P18031', 'P51692')"
"('P26010', 'P17252')"
"('P26368', 'Q9UET6')"
"('P04406', 'P63167')"
"('O15379', 'P0C1H6')"
"('O14896', 'Q13568')"
"('Q92730', 'Q9NZN5')"
"('Q8N5K1', 'P01243')"
"('Q99570', 'Q13573')"
"('Q01974', 'Q9H1J7')"
"('P20333', 'Q9BXW9')"
"('Q14657', 'Q9NPF4')"
"('O00220', 'P50591')"
"('P0C1H6', 'Q99878')"
"('Q9UJX3', 'Q99459')"
"('Q04206', 'P62249')"
"('P83881', 'P32969')"
"('P63279', 'P0DJD1')"
"('Q13261', 'P40933')"
"('P26010', 'P51636')"
"('Q9NP77', 'Q10570')"
"('P59768', 'P43657')"
"('Q9Y478', 'Q15717')"
"('Q92922', 'Q68CP9')"
"('P28482', 'P16949')"
"('Q9P1U0', 'Q5VTD9')"
"('Q9H4A3', 'Q02750')"
"('P16885', 'Q16566')"
"('Q9Y3D3', 'Q9Y478')"
"('P12544', 'O00254')"
"('P61513', 'P40429')"
"('P51610', 'Q96A08')"
"('P41159', 'P48357')"
"('Q12962', 'P02792')"
"('Q06546', 'P43629')"
"('Q9NQ66', 'Q9NPB6')"
"('P01375', 'Q9UKB1')"
"('P23508', 'P33992')"
"('P27986', 'P42338')"
"('P54274', 'Q9NUX5')"
"('Q9NPD8', 'Q8N2Z9')"
"('O14986', 'Q06187')"
"('Q9BZD4', 'P52429')"
"('P43657', 'O60262')"
"('O14777', 'Q13257')"
"('P21554', 'P59768')"
"('Q99717', 'P26368')"
"('O75800', 'Q13049')"
"('P23025', 'Q9UPV0')"
"('Q53SF7', 'Q9BY11')"
"('P60866', 'Q99684')"
"('P62879', 'Q01668')"
"('P05113', 'P32927')"
"('Q9NR30', 'Q13823')"
"('P63165', 'Q92844')"
"('Q12778', 'P41235')"
"('O15439', 'Q96RT1')"
"('Q15365', 'P31943')"
"('Q5SW24', 'Q16513')"
"('P09693', 'Q8WYR1')"
"('O14641', 'Q8IYF1')"
"('O75448', 'Q92731')"
"('Q8NHZ8', 'Q9UM11')"
"('P59768', 'Q13698')"
"('Q00978', 'P00973')"
"('Q9UJX2', 'A0JLT2')"
"('O15111', 'P62158')"
"('Q9NPH0', 'P68104')"
"('Q9UPT5', 'Q8WWV3')"
"('Q8IYB3', 'Q8IX12')"
"('P60900', 'P11171')"
"('Q07869', 'Q86TX2')"
"('P12757', 'Q15796')"
"('P62136', 'Q08289')"
"('P62306', 'P62314')"
"('Q9UQK1', 'P36873')"
"('Q16659', 'Q9H7D7')"
"('Q9NPI8', 'Q9NVI1')"
"('Q7Z7L1', 'O76071')"
"('P20073', 'P54252')"
"('Q14166', 'P30480')"
"('P52735', 'Q9UJM3')"
"('Q16827', 'P35222')"
"('Q96AH0', 'Q68E01')"
"('O14715', 'P61956')"
"('Q9UKV0', 'P0C0S5')"
