negatives
"('P52756', 'Q9HCE1')"
"('Q7Z3D6', 'Q53S33')"
"('P09067', 'O95751')"
"('Q9Y6D6', 'P04629')"
"('Q6A162', 'Q9UKJ5')"
"('P03372', 'O00159')"
"('Q00613', 'Q08752')"
"('P25025', 'P52333')"
"('P53675', 'O95782')"
"('P03372', 'Q09666')"
"('P19447', 'Q9UNE7')"
"('Q13620', 'P04406')"
"('Q5T5A8', 'Q9BQ66')"
"('P30307', 'Q12923')"
"('P36578', 'P13639')"
"('O75197', 'Q13467')"
"('P37173', 'O14746')"
"('O43852', 'Q99961')"
"('Q99731', 'Q01201')"
"('Q9BZD4', 'Q9Y5B0')"
"('P49321', 'Q9NYB0')"
"('Q9NP61', 'Q8WWV3')"
"('P55795', 'Q00839')"
"('Q0VD86', 'Q9BPX1')"
"('Q15717', 'Q01105')"
"('Q9BT78', 'Q15048')"
"('P24522', 'P62081')"
"('P12956', 'P15884')"
"('P01116', 'O75474')"
"('Q8TEH3', 'Q6ZW31')"
"('Q15788', 'Q68CZ2')"
"('P40692', 'Q9Y6R7')"
"('Q29974', 'P62258')"
"('Q03431', 'Q9Y672')"
"('Q16082', 'Q99470')"
"('P50222', 'Q9NSK0')"
"('Q6N021', 'Q9Y4B6')"
"('P55042', 'Q15075')"
"('Q16827', 'P04626')"
"('Q96E29', 'O95900')"
"('Q13077', 'Q13526')"
"('Q13555', 'Q9UBN1')"
"('O43516', 'O00308')"
"('P35568', 'P22681')"
"('Q08380', 'Q9H492')"
"('P78385', 'O76015')"
"('O75147', 'Q9Y3B9')"
"('P49903', 'Q14164')"
"('P38398', 'Q07955')"
"('P61604', 'P19320')"
"('P53355', 'Q13224')"
"('Q9BPX5', 'P35579')"
"('P09958', 'Q15717')"
"('P18754', 'O75147')"
"('Q969G5', 'P43364')"
"('Q8N163', 'P33993')"
"('P37198', 'P35658')"
"('P55318', 'Q03252')"
"('Q9HAU4', 'Q12904')"
"('Q96N21', 'Q9BYV2')"
"('P40337', 'P06454')"
"('P68104', 'P37840')"
"('Q8NHQ8', 'P36873')"
"('Q8TBZ8', 'P60409')"
"('Q9H6A0', 'Q9HCG8')"
"('Q8N565', 'Q5JTV8')"
"('P84243', 'Q9H0E3')"
"('O75326', 'P16333')"
"('Q8WZA2', 'Q8WWW0')"
"('P04181', 'P60953')"
"('Q6IE81', 'O00267')"
"('Q9Y3D0', 'Q99865')"
"('O60884', 'Q01860')"
"('P50454', 'Q01860')"
"('P26371', 'Q8IV04')"
"('P16104', 'P09525')"
"('Q9HCC6', 'P61457')"
"('Q96IZ6', 'Q16659')"
"('Q9GZM8', 'Q66GS9')"
"('P12830', 'O76021')"
"('Q9UHB6', 'Q15678')"
"('Q76N32', 'P53350')"
"('Q92754', 'Q12948')"
"('P49802', 'P07900')"
"('Q9ULZ3', 'Q13873')"
"('P12980', 'Q8WUM4')"
"('Q15654', 'Q7Z2Z2')"
"('O14641', 'P13727')"
"('P68032', 'Q16082')"
"('P29466', 'P58753')"
"('P12956', 'Q92793')"
"('Q7KZI7', 'Q8WUI4')"
"('P78362', 'O75920')"
"('Q8NHU6', 'Q9BSJ6')"
"('P22307', 'P42765')"
"('P62140', 'P42566')"
"('P16383', 'Q9H2G2')"
"('Q12933', 'Q8WWZ3')"
"('P06241', 'P61586')"
"('Q8WYA6', 'P05412')"
"('O00483', 'O95721')"
"('P04629', 'O95757')"
"('Q92622', 'Q7Z6L1')"
"('Q16288', 'P18031')"
"('Q9BPU9', 'Q8N4P2')"
"('Q13247', 'Q9BUJ2')"
"('P49368', 'Q9H0R8')"
"('P04080', 'P09668')"
"('P04637', 'Q96RR1')"
"('Q16659', 'P10276')"
"('Q9Y2J2', 'Q9NRG4')"
"('P49447', 'P52803')"
"('Q6IQ23', 'P07355')"
"('P53350', 'Q14683')"
"('Q8TEJ3', 'Q9Y597')"
"('Q14203', 'Q8WWK9')"
"('P19838', 'O00629')"
"('P18146', 'Q00887')"
"('O43913', 'Q13137')"
"('O60381', 'Q16186')"
"('Q03468', 'Q04837')"
"('Q92888', 'Q7L2J0')"
"('Q9NVU7', 'P78563')"
"('Q15562', 'Q9HCE1')"
"('P36873', 'P42261')"
"('P50221', 'P54619')"
"('Q01113', 'Q9NRK6')"
"('P55039', 'Q15742')"
"('Q9UDY4', 'Q9HAV7')"
"('Q66GS9', 'O60292')"
"('Q9P0W2', 'Q99801')"
"('Q9HCI5', 'Q93009')"
"('P26045', 'Q12905')"
"('Q6P5Z2', 'Q08379')"
"('P20073', 'Q8WTW4')"
"('P13639', 'Q01968')"
"('Q15560', 'P14373')"
"('Q9BVL4', 'Q0P651')"
"('P06454', 'Q96ST3')"
"('Q5SSJ5', 'O95166')"
"('Q6IQ23', 'O96006')"
"('P60370', 'Q8N143')"
"('Q9UBB4', 'Q13751')"
"('P60033', 'P46777')"
"('Q92889', 'P43246')"
"('Q15198', 'O60911')"
"('P05771', 'P54274')"
"('P63244', 'Q86VP6')"
"('Q6P2Q9', 'Q96NB3')"
"('Q99697', 'Q9BTL4')"
"('Q9C035', 'P05129')"
"('O43597', 'P21912')"
"('Q5QNW6', 'Q7L7L0')"
"('O14543', 'Q8N6P7')"
"('O43820', 'O15244')"
"('Q92831', 'P25490')"
"('Q8IYF1', 'O43298')"
"('Q9NXU5', 'Q9NRZ7')"
"('Q05639', 'P62258')"
"('Q13402', 'P11137')"
"('P20618', 'P27824')"
"('O43715', 'Q9Y3B1')"
"('Q14207', 'O94822')"
"('Q9NPI1', 'P63261')"
"('Q15428', 'Q14498')"
"('O43889', 'Q9NW97')"
"('Q969P0', 'P01023')"
"('O75444', 'P35869')"
"('P08581', 'Q16827')"
"('P00533', 'P28331')"
"('Q96A08', 'Q99880')"
"('Q7Z6K5', 'Q96NR8')"
"('P54296', 'P12883')"
"('O75794', 'O75312')"
"('P15927', 'P14866')"
"('P78362', 'P55795')"
"('Q8IWL3', 'Q9HC98')"
"('P38606', 'Q9H3Z4')"
"('P01019', 'P00797')"
"('P25963', 'P11473')"
"('P41250', 'P22314')"
"('P54105', 'Q9HCE7')"
"('Q8NFF5', 'O43809')"
"('P55283', 'Q96JB5')"
"('O60610', 'Q9NZC7')"
"('Q9BPZ3', 'P62913')"
"('Q15935', 'P30048')"
"('P49588', 'Q9UBP6')"
"('P62993', 'P04278')"
"('Q5VTR2', 'Q8TD55')"
"('P06730', 'P00966')"
"('P40222', 'Q9NYA3')"
"('P56945', 'P53618')"
"('P49642', 'Q9Y6K9')"
"('Q9BQA1', 'Q15006')"
"('Q8N8Y5', 'Q9Y520')"
"('O14508', 'Q8N488')"
"('Q8IWF2', 'Q9NRD1')"
"('O43707', 'P49023')"
"('P62993', 'P78329')"
"('Q8TD86', 'Q08828')"
"('Q9Y297', 'Q9BVM2')"
"('Q9BXP5', 'Q9Y2X7')"
"('P16403', 'Q8TF42')"
"('Q96FV9', 'O95985')"
"('Q7L4P6', 'O15371')"
"('Q6R327', 'Q9Y394')"
"('P53671', 'P08238')"
"('P49407', 'P61073')"
"('Q96MT8', 'Q969V6')"
"('Q96GY0', 'Q5SW79')"
"('Q9BRJ2', 'P06744')"
"('Q6VAB6', 'Q9UL15')"
"('Q2TAA5', 'P60604')"
"('Q8N137', 'O43852')"
"('P39880', 'O15353')"
"('Q12872', 'P05412')"
"('Q8NEG0', 'A8MQ03')"
"('P08588', 'P63096')"
"('P31947', 'Q9Y3Y2')"
"('Q08211', 'O75530')"
"('P46459', 'P18507')"
"('O14802', 'O60264')"
"('Q9UBU9', 'Q01081')"
"('P05114', 'Q15554')"
"('P12830', 'Q9BZF9')"
"('O75575', 'Q9Y2Y1')"
"('O60783', 'P04637')"
"('P01106', 'O43318')"
"('Q13098', 'Q9UNS2')"
"('O43143', 'O75533')"
"('Q9UNL4', 'Q7L190')"
"('Q9NYF3', 'Q9H4A3')"
"('Q05655', 'Q13501')"
"('Q9H5X1', 'Q9H7E2')"
"('P08670', 'Q96DF8')"
"('Q9BYV2', 'Q8IWP9')"
"('Q9NU02', 'Q9BWW4')"
"('Q5T754', 'Q9BQ66')"
"('P07477', 'Q6P1J9')"
"('Q08211', 'P43243')"
"('O15379', 'P49368')"
"('P05771', 'O43889')"
"('P22307', 'O75521')"
"('Q03135', 'O95622')"
"('Q13490', 'Q7Z434')"
"('P29590', 'Q9BWM7')"
"('P61158', 'Q92747')"
"('Q6RFH8', 'P00338')"
"('O43293', 'P47755')"
"('O15397', 'Q9Y275')"
"('P16234', 'P00533')"
"('Q9P2K3', 'P27348')"
"('P27144', 'Q99941')"
"('Q14192', 'Q5T5P2')"
"('Q9C026', 'Q9UKB1')"
"('Q9H1K1', 'Q9UJV3')"
"('Q8WVZ9', 'Q8TEW6')"
"('Q13469', 'O60341')"
"('Q14568', 'O94953')"
"('P03372', 'P62277')"
"('O75626', 'P40306')"
"('P05067', 'Q8N3Z3')"
"('P60484', 'P22681')"
"('O95402', 'Q15544')"
"('Q13469', 'P45973')"
"('Q96N58', 'A6NEM1')"
"('Q12933', 'Q6ZU52')"
"('P05412', 'Q5T280')"
"('P17987', 'O43172')"
"('Q15393', 'O75643')"
"('Q5JVL4', 'P16083')"
"('P08195', 'P07550')"
"('O95425', 'Q9H0W5')"
"('Q13469', 'Q9UKI8')"
"('Q9UMR3', 'Q8NBB4')"
"('P00747', 'P10643')"
"('P61956', 'Q9P2K3')"
"('O15264', 'Q9Y6R4')"
"('Q9C005', 'P68431')"
"('P59998', 'O15144')"
"('Q9NRJ4', 'Q15717')"
"('P23526', 'P35237')"
"('Q08J23', 'O43847')"
"('Q8WXE9', 'P05412')"
"('Q00005', 'P14923')"
"('A6H8Y1', 'Q92994')"
"('P05787', 'P02751')"
"('P57078', 'Q9BSD7')"
"('P55809', 'O75608')"
"('Q6UWE0', 'Q8IV38')"
"('Q6NXE6', 'P17987')"
"('P67809', 'Q2TAY7')"
"('Q16576', 'P22415')"
"('Q9P127', 'P16402')"
"('P27694', 'Q14103')"
"('Q9H3K2', 'O00483')"
"('Q6P2Q9', 'Q15393')"
"('Q9HD26', 'Q99497')"
"('Q08554', 'P49736')"
"('P68431', 'P62633')"
"('Q9Y4E8', 'A3KN83')"
"('P01112', 'Q96TA1')"
"('Q8IYF3', 'Q16828')"
"('Q99459', 'Q9ULR0')"
"('Q6IPR3', 'Q9NRD5')"
"('P57740', 'P37198')"
"('Q13501', 'Q8NBX0')"
"('P63167', 'Q9Y228')"
"('Q14999', 'Q9Y230')"
"('P37802', 'Q9UMY4')"
"('Q13797', 'Q14315')"
"('Q8TC76', 'Q9ULJ3')"
"('Q9Y6E0', 'Q5VSL9')"
"('P43353', 'Q7Z3S9')"
"('P0C1Z6', 'Q14161')"
"('Q8IZH2', 'O00115')"
"('P20290', 'P56537')"
"('P31947', 'Q6ICG6')"
"('Q96S90', 'Q5JR59')"
"('P17252', 'P18564')"
"('Q15788', 'Q9P1A6')"
"('P01160', 'Q9UHD9')"
"('O00755', 'O96014')"
"('Q13887', 'O14980')"
"('P13725', 'Q49AR2')"
"('Q6IBW4', 'Q9Y5S9')"
"('O95832', 'O95484')"
"('O15371', 'P12931')"
"('Q9BVG8', 'Q8N0S2')"
"('O60437', 'P60484')"
"('Q15542', 'P21675')"
"('Q49AN0', 'P53041')"
"('O96008', 'O95363')"
"('Q9BZL6', 'Q9BQQ3')"
"('O75530', 'Q02539')"
"('P07437', 'Q96CW1')"
"('Q9HCE7', 'Q13263')"
"('Q8IY26', 'Q96JZ2')"
"('P48745', 'P24941')"
"('Q8N5Y8', 'O75197')"
"('Q96KQ7', 'Q16695')"
"('Q8TES7', 'Q15154')"
"('Q92540', 'O14980')"
"('Q96GG9', 'O75828')"
"('O75592', 'Q16659')"
"('Q92830', 'P68431')"
"('O75031', 'Q9UBB9')"
"('Q6P597', 'Q92797')"
"('P01106', 'P47972')"
"('Q92526', 'Q96AZ1')"
"('Q00325', 'Q9BQE3')"
"('P13010', 'Q8TBA6')"
"('Q9UJX2', 'Q13042')"
"('P30041', 'P05412')"
"('P05412', 'Q6P1N0')"
"('Q9Y2Q9', 'Q9P2N5')"
"('P49815', 'P06493')"
"('Q7Z3K3', 'O75031')"
"('Q9NP66', 'Q96D03')"
"('O00444', 'Q6ZU80')"
"('Q13002', 'O43424')"
"('O43167', 'Q9NVM4')"
"('Q15527', 'P52594')"
"('Q86U86', 'Q9P2P5')"
"('P04049', 'Q13526')"
"('Q9C0C9', 'Q14181')"
"('Q7L3B6', 'Q9NZ09')"
"('Q96CS4', 'P45973')"
"('P25963', 'P07947')"
"('Q63ZY3', 'Q6A162')"
"('O00303', 'O95994')"
"('P45983', 'P79522')"
"('O95352', 'Q9GZQ8')"
"('P38432', 'Q9NRC8')"
"('Q15198', 'P01137')"
"('Q8WXX5', 'Q13630')"
"('Q8N0Z3', 'Q8NBT2')"
"('P0DMV9', 'Q16526')"
"('Q8IX03', 'O14980')"
"('O14519', 'Q9P2Y4')"
"('P02751', 'P56192')"
"('Q9BYQ6', 'P01137')"
"('Q9NRJ3', 'P51679')"
"('P05783', 'Q00839')"
"('Q14999', 'P62241')"
"('O95059', 'P43246')"
"('P36954', 'Q8TAF3')"
"('P50914', 'P46782')"
"('Q96MU7', 'P05783')"
"('O95251', 'Q13415')"
"('O75410', 'O14965')"
"('P53365', 'P63000')"
"('P30153', 'Q9NRL3')"
"('P04406', 'P07900')"
"('P35221', 'Q9Y297')"
"('Q7Z7A1', 'Q9NPJ6')"
"('Q8NFT6', 'P58658')"
"('Q9H9S0', 'O60869')"
"('P49407', 'Q8NGP2')"
"('Q8TDR0', 'Q86VQ0')"
"('Q8IUE6', 'P62937')"
"('P10276', 'Q05516')"
"('P61289', 'Q15008')"
"('P49638', 'Q96CA5')"
"('P17931', 'Q14061')"
"('P49407', 'P07355')"
"('P19838', 'P01569')"
"('Q99750', 'Q8NB12')"
"('P61457', 'Q96SN8')"
"('Q00839', 'Q15233')"
"('Q01780', 'P17844')"
"('Q7Z3T8', 'P36894')"
"('Q9ULW8', 'Q0VD86')"
"('Q6UW78', 'Q9Y5J5')"
"('P36955', 'Q99972')"
"('Q15323', 'Q9H2F3')"
"('Q7L014', 'Q12874')"
"('O14544', 'P31785')"
"('Q16512', 'Q01850')"
"('P01106', 'Q9Y6Q9')"
"('Q9UNK0', 'P13569')"
"('Q9UKU6', 'P0DPB3')"
"('O14544', 'Q13651')"
"('Q14980', 'Q14203')"
"('P16949', 'P46527')"
"('Q5R372', 'Q15276')"
"('P01344', 'P35916')"
"('Q9BTE7', 'Q13616')"
"('Q9Y266', 'Q13177')"
"('Q86X19', 'Q86XL3')"
"('P08581', 'Q9NP31')"
"('Q9NPF5', 'Q9GZN1')"
"('P30566', 'Q9H223')"
"('Q9NXK8', 'P13489')"
"('Q9NVT9', 'P20648')"
"('P15927', 'O43823')"
"('O75665', 'Q86YT6')"
"('Q8TED0', 'Q9NRC8')"
"('Q5JU00', 'Q8WVS4')"
"('Q16531', 'P04004')"
"('P22681', 'P61981')"
"('Q16665', 'Q5XKP0')"
"('Q9C005', 'A6NKD2')"
"('Q03014', 'Q14973')"
"('P50454', 'Q32P51')"
"('Q6UXN9', 'Q96A08')"
"('O60260', 'P62736')"
"('P27708', 'O95166')"
"('Q14746', 'P38606')"
"('P35613', 'Q14746')"
"('P46379', 'P02745')"
"('O75717', 'Q9P0K8')"
"('P30041', 'P35241')"
"('Q9H237', 'Q9GZT5')"
"('Q969P0', 'P39019')"
"('P30153', 'P60520')"
"('Q8NEY4', 'Q6IAA8')"
"('Q5T7P8', 'Q9BZW7')"
"('P19419', 'Q04741')"
"('P55316', 'Q9NRZ9')"
"('P04908', 'Q12986')"
"('O43561', 'P12314')"
"('Q9H0W5', 'P05023')"
"('Q13535', 'O94776')"
"('Q96CW1', 'P60709')"
"('A6NKD9', 'Q15154')"
"('Q68CL5', 'Q8IUH5')"
"('Q15528', 'Q8IVT5')"
"('Q4ZG55', 'Q14790')"
"('P62330', 'Q9NZ52')"
"('Q8IYB3', 'Q6P2Q9')"
"('Q9UBS4', 'P07550')"
"('O00267', 'Q9UMX5')"
"('P68106', 'Q86WT6')"
"('Q9UKD2', 'O75190')"
"('P17936', 'P36894')"
"('P23258', 'P0DMV8')"
"('P55795', 'O60508')"
"('Q9UET6', 'P07237')"
"('Q9C0F1', 'Q86VQ0')"
"('O43809', 'P60660')"
"('P63279', 'Q9P1U0')"
"('Q9Y678', 'P04233')"
"('P21333', 'P07585')"
"('P07355', 'P13688')"
"('P01106', 'P62191')"
"('P0DML2', 'P38484')"
"('P02768', 'A0A087WW87')"
"('Q9Y6K9', 'P52333')"
"('O15162', 'P50995')"
"('Q8N3V7', 'Q9HC78')"
"('Q15233', 'P15927')"
"('P52797', 'P08581')"
"('P35579', 'Q9H0R8')"
"('Q96B97', 'O43516')"
"('O15063', 'Q9UKB1')"
"('Q15323', 'P07510')"
"('Q8WWX0', 'P62714')"
"('Q13563', 'P48995')"
"('P00519', 'Q4KMG0')"
"('Q96PE7', 'P05067')"
"('Q9H999', 'Q15717')"
"('P48061', 'P49238')"
"('P84243', 'P16234')"
"('Q8NC51', 'O75815')"
"('Q04206', 'Q08380')"
"('Q96RU7', 'Q8WUN7')"
"('P20333', 'P60709')"
"('Q15369', 'Q02535')"
"('P62917', 'P39019')"
"('Q9BT49', 'Q12933')"
"('Q8N257', 'Q96QV6')"
"('Q09472', 'Q12772')"
"('P08238', 'P62987')"
"('P42704', 'O15350')"
"('Q8WXA9', 'Q9BYG3')"
"('P04629', 'P20700')"
"('P54274', 'Q01813')"
"('Q9BZJ0', 'P04629')"
"('P41586', 'Q9P2W3')"
"('Q8NCN2', 'Q9HCK0')"
"('Q14318', 'P31930')"
"('Q92748', 'O95429')"
"('Q9HCE1', 'Q6SJ93')"
"('Q96AY4', 'Q9BRK5')"
"('Q15750', 'O14641')"
"('P49368', 'Q9Y228')"
"('P59022', 'Q99958')"
"('Q07021', 'P26368')"
"('Q13151', 'O75934')"
"('Q14204', 'P29692')"
"('Q9Y6I4', 'Q8NFQ8')"
"('P0C1Z6', 'Q9H981')"
"('Q9NR12', 'P26640')"
"('P22301', 'P42702')"
"('P68133', 'Q16658')"
"('P38936', 'P62851')"
"('Q9BT92', 'Q9BYV2')"
"('P13674', 'P42858')"
"('Q13123', 'Q9Y383')"
"('Q5SNT2', 'Q8NBM4')"
"('Q07960', 'O00212')"
"('Q08211', 'Q9Y224')"
"('O60749', 'Q4G0F5')"
"('Q5VYV7', 'Q5VTR2')"
"('P12956', 'P35221')"
"('Q92734', 'Q9H694')"
"('Q9Y312', 'O75643')"
"('Q96RU3', 'Q99996')"
"('O75367', 'Q13547')"
"('A8MQ03', 'Q6VAB6')"
"('P01889', 'P35080')"
"('O15327', 'Q15717')"
"('Q8WXK1', 'P02794')"
"('P26639', 'Q13616')"
"('P54274', 'P07900')"
"('Q9UBC3', 'P24928')"
"('Q8WV44', 'P49910')"
"('P00338', 'Q9H8V3')"
"('Q8TF01', 'P78362')"
"('P25963', 'P04637')"
"('O95347', 'Q9Y6K9')"
"('P22612', 'Q99819')"
"('Q9BZF3', 'Q8IVT5')"
"('P09874', 'Q9NTX7')"
"('Q6FHJ7', 'O14965')"
"('Q9Y266', 'Q12888')"
"('O95071', 'P60896')"
"('P08151', 'P10070')"
"('Q9UL58', 'P07900')"
"('Q9BYR5', 'Q9UBE8')"
"('Q14966', 'O95967')"
"('Q9H813', 'P62079')"
"('Q9Y3E0', 'P02786')"
"('Q8NDC4', 'Q96DX7')"
"('P50222', 'Q5MJ09')"
"('P04637', 'Q02880')"
"('P29372', 'P31947')"
"('P05412', 'Q9HC21')"
"('Q13616', 'Q00526')"
"('Q9UJV9', 'Q15397')"
"('P08238', 'P19838')"
"('P27448', 'P62987')"
"('Q96AE4', 'P02751')"
"('O95782', 'Q9NR12')"
"('Q9Y5J5', 'Q9NTJ3')"
"('P61313', 'P62917')"
"('Q9P0N9', 'Q8TD10')"
"('P61081', 'P04818')"
"('Q4LE39', 'Q9HCU9')"
"('P00395', 'Q13162')"
"('Q96LK0', 'Q16513')"
"('O60307', 'Q9P2M7')"
"('Q13133', 'Q2QGD7')"
"('Q8IYR0', 'Q9Y2Y4')"
"('O43395', 'Q13595')"
"('Q13905', 'Q9ULV8')"
"('Q96GQ7', 'P05455')"
"('P50454', 'P55795')"
"('P01106', 'Q9BTC8')"
"('Q9UBS4', 'Q3ZCM7')"
"('P27694', 'P51148')"
"('P43243', 'P24941')"
"('Q5T5A8', 'Q9BYR9')"
"('Q5VTD9', 'P25788')"
"('P17544', 'Q8WYK2')"
"('Q04917', 'P32121')"
"('Q16659', 'P23919')"
"('Q71UM5', 'Q02878')"
"('Q9BWM7', 'Q9NS69')"
"('Q13185', 'Q14739')"
"('O95817', 'P33992')"
"('P10276', 'Q96F24')"
"('Q8NEP4', 'P63167')"
"('Q10586', 'P43246')"
"('Q6PD62', 'P52435')"
"('Q8IX12', 'O95400')"
"('Q7Z6R9', 'P60328')"
"('Q14164', 'O43776')"
"('P00519', 'P09603')"
"('Q5VSL9', 'P30154')"
"('Q9P2P5', 'Q8NC69')"
"('P13747', 'P54760')"
"('P27635', 'Q6PKG0')"
"('Q8TBC4', 'P61081')"
"('P19784', 'Q15637')"
"('P09619', 'P29350')"
"('Q15370', 'Q96B86')"
"('Q96GF1', 'Q9Y385')"
"('P27986', 'P25942')"
"('Q9HAU4', 'P16234')"
"('P55345', 'P46379')"
"('Q9BTM1', 'O60814')"
"('Q96IK5', 'Q9UJV3')"
"('Q9BZQ6', 'Q9NRD1')"
"('Q05086', 'Q6IE81')"
"('Q99418', 'Q16659')"
"('P47914', 'Q9NX95')"
"('P62979', 'P60484')"
"('P23396', 'P18621')"
"('P80723', 'P25705')"
"('Q9NRD1', 'P22626')"
"('Q96B26', 'Q9UK45')"
"('Q38SD2', 'O95816')"
"('Q01970', 'Q9BYG5')"
"('P62820', 'P61086')"
"('P03372', 'P24385')"
"('P52292', 'P54277')"
"('Q8N140', 'Q9BQE5')"
"('Q9Y265', 'P34947')"
"('P48643', 'P50991')"
"('Q01167', 'Q9BUL5')"
"('P07954', 'P07686')"
"('P07339', 'O15392')"
"('Q15397', 'P56537')"
"('P49407', 'P42166')"
"('P15692', 'Q99814')"
"('Q92831', 'Q9Y6Q9')"
"('O95816', 'Q9Y266')"
"('Q9H3R0', 'P09884')"
"('O95995', 'P02533')"
"('Q9Y6M4', 'O94888')"
"('Q13011', 'P83111')"
"('P28065', 'P25786')"
"('Q16659', 'O15162')"
"('P60709', 'Q9UQ80')"
"('Q86TB9', 'P05067')"
"('P84090', 'Q04724')"
"('Q9BQB6', 'Q5T3F8')"
"('P46940', 'Q27J81')"
"('P18077', 'P61254')"
"('Q9Y698', 'P78362')"
"('Q15717', 'P13473')"
"('Q9Y6I3', 'Q15311')"
"('Q7Z3K3', 'P55316')"
"('P43364', 'Q8TAE8')"
"('Q8IWZ8', 'O43615')"
"('Q9H5I1', 'P19174')"
"('Q9Y3R0', 'Q66GS9')"
"('P68400', 'P49810')"
"('P29972', 'Q9C0F1')"
"('Q13563', 'Q9NWD8')"
"('P10321', 'P01892')"
"('P22695', 'Q9H223')"
"('Q02241', 'P20042')"
"('Q9NRD1', 'P60228')"
"('Q401N2', 'Q5T7M9')"
"('Q9NVM4', 'P41218')"
"('Q12873', 'P20591')"
"('P50221', 'Q9UHB4')"
"('O00560', 'Q9HAT0')"
"('P04899', 'Q969X5')"
"('P60409', 'O43609')"
"('Q96RD2', 'P62873')"
"('Q10713', 'Q9P286')"
"('Q08AM6', 'O75783')"
"('O60547', 'P17655')"
"('Q16821', 'Q8IXL6')"
"('P24752', 'Q16531')"
"('P10586', 'A8MVW5')"
"('P01137', 'Q8TBE7')"
"('P05198', 'P17252')"
"('Q8TCT9', 'Q13087')"
"('Q9Y458', 'P78337')"
"('Q13310', 'Q58A45')"
"('Q9H0C1', 'P78424')"
"('Q8IU60', 'O14556')"
"('P63104', 'P11413')"
"('Q7L5N1', 'P11940')"
"('P26006', 'P49023')"
"('Q13563', 'P60369')"
"('Q96N66', 'Q16659')"
"('Q9NQW7', 'Q01581')"
"('Q9HCE1', 'Q6YP21')"
"('Q16698', 'O00567')"
"('Q13630', 'Q14376')"
"('Q14152', 'P41091')"
"('Q8TES7', 'Q6ZU80')"
"('Q8N1S5', 'Q15717')"
"('Q15029', 'Q7Z6Z7')"
"('Q12905', 'O60506')"
"('Q9UMS4', 'Q86T82')"
"('P49407', 'Q8NGF1')"
"('P39210', 'P08174')"
"('Q8WYA0', 'P08151')"
"('Q13402', 'P16455')"
"('Q9Y5U2', 'Q9NW64')"
"('Q9H269', 'Q9Y2R5')"
"('P24385', 'Q16656')"
"('P22607', 'Q9NR46')"
"('Q13315', 'Q01433')"
"('P00533', 'Q7Z7H8')"
"('P22681', 'Q13191')"
"('O14980', 'P11532')"
"('Q96GS4', 'O94972')"
"('P98082', 'O75581')"
"('Q9UJV3', 'P61077')"
"('Q8TAE8', 'Q8IWL3')"
"('P05423', 'P27695')"
"('Q01130', 'Q8WVJ2')"
"('O75489', 'Q8WUK0')"
"('P00533', 'Q13315')"
"('P52888', 'Q12933')"
"('Q9Y2Z4', 'Q92858')"
"('Q99689', 'Q9P2Y5')"
"('O14965', 'Q96JY6')"
"('Q96RK4', 'P01258')"
"('Q9HC98', 'Q01201')"
"('P62993', 'P26992')"
"('Q05519', 'Q7L014')"
"('Q9BYR7', 'Q9BYQ4')"
"('Q13769', 'Q96G21')"
"('Q02809', 'Q93034')"
"('P84085', 'O75154')"
"('O95232', 'Q9Y383')"
"('O94762', 'O60870')"
"('Q96GG9', 'P31151')"
"('O95257', 'Q15910')"
"('Q8N726', 'P11802')"
"('P35579', 'O15145')"
"('P51003', 'Q01130')"
"('P61244', 'P22528')"
"('O94888', 'Q13617')"
"('P63279', 'Q96EB6')"
"('Q14566', 'Q06945')"
"('O14980', 'P02751')"
"('Q9NW08', 'P05423')"
"('O75694', 'P01889')"
"('P50222', 'P0DN76')"
"('Q9UHK0', 'Q9NUQ9')"
"('P20618', 'P14373')"
"('Q9H300', 'Q9Y282')"
"('Q5TC82', 'Q13162')"
"('Q5T4S7', 'Q01860')"
"('P31040', 'P19320')"
"('P18848', 'Q9UJW3')"
"('P28799', 'Q8IUC1')"
"('Q9UBU8', 'P0C0S5')"
"('O14503', 'P06733')"
"('P22612', 'O75489')"
"('P48556', 'P28065')"
"('Q16635', 'Q9UJJ9')"
"('O14770', 'Q6P1W5')"
"('Q8IVD9', 'P60369')"
"('Q9UKG9', 'Q8NFZ5')"
"('Q9NUX5', 'P55209')"
"('Q99496', 'O60506')"
"('P09467', 'O00757')"
"('Q9UBQ7', 'O00311')"
"('P10451', 'P69905')"
"('P08069', 'Q9UKW4')"
"('Q13153', 'Q14161')"
"('P49815', 'Q7L523')"
"('Q96T76', 'Q92611')"
"('O95793', 'P61619')"
"('O60663', 'O14770')"
"('P26006', 'P47224')"
"('Q9Y261', 'Q04724')"
"('Q96PZ0', 'Q15717')"
"('P0DP25', 'Q13618')"
"('Q99731', 'P49682')"
"('P35221', 'O95758')"
"('P30480', 'P00403')"
"('Q13642', 'P31749')"
"('P10809', 'P49746')"
"('Q12988', 'Q13432')"
"('O95670', 'P60520')"
"('Q9UMX0', 'Q96DN0')"
"('P62487', 'Q8WVC0')"
"('Q9NZD8', 'Q96QG7')"
"('Q02218', 'Q9Y6E7')"
"('P03372', 'O43813')"
"('O43638', 'Q8IZ69')"
"('O95201', 'Q63HR2')"
"('P50990', 'P07437')"
"('Q96MY7', 'Q9NYA3')"
"('Q9Y3C5', 'P47897')"
"('Q8IY31', 'Q8WXE1')"
"('P05141', 'P02545')"
"('Q93034', 'P52597')"
"('P09497', 'P61160')"
