negatives
"('Q1KMD3', 'Q14240')"
"('P13942', 'P18564')"
"('Q99608', 'P57088')"
"('Q8WXE1', 'Q7LG56')"
"('Q15147', 'Q8TEW0')"
"('P32121', 'Q8NGE0')"
"('Q16531', 'Q8TEB1')"
"('Q9Y5Q3', 'Q14164')"
"('Q07889', 'P63261')"
"('P10827', 'Q92793')"
"('O95166', 'Q9BQ83')"
"('Q04206', 'P23246')"
"('P07437', 'Q68CR1')"
"('P04049', 'P28482')"
"('P09529', 'Q04771')"
"('Q96J02', 'Q9Y3C5')"
"('Q13416', 'Q7L590')"
"('P61326', 'Q96Q15')"
"('Q14203', 'O95817')"
"('Q9UQ53', 'Q6UWE0')"
"('Q6PI98', 'Q9C086')"
"('P49840', 'P42261')"
"('P19022', 'Q15256')"
"('P20333', 'P25705')"
"('Q9UHF4', 'P29597')"
"('P0CG48', 'O15350')"
"('P01106', 'O60566')"
"('P62249', 'P60866')"
"('Q9Y4H2', 'P31947')"
"('Q6ZUJ8', 'Q13625')"
"('Q8IXK0', 'P18124')"
"('P31644', 'Q9H0R8')"
"('P21802', 'P42338')"
"('Q13501', 'Q9BXW4')"
"('Q9UPT9', 'Q9H9J2')"
"('Q9NR30', 'Q5JTH9')"
"('P49720', 'P01243')"
"('Q9BVJ7', 'Q3B7T1')"
"('P02765', 'Q14289')"
"('O60925', 'Q5UIP0')"
"('P49790', 'P78406')"
"('Q9UL18', 'Q96P70')"
"('Q8WUA4', 'Q9Y5Q9')"
"('P48551', 'P05014')"
"('P47898', 'P62873')"
"('Q99880', 'O15379')"
"('Q96RR4', 'Q16566')"
"('P22626', 'Q15287')"
"('P05060', 'P38936')"
"('Q9UNK0', 'Q04771')"
"('O00231', 'Q04724')"
"('A6NKT7', 'P46060')"
"('P13010', 'P09629')"
"('P51790', 'O14745')"
"('P22681', 'P61981')"
"('P62424', 'P18124')"
"('P31751', 'Q9H0K1')"
"('Q9Y5V3', 'O15269')"
"('Q9NRG9', 'Q5SRE5')"
"('Q99567', 'Q8NFH3')"
"('Q9C0C7', 'Q99570')"
"('P25705', 'P19438')"
"('P07996', 'P18084')"
"('P16473', 'Q9Y2W7')"
"('Q13885', 'O14576')"
"('P51532', 'P51531')"
"('Q01970', 'Q9BYG5')"
"('O75791', 'Q7L4P6')"
"('P63104', 'P55795')"
"('P23508', 'O75694')"
"('Q9NPJ6', 'Q71SY5')"
"('Q96A08', 'Q9UQL6')"
"('P35968', 'Q92529')"
"('P61163', 'Q99459')"
"('O00442', 'O14874')"
"('Q8NHY2', 'Q13620')"
"('P52735', 'P04626')"
"('P32121', 'Q8NGT9')"
"('Q16740', 'P01241')"
"('P40429', 'P61353')"
"('P56945', 'Q14209')"
"('O95994', 'Q14194')"
"('Q9UGI9', 'P13569')"
"('P84022', 'Q92985')"
"('Q07890', 'P01100')"
"('P06241', 'P25445')"
"('P28482', 'Q02930')"
"('P62258', 'Q05639')"
"('Q9Y2X7', 'Q71F23')"
"('Q9Y5M8', 'Q9UET6')"
"('Q9ULV8', 'P48736')"
"('Q9BZI7', 'Q96EZ8')"
"('Q13285', 'P62993')"
"('Q9ULM3', 'P78537')"
"('Q9H832', 'Q14527')"
"('Q8ND30', 'P31947')"
"('O95433', 'Q96I15')"
"('P62987', 'Q8WZA2')"
"('P46781', 'P39019')"
"('Q9Y2D5', 'P16220')"
"('P51571', 'Q9P2S5')"
"('P61769', 'P03989')"
"('P29353', 'Q05682')"
"('P63104', 'P84098')"
"('P29692', 'P01241')"
"('P43364', 'Q68CQ4')"
"('Q99759', 'O60271')"
"('Q5VVJ2', 'P07437')"
"('Q9HAU0', 'P17661')"
"('P08107', 'O14727')"
"('P49763', 'P06213')"
"('P10275', 'P01137')"
"('P13569', 'P08758')"
"('P62195', 'Q9BRP4')"
"('P22607', 'Q9NQ66')"
"('P51946', 'P13631')"
"('P62136', 'O15111')"
"('P10276', 'P55273')"
"('P62993', 'P62266')"
"('Q12986', 'Q8IX12')"
"('P03372', 'P42336')"
"('P48729', 'Q9BT88')"
"('P27348', 'O15198')"
"('Q9P2H0', 'O75569')"
"('Q12912', 'P63104')"
"('P05019', 'P35568')"
"('Q15084', 'Q9Y4K3')"
"('P52630', 'P19525')"
"('Q14995', 'O00327')"
"('P16615', 'Q9Y4K3')"
"('Q01201', 'P04350')"
"('Q9NZA1', 'P15311')"
"('P07202', 'Q99665')"
"('P10599', 'Q06830')"
"('P18206', 'P16581')"
"('Q16659', 'Q96GZ6')"
"('P51965', 'Q9UII4')"
"('P09651', 'P98170')"
"('P26010', 'Q13477')"
"('P63261', 'P00747')"
"('P01568', 'P15260')"
"('O14737', 'Q92993')"
"('Q04206', 'P35228')"
"('Q15208', 'Q9Y5B0')"
"('Q13616', 'Q49AN0')"
"('Q15303', 'Q99962')"
"('P45973', 'P84243')"
"('P05771', 'Q12879')"
"('P05230', 'P17948')"
"('P42768', 'O43516')"
"('P34931', 'Q12933')"
"('P56377', 'O75843')"
"('Q9HCU4', 'Q99612')"
"('P32121', 'Q8NHC7')"
"('A2IXV5', 'P12318')"
"('Q13490', 'P42574')"
"('P23508', 'Q13085')"
"('Q16619', 'P24394')"
"('P45983', 'P67775')"
"('P63173', 'P19532')"
"('P31269', 'O15162')"
"('Q9NVI1', 'P62330')"
"('Q12962', 'P01106')"
"('O95336', 'Q99750')"
"('O75528', 'Q9H098')"
"('P12004', 'Q9UNS1')"
"('P31943', 'Q99459')"
"('P55201', 'P33993')"
"('P98175', 'Q92620')"
"('P32238', 'P30679')"
"('Q96BY7', 'Q2TAZ0')"
"('Q8N682', 'Q16254')"
"('P29590', 'Q03014')"
"('P12268', 'P62330')"
"('Q13362', 'O00305')"
"('O15264', 'Q12968')"
"('Q14833', 'Q9HAV0')"
"('Q03167', 'P37173')"
"('Q9Y3C7', 'Q15102')"
"('P26006', 'O00214')"
"('Q00526', 'P24863')"
"('P49841', 'Q9UHI6')"
"('Q8TBB1', 'Q13137')"
"('Q06481', 'Q92870')"
"('Q96KM6', 'O75807')"
"('Q13952', 'Q01094')"
"('P55854', 'Q7Z3J3')"
"('Q495M9', 'Q9Y6N9')"
"('Q9HCU9', 'O15131')"
"('P16220', 'Q9BZ72')"
"('P04632', 'Q7L5D6')"
"('Q92905', 'P61981')"
"('P61586', 'O00562')"
"('P52292', 'Q401N2')"
"('Q13443', 'P05067')"
"('Q12824', 'Q6STE5')"
"('P32456', 'P61604')"
"('Q00987', 'P28072')"
"('Q53GL0', 'P31751')"
"('P29274', 'P00813')"
"('P51825', 'P50750')"
"('P32121', 'A6NL08')"
"('Q12805', 'Q9Y6X8')"
"('P05129', 'Q9BX67')"
"('Q14919', 'P56545')"
"('Q13535', 'Q13112')"
"('Q9UER7', 'Q00987')"
"('P04632', 'P13569')"
"('Q9NX14', 'O15239')"
"('P17252', 'Q01959')"
"('Q9Y6X2', 'P52630')"
"('P43246', 'Q13573')"
"('P78364', 'O00257')"
"('P18146', 'P00441')"
"('P00533', 'P49757')"
"('P01106', 'Q9NRG4')"
"('Q9UQF2', 'P05067')"
"('Q13233', 'Q16539')"
"('Q58FF8', 'Q9Y6K9')"
"('Q92542', 'P49755')"
"('Q96PY6', 'P49959')"
"('Q14011', 'P61978')"
"('Q8N3U4', 'Q9UQE7')"
"('P46777', 'P05387')"
"('P05019', 'P09619')"
"('P05000', 'P32927')"
"('Q9Y6K9', 'P55060')"
"('Q9UKV8', 'P57088')"
"('P25788', 'Q9H8Y8')"
"('Q15393', 'Q9UJ70')"
"('P10276', 'Q96L73')"
"('P63151', 'Q13522')"
"('P04637', 'P22570')"
"('Q8N163', 'Q9P2S5')"
"('Q6UVK1', 'Q9Y2X8')"
"('P06241', 'O75326')"
"('Q16576', 'Q86YP4')"
"('Q8N7P3', 'Q07157')"
"('Q9Y6H5', 'Q7L5D6')"
"('P63104', 'P08590')"
"('O76071', 'O14519')"
"('Q15020', 'Q9UL18')"
"('P63215', 'P48051')"
"('P49815', 'P14635')"
"('Q9UKC9', 'Q02388')"
"('Q9H1I8', 'Q9P2J2')"
"('Q15155', 'Q9NRR5')"
"('Q8NE31', 'Q15834')"
"('P25205', 'P55201')"
"('Q9UKG9', 'P49642')"
"('Q8IZQ1', 'Q9H1Y0')"
"('P23458', 'O60674')"
"('Q99459', 'P61978')"
"('Q9P0T4', 'Q9BRK4')"
"('Q9UK08', 'Q8WYR1')"
"('P35626', 'Q8NGL6')"
"('P47756', 'Q6IBS0')"
"('Q9Y4G6', 'P08648')"
"('Q12996', 'P33240')"
"('P06241', 'P20916')"
"('Q8WYH8', 'P33993')"
"('Q96NA2', 'Q9BVA1')"
"('Q12933', 'Q9GZT8')"
"('P50213', 'Q96PM5')"
"('Q16539', 'P15822')"
"('P62993', 'P29353')"
"('Q04864', 'P05231')"
"('O00241', 'O43914')"
"('Q9BXI2', 'O76064')"
"('Q99650', 'P52333')"
"('Q08170', 'O43290')"
"('P78325', 'O95633')"
"('Q99750', 'Q8IYR0')"
"('O15524', 'P42701')"
"('P06748', 'P26599')"
"('P12235', 'P04150')"
"('P20226', 'Q9Y230')"
"('P05129', 'Q9H492')"
"('P52298', 'Q15428')"
"('O00626', 'P25024')"
"('Q9UHY7', 'P27694')"
"('P62879', 'P42338')"
"('Q59EK9', 'Q9BXS5')"
"('Q9BV68', 'Q99816')"
"('O43390', 'P16104')"
"('P62750', 'P61927')"
"('P23508', 'Q15019')"
"('Q13435', 'Q9H7E9')"
"('O14490', 'P27986')"
"('P23396', 'Q04206')"
"('Q01101', 'Q13562')"
"('Q16539', 'Q06413')"
"('Q9Y6N6', 'P08648')"
"('O95996', 'Q9BZK7')"
"('Q86VP6', 'Q13620')"
"('P61927', 'Q02543')"
"('P32121', 'Q8NGK0')"
"('Q96JN2', 'P54253')"
"('Q8WVF5', 'P51116')"
"('P10914', 'P15260')"
"('Q9Y5L4', 'Q9Y5J9')"
"('Q99996', 'P18146')"
"('P40763', 'Q15788')"
"('Q15554', 'Q96AP0')"
"('Q92922', 'P04150')"
"('P06241', 'O94856')"
"('Q13200', 'Q9UL46')"
"('P60900', 'P01889')"
"('P04637', 'Q03468')"
"('Q99459', 'P33991')"
"('P61981', 'P49759')"
"('Q14164', 'Q13748')"
"('O14508', 'P42229')"
"('Q00653', 'P63208')"
"('Q05193', 'O00499')"
"('Q9H4E5', 'O96013')"
"('P42224', 'P01579')"
"('P01562', 'Q9HBE5')"
"('Q8TF01', 'P25054')"
"('P18206', 'Q9UI47')"
"('A8MT69', 'Q9BTP7')"
"('P29590', 'P45973')"
"('Q96D09', 'Q99728')"
"('P26641', 'Q8TC92')"
"('Q96CS2', 'Q99871')"
"('P62750', 'Q9UNX3')"
"('P01023', 'Q92890')"
"('P00846', 'P56134')"
"('P22087', 'O00442')"
"('Q92585', 'Q92830')"
"('Q96Q15', 'Q969Q6')"
"('P09382', 'P78347')"
"('Q5JSL3', 'Q9HBH0')"
"('O00628', 'P41182')"
"('P52943', 'Q99963')"
"('P62495', 'Q8IYD1')"
"('Q9UBS4', 'Q9H8Y5')"
"('Q13472', 'Q92793')"
"('Q01844', 'P23276')"
"('P51970', 'O43674')"
"('Q13952', 'P61968')"
"('Q9Y2X8', 'Q6Q0C0')"
"('Q12873', 'Q99728')"
"('Q9H1C4', 'P51617')"
"('P33993', 'P46527')"
"('Q66LE6', 'Q92736')"
"('Q04637', 'Q96DI7')"
"('Q8WV28', 'P16885')"
"('P10451', 'P53708')"
"('P62979', 'Q9GZR1')"
"('P62906', 'Q15843')"
"('P45983', 'P63104')"
"('Q9UHA4', 'P27361')"
"('Q8N474', 'Q9GZT5')"
"('O95467', 'P63218')"
"('Q9BUJ2', 'Q12986')"
"('Q13131', 'Q9BUM1')"
"('Q13683', 'P12814')"
"('P05106', 'P17301')"
"('P23528', 'Q01995')"
"('O60674', 'PB_10')"
"('P60484', 'P42229')"
"('P40763', 'O43524')"
"('P42338', 'P48736')"
"('P25787', 'P60900')"
"('P34741', 'P26038')"
"('P27361', 'P03372')"
"('Q6NXE6', 'P01106')"
"('Q8NHU6', 'Q99700')"
"('P35626', 'Q8NGF4')"
"('Q15906', 'Q01844')"
"('P10826', 'Q15796')"
"('O43747', 'Q9Y6Q5')"
"('P42704', 'P60520')"
"('P04637', 'P61224')"
"('Q13813', 'Q14164')"
"('O15121', 'Q9UL03')"
"('P13236', 'P49238')"
"('P68133', 'P12931')"
"('P01106', 'O75140')"
"('O43353', 'P62263')"
"('Q9Y4K3', 'Q9BUF5')"
"('P61970', 'Q9UET6')"
"('P01106', 'P49757')"
"('P56279', 'P01100')"
"('Q86UD3', 'Q96B02')"
"('P49841', 'P23258')"
"('O95711', 'Q99467')"
"('P21741', 'P22735')"
"('P0CG47', 'Q969F2')"
"('P35609', 'P28062')"
"('P11171', 'P07951')"
"('574032', 'Q8WY64')"
"('P16333', 'Q96RT1')"
"('Q06124', 'P51692')"
"('Q15796', 'Q9H0M0')"
"('O00483', 'Q9P2S5')"
"('P07766', 'P04234')"
"('P39019', 'P63220')"
"('P08174', 'P01024')"
"('P16070', 'P06239')"
"('P53675', 'O95782')"
"('O15239', 'O00217')"
"('P16104', 'Q8N257')"
"('O94887', 'P12931')"
"('P08581', 'Q05397')"
"('Q14164', 'Q7KZF4')"
"('Q86TA1', 'P49902')"
"('P19174', 'Q7Z408')"
"('P13501', 'P18827')"
"('Q92913', 'P35968')"
"('P21281', 'Q13510')"
"('P01602', 'Q8IY92')"
"('Q14209', 'P04183')"
"('Q92956', 'Q9Y230')"
"('P11021', 'P11387')"
"('P60709', 'Q9Y623')"
"('Q16539', 'O43524')"
"('Q14103', 'P31483')"
"('Q7L5N1', 'Q13216')"
"('Q99878', 'O60814')"
"('P21860', 'O00459')"
"('O75582', 'Q9NVH1')"
"('P05013', 'Q13651')"
"('Q9NVK5', 'Q8TDR0')"
"('O14511', 'P21860')"
"('P35222', 'P84022')"
"('O75528', 'Q9H8E8')"
"('P26373', 'P49207')"
"('P27482', 'Q08209')"
"('Q9ULU4', 'P41182')"
"('O15162', 'P46109')"
"('Q96JB5', 'Q96HY6')"
"('Q14644', 'Q15628')"
"('P38919', 'Q09161')"
"('Q00987', 'O95376')"
"('Q8WXI7', 'P09382')"
"('Q71F23', 'Q04637')"
"('Q9BXN2', 'P08962')"
"('P06493', 'P06454')"
"('P40337', 'P49773')"
"('P68400', 'O14640')"
"('Q16695', 'P24385')"
"('Q9UI95', 'Q9UM11')"
"('Q96DH6', 'Q96DU9')"
"('P31749', 'Q92547')"
"('O95661', 'Q15329')"
"('P52429', 'P22234')"
"('P09327', 'P12931')"
"('P10276', 'Q15650')"
"('Q13362', 'P62955')"
"('Q96EB6', 'P98177')"
"('P98160', 'Q14118')"
"('P01100', 'P10145')"
"('P06733', 'Q9Y3M8')"
"('P03891', 'O15239')"
"('Q13617', 'Q8N668')"
"('Q16873', 'P20292')"
"('Q13573', 'Q12996')"
"('O43741', 'Q49AN0')"
"('P07602', 'P04062')"
"('P24522', 'O95257')"
"('P41743', 'Q9NRA0')"
"('Q09472', 'P35354')"
"('Q04771', 'Q9NW38')"
"('P19438', 'Q13546')"
"('Q03014', 'P67870')"
"('Q15788', 'P62805')"
"('O95453', 'P24522')"
"('Q9UPR3', 'P67775')"
"('Q16204', 'P01111')"
"('P43351', 'P35244')"
"('Q9BW19', 'Q96EK5')"
"('P21333', 'O75369')"
"('P05771', 'P40145')"
"('P00519', 'Q9HCM9')"
"('Q9UBW7', 'P26599')"
"('P43403', 'Q92529')"
"('Q9BQE3', 'P51149')"
"('P23508', 'Q9Y3A3')"
"('P11021', 'O15264')"
"('P35626', 'Q8NG83')"
"('P08069', 'P29353')"
"('Q96CW1', 'P78540')"
"('A6ND36', 'Q15796')"
"('Q9P2F6', 'Q07889')"
"('P62249', 'Q9H1Y0')"
"('P42677', 'O15069')"
"('P13674', 'Q92985')"
"('P01566', 'Q9HC73')"
"('Q96QZ7', 'P63000')"
"('Q00005', 'P18621')"
"('Q16827', 'P46459')"
"('Q96CW1', 'Q92597')"
"('Q15714', 'P08670')"
"('Q6H8Q1', 'Q12772')"
"('O95400', 'P82279')"
"('Q8IWZ8', 'P51991')"
"('Q9BUV8', 'O14593')"
"('P13224', 'P07359')"
"('P00519', 'P42226')"
"('P26599', 'P09651')"
"('P25054', 'P47755')"
"('P16885', 'P52735')"
"('Q9Y4K3', 'P54819')"
"('O00222', 'P59768')"
"('Q13753', 'Q7L0J3')"
"('P19388', 'Q9H1D9')"
"('Q15750', 'P29622')"
"('Q96PU5', 'Q9Y3C5')"
"('O14610', 'P48736')"
"('Q9UKK9', 'O60318')"
"('P13010', 'Q10586')"
"('P37088', 'O00308')"
"('Q9Y2W7', 'Q03060')"
"('P05112', 'P26951')"
"('Q10567', 'Q13573')"
"('Q9UKV8', 'P36578')"
"('Q13315', 'O14980')"
"('P49840', 'O00327')"
"('Q9UBS4', 'Q8NDZ2')"
"('P05019', 'P22607')"
"('P30480', 'P28482')"
"('P54829', 'P06241')"
"('P41159', 'P10912')"
"('Q9Y2V7', 'Q9H9E3')"
"('O14512', 'P16471')"
"('Q12983', 'Q07820')"
"('O95999', 'Q04206')"
"('P63000', 'P61586')"
"('Q96QB1', 'Q68CZ2')"
"('Q16777', 'P16401')"
"('P11142', 'P05067')"
"('P32121', 'A6NET4')"
"('O75955', 'Q03135')"
"('P63104', 'Q16531')"
"('Q02556', 'P05161')"
"('Q9HBE1', 'P10275')"
"('P26012', 'P46108')"
"('Q13573', 'O95837')"
"('Q86V24', 'O15116')"
"('O14512', 'P35568')"
"('P06753', 'P51911')"
"('Q13568', 'Q99731')"
"('P63104', 'P55851')"
"('Q92901', 'P62750')"
"('O95503', 'Q9HC52')"
"('P02008', 'P22607')"
"('Q9UKG9', 'Q01082')"
"('P03905', 'O96000')"
"('P04350', 'Q00653')"
"('P53778', 'O75582')"
"('P63104', 'P49368')"
"('P06576', 'P02647')"
"('Q05655', 'P36507')"
"('P20618', 'P61421')"
"('P19022', 'P35222')"
"('Q12766', 'Q16637')"
"('P68366', 'Q13885')"
"('Q15797', 'Q9Y2U8')"
"('P67870', 'Q96K83')"
"('Q6UWE0', 'Q14164')"
"('P16104', 'Q9UKV0')"
"('Q13573', 'Q96N46')"
"('P56192', 'P13805')"
"('Q01105', 'P30480')"
"('Q14204', 'Q96IP4')"
"('P26442', 'P61077')"
"('P60709', 'P04083')"
"('Q9NRF2', 'O60674')"
"('Q92925', 'Q6STE5')"
"('O14493', 'P56747')"
"('Q9P1A6', 'O95433')"
"('O96013', 'Q02750')"
"('Q9H6S0', 'Q13573')"
"('Q99962', 'Q05193')"
"('P25098', 'P51684')"
"('Q15797', 'Q15052')"
"('Q4VCS5', 'Q8N3R9')"
"('P54819', 'P01243')"
"('Q8IY92', 'Q9NZM5')"
"('Q7Z392', 'P02768')"
"('Q96KG7', 'Q8TBE0')"
"('P42574', 'P54252')"
"('Q13509', 'P02787')"
"('P38484', 'P35228')"
"('P62280', 'P62841')"
"('P48444', 'P01106')"
"('O43187', 'Q99836')"
"('Q8N808', 'P68104')"
"('P23508', 'P49411')"
"('Q8WUM4', 'P00533')"
"('Q6AI08', 'O15085')"
"('P04839', 'P47712')"
"('Q9BT22', 'Q8WTV0')"
"('P31939', 'P24941')"
"('P32121', 'O75251')"
"('Q15796', 'Q13042')"
"('Q16816', 'P62158')"
"('P62158', 'O60266')"
"('Q92585', 'Q04721')"
"('Q9HB75', 'Q8WXG6')"
"('Q9Y264', 'P07333')"
"('Q9UNH7', 'P37173')"
"('Q96S55', 'P51784')"
"('Q9NY59', 'Q15047')"
"('Q00987', 'P17948')"
"('P51654', 'Q93098')"
"('Q96BI3', 'Q9NZ42')"
"('P56537', 'Q5T3J3')"
"('O14777', 'Q9UL45')"
"('Q86SG6', 'P60520')"
"('Q13330', 'Q14839')"
"('P36575', 'P23945')"
"('O00161', 'P61266')"
"('Q9Y6R4', 'P29350')"
"('Q14240', 'Q02040')"
"('Q01664', 'P38936')"
"('O75343', 'P33402')"
"('Q9Y4K3', 'P08107')"
"('Q6R327', 'P05771')"
"('P09874', 'P0C0S5')"
"('P04183', 'P51693')"
"('P29597', 'Q969M7')"
"('P08581', 'Q13480')"
"('Q5T2W1', 'O43572')"
"('P29083', 'Q08117')"
"('64397', 'P25054')"
"('Q96B02', 'P19387')"
"('Q13573', 'Q92616')"
"('Q12888', 'P56524')"
"('Q9NSB8', 'Q14573')"
"('O75096', 'Q9P202')"
"('Q9GZR7', 'Q9Y276')"
"('P31946', 'Q02241')"
"('Q8IV61', 'P01116')"
"('Q86XS8', 'P59998')"
"('Q13362', 'Q9Y698')"
"('Q8NGP8', 'P38405')"
"('Q16512', 'Q15834')"
"('Q9Y2Q5', 'Q5VZM2')"
"('Q12778', 'P42772')"
"('Q96LR5', 'O94941')"
"('O60927', 'P62140')"
"('P46782', 'P46783')"
"('P23381', 'O75956')"
"('P20702', 'P06734')"
"('P02511', 'P25788')"
"('P41143', 'P27824')"
"('Q6ZSY5', 'Q93100')"
"('Q92769', 'Q9BTM1')"
"('Q9NR96', 'Q9NWF9')"
"('Q15311', 'Q96CW1')"
"('P17706', 'Q14974')"
"('P61326', 'Q96BK5')"
"('P17931', 'Q9UMX1')"
"('Q16531', 'Q13620')"
"('P22301', 'Q9HC73')"
"('Q9H1C4', 'O95427')"
"('Q7L591', 'Q8WV28')"
"('O15527', 'P39880')"
"('Q99759', 'P36873')"
"('Q13573', 'Q9HCK8')"
"('Q9BY76', 'Q6IBS0')"
"('P05067', 'P29992')"
"('P26641', 'P07437')"
"('P26368', 'Q13243')"
"('Q01831', 'Q13315')"
"('Q15459', 'P84022')"
"('O15162', 'O43597')"
"('Q9UDY2', 'Q9P2M7')"
"('P23497', 'Q9UER7')"
"('Q9GZV5', 'Q9H204')"
"('Q13501', 'Q8IY92')"
"('P01579', 'P10912')"
"('P49327', 'Q99459')"
"('P49023', 'Q9NVD7')"
"('Q9UQ80', 'O00141')"
"('P51617', 'Q13148')"
"('Q86YW0', 'Q9ULU4')"
"('P32121', 'Q8NH02')"
"('Q9Y2I6', 'Q8N5R6')"
"('Q13362', 'P28482')"
"('P49286', 'P16520')"
"('P01106', 'Q7Z698')"
"('O15260', 'O75365')"
"('P30050', 'P84098')"
"('Q03060', 'P49427')"
"('Q96NA2', 'P68371')"
"('Q9H492', 'Q12802')"
"('Q9H0Y0', 'P78371')"
"('Q8NH90', 'P38405')"
"('Q96QG7', 'Q96EF0')"
"('Q13177', 'Q13263')"
"('P00736', 'P09871')"
"('Q9NQX6', 'P22736')"
"('P23497', 'P46100')"
"('Q9UL45', 'Q9HAU0')"
"('O00505', 'Q9NRA0')"
"('P01100', 'P45452')"
"('P02771', 'P01889')"
"('Q13573', 'Q9BTC0')"
"('O75347', 'P18146')"
"('P47813', 'P54253')"
"('O43521', 'Q8WVM7')"
"('P21673', 'Q9GZT6')"
"('P52735', 'Q07889')"
"('P51946', 'Q13889')"
"('O14920', 'O43283')"
"('Q13535', 'Q9ULM3')"
"('O75391', 'O95870')"
"('Q12933', 'P41273')"
"('P10914', 'Q8IYT8')"
"('406906', 'P50993')"
"('Q9H4K1', 'Q8N6Y0')"
"('P16220', 'Q15032')"
"('Q12933', 'Q8N8B7')"
"('Q9HCM9', 'Q13404')"
"('Q7Z6M2', 'P38646')"
"('Q9H095', 'P46379')"
"('P25815', 'Q9HB71')"
"('Q13247', 'P26599')"
"('O95619', 'Q15906')"
"('P40337', 'P16949')"
"('Q71DI3', 'P42226')"
"('P49840', 'Q12840')"
"('Q9P0W0', 'P10912')"
"('P52333', 'P10912')"
"('P32881', 'P16471')"
"('Q00987', 'P04629')"
"('P00519', 'O15085')"
"('P28562', 'P45983')"
"('P98170', 'P31751')"
"('Q92753', 'O00327')"
"('P98082', 'P84022')"
"('P22681', 'Q5VWK5')"
"('P02545', 'Q10586')"
"('Q15102', 'Q9UKR5')"
"('P51668', 'Q9P2E3')"
"('P14923', 'O95405')"
"('O00168', 'P54709')"
"('P00558', 'Q8TDR0')"
"('Q9Y6M9', 'O95182')"
"('Q9P2G9', 'Q9Y3C8')"
"('Q9ULK5', 'P24723')"
"('Q13315', 'Q6VMQ6')"
"('O14904', 'Q9ULW2')"
"('P01243', 'P61247')"
"('Q16659', 'O95201')"
"('Q9UBC3', 'P46783')"
"('P16989', 'Q7Z4H7')"
"('P25398', 'Q99558')"
"('P32121', 'Q8NGC9')"
"('A8MT69', 'Q0VG06')"
"('O95453', 'Q9NZW5')"
"('Q96EH3', 'Q15819')"
"('Q86WN2', 'Q01344')"
"('P29074', 'P51681')"
"('P19823', 'P36542')"
"('Q16891', 'P33240')"
"('P14555', 'Q8NHQ1')"
"('Q13813', 'O43491')"
"('P40818', 'P31947')"
"('Q9Y490', 'Q05397')"
"('Q92956', 'Q9P031')"
"('Q8TDY2', 'Q9BXW4')"
"('Q99714', 'P51668')"
"('Q9Y3P9', 'P05107')"
"('Q99459', 'Q15393')"
"('P30876', 'P61218')"
"('O95819', 'P09651')"
"('O43242', 'O75365')"
"('Q9UDY8', 'P40337')"
"('Q14164', 'Q9NUQ9')"
"('P21802', 'P35568')"
"('P10275', 'P20815')"
"('O95071', 'Q15796')"
"('P27986', 'Q86YH6')"
"('Q07325', 'O00574')"
"('Q96DB2', 'P33778')"
"('P23508', 'O00303')"
"('Q9H1J5', 'Q9ULW2')"
"('Q9UHB9', 'Q99459')"
"('P35226', 'Q5UIP0')"
"('P67809', 'Q07955')"
"('Q9H2B2', 'O43765')"
"('P08238', 'P61247')"
"('P61024', 'P06493')"
"('P07437', 'Q99459')"
"('P08648', 'P18146')"
"('Q16619', 'Q14627')"
"('A0JLT2', 'P19387')"
"('Q92887', 'Q14653')"
"('Q9NQW1', 'O95487')"
"('Q9H0H5', 'P08134')"
"('Q15436', 'Q00536')"
"('P35372', 'Q9UK08')"
"('P62910', 'P36578')"
"('P13639', 'Q15843')"
"('Q9C0C9', 'P43121')"
"('Q92540', 'P22607')"
"('Q00987', 'P25490')"
"('P30305', 'Q92764')"
"('Q8IYH5', 'Q9UBS4')"
"('Q9HAV5', 'Q13114')"
"('Q9H4M9', 'Q9H1K0')"
"('Q92633', 'P62879')"
"('Q13042', 'P06493')"
"('Q8NFH3', 'P67809')"
"('P63098', 'Q9UJX2')"
"('O95400', 'Q12986')"
"('P23246', 'Q9UHD2')"
"('P08581', 'Q00722')"
"('P55197', 'Q03111')"
"('Q13952', 'P30304')"
"('Q9Y478', 'Q9UBX3')"
"('Q01344', 'P23458')"
"('Q15287', 'P09651')"
"('P51813', 'P04626')"
"('P10275', 'Q9UM63')"
"('Q16513', 'P16333')"
"('O75038', 'Q13557')"
"('P06400', 'Q09028')"
"('P35244', 'Q9Y2B9')"
"('Q8TEU7', 'P18146')"
"('O14530', 'Q12873')"
"('P35268', 'P62750')"
"('P04114', 'P08107')"
"('P30968', 'P01033')"
"('Q8IUX4', 'Q13469')"
"('Q99731', 'P51685')"
"('P17612', 'Q05397')"
"('P48634', 'Q9P2R6')"
"('P10599', 'P19838')"
"('Q92569', 'P31749')"
"('Q9UQK1', 'P36873')"
"('A1A4S6', 'Q9HBH0')"
"('P25445', 'P48023')"
"('P62993', 'Q14315')"
"('Q9UQM7', 'Q02641')"
"('P49715', 'Q12778')"
"('P26441', 'P40337')"
"('O95999', 'Q9H257')"
"('Q16254', 'Q9HB71')"
"('P02458', 'P21781')"
"('Q15834', 'Q9NYK6')"
"('P46109', 'P21860')"
"('Q6UWE0', 'P61088')"
"('P55036', 'P41134')"
"('P01574', 'P23458')"
"('Q5T160', 'Q14197')"
"('P49770', 'Q13144')"
"('O00206', 'P27361')"
"('Q16363', 'P26010')"
"('Q9HBE4', 'P40763')"
"('O95251', 'Q5UIP0')"
