negatives
"('Q3B7T1', 'Q9H840')"
"('O00743', 'Q8NB46')"
"('P04083', 'P21462')"
"('Q96EB6', 'P58012')"
"('Q96BK5', 'P47813')"
"('P01857', 'P35542')"
"('P35568', 'P12931')"
"('Q04206', 'Q13490')"
"('O15264', 'P18669')"
"('Q5JY77', 'P25116')"
"('Q14833', 'P08754')"
"('P16109', 'P26022')"
"('Q92956', 'Q15084')"
"('P78509', 'P13612')"
"('P08581', 'Q92529')"
"('P62333', 'Q13200')"
"('P25054', 'P35749')"
"('P83881', 'P62906')"
"('P15622', 'P49910')"
"('P43403', 'Q14289')"
"('Q92628', 'P02768')"
"('P40763', 'P04626')"
"('Q14191', 'P39748')"
"('O75558', 'O00161')"
"('Q9Y6R0', 'Q9NYJ8')"
"('Q92956', 'Q9UBX3')"
"('P07948', 'P15941')"
"('P13501', 'P41597')"
"('P38646', 'Q99759')"
"('P23396', 'P32969')"
"('Q8N8V2', 'Q12972')"
"('P34741', 'O75056')"
"('P45983', 'Q07812')"
"('P18146', 'Q9Y314')"
"('406901', 'P24864')"
"('Q07021', 'P62241')"
"('P63000', 'P52565')"
"('Q8N474', 'Q9NY61')"
"('Q13418', 'P29622')"
"('P15976', '574411')"
"('Q16619', 'P40189')"
"('P56750', 'O75508')"
"('Q6P1J9', 'P49459')"
"('Q9UM73', 'P45985')"
"('Q92535', 'P37287')"
"('P21283', 'P62330')"
"('Q13310', 'P78543')"
"('P68104', 'Q16891')"
"('P12830', 'Q15475')"
"('P49841', 'P10275')"
"('Q9NRG4', 'O75436')"
"('Q8IYD1', 'Q9H1J1')"
"('P05107', 'P20702')"
"('P29466', 'Q9HC29')"
"('O14818', 'Q9UNM6')"
"('P68104', 'P20073')"
"('Q04721', 'Q86Y01')"
"('Q08999', 'Q92543')"
"('Q14164', 'Q9UKR5')"
"('Q9P2W3', 'Q5JWF2')"
"('P11142', 'P49815')"
"('P18146', 'Q07325')"
"('P67775', 'Q9NPH2')"
"('Q07021', 'Q96EB6')"
"('Q9NXR8', 'Q9NV56')"
"('P48552', 'Q86X55')"
"('26765', 'Q00403')"
"('P09466', 'Q7L5N1')"
"('Q9NZI2', 'P56537')"
"('P16220', 'P52747')"
"('P12236', 'P16104')"
"('Q96H20', 'Q99816')"
"('Q12824', 'P51531')"
"('406984', 'Q9UPY6')"
"('O15198', 'P60228')"
"('P28482', 'P01111')"
"('Q9UKV0', 'Q99879')"
"('O15479', 'P62807')"
"('P55157', 'A6ZKI3')"
"('P30153', 'Q5FBB7')"
"('P50053', 'Q13418')"
"('Q13315', 'P46527')"
"('Q99616', 'P51684')"
"('Q9NYA1', 'P07858')"
"('P17544', 'Q9BYV9')"
"('Q9NWB1', 'Q9Y5V3')"
"('P01106', 'Q99729')"
"('P40763', 'Q16666')"
"('P22612', 'O00305')"
"('P62316', 'P0CG47')"
"('P98170', 'O15392')"
"('O95405', 'Q5T124')"
"('Q96GM5', 'Q12824')"
"('P55854', 'Q8IVS2')"
"('Q8NFJ9', 'P05783')"
"('Q9H324', 'P35914')"
"('Q05086', 'P61077')"
"('Q9BRR9', 'P61586')"
"('P10914', 'Q9HBE5')"
"('P14373', 'P43364')"
"('Q99459', 'Q9NRL2')"
"('P35626', 'Q8NH87')"
"('O76093', 'P08069')"
"('Q9UBS4', 'Q14194')"
"('Q9H2X0', 'P03971')"
"('Q9BQ66', 'P49910')"
"('Q8NFH5', 'P49790')"
"('P05067', 'P42574')"
"('P68400', 'P14625')"
"('O60921', 'P27695')"
"('Q3ZCQ8', 'Q04206')"
"('P62993', 'P46776')"
"('O95257', 'P51681')"
"('Q02543', 'O00442')"
"('Q9NR50', 'O95169')"
"('Q15369', 'Q9UK73')"
"('O95786', 'P46734')"
"('O15273', 'Q8WZ42')"
"('P52333', 'Q06124')"
"('P17066', 'Q99558')"
"('P01891', 'Q9NYU2')"
"('Q02930', 'P15336')"
"('Q9H0H5', 'P29353')"
"('Q15382', 'O43924')"
"('Q8TEW0', 'Q15831')"
"('Q13137', 'P60520')"
"('O00231', 'Q15797')"
"('P01106', '407046')"
"('P14866', 'P61978')"
"('Q99759', 'Q9UBK9')"
"('Q6IAA8', 'Q9GZT6')"
"('P22392', 'P15531')"
"('Q16620', 'Q9Y4K3')"
"('P32121', 'Q96JQ0')"
"('P20333', 'P42677')"
"('P42261', 'O15399')"
"('Q9BQE4', 'Q9BUN8')"
"('P46459', 'O14764')"
"('P21802', 'P46108')"
"('P35243', 'Q8WTQ7')"
"('P25054', 'Q9C075')"
"('Q9H5I1', 'Q9H2G2')"
"('Q6VMQ6', 'Q15155')"
"('Q12933', 'P60709')"
"('P15692', 'P15884')"
"('Q9BUZ4', 'P57078')"
"('Q9UIV1', 'Q00534')"
"('Q6P4R8', 'O96019')"
"('Q8N122', 'P23443')"
"('P03928', 'P56134')"
"('Q8NCM8', 'Q9BQE3')"
"('Q9UN74', 'Q13432')"
"('Q9H4B7', 'Q96NA2')"
"('P68133', 'P18031')"
"('Q07020', 'Q92901')"
"('P35626', 'P25024')"
"('P01127', 'P10721')"
"('P42224', 'P04637')"
"('P62158', 'P51911')"
"('Q9Y2J4', 'O14777')"
"('Q8TEW0', 'P31947')"
"('Q9H0F5', 'P62256')"
"('Q99558', 'O43318')"
"('Q92915', 'P10721')"
"('P23508', 'P48556')"
"('P18031', 'Q03135')"
"('P07237', 'Q8TCT9')"
"('P51970', 'O43676')"
"('P16885', 'P30273')"
"('Q96PU8', 'Q9NQZ3')"
"('O43353', 'O43318')"
"('P51608', 'O15534')"
"('P17081', 'O96013')"
"('Q9BW27', 'P12270')"
"('P40818', 'P61981')"
"('P81605', 'Q92956')"
"('O95461', 'O43505')"
"('Q4G0J3', 'P50750')"
"('Q14197', 'O75306')"
"('P37173', 'P28340')"
"('Q96HP0', 'P84095')"
"('P62258', 'O15397')"
"('P05109', 'O60383')"
"('P51965', 'Q96PM9')"
"('O60610', 'P60673')"
"('P07948', 'P31994')"
"('P55773', 'O00574')"
"('Q99717', 'Q9HAU4')"
"('P02743', 'O43852')"
"('Q96RU7', 'Q13873')"
"('Q13393', 'O14494')"
"('P46777', 'P42766')"
"('P15090', 'Q93063')"
"('Q04206', 'Q8WTS6')"
"('Q15323', 'Q12834')"
"('Q6ZVK8', 'Q96CG3')"
"('P67870', 'Q8WW35')"
"('Q9H4P4', 'P07333')"
"('Q969M7', 'Q8TBC4')"
"('O43526', 'P62158')"
"('P33993', 'Q8WYB5')"
"('O75352', 'Q9H0J4')"
"('Q9UQM7', 'Q8NER1')"
"('P46459', 'Q9Y6M4')"
"('Q9NPF4', 'P29353')"
"('Q53QZ3', 'Q07890')"
"('P84022', 'P35658')"
"('Q15393', 'Q99638')"
"('P62993', 'P38919')"
"('P51817', 'P10636')"
"('P06454', 'Q13547')"
"('P08758', 'P37268')"
"('P63244', 'P05771')"
"('P16104', 'P06899')"
"('P62280', 'P61247')"
"('P52566', 'P63000')"
"('O15264', 'P22234')"
"('Q99683', 'P20333')"
"('Q9Y6Q6', 'P22681')"
"('Q9Y3Q8', 'O75909')"
"('P38484', 'P23458')"
"('O75051', 'Q8WUJ3')"
"('P01137', 'P05067')"
"('P63215', 'Q00722')"
"('Q9H2G2', 'Q13285')"
"('Q8NGV6', 'P38405')"
"('P10074', 'O00193')"
"('Q96EZ8', 'Q86SE5')"
"('Q52LW3', 'Q96L33')"
"('O43290', 'Q15287')"
"('Q14240', 'P46100')"
"('P60510', 'P04183')"
"('Q96BK5', 'P35544')"
"('P16220', 'A6BM72')"
"('P16220', 'Q15329')"
"('Q13009', 'P61981')"
"('Q00987', 'P10721')"
"('Q92769', 'P10244')"
"('P10721', 'P08631')"
"('P30457', 'P16188')"
"('Q86WN2', 'P10912')"
"('Q13233', 'P07900')"
"('Q09472', 'O60934')"
"('P15248', 'P16471')"
"('P06241', 'P78329')"
"('P85298', 'P52198')"
"('Q9BYG4', 'Q8N3R9')"
"('P48729', 'O60346')"
"('Q14683', 'Q8NDV3')"
"('Q13362', 'Q02641')"
"('Q13151', 'Q14103')"
"('P46781', 'P62993')"
"('Q99708', 'P28749')"
"('P10515', 'Q15118')"
"('P12980', 'Q2KJY2')"
"('P29597', 'P42338')"
"('P27348', 'P08107')"
"('P18146', 'Q5T2R2')"
"('P13497', 'P49750')"
"('Q15691', 'Q96GD4')"
"('P62330', 'P49407')"
"('Q9UIS9', 'O75925')"
"('Q92574', 'P08962')"
"('P16871', 'Q13011')"
"('Q9HCE7', 'Q96AE7')"
"('P12272', 'P05231')"
"('Q8WYR1', 'P15153')"
"('P35222', 'Q15910')"
"('P17612', 'Q06710')"
"('Q92841', 'Q9Y2W2')"
"('Q9UM73', 'O60674')"
"('P22736', 'P22626')"
"('P98171', 'Q96L33')"
"('Q9NRM7', 'P46937')"
"('Q9P021', 'P78352')"
"('O15530', 'Q05513')"
"('Q5T4F7', 'Q9Y6F9')"
"('P03891', 'O95182')"
"('P14151', 'Q04759')"
"('Q9NZT1', 'O60266')"
"('O14735', 'Q9HCK5')"
"('Q92831', 'Q15596')"
"('O60658', 'Q04864')"
"('P22681', 'Q8IZP0')"
"('O14561', 'P51970')"
"('P55157', 'Q9H0X9')"
"('P33151', 'P23381')"
"('Q96RL1', 'P12757')"
"('P01106', 'O43586')"
"('Q92993', 'Q9H840')"
"('P78362', 'Q01081')"
"('P27986', 'O95455')"
"('Q13573', 'Q9NU22')"
"('Q9UBD3', 'P46094')"
"('P22612', 'Q13936')"
"('P63104', 'Q99460')"
"('P63000', 'O15056')"
"('O95139', 'O43676')"
"('Q96L50', 'Q15369')"
"('Q9H267', 'Q13387')"
"('O60216', 'Q8N3U4')"
"('P55072', 'Q14164')"
"('Q13233', 'P11021')"
"('P14778', 'P63000')"
"('P67809', 'Q13151')"
"('P24385', 'Q5XUX0')"
"('Q9HCS7', 'P62487')"
"('Q15118', 'P29803')"
"('P18146', 'P25788')"
"('Q9BYX4', 'Q7Z434')"
"('Q8WXH5', 'P14784')"
"('P04626', 'Q9Y2R2')"
"('Q9UNN5', 'P68400')"
"('Q13535', 'Q96JP5')"
"('P16220', 'P78406')"
"('Q00403', 'P61964')"
"('Q9Y617', 'P08238')"
"('P06748', 'Q9UKF6')"
"('P23511', 'P17096')"
"('Q13753', 'Q9UKX5')"
"('O15519', 'Q9Y4E8')"
"('P62487', 'P49842')"
"('O75489', 'P19404')"
"('P61927', 'P62917')"
"('Q8NB16', 'P40425')"
"('O14920', 'Q9Y6Q9')"
"('Q7Z3J3', 'P63165')"
"('Q14204', 'Q96AH8')"
"('P57057', 'P04278')"
"('Q9Y5V3', 'P53350')"
"('Q13547', 'Q9UKL0')"
"('O43290', 'Q9BZL1')"
"('Q00653', 'Q8NFZ5')"
"('P35080', 'P47736')"
"('P12757', 'O76094')"
"('P18146', 'Q14141')"
"('Q96JM2', 'P40424')"
"('P54578', 'P63098')"
"('Q07890', 'P01112')"
"('P61952', 'O60266')"
"('Q16635', 'P05060')"
"('Q13573', 'Q92499')"
"('Q9Y6W6', 'Q16539')"
"('P07949', 'Q99962')"
"('Q96I51', 'Q14197')"
"('Q92616', 'P63104')"
"('Q06124', 'Q6WCQ1')"
"('P32969', 'P05387')"
"('Q96HA1', 'Q5SRE5')"
"('O60566', 'P0CG48')"
"('Q05655', 'Q9HBA0')"
"('Q15036', 'P55157')"
"('P09651', 'O95870')"
"('P07437', 'Q6R327')"
"('Q66LE6', 'O60359')"
"('P57729', 'Q15797')"
"('Q01813', 'Q9Y478')"
"('P41182', 'Q9NYH9')"
"('P52272', 'Q99558')"
"('P06213', 'Q8WYR1')"
"('Q02878', 'P61254')"
"('P09884', 'P04637')"
"('P55040', 'Q9NR12')"
"('Q8IYB3', 'P09651')"
"('Q9HCE7', 'Q9H160')"
"('Q9Y2Z4', 'Q12834')"
"('Q86US8', 'Q14738')"
"('Q13291', 'Q06124')"
"('P16885', 'Q08209')"
"('Q9NRG4', 'Q9H171')"
"('O00744', 'Q9NPG1')"
"('Q9UJX6', 'Q9NYG5')"
"('O00311', 'Q14566')"
"('Q9UHL9', 'P84022')"
"('P17947', 'Q96RE9')"
"('Q9NPA5', 'Q15047')"
"('Q86SQ7', 'Q9Y4K3')"
"('P51970', 'O95169')"
"('O00329', 'P16885')"
"('P63096', 'P63215')"
"('Q9BWH2', 'Q13352')"
"('P08865', 'P22090')"
"('Q86UA6', 'Q9Y6K9')"
"('O00141', 'P35222')"
"('Q05513', 'Q13009')"
"('P17947', 'P12314')"
"('Q9UBN6', 'Q15459')"
"('Q07020', 'P84098')"
"('P49755', 'Q9Y4K3')"
"('Q96QF0', 'Q92930')"
"('P22626', 'P61978')"
"('Q96EP1', 'Q15078')"
"('P17066', 'Q13233')"
"('O75251', 'O95168')"
"('Q8TEM1', 'P49792')"
"('Q86VP3', 'P63104')"
"('Q07889', 'P16885')"
"('Q04724', 'P62308')"
"('P61964', 'Q13619')"
"('P26599', 'P31943')"
"('Q8NEA9', 'Q9NWB1')"
"('Q96HC4', 'O14618')"
"('Q9HCE7', 'Q9NWT1')"
"('P54619', 'P54840')"
"('Q13418', 'P84090')"
"('P10124', 'Q5T4S7')"
"('P37802', 'P01889')"
"('Q9UP83', 'P63000')"
"('P22392', 'P16152')"
"('P23141', 'P08236')"
"('P62993', 'Q16586')"
"('Q9NSE2', 'P23458')"
"('P29350', 'Q9Y4K3')"
"('P13725', 'P15260')"
"('P51668', 'O60291')"
"('Q8TD19', 'P36897')"
"('O94906', 'O75643')"
"('Q9UQC9', 'P16144')"
"('P41134', 'Q13485')"
"('P26641', 'O14737')"
"('Q9NPF7', 'Q9HBE5')"
"('O95626', 'P18146')"
"('Q04724', 'P20042')"
"('O15234', 'Q92900')"
"('P55795', 'Q01081')"
"('P62993', 'Q92949')"
"('Q9UI47', 'P62258')"
"('P23528', 'Q15642')"
"('A0AVK6', 'P24864')"
"('P29353', 'P05106')"
"('Q9Y6K9', 'P07437')"
"('Q8IUE6', 'P56524')"
"('P05386', 'P50914')"
"('Q15834', 'O60568')"
"('Q13573', 'Q9H3U1')"
"('Q9Y490', 'P26012')"
"('P22681', 'Q15262')"
"('P46100', 'Q96PY6')"
"('Q8NHY2', 'P17535')"
"('P01011', 'P51124')"
"('Q99873', 'O00267')"
"('P62837', 'O14681')"
"('O60508', 'P51991')"
"('P46108', 'P50570')"
"('Q96D42', 'Q9NRR5')"
"('Q13472', 'Q9H9A7')"
"('Q96KM6', 'Q5VU43')"
"('O95084', 'P62937')"
"('P42345', 'Q07817')"
"('P48443', 'Q07869')"
"('P62330', 'P57721')"
"('O14836', 'P51617')"
"('Q12906', 'Q99750')"
"('O95405', 'O00267')"
"('P61353', 'P05386')"
"('P19838', 'Q9UNE7')"
"('P18084', 'Q9HD67')"
"('O95619', 'Q9NXR8')"
"('P15172', 'Q09472')"
"('Q15047', 'O14503')"
"('O14832', 'Q02790')"
"('Q9H334', 'Q13330')"
"('P82932', 'Q9P2H0')"
"('P07498', 'P01889')"
"('O14625', 'P52630')"
"('P05556', 'Q9Y6C2')"
"('Q16363', 'Q7L0J3')"
"('P13500', 'P32302')"
"('Q8TDR0', 'Q9P2Q2')"
"('P45983', 'P31751')"
"('P46778', 'Q07020')"
"('O60383', 'Q12906')"
"('Q15370', 'Q96S21')"
"('Q7Z2G1', 'Q9UKV0')"
"('Q09472', 'Q92793')"
"('Q15759', 'Q13469')"
"('Q9NYF3', 'P63104')"
"('Q15714', 'Q96FW1')"
"('Q99816', 'Q6ZNA4')"
"('P15531', 'P54274')"
"('P24864', 'Q9NYG5')"
"('P62136', 'Q8TCU5')"
"('P56880', 'O95832')"
"('Q02543', 'Q96BK5')"
"('O95831', 'Q9BRX2')"
"('P00519', 'P06733')"
"('P10275', 'P23771')"
"('O14610', 'P48051')"
"('P42263', 'Q12879')"
"('Q969T4', 'P25963')"
"('Q99741', 'P38936')"
"('Q9UBX3', 'Q9Y5V3')"
"('O15111', 'P42345')"
"('Q8IZQ5', 'O15117')"
"('Q06587', 'Q969T4')"
"('P24071', 'P01876')"
"('P01857', 'P15502')"
"('P20908', 'P16070')"
"('P06729', 'P09326')"
"('P42684', 'P04040')"
"('O94921', 'P38936')"
"('Q96IZ0', 'Q05513')"
"('P62273', 'P62244')"
"('O75023', 'P12314')"
"('Q9BQY4', 'O14641')"
"('Q16643', 'Q9Y6K9')"
"('Q02878', 'P18124')"
"('O95139', 'O95169')"
"('O14757', 'Q8WXE1')"
"('Q99567', 'Q8TEM1')"
"('Q15287', 'Q96SB4')"
"('P21917', 'Q9P2W3')"
"('Q13011', 'P16871')"
"('406991', 'Q86VQ1')"
"('P62826', 'P18754')"
"('Q86Y39', 'P51970')"
"('Q9Y4H2', 'P42338')"
"('P46781', 'P62266')"
"('P11182', 'Q9H9G7')"
"('P30101', 'Q86YB8')"
"('Q96FK6', 'Q92561')"
"('Q5T3J3', 'P30519')"
"('Q8NGT7', 'P38405')"
"('P38405', 'Q08828')"
"('Q5VT25', 'P17081')"
"('P01562', 'P16471')"
"('Q14031', 'P56199')"
"('P40763', 'P42229')"
"('P01375', 'P08047')"
"('Q9Y237', 'Q05193')"
"('P67775', 'Q9Y698')"
"('Q9H0R5', 'O95819')"
"('O00487', 'O00232')"
"('Q9NRH1', 'P29622')"
"('Q96P09', 'P55211')"
"('P10415', 'Q16611')"
"('Q13601', 'P21580')"
"('Q9H8V3', 'P60953')"
"('P02787', 'P17931')"
"('P35626', 'Q8NGG8')"
"('A0JLT2', 'P10809')"
"('P55084', 'Q13233')"
"('Q9P286', 'P52564')"
"('Q9H3D4', 'P48431')"
"('Q99750', 'Q9H5Z6')"
"('Q9UBP5', 'P51532')"
"('Q00839', 'P38159')"
"('P04899', 'Q00975')"
"('Q9H4M7', 'Q5UIP0')"
"('Q2M3C7', 'Q9NYA1')"
"('Q8N7P3', 'O95832')"
"('P43250', 'P35372')"
"('Q9NX14', 'P03891')"
"('Q9H6S1', 'Q8IUC6')"
"('Q4L180', 'P04745')"
"('Q6P1J9', 'P61218')"
"('P35544', 'P62263')"
"('Q14469', 'Q9NVI1')"
"('Q16531', 'O75486')"
"('Q6IBS0', 'Q9BW60')"
"('P18084', 'P50552')"
"('P13501', 'P27986')"
"('P56945', 'P60709')"
"('P16070', 'Q12891')"
"('Q14943', 'P18146')"
"('P25098', 'P35372')"
"('P61244', 'Q9Y4A5')"
"('P62993', 'P19174')"
"('Q92993', 'Q9H0E9')"
"('Q92793', 'Q92830')"
"('P61978', 'P14866')"
"('Q7Z3E2', 'Q9BVJ7')"
"('Q9Y5S9', 'Q96A72')"
"('P62899', 'Q9NY93')"
"('O14920', 'O75688')"
"('P08670', 'Q8N2W9')"
"('P40337', 'Q15652')"
"('P62330', 'P09661')"
"('P49841', 'P49840')"
"('Q3ZCQ8', 'P15056')"
"('Q9H492', 'P05771')"
"('Q8IY92', 'Q5QP82')"
"('Q13797', 'P05556')"
"('P57740', 'P49792')"
"('Q16890', 'P63104')"
"('P21333', 'P26006')"
"('P35226', 'Q9BSM1')"
"('Q9Y2C9', 'P58753')"
"('Q9H469', 'Q9HAU4')"
"('P62136', 'P42262')"
"('P52272', 'Q13233')"
"('Q16637', 'P08572')"
"('P01106', 'O94921')"
"('Q9UKX7', 'Q9NRG9')"
"('Q8IWN7', 'P16333')"
"('P01106', 'Q9NQB0')"
"('Q8IWZ8', 'Q92620')"
"('Q15834', 'Q96EZ8')"
"('Q9HC29', 'O95786')"
"('Q01955', 'P18827')"
"('Q9Y496', 'P62993')"
"('Q9BVC4', 'O15111')"
"('P46109', 'Q92918')"
"('P62244', 'P46783')"
"('P35232', 'Q9UKV8')"
"('P63279', 'Q9H2X6')"
"('O60383', 'Q9H0Q3')"
"('P06748', 'Q9BXL5')"
"('P59768', 'Q9UBY5')"
"('Q9P2W3', 'Q9HBW0')"
"('Q14103', 'P31483')"
"('Q13555', 'Q68CJ9')"
"('P84022', 'Q08174')"
"('P18146', 'Q06609')"
"('Q92769', 'P62807')"
"('Q13315', 'P19634')"
"('Q9UPY8', 'P56715')"
"('Q9HC77', 'P42229')"
"('P08727', 'O15287')"
"('Q9UBF9', 'Q14315')"
"('P51948', 'P33993')"
"('P24278', 'P38432')"
"('Q16566', 'Q04206')"
"('O75367', 'Q99880')"
"('P61088', 'Q9NX47')"
"('P46783', 'P62979')"
"('Q9UN86', 'Q04206')"
"('P20333', 'Q9H1R3')"
"('P78524', 'P00519')"
"('P41220', 'Q9Y262')"
"('P12034', 'P10721')"
"('Q9NS87', 'Q12873')"
"('O94805', 'Q969G3')"
"('P55268', 'Q496J9')"
"('P07437', 'Q01101')"
"('P78310', 'Q01844')"
"('P62837', 'Q9P2E3')"
"('Q6PD62', 'P01876')"
"('Q9UBD5', 'Q9H171')"
"('P62993', 'Q13191')"
"('Q13094', 'Q86WV1')"
"('Q9NXR7', 'P19438')"
"('P12004', 'O94762')"
"('P22314', 'P63279')"
"('P78362', 'Q86U06')"
"('O00459', 'P63000')"
"('Q16514', 'Q16531')"
"('O95471', 'O95500')"
"('P49759', 'P18031')"
"('Q01844', 'P54725')"
"('P83876', 'Q96DI7')"
"('O43318', 'P45984')"
"('P16220', 'Q9H7R5')"
"('442918', 'Q9NRM7')"
"('P17931', 'Q14624')"
"('Q9Y6X2', 'P12757')"
"('Q96RG2', 'P01589')"
"('Q96KM6', 'Q13118')"
"('Q13573', 'P38159')"
"('P27361', 'Q14790')"
"('Q13873', 'Q13976')"
"('P36873', 'O96017')"
"('P35611', 'P62158')"
"('Q13557', 'P23588')"
"('Q99500', 'P08908')"
"('P35579', 'P11171')"
"('P10909', 'P30101')"
"('P13489', 'P07998')"
"('Q13813', 'Q99759')"
"('O15372', 'Q9Y478')"
"('Q33E94', 'P48380')"
"('Q15572', 'P04637')"
"('P49810', 'Q99828')"
"('A6NIT4', 'Q13651')"
"('O95996', 'O14641')"
"('P63208', 'O95905')"
"('P07942', 'Q96RT1')"
"('P54646', 'P35575')"
"('P43354', 'P62195')"
"('P42224', 'P09913')"
"('Q13151', 'P31942')"
"('P04637', 'P49848')"
"('P01106', 'O75446')"
"('Q13501', 'Q7Z698')"
"('Q9UBU3', 'P43115')"
"('P23560', 'Q99523')"
"('P26441', 'P26951')"
"('P01243', 'P49720')"
"('P26012', 'Q9NVD7')"
"('Q9Y4Y9', 'Q9Y333')"
"('P17301', 'P53708')"
"('Q8NHU6', 'Q00537')"
"('Q99459', 'Q9BTT6')"
"('Q9BQD3', 'Q96MT8')"
"('P26368', 'Q9BUJ2')"
"('Q9UBF8', 'P61981')"
"('P62249', 'P35544')"
"('Q9Y6N7', 'Q16539')"
"('O43295', 'P15153')"
"('P30307', 'Q14738')"
"('P27482', 'P29475')"
"('P63167', 'Q00005')"
"('O60508', 'Q07955')"
"('Q07283', 'Q9BUP0')"
"('P13232', 'P26951')"
"('O94759', 'P49716')"
"('P40225', 'P10912')"
"('Q86TM6', 'P54259')"
"('P35579', 'Q8TDR0')"
"('P01876', 'P55107')"
"('P01730', 'P28907')"
"('P10398', 'Q9UNS2')"
"('P43631', 'P29350')"
"('P52735', 'P0CG47')"
"('Q9UJM3', 'P52735')"
"('Q5T230', 'P15336')"
"('Q01094', 'O43521')"
"('P41567', 'O15371')"
"('O75122', 'Q9HAW0')"
"('P49641', 'O95163')"
"('P51828', 'P22612')"
"('Q9NX58', 'Q15323')"
"('Q9BQI3', 'P45985')"
"('P01106', 'O00124')"
"('Q16566', 'Q08828')"
"('O94906', 'Q9Y5J5')"
"('O15551', 'Q07157')"
"('Q05086', 'P13569')"
"('P27986', 'Q92831')"
"('P51532', 'P16104')"
"('P18146', 'Q8TEU7')"
"('O14641', 'Q9ULK5')"
"('P12318', 'O75019')"
"('P36894', 'Q16539')"
"('Q15910', 'Q9NYS7')"
"('P63162', 'Q15393')"
"('P20827', 'P00533')"
"('P62241', 'P42677')"
"('Q16659', 'Q96EX3')"
"('P63000', 'O76039')"
"('P30153', 'P42224')"
"('P17844', 'P31942')"
"('P50150', 'P48544')"
"('Q9NPH3', 'Q15628')"
"('O94817', 'Q6P2I7')"
"('P11308', 'Q01543')"
"('Q12933', 'Q9Y4K3')"
"('P15172', 'P40763')"
"('Q712K3', 'Q96AD5')"
"('Q00610', 'Q9H8K7')"
"('Q96CV9', 'Q9H1Y0')"
"('Q8NBJ4', 'Q9NR50')"
"('Q8IWZ8', 'O43390')"
"('Q8IWZ3', 'Q9H1C4')"
"('P62993', 'P05814')"
"('P42858', 'O75446')"
"('P42224', 'Q04206')"
"('O95295', 'Q92993')"
"('P11274', 'Q38SD2')"
"('P20671', 'Q96A08')"
"('Q15365', 'P51513')"
"('Q13432', 'P15927')"
"('P20264', 'Q03135')"
"('P35626', 'Q8NGP3')"
"('P24522', 'P02792')"
"('Q92841', 'Q9BWF3')"
"('Q05639', 'Q9UKG9')"
"('Q02045', 'P63261')"
"('Q9Y2D8', 'P18146')"
"('O75015', 'Q6PI73')"
"('P61086', 'P63165')"
"('Q9NVC6', 'P48443')"
"('P61978', 'O60504')"
"('P52797', 'P16234')"
"('P58012', 'P01100')"
"('Q15834', 'Q9NS73')"
"('Q96T60', 'Q5C9Z4')"
"('P02545', 'P63104')"
"('P05231', 'Q04864')"
"('O95251', 'Q8WYH8')"
"('P54259', 'P61964')"
"('Q9HBE4', 'P01589')"
"('P55884', 'Q14152')"
"('Q09472', 'O15350')"
"('P61981', 'P22681')"
"('P49642', 'P38646')"
"('Q9Y3M8', 'O60241')"
"('P01574', 'Q9HC73')"
"('O76054', 'Q07955')"
"('P24941', 'Q9UM13')"
"('P05164', 'P21281')"
"('O14777', 'Q9UL45')"
"('P17542', 'Q01196')"
"('P38936', 'P04150')"
"('P67775', 'O43318')"
"('P04908', 'Q96A08')"
"('P32121', 'Q9UGF7')"
"('P05067', 'P07196')"
"('Q9UQM7', 'O60359')"
"('P17693', 'Q03519')"
"('Q14197', 'Q9BZE1')"
"('Q01094', 'Q05682')"
"('P42574', 'P31751')"
"('P24864', 'P10275')"
"('P14678', 'P38432')"
"('Q13617', 'Q9UK73')"
"('Q99731', 'P41597')"
"('P35626', 'P51686')"
"('P23527', 'Q8IUE6')"
"('P49716', 'P03372')"
"('P10720', 'P51686')"
"('P20226', 'P01100')"
"('Q15691', 'P30622')"
"('Q9UBD9', 'P42701')"
"('Q96G23', 'P21283')"
"('P10275', 'Q9H3R0')"
"('P49023', 'P16671')"
"('P06400', 'Q9NY61')"
"('Q9Y6X2', 'Q92731')"
"('Q2TAY7', 'P52735')"
"('Q92878', 'P38398')"
"('Q15672', 'Q96HZ4')"
"('Q9NQW6', 'Q13573')"
"('P0CG48', 'Q13490')"
"('Q30201', 'P61769')"
"('P02549', 'P48023')"
"('Q9Y478', 'Q96P70')"
"('P07333', 'O15524')"
"('Q9Y333', 'O95777')"
"('Q14164', 'O00193')"
"('Q9NQ94', 'O95319')"
"('Q92979', 'P17844')"
"('P67870', 'P35251')"
"('Q9UBK2', 'Q07869')"
"('P27824', 'Q14703')"
"('Q92620', 'Q14103')"
"('Q16659', 'P01308')"
"('P21453', 'Q03135')"
"('P03915', 'P03891')"
"('Q15714', 'Q9Y241')"
"('Q15717', 'P07947')"
"('Q96P70', 'Q9Y6K9')"
"('P26373', 'P04183')"
"('Q9Y2Q3', 'Q9BVI4')"
"('Q9UQM7', 'Q14934')"
"('P42574', 'Q15185')"
"('P02511', 'P05067')"
"('P05013', 'Q8IU57')"
"('P07550', 'P63010')"
"('Q15628', 'P62158')"
"('P02458', 'Q13797')"
"('Q13547', 'P58876')"
"('P11171', 'O14818')"
"('Q9UN73', 'O95433')"
"('Q99728', 'P20749')"
"('Q13233', 'Q9Y230')"
"('Q9C0J8', 'Q9NZC7')"
"('P19235', 'P15498')"
"('O15511', 'Q07890')"
