negatives
"('Q9HCK5', 'Q04837')"
"('Q92752', 'Q9UKX5')"
"('P40189', 'P15498')"
"('P62805', 'O60907')"
"('P08173', 'O14610')"
"('Q15750', 'Q9BXL7')"
"('Q8N9I9', 'Q96LR5')"
"('P25067', 'P02545')"
"('P19419', 'Q99814')"
"('Q7L523', 'Q76FK4')"
"('O15067', 'O00141')"
"('Q96MG7', 'Q96SB8')"
"('Q9Y2V3', 'Q15047')"
"('Q13315', 'Q96B01')"
"('Q9UBV8', 'Q15038')"
"('Q9HCE7', 'Q496Y0')"
"('P62195', 'Q96SN8')"
"('P09471', 'Q13698')"
"('Q96DH6', 'P16104')"
"('Q9H8T0', 'Q9UJC3')"
"('Q13451', 'O14920')"
"('P21583', 'P18146')"
"('O95190', 'O14977')"
"('P02458', 'P53708')"
"('Q99828', 'P24864')"
"('Q08050', 'P04070')"
"('Q8TBB1', 'P49247')"
"('O15111', 'Q92844')"
"('P51654', 'P01344')"
"('Q9Y478', 'Q9UHV9')"
"('P00441', 'Q07021')"
"('Q9Y2I6', 'Q9BVJ6')"
"('P61088', 'Q9ULT6')"
"('Q9Y6X2', 'P51692')"
"('Q15149', 'Q16695')"
"('Q13315', 'Q6ZN55')"
"('P10275', 'P19838')"
"('Q13347', 'O60739')"
"('P62993', 'O15145')"
"('Q9UMZ2', 'Q9UJY4')"
"('Q16539', 'P30304')"
"('Q01094', 'Q96AV8')"
"('406900', 'Q96J02')"
"('O14497', 'Q92922')"
"('Q9HD26', 'P51790')"
"('P02792', 'Q12852')"
"('P17931', 'P02751')"
"('P61019', 'P30480')"
"('Q9UBD9', 'P42702')"
"('O75581', 'Q9NPG1')"
"('Q9H160', 'Q92769')"
"('Q9Y619', 'Q99459')"
"('Q13573', 'Q96GM5')"
"('P22415', 'P20774')"
"('Q14790', 'P10451')"
"('P56134', 'Q93052')"
"('P62854', 'Q9UL18')"
"('P21802', 'P48736')"
"('P43355', 'Q9NR46')"
"('O43809', 'Q8NFF5')"
"('P26010', 'P12814')"
"('P63151', 'P54289')"
"('Q8IZD9', 'P06241')"
"('Q14511', 'Q15654')"
"('P56746', 'P56748')"
"('Q9NZN4', 'P63010')"
"('O14543', 'P48357')"
"('Q04724', 'Q6ZU52')"
"('Q9UBN7', 'Q16777')"
"('O15111', 'P35579')"
"('P22415', 'P09874')"
"('P60002', 'Q16659')"
"('Q9H257', 'P40337')"
"('P07949', 'P12931')"
"('Q16665', 'Q00987')"
"('P63104', 'Q8IX03')"
"('P47992', 'P46094')"
"('Q02750', 'Q16539')"
"('P51148', 'Q9UH99')"
"('P49840', 'P49841')"
"('Q00653', 'P05387')"
"('P51812', 'Q13393')"
"('P45983', 'P53539')"
"('O14544', 'P10721')"
"('P22612', 'P50150')"
"('P50406', 'P06241')"
"('O15105', 'Q96J02')"
"('P04004', 'P09486')"
"('P48443', 'Q92830')"
"('P98177', 'Q13485')"
"('O75396', 'O14653')"
"('Q13315', 'Q99592')"
"('Q8WXE1', 'O75943')"
"('Q06609', 'Q12873')"
"('P18146', 'Q13478')"
"('P27348', 'Q14814')"
"('P16333', 'P01588')"
"('O60504', 'Q13191')"
"('P05771', 'P46527')"
"('Q9Y375', 'P56556')"
"('P14678', 'P67870')"
"('Q9HCM9', 'Q969T4')"
"('O15479', 'P39023')"
"('Q01105', 'Q53T94')"
"('Q01844', 'Q96D59')"
"('Q9HAU4', 'P22607')"
"('P42680', 'Q13094')"
"('P01106', 'P05067')"
"('P10301', 'Q9NZL6')"
"('Q14194', 'O95994')"
"('P01106', 'Q15477')"
"('P30305', 'Q99623')"
"('Q9UHG3', 'Q93062')"
"('P51571', 'O14908')"
"('P24928', 'O00267')"
"('Q9C0C2', 'P51679')"
"('P61077', 'Q9Y4K3')"
"('Q13573', 'P49792')"
"('Q0VG06', 'Q9BTP7')"
"('Q02556', 'O95644')"
"('Q92730', 'O75914')"
"('P46109', 'O15230')"
"('Q86T96', 'O95409')"
"('Q3ZCQ8', 'Q05193')"
"('P05387', 'P27635')"
"('Q08334', 'Q8N6P7')"
"('Q9H2X6', 'P63279')"
"('Q15154', 'P63104')"
"('Q12933', 'Q7Z3B3')"
"('Q6ZYL4', 'P18074')"
"('P62487', 'Q8WVC0')"
"('P62805', 'O15315')"
"('Q9UN19', 'P15153')"
"('P50150', 'O95467')"
"('O75444', 'P48436')"
"('O14548', 'P43364')"
"('P26641', 'P07437')"
"('Q71U36', 'P16871')"
"('Q8IZD9', 'Q9HBH0')"
"('A0JLT2', 'P84103')"
"('P01106', 'Q14997')"
"('P06576', 'P20073')"
"('O15105', 'Q9BZK7')"
"('Q8NHL6', 'P31995')"
"('Q14197', 'Q9H9B4')"
"('P10451', 'P18084')"
"('Q8WV24', 'P50914')"
"('406947', 'P24385')"
"('A5YKK6', 'Q99459')"
"('O00471', 'O14497')"
"('P62714', 'P23443')"
"('Q13330', 'Q86YP4')"
"('P00533', 'P08195')"
"('P50148', 'P04054')"
"('Q9BQ66', 'P49910')"
"('P07737', 'P68133')"
"('Q14155', 'Q9Y2X7')"
"('P62888', 'P39023')"
"('P62258', 'P08238')"
"('P58401', 'Q9UPN3')"
"('Q96BK5', 'P20674')"
"('P16298', 'P14316')"
"('Q8IY92', 'P02768')"
"('Q9UHD2', 'Q9Y265')"
"('P35080', 'P42858')"
"('Q14204', 'P68366')"
"('P13861', 'Q92558')"
"('Q15555', 'Q9Y5J5')"
"('Q8TB52', 'Q9HCE7')"
"('P46060', 'O15397')"
"('O60603', 'P19838')"
"('P63104', 'Q13163')"
"('Q96RG2', 'P20700')"
"('O00167', 'P16104')"
"('P47813', 'O75821')"
"('P43250', 'P23945')"
"('P01106', 'O00629')"
"('Q13627', 'P16220')"
"('P03915', 'O00483')"
"('O60262', 'P63096')"
"('P50570', 'Q99459')"
"('O95631', 'Q92859')"
"('Q9UHD2', 'Q14790')"
"('P16333', 'O14827')"
"('O15105', 'Q9NQ87')"
"('O00161', 'Q6VEQ5')"
"('P25774', 'P14316')"
"('P47914', 'P49207')"
"('P84101', 'Q99750')"
"('P31947', 'Q86YV5')"
"('P04843', 'P39656')"
"('Q01094', 'P33993')"
"('P41182', 'Q9ULV5')"
"('O75365', 'P33993')"
"('P07814', 'P19532')"
"('P36405', 'Q5UIP0')"
"('Q08211', 'P52756')"
"('P19438', 'P35580')"
"('O43809', 'Q99459')"
"('P11940', 'Q9NY30')"
"('Q12834', 'Q9NZH5')"
"('O14788', 'Q9Y6Q6')"
"('Q8WWM7', 'Q66LE6')"
"('P46781', 'P35544')"
"('P60484', 'P42685')"
"('Q9Y265', 'P16104')"
"('Q8IYT8', 'Q8NEB9')"
"('P61513', 'Q9UNX3')"
"('P07766', 'P06239')"
"('P42575', 'P55957')"
"('O76071', 'P35606')"
"('P24468', 'P15172')"
"('P30260', 'Q9UKT4')"
"('P35443', 'P08648')"
"('Q8WYP5', 'P37198')"
"('Q15653', 'O15446')"
"('Q8N8S7', 'Q99459')"
"('Q13151', 'Q8IWZ8')"
"('P62140', 'Q9NP77')"
"('Q86X27', 'P31946')"
"('Q9NXU5', 'Q13885')"
"('Q16836', 'Q00653')"
"('P29401', 'Q13501')"
"('Q9H492', 'P17252')"
"('Q03001', 'Q9NRI5')"
"('P06899', 'P04908')"
"('P42224', 'P38936')"
"('Q9NQX3', 'P18505')"
"('O00483', 'P03897')"
"('P61981', 'P27986')"
"('Q676U5', 'Q00610')"
"('P31947', 'P25054')"
"('P22301', 'P40189')"
"('P02549', 'P48023')"
"('Q13330', 'O95983')"
"('Q9GZQ8', 'Q12929')"
"('P98164', 'P01266')"
"('Q07889', 'P17301')"
"('P04080', 'P18146')"
"('P01106', 'Q16549')"
"('Q16534', 'P53567')"
"('Q8N2W9', 'O14744')"
"('P42766', 'P62888')"
"('Q15466', 'P55055')"
"('P62993', 'Q9Y2R2')"
"('Q13164', 'P35568')"
"('P62979', 'P62081')"
"('Q9Y3A3', 'P19419')"
"('Q9UJX3', 'Q9UJX2')"
"('P01106', 'Q96N96')"
"('P00519', 'P62258')"
"('P10721', 'O75970')"
"('P41220', 'Q14524')"
"('P01112', 'Q99614')"
"('Q9H6X5', 'Q16543')"
"('P51693', 'P17028')"
"('Q9UBS5', 'P62879')"
"('O15234', 'P61326')"
"('Q8IZJ0', 'Q9UHF4')"
"('Q9BQE3', 'Q96AH8')"
"('Q01538', 'P06493')"
"('P23396', 'Q92597')"
"('407050', 'P40763')"
"('O60296', 'Q8N1C3')"
"('P62136', 'Q9Y698')"
"('Q9Y5J5', 'P04629')"
"('P51681', 'P42568')"
"('Q86WV6', 'P62987')"
"('Q99418', 'P62993')"
"('O60879', 'P60953')"
"('O76081', 'P00519')"
"('P46937', 'Q96J02')"
"('P02792', 'O15198')"
"('P46379', 'Q16891')"
"('O95989', 'Q8TB96')"
"('Q8IWZ8', 'P26599')"
"('Q9HBY0', 'P14780')"
"('P49662', 'P09661')"
"('P62993', 'P35749')"
"('P16860', 'P27487')"
"('P27635', 'P46778')"
"('P62495', 'P02768')"
"('P55795', 'P50616')"
"('Q9Y2K2', 'P62258')"
"('P21281', 'Q9NVJ2')"
"('O14561', 'P56556')"
"('P42858', 'P35080')"
"('Q13535', 'Q9UBT2')"
"('O00459', 'P14778')"
"('P12931', 'P23760')"
"('Q99436', 'P55036')"
"('P04406', 'O60814')"
"('Q96RT1', 'P16144')"
"('Q9BY78', 'Q9Y2X8')"
"('O43521', 'Q92843')"
"('Q9UKE5', 'P07355')"
"('P25963', 'P0CG48')"
"('Q14703', 'P27824')"
"('Q86Y39', 'Q9NX14')"
"('Q9Y600', 'P55055')"
"('Q9NRI5', 'P53041')"
"('Q13501', 'Q96IZ0')"
"('P06241', 'P41240')"
"('P19174', 'P62993')"
"('P11021', 'Q9UBS4')"
"('Q9NPJ4', 'Q13285')"
"('Q13952', 'P35625')"
"('P19438', 'P08107')"
"('Q13797', 'Q14315')"
"('P12757', 'Q9UBW7')"
"('Q96A32', 'P35579')"
"('P01889', 'Q9H9A6')"
"('P62987', 'P62945')"
"('P04406', 'O14936')"
"('O75578', 'P49023')"
"('P07900', 'P06401')"
"('O00506', 'Q9Y6E0')"
"('P25963', 'Q05513')"
"('P05060', 'P48443')"
"('P00533', 'Q7Z6G8')"
"('Q96EY1', 'P08107')"
"('Q8TBK6', 'P51681')"
"('Q93074', 'Q9UHV7')"
"('Q8TB52', 'Q04771')"
"('O14727', 'P08107')"
"('P08637', 'Q8NHJ6')"
"('O15105', 'Q92905')"
"('O00264', 'Q9BUP0')"
"('Q13177', 'P45985')"
"('P42574', 'Q13153')"
"('O75143', 'Q8NEB9')"
"('Q9GZX6', 'P26951')"
"('Q92561', 'Q9UNP9')"
"('P35372', 'P50150')"
"('P63279', 'Q9NXV2')"
"('Q9UNM6', 'Q9UL46')"
"('O96014', 'Q14332')"
"('Q9NZT1', 'O60503')"
"('Q14511', 'Q05397')"
"('Q14197', 'P36542')"
"('O75019', 'P12314')"
"('P04049', 'Q13322')"
"('Q7Z460', 'Q96R06')"
"('Q4VXU2', 'Q14201')"
"('P32243', 'Q9Y261')"
"('P08238', 'Q9UNE7')"
"('P46100', 'P45973')"
"('P35813', 'Q92997')"
"('Q8IYR0', 'Q8WVD3')"
"('O15524', 'Q9HC73')"
"('Q9BQ87', 'O75376')"
"('Q9NZ81', 'Q53G59')"
"('O95886', 'P16333')"
"('Q14416', 'P63096')"
"('P17535', 'P20226')"
"('Q14318', 'Q16539')"
"('Q15311', 'Q96CW1')"
"('P06576', 'P25705')"
"('O14645', 'A0JLT2')"
"('P31947', 'Q14966')"
"('P17844', 'Q9BWF3')"
"('Q6VY07', 'P11717')"
"('Q5UIP0', 'O43504')"
"('Q12824', 'Q01201')"
"('Q9ULK4', 'Q9BTT4')"
"('Q9Y2W1', 'P62993')"
"('Q92934', 'Q9P1W9')"
"('P19793', 'P08684')"
"('Q05397', 'P06239')"
"('P17483', 'O75030')"
"('O75643', 'Q6P2Q9')"
"('P55211', 'Q13418')"
"('O75477', 'P18146')"
"('Q06124', 'P16234')"
"('Q13425', 'Q9Y4J8')"
"('Q9BZ29', 'P17081')"
"('P63165', 'Q969V5')"
"('P85298', 'P08134')"
"('Q8WW35', 'P04183')"
"('Q96HA7', 'Q08945')"
"('O15162', 'Q9NRQ2')"
"('Q9UBY5', 'P59768')"
"('O14986', 'Q6YP21')"
"('Q93100', 'Q8TD86')"
"('P03891', 'O95167')"
"('O95402', 'Q71F56')"
"('Q9UET6', 'Q99873')"
"('Q06323', 'P17980')"
"('Q01469', 'P31151')"
"('O00401', 'O43516')"
"('P26006', 'Q05397')"
"('Q53ET0', 'Q09472')"
"('P67870', 'Q96RK0')"
"('Q13309', 'Q13415')"
"('Q02363', 'Q5UIP0')"
"('P51617', 'Q06187')"
"('Q5UIP0', 'P62328')"
"('O43318', 'Q9H8E8')"
"('P01011', 'P08311')"
"('Q13772', 'Q14289')"
"('P35225', 'P42701')"
"('P53350', 'Q8TD19')"
"('P46783', 'P43146')"
"('O75970', 'Q9H205')"
"('Q15486', 'P22607')"
"('P16152', 'O60739')"
"('Q09472', 'P11473')"
"('P17612', 'Q08289')"
"('O75365', 'Q15386')"
"('P27361', 'Q9UK32')"
"('P24864', 'Q9Y468')"
"('Q9Y265', 'P49773')"
"('P01106', 'P78330')"
"('Q92783', 'P62136')"
"('P04156', 'O94985')"
"('O95139', 'O15239')"
"('P41235', 'Q9Y6Q9')"
"('Q9UBS0', 'Q99459')"
"('Q9UQB8', 'P60953')"
"('O00590', 'P80075')"
"('P11021', 'Q13546')"
"('P0CG48', 'O60784')"
"('Q9NRI5', 'Q9P2H0')"
"('P0C5Y9', 'P62807')"
"('Q15648', 'P10071')"
"('A8K6C2', 'P42702')"
"('Q9P2H0', 'Q8WYH8')"
"('Q03113', 'Q86XP0')"
"('P10767', 'Q07890')"
"('407025', 'P60953')"
"('Q9BQA1', 'Q9HCK5')"
"('Q9H2G2', 'P30260')"
"('Q92830', 'P40337')"
"('Q8WUI4', 'P42574')"
"('P26641', 'Q92597')"
"('P0CG47', 'O94782')"
"('P48443', 'Q06710')"
"('P45983', 'P13010')"
"('Q15369', 'Q04206')"
"('Q13547', 'P04908')"
"('P14555', 'Q8NHQ1')"
"('Q13133', 'O00471')"
"('O14641', 'P04637')"
"('Q13233', 'P51571')"
"('Q4VXU2', 'P78543')"
"('Q92905', 'Q86SZ2')"
"('Q8TF46', 'O60573')"
"('P10916', 'P63261')"
"('P19532', 'Q96KN7')"
"('Q13546', 'P11142')"
"('Q99832', 'Q00005')"
"('Q14186', 'Q15329')"
"('Q07889', 'P42336')"
"('Q16531', 'Q9NZJ0')"
"('P61764', 'Q00535')"
"('O95831', 'Q15047')"
"('P24941', 'Q53HC9')"
"('O15264', 'P12036')"
"('P35354', 'Q03135')"
"('P41597', 'P27986')"
"('P61289', 'O60739')"
"('Q8NEV9', 'Q14653')"
"('P31751', 'Q9UKX3')"
"('P07910', 'Q9UKM9')"
"('Q13352', 'Q9BZI7')"
"('O14949', 'Q96JG8')"
"('P46459', 'P23470')"
"('Q9UNI6', 'Q9UI14')"
"('P29350', 'Q99650')"
"('Q14203', 'Q9UPT6')"
"('Q9UKD2', 'Q9Y4K3')"
"('Q13263', 'Q7L2J0')"
"('P18206', 'P06730')"
"('P62158', 'Q00005')"
"('A0JLT2', 'Q71SY5')"
"('P49746', 'P16671')"
"('P04637', 'Q96GM8')"
"('P13762', 'P01730')"
"('Q9H6R7', 'Q9HCP0')"
"('Q96AT9', 'Q01780')"
"('P49720', 'P30480')"
"('Q9Y572', 'Q9GZS3')"
"('Q08043', 'P63267')"
"('P62330', 'P49407')"
"('Q7Z3S9', 'Q9NRR5')"
"('Q99623', 'P35222')"
"('P10412', 'Q96EB6')"
"('Q9UKX5', 'P08648')"
"('P01588', 'Q14627')"
"('Q71DI3', 'Q96T88')"
"('O96000', 'Q9P0J0')"
"('P82279', 'P02768')"
"('Q92574', 'Q8TDY2')"
"('Q13263', 'Q9GZX5')"
"('P11171', 'Q96AG4')"
"('P53816', 'Q9UMX0')"
"('P48729', 'Q13158')"
"('Q9P253', 'Q7L1V2')"
"('O00501', 'O75508')"
"('O43707', 'P12830')"
"('O96000', 'P51970')"
"('Q9BQA1', 'Q92917')"
"('P35221', 'P19022')"
"('P16234', 'P98077')"
"('Q96S59', 'Q06418')"
"('P13232', 'Q969J5')"
"('O95999', 'P31749')"
"('P31749', 'P22732')"
"('Q16620', 'O14492')"
"('Q9Y2X8', 'Q86Y01')"
"('Q9H173', 'P58107')"
"('Q13118', 'Q8N1F1')"
"('P19525', 'P56537')"
"('Q13620', 'P62877')"
"('A9UHW6', 'O14964')"
"('Q9UBV2', 'P19438')"
"('Q14653', 'P01571')"
"('P49747', 'P31431')"
"('Q14416', 'Q9P2W3')"
"('P41250', 'P30480')"
"('P08651', 'Q01130')"
"('Q99963', 'P13805')"
"('O15264', 'P17535')"
"('P09619', 'P01112')"
"('P10809', 'P35222')"
"('Q15287', 'Q9UBC1')"
"('Q9Y243', 'Q6ZSY5')"
"('O76031', 'O75365')"
"('Q9UNS1', 'Q14691')"
"('Q68CJ9', 'Q09472')"
"('Q9BQ70', 'P51955')"
"('P63173', 'P46778')"
"('Q12778', 'P63104')"
"('Q13352', 'O76024')"
"('O14818', 'P25788')"
"('P46940', 'P62330')"
"('Q9Y243', 'P45985')"
"('P35916', 'Q92529')"
"('Q9H816', 'Q96AY2')"
"('O95166', 'P14867')"
"('O00141', 'P16220')"
"('P41586', 'P59768')"
"('Q9UKG1', 'Q9H8W4')"
"('O00585', 'P49238')"
"('P22607', 'P29353')"
"('Q13547', 'P35680')"
"('407007', 'P49918')"
"('P30086', 'Q02750')"
"('Q9NUQ8', 'O43261')"
"('Q15008', 'P61289')"
"('P29459', 'Q9UHF4')"
"('Q04206', 'Q9H9B1')"
"('P67870', 'P35222')"
"('Q6VMQ6', 'Q9UPN3')"
"('Q9BPY3', 'Q6NUN9')"
"('P42574', 'Q07820')"
"('P25940', 'Q9UKX5')"
"('Q9UHB6', 'P13569')"
"('Q8IUE6', 'Q96A08')"
"('P46108', 'O15162')"
"('P62917', 'Q9NXU5')"
"('Q9UHV9', 'Q14164')"
"('P62280', 'P62851')"
"('O75419', 'P42771')"
"('Q13315', 'Q9NQS1')"
"('Q9Y2W7', 'P49768')"
"('P00533', 'P63104')"
"('O00626', 'P19320')"
"('P16333', 'Q92988')"
"('Q01081', 'Q8IWX8')"
"('O14576', 'Q96NA2')"
"('P22694', 'Q9UBN1')"
"('P10809', 'Q07820')"
"('Q02952', 'P13861')"
"('Q17RP2', 'P07199')"
"('P62258', 'Q92628')"
"('P13224', 'P42338')"
"('P31152', 'P19838')"
"('P30153', 'Q00005')"
"('Q969Q1', 'Q14315')"
"('O95674', 'P54259')"
"('Q9BSJ2', 'Q08AG7')"
"('Q96JH8', 'Q9H1I8')"
"('P07947', 'O60674')"
"('Q96B02', 'Q9UBC3')"
"('Q92542', 'P49768')"
"('Q02543', 'P62750')"
"('Q96BY6', 'Q9HBH0')"
"('P56747', 'O15551')"
"('Q9H0E2', 'Q9NVW2')"
"('P35544', 'P46783')"
"('O43318', 'P41252')"
"('P26599', 'P52272')"
"('O60346', 'Q14160')"
"('Q9Y4K3', 'Q9BWD1')"
"('Q13085', 'P38398')"
"('P40337', 'Q9UM00')"
"('Q92979', 'P17844')"
"('O00505', 'Q86SQ7')"
"('P41159', 'P20138')"
"('Q5T3J3', 'Q8WVZ9')"
"('P67809', 'O95400')"
"('P55957', 'Q04724')"
"('P22455', 'Q15147')"
"('P63208', 'O15534')"
"('Q9GZQ8', 'O60271')"
"('Q6WCQ1', 'O14974')"
"('P10147', 'P10124')"
"('P68431', 'Q99525')"
"('P10145', 'P32246')"
"('P78352', 'Q14160')"
"('Q08170', 'Q9UQ35')"
"('P04637', '407041')"
"('Q9UDY2', 'P35221')"
"('O95396', 'O96033')"
"('Q13315', 'P08107')"
"('P31749', 'Q96S96')"
"('P49792', 'O15504')"
"('Q13485', 'Q99966')"
"('Q92831', 'Q8IZL2')"
"('Q01201', 'P0CG48')"
"('P62837', 'Q12986')"
"('P55209', 'Q9H1Y0')"
"('A5PKW4', 'P23416')"
"('O15264', 'Q15084')"
"('P01116', 'P28482')"
"('P23511', 'P30307')"
"('O14497', 'Q68CP9')"
"('Q99962', 'P50570')"
"('P50570', 'Q9NX70')"
"('P25788', 'P43354')"
"('P41587', 'P84996')"
"('P78527', 'P55072')"
"('Q01955', 'P98095')"
"('P61978', 'O14965')"
"('Q13751', 'P05556')"
"('P55795', 'P98175')"
"('Q99459', 'P15924')"
"('P10321', 'Q8N743')"
"('Q9NP77', 'P62136')"
"('Q9Y6J0', 'P16298')"
"('Q15714', 'Q9UBX3')"
"('Q9UBP8', 'P12980')"
"('Q9BZL6', 'P10826')"
"('Q16787', 'P13612')"
"('Q96BY2', 'P10415')"
"('P62993', 'P09619')"
"('P83731', 'P50914')"
"('P16471', 'P50570')"
"('Q14653', 'P42081')"
"('Q96AE7', 'Q04771')"
"('O75815', 'O95197')"
"('A6NHL2', 'Q9BVA1')"
"('O43399', 'Q14164')"
"('Q01831', 'Q96KM6')"
"('Q9Y572', 'P62879')"
"('P63104', 'P78527')"
"('P07766', 'P04234')"
"('P39023', 'Q9H1Y0')"
"('Q9BQA1', 'O43670')"
"('P56750', 'Q8N6F1')"
"('Q9NZM3', 'Q12788')"
"('406913', 'O60784')"
"('P61586', 'P12882')"
"('P04637', 'P07203')"
"('Q92620', 'Q08211')"
"('P20366', 'Q13596')"
"('Q9UHB6', 'P63104')"
"('P29590', 'O15379')"
"('Q15428', 'O94906')"
"('P60568', 'P78552')"
"('P40933', 'Q5VWK5')"
"('Q01130', 'P52756')"
"('P09619', 'Q05397')"
"('Q9UGY1', 'O00422')"
"('Q86YF9', 'Q14738')"
"('P20042', 'Q99613')"
"('Q13470', 'P31947')"
"('P04637', 'Q9H0Q3')"
"('Q8NI35', 'C9JDP6')"
"('Q9P0K7', 'P62993')"
"('Q9BVA1', 'Q96NA2')"
"('P55055', 'O60543')"
"('O15230', 'P16144')"
"('P62136', 'P24844')"
"('P16220', 'Q93097')"
"('Q14686', 'Q9NWQ8')"
"('Q9H171', 'O60341')"
"('Q92597', 'Q15672')"
"('P78344', 'Q13573')"
"('P01127', 'P21802')"
"('P00451', 'Q76LX8')"
"('Q9HCM9', 'P51965')"
"('Q92900', 'Q09161')"
"('P56750', 'O95471')"
"('P18507', 'Q15111')"
"('Q99717', 'P08621')"
"('P28223', 'O75970')"
"('Q00005', 'P67809')"
"('O95136', 'Q03113')"
"('Q16537', 'Q13936')"
"('Q06124', 'P62993')"
"('O43541', 'O75582')"
"('P04629', 'Q9Y371')"
"('Q2QGD7', 'Q99962')"
"('Q9H2G2', '9757')"
"('P48023', 'P14598')"
"('Q06124', 'Q13094')"
"('P05019', 'P22692')"
"('P62081', 'P63220')"
"('O95813', 'Q9H1J5')"
"('Q9NZN4', 'O94973')"
"('P16220', 'Q00534')"
"('Q9NYY1', 'P14784')"
"('Q9H0M0', 'Q01844')"
"('P29597', 'Q99570')"
"('P21673', 'P26641')"
"('P47914', 'P62424')"
"('P61088', 'Q9UKV5')"
"('P52597', 'P00533')"
"('Q9GZT5', 'Q9H461')"
"('Q86UL8', 'P60484')"
"('P16333', 'P42566')"
"('Q9UM73', 'Q14451')"
"('P11171', 'P61981')"
"('P16402', 'P63104')"
"('Q9NSN8', 'P36897')"
"('Q15796', 'Q96D21')"
"('Q6QNY1', 'Q969Y2')"
"('P01106', 'Q96PZ0')"
"('P54274', 'Q8WVM7')"
"('P62745', 'Q8N5V2')"
"('P46459', 'P47870')"
"('O75817', 'P78345')"
"('O75899', 'P50150')"
"('Q86YH6', 'P27986')"
"('Q99558', 'Q96L21')"
"('Q5RL73', 'P38936')"
"('O95251', 'P33991')"
"('P28070', 'P25786')"
"('P18135', 'P00451')"
"('P17987', 'Q99459')"
"('P62244', 'P62847')"
"('P52756', 'O75937')"
"('P02654', 'P02647')"
"('O15013', 'P12980')"
"('P49590', 'Q14197')"
"('Q86TJ2', 'Q8NEM7')"
"('Q13237', 'P62136')"
"('P11177', 'O00330')"
"('P49841', 'Q9H2U1')"
"('Q9UHY1', 'Q15714')"
"('P15121', 'P01889')"
"('Q13557', 'Q8TD86')"
"('Q3L8U1', 'A0JLT2')"
"('P14210', 'P35968')"
"('Q9H6R7', 'Q15286')"
"('Q8WWF5', 'P61077')"
"('P42574', 'P29466')"
"('Q13114', 'Q9NP84')"
"('Q9Y4K3', 'P56192')"
"('P63000', 'Q9P286')"
"('P42574', 'Q9Y297')"
"('P67775', 'Q05513')"
"('Q07889', 'P01106')"
"('Q99459', 'Q9NWB6')"
"('Q9UJ41', 'P20338')"
"('O14559', 'P63000')"
"('Q9BTY7', 'Q12789')"
"('O96014', 'O75197')"
"('Q16531', 'Q96DI7')"
"('O60258', 'P35916')"
"('Q9BRD0', 'Q92917')"
"('Q8WXI9', 'P01137')"
"('Q9UQM7', 'Q13370')"
"('P42771', 'Q9UJX2')"
"('Q9BQ50', 'P18848')"
"('P61764', 'Q13501')"
"('P16333', 'Q92831')"
"('Q15744', 'P05412')"
"('Q8TEU7', 'Q12923')"
"('Q05516', 'Q9H0E2')"
"('P13385', 'P35052')"
"('P62993', 'Q08211')"
"('P01241', 'P55786')"
"('P62269', 'P25398')"
"('O95405', 'Q4LDE5')"
"('Q16629', 'Q13242')"
"('P35749', 'P62736')"
"('P24928', 'P01106')"
"('Q99469', 'Q9UGP4')"
"('O15264', 'P31751')"
"('P62241', 'Q00005')"
"('Q14315', 'O95379')"
"('P08865', 'P08708')"
"('P62280', 'P15880')"
"('Q9UNS2', 'Q7L5N1')"
"('Q92752', 'P18084')"
"('O75821', 'Q14152')"
"('P31371', 'Q02763')"
"('O00459', 'P42680')"
"('P40429', 'Q9UKV8')"
"('Q9Y228', 'Q5VSL9')"
"('P12755', 'P12757')"
"('P52735', 'O75688')"
"('P60709', 'P05067')"
"('Q00403', 'Q92793')"
"('Q08050', 'O96017')"
"('P13631', 'P28702')"
"('O95741', 'P02766')"
"('P61513', 'P01889')"
"('O15264', 'P49137')"
"('Q92966', 'Q16533')"
"('Q9P212', 'Q13554')"
"('O76061', 'O75078')"
"('O60603', 'Q9BXR5')"
"('P18848', 'O95751')"
"('Q6AI08', 'O75970')"
"('Q06413', 'Q13164')"
"('Q04206', 'Q14116')"
"('O15116', 'Q9H270')"
"('P21333', 'P18564')"
"('Q9H2U1', 'Q13418')"
"('P27540', 'P14618')"
"('Q00005', 'P46940')"
"('Q96I34', 'Q15654')"
"('Q9UQ80', 'Q16254')"
"('P53004', 'P27361')"
"('P26641', 'O60832')"
"('Q9UBK5', 'P19174')"
"('O15467', 'P32248')"
"('P67870', 'P30307')"
"('O43809', 'Q9NXG2')"
"('Q99459', 'O43242')"
"('Q04206', 'Q9ULX6')"
"('Q8WYK2', 'P17275')"
"('P61160', 'P61158')"
"('Q9UPN3', 'P58401')"
"('P01106', 'Q9BXJ7')"
"('P13236', 'O00590')"
"('P15923', 'P15172')"
"('P16333', 'Q8WV28')"
"('P53567', 'P01100')"
"('P40337', 'Q15369')"
"('Q99759', 'P23508')"
"('P38936', 'Q9BVA1')"
"('442918', 'P54727')"
"('Q9Y2T4', 'P17987')"
"('Q13636', 'Q13368')"
"('Q15796', 'O14640')"
"('Q14802', 'P22736')"
"('P06748', 'P62258')"
"('Q13164', 'P19838')"
"('Q00653', 'P62424')"
"('P01009', 'P43307')"
"('Q13363', 'Q06330')"
"('Q12913', 'P00533')"
"('A6NM45', 'P57739')"
"('Q13151', 'Q14011')"
"('P51991', 'Q8IYB3')"
"('P50876', 'P68036')"
"('O75578', 'Q9UKX5')"
