negatives
"('Q9HD36', 'Q07812')"
"('Q96B97', 'Q9P2Y4')"
"('P11362', 'P16885')"
"('P27348', 'Q12905')"
"('P48552', 'Q15834')"
"('P10145', 'P18827')"
"('P60981', 'P60709')"
"('Q13748', 'Q14164')"
"('Q9UKW4', 'P61586')"
"('O14964', 'P56545')"
"('P55795', 'P67809')"
"('O00587', 'Q99466')"
"('Q15797', 'P15374')"
"('P52272', 'P35637')"
"('Q9NP99', 'O43914')"
"('Q13315', 'Q9P2K6')"
"('Q15059', 'Q86TM6')"
"('O75056', 'P34741')"
"('Q13535', 'O60271')"
"('Q9UQM7', 'Q70SY1')"
"('Q15365', 'Q15714')"
"('P56545', 'P36402')"
"('Q9UHD0', 'P78552')"
"('P00519', 'Q9Y3S1')"
"('P30559', 'Q13596')"
"('Q9UKR5', 'Q9BUJ2')"
"('O00148', 'Q05397')"
"('P10827', 'O75448')"
"('Q12988', 'O75521')"
"('Q9NYS0', 'Q9HAU4')"
"('Q9HC29', 'P49662')"
"('Q14203', 'P54727')"
"('Q969Q6', 'Q06432')"
"('O43707', 'Q13683')"
"('O15553', 'O15304')"
"('Q8IY92', 'P46060')"
"('Q92530', 'O75525')"
"('P62269', 'P08708')"
"('P00374', 'Q15388')"
"('Q9NSE2', 'P42226')"
"('P05362', 'P05107')"
"('Q92905', 'O95551')"
"('Q01201', 'P63261')"
"('Q16543', 'Q9NRG4')"
"('P54253', 'Q8N1L9')"
"('P67870', 'Q9UM47')"
"('P21860', 'Q96B97')"
"('P46108', 'P80404')"
"('P04637', 'Q07817')"
"('P28482', 'P16220')"
"('407026', 'P02452')"
"('P26599', 'Q99504')"
"('B1AH88', 'Q99426')"
"('Q13309', 'Q01201')"
"('P02768', 'P02652')"
"('Q13418', 'Q8NAF0')"
"('P62330', 'P22695')"
"('Q96BY9', 'P21673')"
"('O00151', 'O60739')"
"('P78509', 'O75578')"
"('P67870', 'Q6IQ26')"
"('P50395', 'P56537')"
"('P26006', 'Q9NVD7')"
"('P42858', 'P17752')"
"('O14544', 'P51692')"
"('P35251', 'Q14683')"
"('406881', 'P52926')"
"('O95801', 'Q13428')"
"('Q4G148', 'Q9H1Y0')"
"('P22607', 'Q96LX7')"
"('P49642', 'Q13748')"
"('P15884', 'Q6P1J9')"
"('Q5HYJ3', 'Q9BQ66')"
"('P53355', 'Q9Y490')"
"('P12757', 'O00257')"
"('P01106', 'Q6PI48')"
"('P27448', 'O95639')"
"('O75051', 'Q00535')"
"('P54646', 'Q8WY54')"
"('P0C0S8', 'Q969S8')"
"('Q14181', 'P56537')"
"('A7E2Y1', 'Q9P2M7')"
"('O60603', 'Q13885')"
"('Q12913', 'O60674')"
"('Q9Y2D1', 'Q9NR55')"
"('Q5D1E8', 'Q9NZD4')"
"('P00533', 'P04406')"
"('P26368', 'P84103')"
"('P58166', 'P36896')"
"('Q15813', 'P30480')"
"('Q16539', 'Q96F63')"
"('Q13131', 'P98177')"
"('Q92905', 'P63244')"
"('P49286', 'P63218')"
"('O60285', 'P05109')"
"('P62913', 'Q00987')"
"('P20333', 'P19438')"
"('P17612', 'P27815')"
"('Q92616', 'Q9HAW0')"
"('O15162', 'Q92734')"
"('Q6IBS0', 'Q8IUD2')"
"('Q9Y265', 'Q9UKV8')"
"('Q96CA5', 'P35222')"
"('Q8N257', 'Q5VVJ2')"
"('O43707', 'Q9Y2D8')"
"('Q969V5', 'Q969T4')"
"('Q02878', 'P35268')"
"('Q96B02', 'Q8N9I9')"
"('Q13489', 'Q9Y618')"
"('Q9Y4A5', 'O75448')"
"('P17612', 'P41235')"
"('Q99459', 'P62136')"
"('Q96BQ3', 'P60604')"
"('Q92698', 'P21246')"
"('P11940', 'P24941')"
"('P85299', 'P98175')"
"('P50402', 'Q13813')"
"('P14174', 'Q96BK5')"
"('P62888', 'P61927')"
"('Q02080', 'Q13469')"
"('P04350', 'Q969W0')"
"('P26196', 'Q00005')"
"('Q9P209', 'P01871')"
"('O94810', 'P18146')"
"('P19256', 'P06729')"
"('Q12873', 'Q9Y2X7')"
"('P04156', 'Q14011')"
"('Q9Y605', 'Q9H7E9')"
"('Q96JQ0', 'O15519')"
"('Q9NYV4', 'Q13573')"
"('P27986', 'Q9NZM4')"
"('Q96B18', 'P48730')"
"('P28698', 'Q13643')"
"('Q13485', 'Q93008')"
"('P51617', 'Q13148')"
"('Q96AH8', 'A6NHL2')"
"('P02461', 'P07384')"
"('Q9Y383', 'P06858')"
"('Q01094', 'P13073')"
"('O15457', 'O43196')"
"('Q93008', 'O60285')"
"('P46108', 'Q07666')"
"('O14576', 'P18146')"
"('O00238', 'Q9NW38')"
"('Q66LE6', 'Q9UPR3')"
"('P62140', 'Q9UQK1')"
"('Q92560', 'P38398')"
"('P12004', 'P45983')"
"('P01106', 'Q15121')"
"('O95084', 'P51114')"
"('Q8N2Z9', 'Q9NVI1')"
"('Q96SB3', 'P31749')"
"('P08670', 'Q7L311')"
"('Q07889', 'P63267')"
"('Q15545', 'P25490')"
"('P58876', 'Q96QV6')"
"('Q9NQ87', 'Q13571')"
"('P62328', 'P38936')"
"('Q9P286', 'P54727')"
"('P04899', 'Q9P2W3')"
"('P27361', 'Q9P2Y4')"
"('P04278', 'O00303')"
"('P62750', 'P61927')"
"('Q9BTM9', 'Q9H1I8')"
"('P26038', 'P43405')"
"('P27635', 'P46778')"
"('Q7L5D6', 'Q8NBM4')"
"('P16619', 'P49682')"
"('P31751', 'P16220')"
"('P62158', 'P25963')"
"('P00519', 'Q86SG6')"
"('Q8IVH2', 'Q9H334')"
"('Q9Y6K9', 'Q92793')"
"('P18564', 'Q14192')"
"('P21802', 'Q99963')"
"('P08238', 'Q9UNE7')"
"('P49427', 'Q9Y297')"
"('Q15389', 'P21802')"
"('Q6WCQ1', 'P53355')"
"('P30085', 'Q9UKE5')"
"('O43306', 'Q8WZA2')"
"('P63000', 'P19838')"
"('Q99816', 'Q9Y5K6')"
"('P04049', 'P15498')"
"('P56524', 'O75367')"
"('P11177', 'O00330')"
"('Q14161', 'Q86YR7')"
"('P09234', 'Q9BQA1')"
"('O75461', 'O75182')"
"('O94782', 'Q9NW38')"
"('Q9Y265', 'Q6WCQ1')"
"('P01137', 'P53779')"
"('P21709', 'Q8N5V2')"
"('P28749', 'O95400')"
"('Q8IZH2', 'Q9NRV9')"
"('Q9ULV8', 'P08069')"
"('Q8IXH7', 'P84101')"
"('P36575', 'O14733')"
"('P62191', 'Q9UKE5')"
"('P25398', 'P62263')"
"('P27987', 'Q8TD86')"
"('Q96G75', 'P04278')"
"('P63098', 'O95644')"
"('P23025', 'P09429')"
"('Q6ZU52', 'P14136')"
"('P58753', 'P20963')"
"('Q9Y3C0', 'Q96EZ8')"
"('P13569', 'Q9UNK0')"
"('Q5JY77', 'Q6IB77')"
"('Q13363', 'P37275')"
"('O15355', 'P09012')"
"('Q92900', 'P15170')"
"('P22736', 'P04150')"
"('Q07889', 'Q13164')"
"('Q06787', 'Q9UL18')"
"('P35568', 'P23458')"
"('P49207', 'P62910')"
"('Q15653', 'P07814')"
"('P50402', 'Q13287')"
"('Q9UJX2', 'P12004')"
"('P08238', 'P13639')"
"('Q96QK1', 'P49286')"
"('O75815', 'P49321')"
"('P16871', 'P68371')"
"('Q9UL18', 'Q15393')"
"('Q15047', 'Q96PU8')"
"('P03886', 'O75251')"
"('P84996', 'P12931')"
"('2310', 'O43521')"
"('P22105', 'P13612')"
"('P04899', 'P63215')"
"('Q9Y4J8', 'Q5VTD9')"
"('P56537', 'P55735')"
"('P20827', 'P06213')"
"('O43674', 'P03901')"
"('P14921', 'P23497')"
"('P12034', 'P08138')"
"('O00214', 'P56199')"
"('P25940', 'P26012')"
"('P34741', 'O14936')"
"('Q9Y3S1', 'Q9H4A3')"
"('Q9BZS1', 'Q9UKT9')"
"('Q9NPC6', 'Q08209')"
"('P06753', 'P08575')"
"('P08151', 'O95096')"
"('Q5JQF8', 'P78543')"
"('P06213', 'Q02750')"
"('P63104', 'O00459')"
"('P55060', 'P20333')"
"('O43513', 'Q92731')"
"('P51965', 'Q8ND25')"
"('P78362', 'Q9UKV3')"
"('P61978', 'O43639')"
"('Q96A32', 'P60709')"
"('O14727', 'P55211')"
"('P43243', 'Q9UNY4')"
"('P03901', 'O43674')"
"('Q96LZ3', 'Q9BS18')"
"('P84095', 'P36897')"
"('P11274', 'P18031')"
"('P20701', 'P32942')"
"('P10721', 'P27986')"
"('P29350', 'Q99062')"
"('Q9UBS5', 'Q9H2G2')"
"('Q96N66', 'Q9H1C4')"
"('Q99714', 'P16104')"
"('Q13530', 'P45880')"
"('P42680', 'P10721')"
"('Q9UBF2', 'Q9Y5J5')"
"('P21796', 'P30480')"
"('P52565', 'Q15011')"
"('Q9UBD5', 'P38398')"
"('P02741', 'P05231')"
"('P07900', 'Q8TDR0')"
"('P62841', 'P35544')"
"('Q13153', 'Q02750')"
"('Q8IV61', 'P01111')"
"('P50914', 'P05388')"
"('Q7RTN6', 'Q9Y478')"
"('Q92979', 'P14091')"
"('Q8WXD5', 'Q99459')"
"('P29350', 'P13688')"
"('O75569', 'Q03701')"
"('Q5JWF2', 'Q68DD2')"
"('Q9NRI5', 'Q9UNH7')"
"('Q9NZC7', 'Q5VT52')"
"('P47897', 'P02766')"
"('P43307', 'P30480')"
"('O14842', 'P29992')"
"('P11230', 'Q7L5N1')"
"('Q16849', 'Q8WXG6')"
"('P02768', 'Q9Y2W1')"
"('Q969H0', 'O14965')"
"('Q5TH69', 'Q9NZJ0')"
"('P03372', 'P01178')"
"('Q9UQK1', 'P31749')"
"('Q9Y2Q3', 'P52272')"
"('P09668', 'P46379')"
"('Q9UM73', 'P48736')"
"('O95433', 'P48023')"
"('Q9UBS4', 'Q8IWV7')"
"('P46108', 'Q05397')"
"('P05556', 'Q9HBI1')"
"('Q00987', 'P07949')"
"('P05060', 'P22607')"
"('P20963', 'P58753')"
"('Q9Y508', 'Q969T4')"
"('P10276', 'P29373')"
"('P40933', 'P31785')"
"('P62854', 'Q92597')"
"('Q8NGV7', 'P38405')"
"('P56937', 'Q15800')"
"('Q00610', 'P01889')"
"('Q9NZM4', 'P16333')"
"('P16220', 'Q7Z419')"
"('Q07889', 'P63104')"
"('P56537', 'O76024')"
"('P17931', 'P11215')"
"('Q96PQ7', 'Q16637')"
"('P33240', 'Q9NRR5')"
"('Q8TEQ6', 'P45983')"
"('Q9UKL0', 'Q13127')"
"('P05107', 'P42336')"
"('P51532', 'Q13315')"
"('P42574', 'P08670')"
"('P52756', 'P84103')"
"('P78368', 'O14640')"
"('O60675', 'O14867')"
"('P04637', 'Q92925')"
"('Q8NEV4', 'Q3SY69')"
"('P58753', 'Q96A33')"
"('P26373', 'P18621')"
"('P36507', 'Q92905')"
"('P31749', 'Q96IZ0')"
"('Q99750', 'Q8IYR0')"
"('O96018', 'Q92844')"
"('Q9NZZ3', 'Q70EL1')"
"('O60566', 'Q9UJX5')"
"('Q14790', 'P27986')"
"('P00519', 'Q15027')"
"('Q9H237', 'Q9Y6F9')"
"('Q6VMQ6', 'Q9UP95')"
"('O95750', 'P35968')"
"('P01614', 'P01876')"
"('O75821', 'P20042')"
"('P52272', 'P26599')"
"('P35637', 'P09651')"
"('Q14566', 'Q53TS8')"
"('O43164', 'P51668')"
"('Q09472', 'Q15672')"
"('Q9Y258', 'P46092')"
"('Q9P2A4', 'Q96EV8')"
"('P14136', 'Q9UGJ1')"
"('P52797', 'P21709')"
"('Q9UJU6', 'Q92918')"
"('Q9NPJ6', 'A0JLT2')"
"('Q8N6Y0', 'Q8N5R6')"
"('P51817', 'Q9HAV0')"
"('P14923', 'Q9NSA3')"
"('P42224', 'P14902')"
"('P63000', 'O95835')"
"('Q9GZV5', 'Q07157')"
"('P62987', 'Q16621')"
"('P30556', 'O95837')"
"('Q7L7L0', 'P06899')"
"('Q9Y3A3', 'Q15819')"
"('P40225', 'Q6UXL0')"
"('Q99466', 'Q96JK9')"
"('Q9UNE2', 'Q15942')"
"('Q9H1I8', 'Q14181')"
"('Q92878', 'Q7LG56')"
"('Q86WJ1', 'P16104')"
"('P00519', 'Q71SY5')"
"('O00716', 'P37231')"
"('Q5VWQ8', 'Q9UBN6')"
"('P25205', 'P04222')"
"('Q13797', 'P26012')"
"('Q9Y265', 'Q6ZRS2')"
"('Q9P1W9', 'Q92934')"
"('P25685', 'P08107')"
"('P59768', 'Q8NFM4')"
"('Q08170', 'O60508')"
"('P26368', 'Q13247')"
"('P51784', 'P35227')"
"('Q8IU54', 'P14784')"
"('Q9H2G2', 'P21333')"
"('P15391', 'O00459')"
"('P26599', 'Q07955')"
"('Q8N163', 'Q99759')"
"('Q9Y5P8', 'Q9Y243')"
"('O60216', 'Q8N3U4')"
"('P49810', 'Q9Y4K3')"
"('Q92922', 'P40337')"
"('Q8WYK2', 'P17275')"
"('Q8WXI9', 'Q14839')"
"('P61353', 'P50914')"
"('Q92922', 'O96019')"
"('P35354', 'Q13547')"
"('O15457', 'P00519')"
"('Q16665', 'P05121')"
"('Q04206', 'Q9Y6Q9')"
"('P06746', 'Q04724')"
"('P31785', 'P62993')"
"('Q9NYR9', 'Q15653')"
"('Q9Y4K3', 'P31947')"
"('Q92783', 'O60674')"
"('P29466', 'P10144')"
"('Q9UK53', 'Q13547')"
"('Q13363', 'Q9HCS4')"
"('P11171', 'O14818')"
"('P05412', 'P38398')"
"('Q9Y4K3', 'P18754')"
"('P20701', 'O00182')"
"('Q07666', 'O75791')"
"('P56545', 'Q9UJU2')"
"('P35249', 'P01106')"
"('P61224', 'P45983')"
"('Q17RW2', 'Q9HCN6')"
"('P68133', 'P24855')"
"('P01375', 'P20333')"
"('O60739', 'P00451')"
"('O14639', 'Q9Y3Q8')"
"('P29590', 'P08047')"
"('P45983', 'P10276')"
"('P16473', 'P27797')"
"('P04632', 'P56134')"
"('Q8TDN6', 'Q9Y5S2')"
"('Q96JB5', 'Q9UGJ1')"
"('P01889', 'P51452')"
"('Q8N6P7', 'O60674')"
"('P21980', 'Q96KM6')"
"('P63096', 'Q15147')"
"('Q96QU1', 'Q13402')"
"('P52435', 'Q9BTT4')"
"('Q9NR55', 'Q16649')"
"('P17174', 'P01889')"
"('P19105', 'P35580')"
"('Q9NRG9', 'O15504')"
"('P98095', 'Q14031')"
"('Q15717', 'P31483')"
"('O15198', 'Q5XPI4')"
"('Q9HCS7', 'P52435')"
"('P21917', 'P09471')"
"('Q99877', 'P20671')"
"('Q9NX02', 'Q14676')"
"('P56524', 'P33778')"
"('P62136', 'P10916')"
"('Q14203', 'Q13409')"
"('Q7Z434', 'Q29RF7')"
"('P42224', 'P32455')"
"('P0CG47', 'Q86WV6')"
"('Q9BZI7', 'Q9H1B4')"
"('P62993', 'P23528')"
"('P54646', 'O60825')"
"('P26599', 'P98175')"
"('P08708', 'P42677')"
"('Q8N163', 'O14744')"
"('P62491', 'P50395')"
"('O43707', 'P18564')"
"('O94953', 'Q9BTT4')"
"('O43318', 'Q15759')"
"('Q86YW9', 'O75448')"
"('P25942', 'Q9Y4E8')"
"('Q14181', 'Q9Y6H6')"
"('Q8TEX9', 'P52735')"
"('O75530', 'Q15714')"
"('Q9Y4J8', 'Q13425')"
"('Q9UI26', 'P01106')"
"('P16234', 'Q8WYR1')"
"('Q9P289', 'Q9Y376')"
"('Q9UJZ1', 'P78396')"
"('Q13227', 'Q86Y13')"
"('Q8N5C8', 'Q9Y6K9')"
"('Q53EZ4', 'Q9UK41')"
"('P33552', 'P14635')"
"('Q05655', 'P57087')"
"('P49023', 'Q01844')"
"('Q8WXH5', 'P42229')"
"('P01303', 'Q9BXC0')"
"('P63162', 'Q6Y7W6')"
"('Q92956', 'Q96QV1')"
"('Q86VZ2', 'P03372')"
"('P49619', 'P02768')"
"('P08700', 'P01589')"
"('P16220', 'Q8IZ02')"
"('P36873', 'O95685')"
"('Q9H8E8', 'P78537')"
"('Q9NYY1', 'Q08334')"
"('O43181', 'O75306')"
"('P61326', 'Q9H1J1')"
"('P51991', 'Q13247')"
"('Q99459', 'Q96JB3')"
"('P13236', 'P41597')"
"('Q9UJX6', 'O14640')"
"('Q96I25', 'P21673')"
"('Q6UXS9', 'P55210')"
"('Q15018', 'Q9HAU4')"
"('P07195', 'P16871')"
"('P62942', 'P36897')"
"('O96017', 'O43313')"
"('P62314', 'Q08495')"
"('Q8IXH7', 'P33993')"
"('O95295', 'O00559')"
"('P06239', 'Q05397')"
"('Q86UW7', 'P61077')"
"('Q3ZCQ8', 'P56545')"
"('Q12929', 'P63000')"
"('Q2NKX8', 'Q13472')"
"('P84022', 'Q9NYA4')"
"('O43681', 'P04183')"
"('Q13202', 'Q16539')"
"('P51784', 'Q14145')"
"('P52294', 'P12956')"
"('P61764', 'Q13501')"
"('Q13094', 'P12931')"
"('Q99584', 'P01583')"
"('P05771', 'P62873')"
"('Q9NYW0', 'Q9NRR5')"
"('Q9Y5W5', 'Q93098')"
"('Q12906', 'Q99873')"
"('Q9UQE7', 'Q99459')"
"('Q9HB96', 'Q9BTP7')"
"('P08670', 'Q9BVI4')"
"('P05108', 'P21281')"
"('O95169', 'P03905')"
"('Q92878', 'O43542')"
"('P17936', 'P05019')"
"('Q13315', 'Q9Y4P3')"
"('P28702', 'Q07869')"
"('Q16643', 'Q99759')"
"('Q13113', 'Q7L5N1')"
"('Q12967', 'P11234')"
"('P67870', 'Q96EZ8')"
"('Q9P0M6', 'Q8WUI4')"
"('O75351', 'Q9NP79')"
"('Q13087', 'Q9H1Y0')"
"('P35659', 'Q99877')"
"('Q96NT1', 'P54257')"
"('P81605', 'P63104')"
"('O75489', 'O43920')"
"('Q7Z419', 'Q9H832')"
"('Q14031', 'P18084')"
"('P31947', 'O75494')"
"('P63104', 'P22681')"
"('O15198', 'P60981')"
"('P17655', 'Q9H1Y0')"
"('P22090', 'P62244')"
"('P05771', 'Q9UBI6')"
"('Q9ULY5', 'P43405')"
"('Q04941', 'Q14164')"
"('P24941', 'Q96HJ5')"
"('Q9UQM7', 'Q08289')"
"('P23508', 'Q9UQE7')"
"('Q14457', 'O60861')"
"('Q13200', 'Q9HC98')"
"('P49841', 'Q9NZI8')"
"('P16035', 'P26006')"
"('O60341', 'Q16891')"
"('P68036', 'Q13489')"
"('P18848', 'Q9NS37')"
"('442918', 'P16070')"
"('P56524', 'Q8IUE6')"
"('O75694', 'Q9NRG9')"
"('O75530', 'Q9GZQ8')"
"('P08238', 'P06753')"
"('O00744', 'Q9ULV1')"
"('O00273', 'P27708')"
"('P60896', 'Q9GZQ8')"
"('Q9HCK5', 'Q9P2R7')"
"('Q9BXL7', 'Q9Y6K9')"
"('P01106', 'Q9H825')"
"('P04792', 'P61088')"
"('P26599', 'P49023')"
"('Q16602', 'O95467')"
"('Q5VU43', 'Q5VTD9')"
"('Q9Y5S2', 'P39023')"
"('Q9UKE5', 'Q14558')"
"('Q8TCJ2', 'Q13454')"
"('Q15648', 'Q6P2C8')"
"('Q969P5', 'P63208')"
"('O14874', 'Q9Y376')"
"('Q96PK6', 'P09874')"
"('P61158', 'P12830')"
"('Q6DKJ4', 'Q92997')"
"('O00429', 'Q99459')"
"('P41221', 'O96014')"
"('Q8N1I0', 'P61587')"
"('Q16659', 'O95201')"
"('P27348', 'Q9UQC2')"
"('Q93009', 'O95931')"
"('Q96P09', 'Q96B02')"
"('P06703', 'P07355')"
"('Q12873', 'Q9UBB5')"
"('O95197', 'Q9H8W4')"
"('Q8IUQ4', 'O43255')"
"('Q14527', 'Q9NS91')"
"('P48551', 'Q00978')"
"('O94817', 'P20700')"
"('P49238', 'P63096')"
"('P60520', 'P18505')"
"('O60828', 'P51681')"
"('Q5TCZ1', 'Q13444')"
"('P10451', 'P06756')"
"('P61978', 'Q9NQX5')"
"('Q9P2R6', 'O95967')"
"('O43597', 'Q9HCK4')"
"('Q9H1Y0', 'Q4G148')"
"('O75509', 'Q9HBG4')"
"('P00533', 'O60641')"
"('P49716', 'Q8TF20')"
"('P84022', 'Q13573')"
"('Q14318', 'P42345')"
"('Q8WUM4', 'P07947')"
"('Q8NEA9', 'Q13069')"
"('Q9Y5K6', 'Q9UK41')"
"('Q16658', 'P01889')"
"('P01100', 'Q16663')"
"('Q13596', 'O14964')"
"('Q9ULD9', 'Q07021')"
"('Q8IZ13', 'P26641')"
"('Q13509', 'O14576')"
"('Q13618', 'Q92997')"
"('Q9Y4G6', 'P18084')"
"('P24522', 'Q6UXH1')"
"('Q9Y230', 'P62993')"
"('P05112', 'P08887')"
"('Q9UEU0', 'Q9UNK0')"
"('P01243', 'P30084')"
"('Q76I76', 'P23528')"
"('P19532', 'P56192')"
"('P51817', 'O14775')"
"('Q6ZNB6', 'Q6SZW1')"
"('P83881', 'P62917')"
"('O43707', 'P53708')"
"('Q92731', 'Q9BT22')"
"('Q9NPA3', 'P49841')"
"('Q9H5J8', 'P21246')"
"('Q9H944', 'Q9BTT4')"
"('Q9BZG8', 'Q9Y5S9')"
"('O75886', 'Q12965')"
"('P29083', 'Q08117')"
"('P42566', 'P21860')"
"('P62877', 'Q13616')"
"('Q8TD86', 'P51828')"
"('Q99689', 'P80098')"
"('P54253', 'P08107')"
"('P20963', 'Q6PIZ9')"
"('P45983', 'Q12904')"
"('406982', 'Q14209')"
"('P17275', 'Q13485')"
"('P51587', 'P46736')"
"('Q14240', 'Q7L2H7')"
"('P04156', 'Q96L34')"
"('Q13315', 'P42262')"
"('Q9Y230', 'Q13233')"
"('P49720', 'P25787')"
"('P62136', 'O95405')"
"('O75663', 'O43318')"
"('Q15427', 'Q9BWJ5')"
"('Q99459', 'Q9NPJ6')"
"('Q9NSU2', 'Q01105')"
"('Q15436', 'P53992')"
"('P51665', 'O00233')"
"('O75167', 'Q15788')"
"('Q9NY65', 'Q13885')"
"('P23508', 'P62993')"
"('P11473', 'Q9HC29')"
"('Q15459', 'Q9BQA1')"
"('O95696', 'Q9P2H0')"
"('Q16629', 'P67809')"
"('Q9H832', 'Q6PJ69')"
"('Q9UIF7', 'P27695')"
"('Q13315', 'P00519')"
"('O60729', 'Q9UJX3')"
"('P42566', 'P08581')"
"('Q8TEC5', 'P48023')"
"('P29590', 'P04637')"
"('Q9GZT8', 'O60684')"
"('P20073', 'O75529')"
"('P15880', 'P62273')"
"('P31749', 'Q86XI6')"
"('Q13435', 'Q01081')"
"('Q9NPH9', 'P15260')"
"('P15311', 'P30480')"
"('Q15744', 'P63279')"
"('P17612', 'P30307')"
"('Q04637', 'P11940')"
"('O00330', 'Q01844')"
"('P09038', 'P98160')"
"('P08238', 'Q15750')"
"('P68400', 'Q92994')"
"('Q9H422', 'O43255')"
"('Q9NYF0', 'P17252')"
"('O15126', 'Q9UMZ2')"
"('Q06187', 'Q9NR97')"
"('Q9UQ13', 'P01106')"
"('P09651', 'P35222')"
"('Q13573', 'Q15291')"
"('P28288', 'Q9BRX2')"
"('P09914', 'P60228')"
"('P51116', 'Q9Y4E5')"
"('Q7Z5J4', 'P42575')"
"('P46379', 'P61769')"
"('Q16665', 'Q92793')"
"('O43541', 'Q15796')"
"('Q12933', 'P17706')"
"('O15211', 'P11234')"
"('Q8IVF5', 'P63000')"
"('P32456', 'Q9Y333')"
"('Q14683', 'P09884')"
"('P55198', 'P53567')"
"('P78386', 'Q00005')"
"('P55209', 'P69905')"
"('Q96HC4', 'Q9UM73')"
"('Q5T3J3', 'P02774')"
"('Q92794', 'Q5VVX9')"
"('P47992', 'P51684')"
"('Q13753', 'P53708')"
"('Q8TDR0', 'P38646')"
"('P12004', 'Q8IWY9')"
"('P32121', 'Q8NGS8')"
"('Q13191', 'Q6UXL0')"
"('P27482', 'Q13557')"
"('P0CG47', 'Q9Y3C5')"
"('Q99961', 'P08581')"
"('P17066', 'Q15750')"
"('O60260', 'Q9BXM7')"
"('P09651', 'O95400')"
"('P04637', '406935')"
"('O95178', 'O43674')"
"('Q92995', 'Q9BYC9')"
"('O00292', 'P61812')"
"('Q01658', 'Q96ES7')"
"('O00206', 'Q02556')"
"('Q7Z406', 'P63261')"
"('P01889', 'P43355')"
"('Q9UQC2', 'P42338')"
"('P98175', 'Q04741')"
"('Q9H2U1', 'Q9Y478')"
"('P16104', 'Q86V81')"
"('Q05397', 'Q14451')"
"('Q9HAU4', 'O95630')"
"('Q9Y5X4', 'Q9BQG0')"
"('O60306', 'Q9NW64')"
"('Q9UBI6', 'Q5JSP0')"
"('Q13748', 'Q00653')"
"('P63162', 'Q969H6')"
"('P46783', 'P46781')"
"('P78423', 'P51686')"
"('P07948', 'Q14643')"
"('Q9Y6K9', 'P62913')"
"('Q8N6Y0', 'O15155')"
"('Q15843', 'P26639')"
"('P16298', 'Q9UD71')"
"('P08572', 'Q15038')"
"('P62841', 'P62269')"
"('P23246', 'P0CG48')"
"('Q9BPX5', 'P60709')"
"('P49703', 'P15104')"
"('P01112', 'Q99759')"
"('Q8WVD3', 'P57723')"
"('P01567', 'Q09472')"
"('Q7Z2X4', 'P18146')"
"('O14610', 'Q08828')"
"('Q13233', 'Q3ZCM7')"
"('P61457', 'Q9H8Y8')"
"('Q15303', 'Q13425')"
"('P45973', 'Q13185')"
"('P51532', 'P37231')"
"('Q92845', 'Q9NWB1')"
"('Q6PL18', 'Q01094')"
"('O95372', 'Q9Y3C7')"
"('Q9Y2Q3', 'Q96A33')"
"('Q14558', 'Q9UMR2')"
"('O15553', 'Q9C000')"
"('P18124', 'Q9UNX3')"
"('P49207', 'Q07020')"
"('O75400', 'Q14498')"
"('Q14164', 'P31943')"
"('Q99558', 'P46781')"
"('P05556', 'O00329')"
"('Q99877', 'P35659')"
"('406959', 'Q9Y297')"
"('P50613', 'P11473')"
"('5512', 'P62136')"
"('Q04206', 'P01563')"
"('Q53H96', 'Q9UBU9')"
"('Q2TAZ0', 'Q9H0R8')"
"('Q9Y463', 'P61962')"
"('Q969Q6', 'Q08289')"
"('P78362', 'P26368')"
"('Q99759', 'P08670')"
"('P16402', 'P45973')"
"('Q05639', 'P49642')"
"('P27635', 'P83881')"
"('Q9ULD4', 'P27986')"
"('P28482', 'P54710')"
"('P11802', 'P30281')"
"('Q13315', 'Q13428')"
"('O43390', 'P11387')"
"('P42338', 'Q9UN42')"
"('P01911', 'P01730')"
"('Q9UER7', 'P63165')"
"('P61927', 'P62888')"
"('Q9UBR1', 'O75909')"
"('P13645', 'Q05513')"
"('P16070', 'Q12955')"
"('P22362', 'P51685')"
"('P01566', 'P16871')"
"('P22090', 'P62851')"
"('Q8N4C6', 'P49841')"
"('Q13535', 'Q9H4A3')"
"('Q15047', 'Q9NPA5')"
"('P13385', 'P46379')"
"('P50213', 'P01106')"
"('P60842', 'P62993')"
"('P05155', 'P02768')"
"('Q9UM11', 'Q9UJX6')"
"('P08138', 'P61586')"
"('Q8TCX5', 'Q13137')"
"('P46087', 'P11387')"
"('P29590', 'P40763')"
"('Q13315', 'Q86V20')"
"('P16157', 'Q14571')"
"('P15531', 'P35398')"
"('P10912', 'Q9Y2R2')"
"('Q15084', 'P49286')"
"('P26641', 'Q53FA7')"
"('Q13164', 'Q15633')"
"('Q13685', 'P04183')"
"('Q9Y297', 'P84022')"
"('Q01094', 'P51991')"
"('P35998', 'P0CAP1')"
"('P29350', 'P01589')"
"('P32121', 'Q8NGR4')"
"('Q8NE01', 'Q12974')"
"('P23443', 'P10636')"
"('O95754', 'O15031')"
"('P52736', 'Q16659')"
"('P17302', 'Q13748')"
"('Q13315', 'Q96JI7')"
"('P58753', 'P11473')"
"('Q9Y572', 'P62258')"
"('O43597', 'Q9BQ66')"
"('Q9NWF9', 'P42356')"
"('Q9Y3F4', 'P01889')"
"('O14672', 'Q99075')"
"('Q99683', 'P31947')"
"('P50402', 'Q9HCK5')"
"('P04637', 'Q9UN74')"
