negatives
"('Q8IZE3', 'Q86X19')"
"('P37268', 'Q86TM6')"
"('Q53LP3', 'O60610')"
"('Q13838', 'Q13310')"
"('Q9BVL2', 'Q7Z3Y7')"
"('Q9NYZ3', 'Q8N0Z3')"
"('P19447', 'Q2YD98')"
"('P26038', 'Q14651')"
"('P25685', 'Q53GL0')"
"('Q12906', 'P36578')"
"('Q13233', 'Q9NWM3')"
"('Q9NY27', 'O75161')"
"('P18124', 'P61927')"
"('Q9H040', 'Q5QNW6')"
"('Q01844', 'O95817')"
"('Q2TB18', 'P60953')"
"('P31994', 'Q9UKR5')"
"('Q9NVH1', 'P32019')"
"('Q7Z406', 'P29353')"
"('P55265', 'Q99853')"
"('P03372', 'Q9BUF5')"
"('P35580', 'P20333')"
"('P07947', 'P19320')"
"('P56539', 'P05556')"
"('P04792', 'O14654')"
"('P27987', 'P27815')"
"('Q08945', 'P53992')"
"('P67936', 'Q9UQK1')"
"('P08174', 'P57105')"
"('P41182', 'Q9NQT8')"
"('O60333', 'O43504')"
"('Q15742', 'Q14241')"
"('A8K979', 'Q9UKB3')"
"('Q16082', 'O14678')"
"('Q13011', 'O95900')"
"('P27487', 'P10082')"
"('Q96G03', 'P04792')"
"('P78347', 'P11831')"
"('Q15834', 'Q8NHQ1')"
"('P35527', 'P02768')"
"('Q14192', 'Q9NYN1')"
"('Q9NYL9', 'P62314')"
"('P68431', 'Q9H6F5')"
"('Q9BSF0', 'P15172')"
"('Q9P2Y4', 'Q13033')"
"('Q99757', 'Q96M63')"
"('O94761', 'Q96AP0')"
"('Q13085', 'P62333')"
"('O00444', 'Q1MSJ5')"
"('Q8TBB0', 'Q9H190')"
"('P05412', 'Q14315')"
"('Q9H8V3', 'Q9Y606')"
"('P06127', 'P06729')"
"('Q9UHF1', 'P13284')"
"('Q96NW4', 'Q12840')"
"('P83881', 'Q92901')"
"('P34897', 'Q9UKB1')"
"('Q99608', 'Q0D2I5')"
"('Q99496', 'Q92925')"
"('P04632', 'Q6RW13')"
"('Q9Y6R4', 'P08240')"
"('P50991', 'P78318')"
"('Q5TCZ1', 'P56730')"
"('P49736', 'O14818')"
"('P19838', 'P16581')"
"('Q9BQ90', 'P61201')"
"('P31749', 'Q02930')"
"('O15258', 'Q9UGM1')"
"('Q00341', 'Q03405')"
"('Q5TBB1', 'P27348')"
"('Q9GZT8', 'O15160')"
"('P48634', 'Q9NWB1')"
"('Q8N9F7', 'P04217')"
"('Q06455', 'P41182')"
"('P24864', 'P25208')"
"('Q8IWI9', 'Q9C0B0')"
"('Q8IVW4', 'Q8N6L0')"
"('P32969', 'P62266')"
"('P51991', 'Q9NRC8')"
"('Q12906', 'Q99623')"
"('P50238', 'Q92905')"
"('Q9UNS2', 'Q13216')"
"('P60880', 'Q9C026')"
"('Q86VP6', 'P05141')"
"('O14653', 'Q96GX1')"
"('O95782', 'P62316')"
"('P23468', 'O43300')"
"('Q8TCY5', 'Q01718')"
"('Q06330', 'Q8N143')"
"('Q8TCT0', 'Q5JR59')"
"('O15235', 'Q14194')"
"('Q9HAV0', 'Q9P2W3')"
"('P22612', 'Q8NGE1')"
"('P18858', 'P39748')"
"('Q9NYY8', 'Q93009')"
"('P62847', 'P60520')"
"('P07900', 'Q9UKT8')"
"('Q13526', 'O43143')"
"('Q9H095', 'P46379')"
"('Q9UBU9', 'Q96ST2')"
"('P05386', 'Q92905')"
"('P05129', 'Q9UP65')"
"('Q96HA1', 'P12270')"
"('P62316', 'Q15428')"
"('Q9BRX2', 'Q5XKP0')"
"('Q13627', 'P06400')"
"('P12956', 'P07900')"
"('Q99963', 'O43426')"
"('Q8IVT5', 'P30042')"
"('P49746', 'P35251')"
"('P63261', 'Q9NPI1')"
"('P01889', 'Q9BRY0')"
"('O60518', 'P60520')"
"('Q9NSA3', 'Q9Y230')"
"('Q12974', 'P53611')"
"('P04632', 'Q96AC1')"
"('Q9H6D7', 'Q99871')"
"('O15551', 'P25774')"
"('P62280', 'Q02543')"
"('Q8N3V7', 'P61981')"
"('Q9BYG3', 'Q9UKD2')"
"('Q05519', 'P52272')"
"('Q9NPJ6', 'Q96B26')"
"('P62899', 'P46781')"
"('P10636', 'O00165')"
"('Q06481', 'P05412')"
"('Q504Q3', 'Q00839')"
"('P19320', 'Q9BUL8')"
"('Q7L2E3', 'O75147')"
"('Q9Y3C5', 'Q92759')"
"('Q13625', 'P27348')"
"('P13232', 'P32927')"
"('P13489', 'P49411')"
"('P36896', 'P07900')"
"('P56705', 'Q9Y6C9')"
"('O14965', 'Q5JTC6')"
"('P02751', 'Q07955')"
"('Q13151', 'P49368')"
"('Q9BUN8', 'P53396')"
"('Q15149', 'P35232')"
"('P61019', 'Q3MII6')"
"('P01106', 'O95479')"
"('P06744', 'Q8WW59')"
"('Q9H1Y0', 'Q15631')"
"('Q15714', 'Q14D04')"
"('Q5T619', 'Q96EG3')"
"('Q8N6H7', 'Q9BV57')"
"('P09651', 'P04150')"
"('O60216', 'P00558')"
"('Q5T8D3', 'Q9NQX4')"
"('Q00987', 'P52294')"
"('Q9NP64', 'P43354')"
"('Q6P1K8', 'P32780')"
"('P08559', 'Q9BRT9')"
"('O95139', 'O43676')"
"('P17252', 'O60733')"
"('Q8TDF6', 'P62834')"
"('Q9BS40', 'P26367')"
"('Q13243', 'O15371')"
"('P30153', 'O15344')"
"('P11940', 'Q12986')"
"('O43678', 'Q9H845')"
"('Q9Y5X4', 'P50750')"
"('Q6IN85', 'Q8WUQ7')"
"('O00358', 'O75367')"
"('Q9H0W5', 'P22087')"
"('Q8IY37', 'O15160')"
"('P14373', 'O15344')"
"('O43290', 'Q08170')"
"('P52789', 'Q9Y4L1')"
"('P12830', 'Q01484')"
"('Q9NRF9', 'P61421')"
"('Q99417', 'P13693')"
"('Q8N5R6', 'Q96GN5')"
"('P01241', 'Q8N6P7')"
"('Q9BXJ9', 'Q99598')"
"('Q8NFW5', 'Q5W064')"
"('P62820', 'P13804')"
"('Q01130', 'Q8IX12')"
"('O95825', 'P34897')"
"('P05455', 'P98175')"
"('P49711', 'P35226')"
"('Q14258', 'P51668')"
"('O75530', 'Q7KZ85')"
"('Q9NPJ6', 'Q9BPX3')"
"('O75525', 'Q9UKB1')"
"('P08237', 'P56539')"
"('P62854', 'Q9NRC8')"
"('Q99447', 'P11177')"
"('P05114', 'P49917')"
"('Q9HBI1', 'P05106')"
"('Q16539', 'P28482')"
"('Q9NZL4', 'O75312')"
"('Q8WX92', 'Q16659')"
"('Q6ZU80', 'P15924')"
"('P19320', 'Q12906')"
"('P62140', 'O15169')"
"('P22087', 'Q6ZN17')"
"('P00533', 'P36578')"
"('Q8NBP7', 'P13667')"
"('Q9BRG1', 'O75436')"
"('O43929', 'Q6P597')"
"('Q9BWG4', 'Q9NQ69')"
"('Q13509', 'P63104')"
"('P33552', 'P23528')"
"('Q92870', 'Q9NZ56')"
"('Q12933', 'P21580')"
"('Q13404', 'O60232')"
"('Q75N03', 'Q15007')"
"('Q7Z417', 'P60328')"
"('Q8TDN6', 'Q15047')"
"('P00751', 'P02768')"
"('Q9UN42', 'O43761')"
"('Q9NVZ3', 'Q9UGI8')"
"('Q9Y3M8', 'Q96S53')"
"('Q9NSD9', 'Q9Y285')"
"('P04424', 'P49759')"
"('Q9P2I0', 'Q15311')"
"('P09471', 'Q01668')"
"('Q96R67', 'Q15714')"
"('O75461', 'P07948')"
"('Q6PIZ9', 'Q9UL19')"
"('P25398', 'P62249')"
"('Q9Y4G8', 'P33176')"
"('Q2M243', 'P43364')"
"('Q9H361', 'P68104')"
"('Q9Y366', 'Q3KP44')"
"('Q9NUY8', 'Q9BQ66')"
"('P42566', 'O60641')"
"('Q99571', 'O75063')"
"('P49736', 'Q04637')"
"('P06576', 'Q71U36')"
"('P04637', 'P61964')"
"('Q93034', 'O94844')"
"('Q9P260', 'O60271')"
"('P49790', 'Q8N1F7')"
"('Q13418', 'Q14790')"
"('Q04206', 'P51825')"
"('P61088', 'P38398')"
"('O14641', 'Q96T49')"
"('P60370', 'P26371')"
"('O75530', 'O60832')"
"('Q86VZ1', 'Q58EX7')"
"('P49747', 'P08648')"
"('Q9UI38', 'Q9H490')"
"('Q8TDX6', 'Q9Y6D6')"
"('P13725', 'P26951')"
"('Q12834', 'Q9BYQ4')"
"('O95235', 'O60232')"
"('Q7Z3Z4', 'O75344')"
"('Q5T4S7', 'O43915')"
"('P05067', 'O43521')"
"('Q9Y3M2', 'O43524')"
"('P23634', 'O95274')"
"('P62136', 'Q6ZMQ8')"
"('P30518', 'Q5JWF2')"
"('Q9C0D3', 'Q9NQH7')"
"('Q92905', 'P25205')"
"('P35610', 'Q15057')"
"('P11161', 'Q9ULI2')"
"('P19801', 'Q15038')"
"('Q68EM7', 'Q15642')"
"('Q8TAE8', 'P10275')"
"('Q86X19', 'Q92575')"
"('P04637', 'P98179')"
"('P15927', 'Q9UGP5')"
"('P23526', 'Q9H492')"
"('Q8N9N5', 'P19838')"
"('P31947', 'O94875')"
"('P04629', 'Q14137')"
"('O95433', 'Q8IWX7')"
"('Q9H4E7', 'P15153')"
"('Q03989', 'Q01974')"
"('P08047', 'Q06413')"
"('P14927', 'P49821')"
"('P25311', 'P19838')"
"('P60903', 'Q7L5N1')"
"('Q9UBS0', 'Q92841')"
"('P41743', 'Q9NPB6')"
"('O60568', 'Q14204')"
"('O43829', 'Q99873')"
"('Q12778', 'Q15796')"
"('P08100', 'P19087')"
"('O15344', 'P78318')"
"('Q01844', 'Q15843')"
"('Q15029', 'P07900')"
"('P31947', 'Q00987')"
"('P60228', 'O15371')"
"('Q99750', 'Q5T619')"
"('Q9Y3B9', 'Q92905')"
"('P30050', 'P62753')"
"('Q13200', 'P13612')"
"('P63261', 'P60981')"
"('P62277', 'Q13233')"
"('P19474', 'Q9NRD1')"
"('O43261', 'P04637')"
"('P55060', 'P51812')"
"('P17980', 'Q04637')"
"('Q8IXM3', 'P82933')"
"('P63010', 'P35244')"
"('P83916', 'Q12873')"
"('O95294', 'Q07890')"
"('O43524', 'P46527')"
"('P62829', 'P55769')"
"('O75800', 'Q96P09')"
"('Q86VP6', 'Q15084')"
"('P35244', 'Q5TB80')"
"('Q9NP97', 'P01106')"
"('Q96SI1', 'P54274')"
"('Q13838', 'P11310')"
"('Q04637', 'O60216')"
"('P51817', 'P49841')"
"('P42224', 'P30279')"
"('P38398', 'Q8IXW5')"
"('Q9BWC9', 'Q5RL73')"
"('Q7Z2X4', 'O60494')"
"('P08670', 'Q9UQ80')"
"('Q9UK97', 'P08238')"
"('Q8TAA3', 'P61289')"
"('Q96SN8', 'Q9Y383')"
"('Q99496', 'Q9BRJ7')"
"('Q8N960', 'Q8WWK9')"
"('O94776', 'Q99728')"
"('P54727', 'O60260')"
"('P40337', 'Q9NRP2')"
"('Q04206', 'Q8IUH5')"
"('P61952', 'P27361')"
"('P67870', 'Q15262')"
"('Q13177', 'Q92609')"
"('O14558', 'Q52LG2')"
"('A6NKD9', 'Q5BJF6')"
"('Q9UGM1', 'Q9BSF4')"
"('P60520', 'P35249')"
"('Q08170', 'P22626')"
"('O75128', 'Q96H55')"
"('O75582', 'Q02930')"
"('Q9NUX5', 'O14862')"
"('P11171', 'P63173')"
"('Q96CS3', 'Q969X5')"
"('P98198', 'O43291')"
"('P61968', 'O14964')"
"('P41227', 'Q8IVF2')"
"('Q99962', 'P05231')"
"('P62487', 'Q9UL03')"
"('P30711', 'Q9UII2')"
"('P07947', 'Q16850')"
"('P41091', 'P12268')"
"('Q14166', 'Q8TEE9')"
"('P00519', 'P29074')"
"('P46781', 'P62851')"
"('Q01105', 'P22234')"
"('O75461', 'Q13547')"
"('Q8TEC5', 'P62136')"
"('P60410', 'P60412')"
"('P46060', 'Q9HC62')"
"('Q08708', 'Q5EB52')"
"('P01106', 'Q15046')"
"('Q92614', 'Q9UPQ0')"
"('Q96IK5', 'P0CL81')"
"('P62308', 'P09661')"
"('P28482', 'P01112')"
"('P34932', 'P10809')"
"('Q9NZM3', 'P61978')"
"('Q9NXH9', 'Q6ZWI9')"
"('O00160', 'Q7L5A3')"
"('Q86VR2', 'P13591')"
"('Q9NX46', 'Q969P0')"
"('O95619', 'P07948')"
"('Q9BXL7', 'P27487')"
"('Q9BR76', 'Q9Y333')"
"('Q96AC6', 'Q13387')"
"('Q9P0U4', 'Q86VP1')"
"('P62993', 'Q03989')"
"('O75787', 'Q9BVT8')"
"('Q9BRT8', 'Q15390')"
"('A1L170', 'Q9Y297')"
"('Q6NUQ1', 'Q96MY7')"
"('Q9UNN5', 'P46379')"
"('P49407', 'Q8NGU2')"
"('P49286', 'Q9UJ14')"
"('P62942', 'Q92990')"
"('P11142', 'Q6VAB6')"
"('P56385', 'Q96IP4')"
"('Q96AY4', 'Q9ULK4')"
"('Q96CS7', 'Q9BZE0')"
"('Q04864', 'Q96A72')"
"('Q03181', 'P33316')"
"('Q99814', 'Q9BXC9')"
"('P04629', 'Q8IX12')"
"('P35222', 'P62837')"
"('Q9UQR1', 'P04637')"
"('Q6PKG0', 'P62273')"
"('O95166', 'Q9BSB4')"
"('Q9Y576', 'Q15029')"
"('Q14160', 'P19320')"
"('P23677', 'Q9NZM3')"
"('Q5TC82', 'P62241')"
"('Q14999', 'Q96KR1')"
"('P52272', 'Q9Y2Q9')"
"('P49023', 'Q9HBI1')"
"('Q9UKK6', 'O14980')"
"('P48634', 'Q86VP6')"
"('O15260', 'Q14999')"
"('Q9H0W5', 'O75369')"
"('Q53HC9', 'P22570')"
"('P57081', 'Q6V1X1')"
"('P60866', 'P62829')"
"('O95274', 'O76024')"
"('P30989', 'P30990')"
"('P35249', 'P61221')"
"('P57775', 'Q5VYV7')"
"('Q86WV1', 'Q9NWK9')"
"('P46777', 'P62269')"
"('Q06265', 'Q99547')"
"('Q6R327', 'P19338')"
"('O00422', 'O94925')"
"('Q7Z3Z0', 'P04264')"
"('P23508', 'P26640')"
"('P04183', 'Q7L5N1')"
"('P04406', 'P05362')"
"('Q9UKS7', 'P29972')"
"('P04629', 'O15031')"
"('O14980', 'P31151')"
"('P12268', 'Q06203')"
"('Q96G04', 'Q13099')"
"('P19387', 'P18615')"
"('P27361', 'P10415')"
"('P15018', 'P17181')"
"('P20226', 'Q92759')"
"('Q13557', 'Q06432')"
"('Q69YQ0', 'P25054')"
"('Q96A35', 'Q12849')"
"('P08238', 'Q9Y297')"
"('P49736', 'Q8WV41')"
"('Q13155', 'Q8TBB1')"
"('Q6A163', 'P61968')"
"('P26447', 'Q99075')"
"('P41235', 'P84022')"
"('P14635', 'Q00526')"
"('Q9Y2X3', 'P61956')"
"('Q10567', 'O95782')"
"('P03905', 'Q9BQ95')"
"('Q8NF50', 'Q9NXK8')"
"('P27540', 'O75928')"
"('P27986', 'P08134')"
"('P54646', 'Q8TF40')"
"('P62987', 'Q9Y3C8')"
"('P12956', 'P14859')"
"('Q9UM73', 'P50552')"
"('Q58FF6', 'P50750')"
"('P55082', 'P17931')"
"('P13612', 'P17858')"
"('Q8WTW4', 'P61081')"
"('Q0D2H9', 'Q92558')"
"('Q9BRJ2', 'P09651')"
"('P10244', 'Q09472')"
"('P26038', 'Q6P1N9')"
"('Q14566', 'Q01518')"
"('P52294', 'Q93009')"
"('P42226', 'P11309')"
"('Q9NZN8', 'Q14192')"
"('P50222', 'Q6PF18')"
"('Q16531', 'Q86XR8')"
"('Q9Y265', 'Q96A08')"
"('P02545', 'Q13416')"
"('Q9UBB9', 'O75145')"
"('Q6MZQ0', 'Q8N122')"
"('Q07021', 'Q8N3Z0')"
"('O43795', 'P12830')"
"('O75360', 'P49639')"
"('P17612', 'Q8NER1')"
"('Q13616', 'Q99459')"
"('P35249', 'P0C2W1')"
"('P05412', 'P56537')"
"('Q7L5D6', 'P31749')"
"('Q8TBB1', 'Q9UPQ7')"
"('P17844', 'P07477')"
"('P16989', 'Q99558')"
"('Q9NRH1', 'O14980')"
"('Q9NYY3', 'O15084')"
"('Q8IZ52', 'Q9Y297')"
"('Q9UKM9', 'O75626')"
"('P01588', 'P54760')"
"('O60603', 'P0DMV9')"
"('P04899', 'P48549')"
"('Q96S99', 'O95379')"
"('Q5JTC6', 'P35222')"
"('P05067', 'P19087')"
"('Q9P0B6', 'P43220')"
"('Q8IWL3', 'Q9Y3Z3')"
"('Q9UDW1', 'P40855')"
"('Q13064', 'P51668')"
"('P35626', 'Q9H340')"
"('O95402', 'Q9Y3C7')"
"('P23458', 'P07332')"
"('P24864', 'Q13618')"
"('O43150', 'P19174')"
"('Q8TF42', 'Q04695')"
"('Q96SW2', 'P06576')"
"('P24311', 'Q9UJS0')"
"('Q9GZP9', 'Q9Y5J3')"
"('Q9Y5E8', 'Q13867')"
"('Q92833', 'Q09028')"
"('Q96SB4', 'Q9NWB6')"
"('P15121', 'P29401')"
"('P49411', 'Q9GZQ8')"
"('Q96D53', 'P24539')"
"('Q9BZK7', 'Q96GM5')"
"('Q9NZJ7', 'P17980')"
"('Q96I15', 'Q9Y3B8')"
"('P09429', 'P19320')"
"('P11926', 'Q9NR45')"
"('Q8IV38', 'O60664')"
"('Q13330', 'Q13422')"
"('P22626', 'P20618')"
"('Q08AM6', 'O43251')"
"('Q15428', 'Q9BUJ2')"
"('P17096', 'O00358')"
"('P34897', 'Q9NRL3')"
"('Q8NFJ6', 'Q9Y385')"
"('Q99497', 'P06733')"
"('P49736', 'P62318')"
"('Q9Y2S0', 'P52434')"
"('P49406', 'O60732')"
"('P60409', 'P41222')"
"('P10747', 'P46459')"
"('P01106', 'Q8N442')"
"('O95180', 'Q9H2C0')"
"('O43251', 'Q96FX7')"
"('P60903', 'P30050')"
"('P06213', 'P07585')"
"('Q5T5P2', 'Q9NYB9')"
"('Q9NS91', 'Q86Y13')"
"('Q16204', 'Q8TBB1')"
"('P63000', 'P0DP24')"
"('P04629', 'Q9Y277')"
"('Q9BPU9', 'P49790')"
"('Q09161', 'O43432')"
"('P27348', 'P0DP23')"
"('O60506', 'P35232')"
"('P30419', 'Q92499')"
"('O75530', 'Q01130')"
"('Q9Y272', 'Q9HAV0')"
"('P67870', 'Q9Y5B9')"
"('P43034', 'Q9UQN3')"
"('Q7L2J0', 'P33176')"
"('Q71RC2', 'P29372')"
"('Q99490', 'P27986')"
"('P12268', 'O95994')"
"('P08047', 'P78536')"
"('Q02539', 'Q7L3S4')"
"('Q13526', 'O15156')"
"('P00533', 'Q14451')"
"('O60508', 'Q07955')"
"('Q86XI2', 'P17542')"
"('P51587', 'P84022')"
"('P78545', 'P05161')"
"('O15357', 'Q8IV36')"
"('O43639', 'O75914')"
"('Q9NYP9', 'Q16659')"
"('Q8IWX8', 'Q9NRC8')"
"('P01889', 'Q15365')"
"('P07195', 'Q93050')"
"('P29597', 'P40227')"
"('O75151', 'Q71DI3')"
"('Q9NR45', 'P00492')"
"('Q13526', 'Q9UJY4')"
"('Q9NRA8', 'Q8TCT0')"
"('P84243', 'Q96QK1')"
"('P13073', 'O95292')"
"('P53779', 'Q9UPT6')"
"('Q15365', 'P11308')"
"('Q15672', 'P20719')"
"('P51788', 'Q96GM8')"
"('P17096', 'Q9HAU5')"
"('P49407', 'O75688')"
"('Q13526', 'O43292')"
"('Q9NPJ6', 'Q9NVX0')"
"('Q9P0U3', 'Q9H2X6')"
"('O00410', 'Q8N0Z3')"
"('Q86WC6', 'Q96HA8')"
"('O43795', 'Q5S007')"
"('Q06418', 'B2RUY7')"
"('Q96M29', 'O14964')"
"('Q9Y287', 'Q92896')"
"('P63241', 'P46777')"
"('Q9NZ52', 'P46934')"
"('Q3SY69', 'Q96SY0')"
"('P61247', 'P27694')"
"('P09651', 'Q7L2E3')"
"('Q12980', 'Q9H3D4')"
"('P25205', 'Q9UBE0')"
"('Q9H492', 'P31942')"
"('Q8NE79', 'Q5XPI4')"
"('Q02750', 'Q96EV2')"
"('Q9NRI5', 'Q6VMQ6')"
"('Q9NQB0', 'Q15562')"
"('P31749', 'P60033')"
"('Q86VP6', 'P35637')"
"('P19838', 'Q9NX08')"
"('O60603', 'Q8IWL2')"
"('Q96FV9', 'Q9UBC1')"
"('P03372', 'Q9NPD3')"
"('Q7LFX5', 'Q3YEC7')"
"('Q9P2K6', 'Q9BYV2')"
"('Q8WV92', 'P17544')"
"('P30307', 'P27361')"
"('P48431', 'P22670')"
"('Q9C0F1', 'Q8NBT0')"
"('Q9P035', 'P13569')"
"('P07900', 'P52789')"
"('O43379', 'Q92731')"
"('Q99879', 'P01106')"
"('Q9UHB6', 'P01116')"
"('O60493', 'O15400')"
"('Q13554', 'A8MVW0')"
"('Q9H1B5', 'Q9Y3I0')"
"('P36941', 'Q99558')"
"('P52333', 'Q16526')"
"('P10275', 'Q96RR4')"
"('P05060', 'P18754')"
"('Q04917', 'Q9NZJ0')"
"('Q15435', 'P06400')"
"('P07948', 'Q08881')"
"('Q96BN2', 'P04637')"
"('O15162', 'O43559')"
"('Q96BD8', 'Q96E11')"
"('P05388', 'P27635')"
"('Q15061', 'O75147')"
"('Q5HYK3', 'Q8WUK0')"
"('P21266', 'Q9NS86')"
"('Q8TF42', 'Q99569')"
"('P24386', 'P35658')"
"('Q9BW62', 'O75351')"
"('P62879', 'P20020')"
"('Q969G3', 'P04637')"
"('O94986', 'O95684')"
"('Q9NT62', 'Q7Z6Z7')"
"('P12931', 'P78536')"
"('O94966', 'O95400')"
"('Q9H6U8', 'Q96GX1')"
"('Q6FI13', 'Q99496')"
"('P22694', 'Q8N148')"
"('P06493', 'O60285')"
"('P08700', 'P00533')"
"('Q8WXA9', 'Q13838')"
"('P06756', 'P28482')"
"('Q9HA65', 'O14980')"
"('P55040', 'Q6PF18')"
"('Q9ULX6', 'Q7L5A3')"
"('P05412', 'Q15007')"
"('P48449', 'Q99828')"
"('P49591', 'P23381')"
"('P04629', 'P30260')"
"('P09651', 'P50750')"
"('Q93034', 'Q13617')"
"('Q9Y2Z0', 'P20618')"
"('Q00839', 'Q2NL82')"
"('P15735', 'P85037')"
"('Q01844', 'Q15022')"
"('P61247', 'P31153')"
"('P00338', 'P30101')"
"('Q13368', 'P49736')"
"('Q9P2W3', 'O76014')"
"('Q9HAU5', 'P54132')"
"('Q13042', 'P51955')"
"('Q92793', 'Q92993')"
"('Q9GZT8', 'Q15645')"
"('P05412', 'Q8IYB1')"
"('Q9Y230', 'Q13596')"
"('P50222', 'Q9UJC3')"
"('Q99614', 'P60981')"
"('P60520', 'P14136')"
"('P15880', 'P16104')"
"('Q9NZJ0', 'P07948')"
"('P45974', 'Q969Q1')"
"('Q9UBI6', 'Q5UE93')"
"('P01303', 'P54707')"
"('P63252', 'Q13424')"
"('P11216', 'A0AVT1')"
"('Q96BY7', 'Q96DB2')"
"('P11177', 'Q9UBN7')"
"('Q96A09', 'Q96MT4')"
"('P06493', 'Q70EL2')"
"('O60749', 'P36896')"
"('Q8N423', 'Q8N6C8')"
"('P08238', 'Q86UP8')"
"('P16333', 'O75167')"
"('P05412', 'P29460')"
"('P56556', 'O95167')"
"('P17812', 'O43252')"
"('P0DP23', 'Q13200')"
"('P11802', 'Q9UKA8')"
"('Q6PEX3', 'Q8WW24')"
"('P41218', 'P53621')"
"('Q96G75', 'Q969T4')"
"('Q13547', 'O75478')"
"('Q9Y3F4', 'Q70E73')"
"('Q96KN1', 'O60551')"
"('P23471', 'P21246')"
"('Q14739', 'Q86X19')"
"('Q8N6Y0', 'Q8TAB5')"
"('P18124', 'P62987')"
"('P11217', 'Q9Y5S2')"
"('Q8TAM1', 'Q9NRH1')"
"('Q96HR8', 'Q9UER7')"
"('Q53GL7', 'P62805')"
"('Q9H4B4', 'P15336')"
"('Q04917', 'Q9H0X9')"
"('Q99741', 'P11801')"
"('Q14164', 'P14314')"
"('P55197', 'Q9HC77')"
"('Q53HC5', 'P08238')"
"('Q99728', 'Q14241')"
"('Q9Y3C7', 'Q9H6R7')"
"('P56537', 'P53041')"
"('Q9UBD5', 'Q99459')"
"('P30542', 'Q99832')"
"('P55072', 'Q5T124')"
"('O75164', 'P68431')"
"('Q8WUA7', 'P54764')"
"('Q05209', 'P04629')"
"('Q9BYQ6', 'P60411')"
"('P0DP25', 'Q92624')"
"('Q14980', 'Q9Y2D8')"
"('Q96KA5', 'P23258')"
"('P02810', 'Q8TAX7')"
"('P26358', 'P01106')"
"('Q9BXB1', 'P35527')"
"('P49257', 'Q9P0N5')"
"('P21580', 'Q15628')"
"('Q53ET0', 'Q02930')"
"('P05362', 'P61247')"
"('P20265', 'O60828')"
"('Q00987', 'P26583')"
"('Q13535', 'Q8N108')"
"('P23511', 'P25208')"
"('Q15717', 'Q96HH9')"
"('Q8NCK3', 'O00560')"
"('P13498', 'P25788')"
"('P82914', 'Q14197')"
"('Q9UKT9', 'Q14839')"
"('P55039', 'Q9H4M9')"
"('P62701', 'P62273')"
"('Q15788', 'P23760')"
"('O15078', 'Q9UL42')"
"('O43164', 'Q9Y2X8')"
"('O95786', 'Q9Y6K9')"
"('Q7RTX9', 'P50148')"
"('Q01113', 'Q9Y6A1')"
"('P62333', 'O14818')"
"('P27449', 'P27105')"
"('Q9HAV0', 'Q92633')"
"('Q6ZSC3', 'P61218')"
"('Q9UJS0', 'P10398')"
"('Q6L8Q7', 'Q9Y6H1')"
"('O14641', 'Q9Y4H2')"
"('Q16665', 'P25685')"
"('P19878', 'O15264')"
"('P36957', 'Q9NYK5')"
"('P08574', 'P05023')"
"('O00762', 'Q8N5M4')"
"('P32249', 'Q9HDB5')"
"('Q96I25', 'Q9H0B3')"
"('P01891', 'Q8NHL6')"
"('P15880', 'Q16543')"
"('O60504', 'P00519')"
"('Q92793', 'Q04726')"
"('Q8TD31', 'Q53EZ4')"
"('Q99814', 'Q9C005')"
"('O43929', 'P33993')"
"('P34130', 'O00299')"
"('Q86X76', 'O60941')"
"('P33991', 'P11274')"
"('P78345', 'P00519')"
"('O60506', 'Q9H2H8')"
"('P11142', 'P06733')"
"('P04629', 'Q4G0F5')"
"('O94864', 'Q96ES7')"
"('Q9H4H8', 'P63167')"
"('Q9P0N5', 'P22059')"
"('Q9BUQ8', 'Q96DI7')"
"('Q9HBE4', 'P16234')"
"('Q9UHD2', 'Q9Y297')"
"('Q86X83', 'Q9NX08')"
"('Q8N726', 'Q02750')"
"('P04629', 'Q5GLZ8')"
"('Q96FQ6', 'Q96I99')"
"('P41567', 'Q99613')"
"('Q8IZY5', 'P12830')"
"('P29459', 'P78552')"
"('P00533', 'Q9UJ41')"
"('Q9UBD9', 'P26951')"
"('O60841', 'P30101')"
"('P04183', 'Q9UPQ3')"
"('Q9BPU9', 'Q8NFH3')"
"('P50990', 'Q92466')"
"('Q9UHC7', 'Q15717')"
"('Q92738', 'P05067')"
"('P78371', 'O95166')"
"('P11177', 'P07550')"
"('Q9ULU4', 'Q9P2R6')"
"('Q9BQ89', 'P49674')"
"('P62993', 'P30050')"
"('P08047', 'P08590')"
"('Q9Y5X1', 'Q99547')"
"('O15084', 'Q13615')"
"('Q9BRP4', 'P20073')"
"('P25098', 'Q13371')"
"('Q96CS7', 'Q86VP1')"
"('Q16718', 'P07550')"
"('Q96I25', 'Q8IZU0')"
"('Q15751', 'P14618')"
"('P08476', 'P61812')"
"('Q05925', 'Q12830')"
"('P58107', 'Q96BK5')"
"('P01106', 'Q8IVL1')"
"('P06241', 'P42566')"
"('Q05516', 'O60762')"
"('Q9H190', 'Q8NHU0')"
"('Q8IZQ1', 'Q96EQ0')"
"('Q92922', 'Q92785')"
"('Q13087', 'P27986')"
"('P53007', 'Q9UQL6')"
"('P49407', 'Q12772')"
"('Q14324', 'O60861')"
"('Q9NRC8', 'O75179')"
"('Q96KK5', 'Q8WUI4')"
"('P49368', 'O43930')"
"('Q16720', 'O60260')"
"('Q99848', 'P46777')"
