negatives
"('P42345', 'Q07817')"
"('Q96HP0', 'Q7L0Q8')"
"('P14618', 'O15264')"
"('P40424', 'P00749')"
"('C9J798', 'P01111')"
"('O00217', 'Q16795')"
"('Q16778', 'O95819')"
"('Q06455', 'O75376')"
"('Q9Y478', 'Q9HB71')"
"('P04908', 'Q9UKV0')"
"('P51817', 'P63027')"
"('P54253', 'Q86VZ5')"
"('P03886', 'Q86Y39')"
"('Q13526', 'Q9Y6Q9')"
"('Q9UL03', 'Q92900')"
"('P23759', 'P12931')"
"('O14744', 'Q9UL18')"
"('O43913', 'Q99459')"
"('Q13158', 'P60602')"
"('P01112', 'Q13671')"
"('P48552', 'P55060')"
"('P05412', 'Q14457')"
"('P36873', 'Q15435')"
"('Q9NPH9', 'Q01113')"
"('Q13363', 'Q13547')"
"('P10275', 'Q99873')"
"('P00492', 'Q9Y478')"
"('Q15365', 'P26368')"
"('O00329', 'Q9H1I8')"
"('Q53EL9', 'Q8NE62')"
"('Q05513', 'Q96A00')"
"('P00846', 'P18859')"
"('Q14194', 'Q9UBS4')"
"('Q13454', 'Q8TCJ2')"
"('P19438', 'P05771')"
"('P29372', 'Q969Y2')"
"('Q09472', 'Q02930')"
"('Q8IUQ4', 'O75822')"
"('404734', 'P62258')"
"('P78352', 'P35326')"
"('Q16548', 'P25942')"
"('P60763', 'P46940')"
"('P07585', 'P14555')"
"('Q9UQC2', 'P46109')"
"('P22392', 'Q14204')"
"('Q92569', 'P40763')"
"('P35659', 'Q92769')"
"('Q86Y13', 'P51668')"
"('P62826', 'Q92973')"
"('P15248', 'P42702')"
"('Q9BPU6', 'P11021')"
"('P35609', 'Q15942')"
"('P17612', 'O60266')"
"('Q92922', 'Q96GM5')"
"('P16870', 'P27694')"
"('Q9NRG9', 'P12270')"
"('P49841', 'Q9P1W9')"
"('P19525', 'P07900')"
"('Q9UNX3', 'Q9Y3U8')"
"('Q96DC9', 'Q9Y4K3')"
"('P54257', 'O15258')"
"('O75525', 'Q6ZVK8')"
"('Q03164', 'Q01201')"
"('P62847', 'P62979')"
"('P10242', 'P23771')"
"('Q9UBD9', 'P31785')"
"('P13747', 'P01732')"
"('Q13315', 'P29692')"
"('Q9Y6G9', 'A6NHL2')"
"('P62701', 'P23396')"
"('Q96L91', 'P62805')"
"('P14625', 'P19784')"
"('Q9Y6H6', 'Q12840')"
"('O15145', 'P61160')"
"('P11912', 'Q8WV28')"
"('Q8TEB7', 'Q9NPD8')"
"('P42766', 'P61353')"
"('P01106', 'Q8TCU6')"
"('Q9P2W3', 'Q15147')"
"('Q92769', 'P56545')"
"('Q8IZE3', 'P15311')"
"('Q8IWZ8', 'P67809')"
"('Q07912', 'Q9UEU0')"
"('P29350', 'Q8N6P7')"
"('Q9NSA1', 'P22607')"
"('O43684', 'Q8N5F7')"
"('Q15029', 'O75643')"
"('P08069', 'O00459')"
"('Q8N163', 'Q9Y5V3')"
"('P40763', 'Q9UER7')"
"('P52434', 'Q6PD62')"
"('P35226', 'O00257')"
"('P17947', 'P11308')"
"('Q14674', 'Q14683')"
"('Q13472', 'Q9UER7')"
"('P84996', 'P63211')"
"('Q9NX14', 'O95139')"
"('P40337', 'P25787')"
"('P04183', 'P11802')"
"('Q13023', 'P62993')"
"('O75116', 'Q02045')"
"('Q15415', 'P18146')"
"('P0C5Y9', 'Q7Z2G1')"
"('P35240', 'Q8IX03')"
"('P01891', 'Q9NYU2')"
"('Q9H9L3', 'O00423')"
"('P08034', 'P29033')"
"('Q9UM13', 'P84022')"
"('P78330', 'Q9Y6J8')"
"('Q15369', 'Q96L50')"
"('P52735', 'P53680')"
"('Q9Y6G9', 'Q9BVA1')"
"('P11021', 'Q9NZJ5')"
"('O00487', 'Q92905')"
"('P62714', 'Q9Y570')"
"('P53779', 'O43524')"
"('P62258', 'Q9UKV0')"
"('P56178', 'P16220')"
"('Q12778', 'Q07869')"
"('Q96RL7', 'Q9H2G2')"
"('Q92608', 'P61587')"
"('Q9P2H0', 'Q9Y265')"
"('P31150', 'Q86XK2')"
"('Q14164', 'Q96QV1')"
"('P50914', 'P32969')"
"('Q9NZS9', 'P62837')"
"('Q96FZ7', 'Q96H20')"
"('Q8TBB1', 'P19012')"
"('Q92831', 'P48443')"
"('Q16695', 'Q06124')"
"('P20936', 'Q07890')"
"('P07332', 'Q6NUN9')"
"('Q96AP7', 'P78369')"
"('P51692', 'Q9NRG1')"
"('P49411', 'Q00005')"
"('Q16254', 'Q08999')"
"('Q9NP95', 'Q07890')"
"('Q13485', 'P51153')"
"('O60645', 'P12814')"
"('P61960', 'Q9NR28')"
"('P03928', 'P56134')"
"('Q09013', 'Q13526')"
"('O00232', 'Q9UNM6')"
"('P12814', 'P05106')"
"('O43502', 'O43542')"
"('Q01105', 'Q9Y478')"
"('P55735', 'Q15437')"
"('P60602', 'Q14790')"
"('O43639', 'Q9NQU5')"
"('P07948', 'P00519')"
"('P01889', 'P48147')"
"('Q9BQ66', 'P15622')"
"('P16333', 'Q15027')"
"('Q9H1Y0', 'Q96CX2')"
"('P48740', 'P01024')"
"('Q8NGU2', 'P38405')"
"('P54920', 'Q13190')"
"('P00533', 'Q8WU20')"
"('O14964', 'P56545')"
"('P45983', 'O43521')"
"('Q58FF6', 'Q9Y243')"
"('P84996', 'P62873')"
"('P16220', 'Q93097')"
"('Q14CW9', 'Q9UHV2')"
"('P37231', 'Q9UBE8')"
"('P52756', 'Q13247')"
"('P84103', 'P55795')"
"('P12980', 'P35453')"
"('Q13748', 'O14920')"
"('P51817', 'O75582')"
"('P55036', 'P25787')"
"('P50539', 'P20333')"
"('P10275', 'P41235')"
"('Q9UER7', 'Q9NQB0')"
"('P06702', 'P63000')"
"('Q9UET6', 'Q9Y295')"
"('P26045', 'P08581')"
"('O60739', 'Q6PKG0')"
"('P60484', 'P27986')"
"('Q9H0E2', 'Q9UKY1')"
"('Q9P0W2', 'O60341')"
"('P41227', 'Q96HA1')"
"('P60673', 'P18206')"
"('Q16576', 'P22392')"
"('Q16629', 'P31943')"
"('P01241', 'Q99665')"
"('Q9UJX2', 'Q96DE5')"
"('Q9NYG5', 'Q92905')"
"('O75815', 'Q99460')"
"('Q8NB16', 'Q00169')"
"('O75643', 'O43187')"
"('P20338', 'Q96T51')"
"('Q08170', 'Q9HAU4')"
"('P54619', 'Q49AN0')"
"('Q03014', 'P17948')"
"('P25205', 'Q9UJX2')"
"('P62913', 'P30050')"
"('P12757', 'Q9UHP3')"
"('P61923', 'P53618')"
"('P06241', 'P18887')"
"('Q08211', 'Q9BWF3')"
"('Q9HC73', 'P52333')"
"('P41279', 'P38646')"
"('O60729', 'Q9UM13')"
"('P84022', '406995')"
"('Q9UL18', 'P50914')"
"('P11387', 'P22626')"
"('P06241', 'Q04759')"
"('P51610', 'P78537')"
"('Q9UJX6', 'O14640')"
"('Q16666', 'P29466')"
"('P00533', 'Q92625')"
"('P61586', 'O96013')"
"('O75159', 'Q14627')"
"('P09467', 'Q63HM2')"
"('Q9H853', 'Q9Y6K9')"
"('P83881', 'P32969')"
"('Q9BUV8', 'Q9UGJ1')"
"('Q6UY14', 'Q6UY11')"
"('P45984', 'P99999')"
"('Q9NQZ8', 'P67870')"
"('Q06190', 'Q5T6C5')"
"('P63165', 'P83916')"
"('O95817', 'Q8TCX1')"
"('P35626', 'Q8NGT0')"
"('O15062', 'Q15834')"
"('P01106', 'Q9UK76')"
"('P26368', 'Q16629')"
"('Q01081', 'Q8TBK6')"
"('P61020', 'Q9H1K0')"
"('P68104', 'P62826')"
"('Q9Y237', 'P29372')"
"('O14576', 'P63172')"
"('Q13761', 'O43524')"
"('Q9NWA0', 'Q9BUE0')"
"('Q99081', 'P41134')"
"('O75674', 'Q9H0E2')"
"('O14654', 'P46108')"
"('Q7LBC6', 'Q96KM6')"
"('Q15047', 'Q13510')"
"('P51784', 'Q9C0C7')"
"('Q13315', 'O15371')"
"('Q9H0E9', 'Q92993')"
"('Q13085', 'P38398')"
"('Q8NEZ4', 'Q6ZW49')"
"('Q14790', 'P27361')"
"('P25054', 'P12270')"
"('P62258', 'Q01814')"
"('P12931', 'P21980')"
"('Q6WCQ1', 'Q06830')"
"('P63104', 'P02545')"
"('O96000', 'P03901')"
"('Q92835', 'P10721')"
"('Q13573', 'Q6PEY2')"
"('P06241', 'P16383')"
"('Q14416', 'Q9P2W3')"
"('Q13554', 'Q9UKV0')"
"('Q96HA1', 'P25054')"
"('O15297', 'Q6RW13')"
"('P21127', 'Q9BTM9')"
"('Q00839', 'Q16629')"
"('Q15306', 'Q99836')"
"('P04637', 'P21953')"
"('Q14203', 'P30622')"
"('Q99250', 'Q86XS8')"
"('P68363', 'Q9BUF5')"
"('P98177', 'P55316')"
"('P21918', 'O95467')"
"('P35638', 'Q9BPX1')"
"('Q96JE9', 'Q92753')"
"('Q9UGJ0', 'Q86TI0')"
"('P48723', 'Q9UHD9')"
"('P16152', 'P11171')"
"('Q14164', 'Q4VC31')"
"('P46779', 'P61254')"
"('P30305', 'Q99623')"
"('P05386', 'P05387')"
"('Q14194', 'Q9NQC3')"
"('P36578', 'P84022')"
"('Q12873', 'P04637')"
"('Q9BTM9', 'Q9H1I8')"
"('P62993', 'P10912')"
"('P40429', 'Q9UL18')"
"('P04150', 'P12235')"
"('Q8IYH5', 'Q9H8E8')"
"('P15586', 'P00519')"
"('P30480', 'P29144')"
"('P54259', 'Q96KQ4')"
"('P62945', 'P42766')"
"('Q9Y3P9', 'Q9NRI5')"
"('Q13155', 'Q96L14')"
"('P40425', 'P40424')"
"('Q01201', 'Q8TAQ2')"
"('Q13563', 'P51572')"
"('Q01094', 'P28749')"
"('Q5TCQ9', 'P35609')"
"('Q13309', 'P49918')"
"('Q13224', 'Q9UQM7')"
"('P31249', 'P16220')"
"('Q9Y6M4', 'O75581')"
"('P55075', 'P11362')"
"('Q9Y478', 'O00764')"
"('O75365', 'Q9UI12')"
"('P40938', 'Q9HCU8')"
"('O75528', 'Q96BN2')"
"('P19525', 'P06748')"
"('Q15029', 'Q6P2Q9')"
"('P48556', 'P17980')"
"('Q9NRR5', 'Q8ND90')"
"('O75251', 'O00217')"
"('P13612', 'Q9HBI1')"
"('Q6X4W1', 'Q12988')"
"('P61513', 'P62829')"
"('O95433', 'P62333')"
"('P62269', 'P62847')"
"('O43592', 'P62826')"
"('P20701', 'Q14773')"
"('O95500', 'O95049')"
"('P49407', 'P23945')"
"('Q14469', 'Q9NPD8')"
"('O43765', 'P07900')"
"('Q7Z614', 'P43364')"
"('Q13546', 'Q9Y5S8')"
"('O14904', 'Q9H461')"
"('P14416', 'Q00005')"
"('Q8IY92', 'P49790')"
"('O14737', 'Q9UKE5')"
"('O43390', 'P55157')"
"('Q13257', 'Q6XUX3')"
"('Q9P1Z2', 'Q7Z2E3')"
"('Q13438', 'P56537')"
"('P22626', 'Q12851')"
"('Q9BTT6', 'Q8IY92')"
"('Q12933', 'O95201')"
"('P49023', 'Q13418')"
"('Q13077', 'Q9NR28')"
"('P62829', 'P30050')"
"('P16885', 'P27482')"
"('P35225', 'Q5VWK5')"
"('Q9Y2X7', 'Q9BXP5')"
"('P01569', 'P42702')"
"('P61160', 'Q9Y4K3')"
"('Q02078', 'Q15796')"
"('Q92985', 'P15884')"
"('Q6ZNA4', 'Q96LR5')"
"('P04637', 'Q7Z419')"
"('Q14683', 'P07910')"
"('P14416', 'Q14738')"
"('Q9Y5I7', 'O95484')"
"('P00533', 'P35354')"
"('P09455', 'Q09028')"
"('P01588', 'Q14627')"
"('Q9H3S1', 'Q9Y4D7')"
"('O75970', 'Q8N6F1')"
"('P51784', 'Q4VCS5')"
"('P62979', 'Q969F2')"
"('Q9NPB6', 'Q6P1M3')"
"('P84022', 'Q92793')"
"('P47914', 'P01889')"
"('Q9P107', 'P15153')"
"('P21246', 'O60333')"
"('Q6S5L8', 'P62993')"
"('Q9UHC9', 'Q12772')"
"('P36578', 'O95084')"
"('2310', 'Q08999')"
"('P50453', 'P68104')"
"('Q13685', 'Q8IXH7')"
"('Q8ND90', 'Q9UL42')"
"('P42658', 'P04156')"
"('Q9HCE7', 'Q8N4G2')"
"('Q02156', 'P57087')"
"('P10276', 'P48552')"
"('P49368', 'Q16659')"
"('P60953', 'Q13153')"
"('Q8N9I9', 'P51965')"
"('P02768', 'P01857')"
"('P01566', 'P31785')"
"('Q96QV6', 'P58876')"
"('P35268', 'P32969')"
"('Q92876', 'P47710')"
"('P62306', 'O15131')"
"('P16220', 'Q99952')"
"('Q14103', 'P26368')"
"('Q13349', 'P56945')"
"('Q9NTG7', 'O43524')"
"('Q9UQE7', 'P01106')"
"('O75446', 'P01106')"
"('P04843', 'Q14695')"
"('O43426', 'Q15811')"
"('P21583', 'P18146')"
"('O43597', 'P21912')"
"('P30530', 'O00459')"
"('Q01081', 'Q01130')"
"('Q05655', 'P51828')"
"('Q9NPH9', 'P15509')"
"('P51817', 'Q14524')"
"('P63104', 'Q2NL82')"
"('P11216', 'P12814')"
"('O00487', 'P62333')"
"('O60238', 'O14775')"
"('P41567', 'P55884')"
"('O60381', 'O15255')"
"('P50151', 'O14827')"
"('Q13546', 'P19838')"
"('Q96RN5', 'P54253')"
"('P78344', 'P60842')"
"('P10721', 'P42566')"
"('Q8WVC0', 'P63146')"
"('P59998', 'Q92747')"
"('P00519', 'P42167')"
"('Q9NQG6', 'P43355')"
"('P26599', 'O95400')"
"('P37023', 'Q15796')"
"('P06213', 'P62745')"
"('Q8NI60', 'O43187')"
"('O43504', 'P47224')"
"('P13569', 'P06753')"
"('O60739', 'P00492')"
"('Q15034', 'Q9UMX0')"
"('P23229', 'P55268')"
"('P35408', 'O95467')"
"('Q8IYF3', 'Q16828')"
"('Q9H7E9', 'O95201')"
"('Q9NRR5', 'Q7Z3S9')"
"('P07585', 'P01137')"
"('P00519', 'Q15303')"
"('P05412', 'P01100')"
"('P18146', 'Q96J65')"
"('P06241', '64397')"
"('P20226', 'P25208')"
"('P17948', 'Q9Y371')"
"('O43889', 'Q9NR55')"
"('P09237', 'P02686')"
"('P42771', 'P30279')"
"('Q8WTQ7', 'P13945')"
"('P14416', 'P07101')"
"('P52797', 'P54764')"
"('P50151', 'P53779')"
"('Q2KJY2', 'P12980')"
"('P63279', 'Q13422')"
"('P49715', 'P02788')"
"('Q8N392', 'P08134')"
"('Q99704', 'Q92835')"
"('Q16637', 'O95865')"
"('P46940', 'Q04695')"
"('Q13885', 'P21980')"
"('P43146', 'P62906')"
"('O14610', 'P43657')"
"('P62987', 'P40429')"
"('Q3LI72', 'P61981')"
"('P85298', 'P08134')"
"('Q13573', 'Q9UKM9')"
"('Q9Y6N6', 'P26012')"
"('Q9BXA5', 'P04899')"
"('P11171', 'Q15828')"
"('Q9UGJ0', 'Q9Y478')"
"('P27540', 'P08833')"
"('P48454', 'Q9UM13')"
"('P01570', 'P32927')"
"('P26373', 'P62993')"
"('Q969H0', 'O96020')"
"('P46777', 'Q99558')"
"('O15519', 'Q96JH8')"
"('P0C0L4', 'P01024')"
"('Q9BRT6', 'Q9NX58')"
"('Q16795', 'Q9NTG7')"
"('P49841', 'Q9P1Y5')"
"('O43390', 'P07910')"
"('Q8IVS8', 'P18146')"
"('Q9UGK8', 'Q96KP1')"
"('P10809', 'P16871')"
"('P52333', 'P48736')"
"('Q96RT1', 'P23508')"
"('Q13535', 'P49366')"
"('Q6AHZ1', 'Q6VMQ6')"
"('Q8TDY2', 'P06400')"
"('O14593', 'Q9UBC1')"
"('O15372', 'P23508')"
"('P14209', 'P07355')"
"('O95996', 'Q12959')"
"('Q9H2K8', 'Q12933')"
"('P07948', 'Q9H400')"
"('Q9Y2X7', 'P62993')"
"('Q9Y4K3', 'Q15750')"
"('P15391', 'P42338')"
"('P55268', 'Q7L1I2')"
"('P20671', 'O95931')"
"('P36896', 'Q9UER7')"
"('P09651', 'Q08211')"
"('Q92729', 'Q15118')"
"('Q15257', 'O96017')"
"('P39023', 'P61981')"
"('P22670', 'Q99459')"
"('O95168', 'P03915')"
"('Q9UI26', 'P62826')"
"('O14775', 'O95897')"
"('Q9HAU4', 'Q6ZNA4')"
"('Q96B18', 'Q92997')"
"('P04899', 'Q9UBI6')"
"('Q9UNM6', 'O00487')"
"('P11802', 'P51693')"
"('P23297', 'Q00987')"
"('P62993', 'Q14315')"
"('P56537', 'Q9BZE4')"
"('P32121', 'A6NHG9')"
"('P08123', 'P18827')"
"('O75534', 'Q13177')"
"('P01133', 'P00403')"
"('Q13573', 'Q8TAD8')"
"('Q16637', 'Q8TEQ6')"
"('P61160', 'Q13573')"
"('Q96LZ3', 'P63098')"
"('Q9Y383', 'P11802')"
"('Q8NG27', 'Q14807')"
"('Q14181', 'P22607')"
"('Q6ZN11', 'P12980')"
"('P15884', 'Q09472')"
"('Q13748', 'P07437')"
"('Q15645', 'Q9NRQ2')"
"('O75159', 'P14784')"
"('Q01844', 'Q96D59')"
"('Q15796', 'Q9NP97')"
"('Q8N5V2', 'O43809')"
"('Q96JB5', 'Q9NRI5')"
"('P61158', 'P12830')"
"('Q99704', 'P07947')"
"('P15090', 'Q12873')"
"('Q14934', 'Q02078')"
"('O95257', 'Q99598')"
"('Q13315', 'Q9Y5N6')"
"('Q9BSH4', 'P21673')"
"('Q96PM5', 'P10275')"
"('O14610', 'Q01970')"
"('P26927', 'P06899')"
"('P00533', 'O75368')"
"('P60709', 'Q96EZ8')"
"('Q99759', 'Q9Y281')"
"('Q969S8', 'O75367')"
"('O14640', 'P25054')"
"('Q12873', 'Q9UHX1')"
"('P04156', 'P11021')"
"('Q9BZL1', 'Q9BRX9')"
"('O15297', 'O14757')"
"('P15018', 'P26992')"
"('Q9UMY4', 'P00519')"
"('Q92900', 'Q6P2E9')"
"('O60383', 'Q9NRL3')"
"('Q13227', 'Q96KB5')"
"('Q92769', 'Q5VTD9')"
"('P28065', 'Q03519')"
"('P15172', 'P08047')"
"('Q08499', 'P63244')"
"('O75925', 'O75569')"
"('Q14204', 'Q6PEY2')"
"('Q9HCG8', 'Q96B26')"
"('Q6UWE0', 'P56537')"
"('Q16539', 'Q14765')"
"('Q9HBI0', 'P56199')"
"('Q9NRI5', 'O94915')"
"('Q9UBU8', 'Q9H0E9')"
"('Q13387', 'P51805')"
"('Q13017', 'P62745')"
"('P49747', 'P08648')"
"('O75044', 'P52198')"
"('Q13263', 'P36406')"
"('Q9Y5U9', 'P67870')"
"('Q9Y3S1', 'P00519')"
"('P22301', 'Q01344')"
"('Q8IZP0', 'P27986')"
"('P52756', 'Q07955')"
"('Q15906', 'Q13137')"
"('Q7Z434', 'Q96EQ8')"
"('Q15047', 'Q9H4M7')"
"('P04637', 'P51948')"
"('Q13393', 'Q03135')"
"('407051', 'P56817')"
"('P19174', 'Q8IZP0')"
"('O60566', 'Q9UJX3')"
"('P15248', 'P40238')"
"('P06239', 'Q9UQQ2')"
"('O75496', 'Q14566')"
"('Q9HBI0', 'P63261')"
"('Q13144', 'P05198')"
"('P62993', 'P13671')"
"('O94906', 'Q9BUQ8')"
"('P62158', 'P16104')"
"('O15372', 'O15371')"
"('P08575', 'O75955')"
"('Q9NXK8', 'P62877')"
"('P01112', 'Q99759')"
"('Q15714', 'P35606')"
"('P42226', 'O15524')"
"('P46109', 'P45983')"
"('O15131', 'P55060')"
"('P04628', 'Q01974')"
"('Q13322', 'P06241')"
"('Q05586', 'P78352')"
"('Q9UI09', 'O14561')"
"('Q13546', 'Q9BX69')"
"('P55061', 'Q9Y4K3')"
"('Q8TDR0', 'P60709')"
"('P11362', 'Q8WYR1')"
"('P05198', 'O15371')"
"('P61962', 'Q8TEW0')"
"('O14641', 'P26368')"
"('Q15744', 'Q01094')"
"('P08575', 'Q13224')"
"('Q13535', 'Q9NRN7')"
"('Q9Y6N6', 'Q496J9')"
"('P13725', 'Q08334')"
"('P18146', 'P49321')"
"('Q16637', 'O60506')"
"('Q9H257', 'O15264')"
"('P37088', 'P46934')"
"('P03952', 'P00747')"
"('P78527', 'O60934')"
"('P84095', 'Q9Y6W5')"
"('P21781', 'P02458')"
"('P51948', 'P10275')"
"('Q96RF0', 'Q96J02')"
"('P37802', 'P40337')"
"('P18545', 'P16499')"
"('Q9BX70', 'P04406')"
"('Q16539', 'P67775')"
"('406947', 'P21781')"
"('Q9BPX7', 'Q9NS23')"
"('P21673', 'P32456')"
"('Q9UJ70', 'O14576')"
"('O14964', 'Q5VTD9')"
"('P31946', 'Q04912')"
"('Q15653', 'P34931')"
"('Q13432', 'P05091')"
"('Q15424', 'P99999')"
"('Q04206', '407024')"
"('Q8NDX5', 'O75909')"
"('Q9HBI1', 'P08514')"
"('Q07812', 'O95831')"
"('Q07889', 'Q13546')"
"('O96017', 'Q9Y248')"
"('O15524', 'P19235')"
"('O95400', 'Q14558')"
"('P15153', 'O14986')"
"('P50402', 'Q99963')"
"('Q9H160', 'P20671')"
"('P51817', 'P14618')"
"('Q9BTT4', 'P24863')"
"('P05015', 'P48357')"
"('Q9Y262', 'P01889')"
"('Q9Y5K5', 'Q15008')"
"('P22455', 'P62993')"
"('Q14151', 'O95197')"
"('Q8TAA9', 'Q16512')"
"('P04150', 'P04234')"
"('P05000', 'Q01344')"
"('P22607', 'Q99963')"
"('P14780', 'P09237')"
"('P13861', 'O43572')"
"('P51654', 'P56706')"
"('P62140', 'P42263')"
"('P51671', 'P51685')"
"('P27986', 'Q9H204')"
"('P09651', 'Q92561')"
"('Q9NZN5', 'P52198')"
"('P50542', 'P08107')"
"('P61981', 'P84103')"
"('P34998', 'P19086')"
"('P38646', 'O60603')"
"('P20340', 'Q9UI14')"
"('Q6ZRS2', 'Q7Z3C6')"
"('P32246', 'P52333')"
"('Q15717', 'P10145')"
"('P33076', 'P14316')"
"('Q9UD71', 'P22694')"
"('Q13077', 'P57078')"
"('P08069', 'P31946')"
"('Q13239', 'P49841')"
"('P06493', 'P62136')"
"('Q9UKY1', 'Q13148')"
"('Q9UKT7', 'Q49AN0')"
"('Q969T4', 'Q8ND25')"
"('Q13098', 'Q15843')"
"('O75400', 'Q8N2W9')"
"('P43354', 'P10276')"
"('Q9Y4P1', 'Q9H0R8')"
"('Q9H1D9', 'Q9Y250')"
"('Q969Q6', 'P31749')"
"('Q9UKR5', 'P49888')"
"('O15524', 'Q5VWK5')"
"('Q13136', 'O75334')"
"('Q15465', 'P24468')"
"('Q96MX0', 'Q9UI14')"
"('P00533', 'P29466')"
"('P46695', 'P04156')"
"('P05108', 'O15198')"
"('O95999', 'Q9H257')"
"('Q9P227', 'P63000')"
"('O75369', 'P63000')"
"('Q99459', 'Q9NPJ6')"
"('P26010', 'Q7Z6G8')"
"('P49841', 'Q9UKR5')"
"('Q13547', 'P23769')"
"('O60244', 'Q93074')"
"('Q13315', 'Q9UQ84')"
"('P36402', 'P09237')"
"('Q15172', 'O43521')"
"('Q15628', 'P62249')"
"('P08238', 'Q13573')"
"('O15198', 'Q9NR34')"
"('P84243', 'Q8IZL8')"
"('P41220', 'P51946')"
"('O43707', 'P15313')"
"('Q9BRD0', 'Q92917')"
"('P17948', 'P01130')"
"('Q96R06', 'Q7Z460')"
"('Q05086', 'O14933')"
"('Q9Y2Q3', 'Q15365')"
"('O75312', 'P68104')"
"('P54257', 'P14867')"
"('P55268', 'P08648')"
"('Q15052', 'P15153')"
"('P11171', 'Q9HC77')"
"('P62330', 'P55735')"
"('Q99638', 'O96017')"
"('Q9H492', 'P41743')"
"('Q9UBY5', 'O14775')"
"('Q01831', 'O15527')"
"('P67870', 'P20226')"
"('Q8NFH5', 'Q99567')"
"('Q13415', 'Q99816')"
"('Q13255', 'P30542')"
"('P54727', 'Q9P286')"
"('P01876', 'P02647')"
"('O75626', 'P40306')"
"('Q17RW2', 'P08648')"
"('O60729', 'P30260')"
"('Q12913', 'P06213')"
"('P25391', 'P98095')"
"('Q9Y478', 'Q15459')"
"('Q96KQ7', 'O14964')"
"('P12931', 'Q13444')"
"('Q8N1F7', 'P62330')"
"('P11171', 'P35579')"
"('Q6UWZ7', 'Q9NXR7')"
"('Q9H160', 'P24385')"
"('Q9UQM7', 'Q9NZZ3')"
"('P05783', 'Q8NFJ9')"
"('P05783', 'P58107')"
"('P19447', 'P10275')"
"('P27105', 'Q15654')"
"('Q9NRG4', 'P49841')"
"('Q9BT49', 'Q9BQ66')"
"('P68104', 'P19174')"
"('O43921', 'P35916')"
"('P08173', 'P08754')"
"('O15525', 'Q5RL73')"
"('P38398', 'O43679')"
"('P18621', 'P62899')"
"('Q9UMZ2', 'O75843')"
"('P05412', 'P0CG48')"
"('P16333', 'O95455')"
"('Q99816', 'Q6UWE0')"
"('Q06190', 'Q92736')"
"('Q6ZYL4', 'P18074')"
"('Q06187', 'O00206')"
"('Q86UW7', 'O75800')"
"('Q969U7', 'P98095')"
"('O14512', 'P10912')"
"('P01243', 'P60981')"
"('O76064', 'Q12888')"
"('P56192', 'P07900')"
"('Q96A73', 'Q9UGY1')"
"('P31942', 'Q16659')"
"('O60383', 'P55316')"
"('Q92918', 'P46108')"
"('Q16816', 'P27482')"
"('P21673', 'Q12873')"
"('O75508', 'Q8N7P3')"
"('Q13485', 'O00212')"
"('O14641', 'Q8IYF1')"
"('P62633', 'P06748')"
"('Q9BUJ2', 'P09651')"
"('P12956', 'Q12851')"
"('Q13315', 'P46821')"
"('O75015', 'O75019')"
"('P17844', 'Q9NRR4')"
"('P50914', 'P62945')"
"('Q9Y4K3', 'Q14257')"
"('Q99459', 'O95747')"
"('Q9Y6M9', 'Q9P0J0')"
"('Q13164', 'P51812')"
"('Q08170', 'P26599')"
"('Q5SXM2', 'Q13487')"
"('P15880', 'P62266')"
"('Q13415', 'Q13416')"
"('P61964', 'Q96A08')"
"('Q9NY93', 'P61927')"
"('Q92901', 'P35268')"
"('A0JLT2', 'P62314')"
"('P03372', 'P84022')"
"('P51816', 'P16333')"
"('Q01201', 'Q96GM5')"
"('P01106', 'O00124')"
"('O60674', 'P38398')"
"('P63165', 'Q99459')"
"('Q07817', 'Q9H2V7')"
"('Q15628', 'Q9UKB1')"
"('P62993', 'P42768')"
"('Q7Z2Z2', 'Q9Y3A5')"
"('P33993', 'Q9NY93')"
"('O14717', 'P01616')"
"('Q16658', 'P56537')"
"('O94842', 'Q01780')"
"('O15371', 'Q9UBS4')"
"('P31947', 'Q96HA8')"
"('P25787', 'O60921')"
"('Q9Y4K3', 'P60033')"
"('P30153', 'P84022')"
"('P35236', 'P28482')"
"('P19012', 'Q6PKC3')"
"('P42345', 'Q05655')"
"('O95139', 'P03897')"
"('P29350', 'P40259')"
"('Q96JK9', 'Q92793')"
"('Q9NV56', 'P16104')"
"('Q8WXH5', 'P08887')"
"('O43439', 'Q96HA8')"
"('O75369', 'Q13683')"
"('Q13315', 'Q6ZYL4')"
"('P42229', 'Q92905')"
"('Q16363', 'Q13432')"
"('P02452', 'P23229')"
"('P05412', 'Q53GL0')"
"('Q07812', 'Q16548')"
"('Q07666', 'Q14011')"
"('Q9BYF1', 'P62158')"
"('Q9ULC4', 'Q15714')"
"('Q7L2H7', 'P22392')"
"('Q06187', 'O14920')"
"('Q9Y2X7', 'Q14160')"
"('Q15366', 'P16104')"
"('Q13151', 'Q14683')"
"('Q08499', 'Q02952')"
"('Q9UJM3', 'P52735')"
"('Q9NQX5', 'Q9BQ66')"
"('P04217', 'P38936')"
"('P51571', 'P01891')"
"('O75354', 'P54253')"
"('P06748', 'Q07955')"
"('P12107', 'P17301')"
"('P58753', 'Q29RF7')"
"('P00519', 'Q9UK85')"
"('Q9H8H0', 'P27448')"
"('406891', 'P01112')"
"('Q9UKF6', 'Q12996')"
"('Q9P227', 'P61586')"
"('Q8IZD9', 'P62993')"
"('P63104', 'Q8IX03')"
"('P51787', 'O60503')"
"('P07942', 'O15230')"
