negatives
"frozenset({'Q9ULK4', 'Q8IYB3', 'IL2'})"
"frozenset({'IL2', 'O60260', 'O00487'})"
"frozenset({'P43351', 'P62258', 'IL2'})"
"frozenset({'P19012', 'Q9BVG8', 'IL2'})"
"frozenset({'P62244', 'Q9H7D7', 'IL2'})"
"frozenset({'P09341', 'P51684', 'IL2'})"
"frozenset({'P23771', 'O95292', 'IL2'})"
"frozenset({'Q8NAT1', 'Q7Z3S9', 'IL2'})"
"frozenset({'P50222', 'Q9BRU9', 'IL2'})"
"frozenset({'Q93009', 'Q9UK80', 'IL2'})"
"frozenset({'P06730', 'P56537', 'IL2'})"
"frozenset({'O60216', 'Q8IZ21', 'IL2'})"
"frozenset({'Q9GZT9', 'IL2', 'Q16665'})"
"frozenset({'P62987', 'Q29983', 'IL2'})"
"frozenset({'P28070', 'P16104', 'IL2'})"
"frozenset({'Q5JTZ9', 'IL2', 'Q9H0W5'})"
"frozenset({'Q92597', 'Q15910', 'IL2'})"
"frozenset({'Q13618', 'Q92905', 'IL2'})"
"frozenset({'O95967', 'Q9H5Z6', 'IL2'})"
"frozenset({'P61218', 'O00481', 'IL2'})"
"frozenset({'P35968', 'P34130', 'IL2'})"
"frozenset({'P78371', 'Q9BPW8', 'IL2'})"
"frozenset({'Q13418', 'IL2', 'P31689'})"
"frozenset({'IL2', 'Q12933', 'O75604'})"
"frozenset({'P28070', 'Q16512', 'IL2'})"
"frozenset({'Q96NX5', 'Q96BA8', 'IL2'})"
"frozenset({'Q96GY3', 'Q13442', 'IL2'})"
"frozenset({'Q92841', 'P02751', 'IL2'})"
"frozenset({'O15169', 'P51681', 'IL2'})"
"frozenset({'Q9UQ13', 'Q13573', 'IL2'})"
"frozenset({'O76039', 'IL2', 'Q3YEC7'})"
"frozenset({'Q9P0P8', 'Q6P1L8', 'IL2'})"
"frozenset({'Q96ST3', 'O94776', 'IL2'})"
"frozenset({'P25098', 'Q13972', 'IL2'})"
"frozenset({'Q13547', 'O75376', 'IL2'})"
"frozenset({'Q9UQE7', 'Q9Y4E8', 'IL2'})"
"frozenset({'O43852', 'P61160', 'IL2'})"
"frozenset({'Q96NB1', 'Q6ZU80', 'IL2'})"
"frozenset({'P60331', 'Q9NUL5', 'IL2'})"
"frozenset({'O14746', 'Q15554', 'IL2'})"
"frozenset({'P07948', 'P09017', 'IL2'})"
"frozenset({'Q96SB4', 'Q96LR5', 'IL2'})"
"frozenset({'P62829', 'P17980', 'IL2'})"
"frozenset({'A0PJY2', 'Q6A162', 'IL2'})"
"frozenset({'P78371', 'P28062', 'IL2'})"
"frozenset({'O60563', 'O95758', 'IL2'})"
"frozenset({'P36888', 'P29353', 'IL2'})"
"frozenset({'P27694', 'Q13416', 'IL2'})"
"frozenset({'Q03181', 'IL2', 'O15151'})"
"frozenset({'P38646', 'P00533', 'IL2'})"
"frozenset({'O15379', 'IL2', 'P54252'})"
"frozenset({'P42858', 'IL2', 'P61764'})"
"frozenset({'P22607', 'P16885', 'IL2'})"
"frozenset({'P43146', 'P16333', 'IL2'})"
"frozenset({'P25788', 'P49593', 'IL2'})"
"frozenset({'P12814', 'Q9UGI8', 'IL2'})"
"frozenset({'Q9UJX2', 'P48431', 'IL2'})"
"frozenset({'Q93034', 'P48594', 'IL2'})"
"frozenset({'Q9Y2X9', 'IL2', 'Q9UBU9'})"
"frozenset({'O95294', 'Q14C86', 'IL2'})"
"frozenset({'O95340', 'IL2', 'P05067'})"
"frozenset({'Q12907', 'IL2', 'Q9UBU9'})"
"frozenset({'Q9UBT2', 'O75665', 'IL2'})"
"frozenset({'Q14164', 'Q14165', 'IL2'})"
"frozenset({'Q15437', 'P09234', 'IL2'})"
"frozenset({'Q9Y5Q9', 'Q9BV73', 'IL2'})"
"frozenset({'Q13263', 'P36406', 'IL2'})"
"frozenset({'P62913', 'P62979', 'IL2'})"
"frozenset({'Q9H6U6', 'P01137', 'IL2'})"
"frozenset({'P21333', 'Q9NSY1', 'IL2'})"
"frozenset({'IL2', 'Q15562', 'P51784'})"
"frozenset({'P46778', 'IL2', 'P61221'})"
"frozenset({'P49910', 'IL2', 'Q9NRD5'})"
"frozenset({'Q96CA5', 'Q9Y3E2', 'IL2'})"
"frozenset({'P12931', 'Q9NWQ8', 'IL2'})"
"frozenset({'P41208', 'IL2', 'P09429'})"
"frozenset({'Q6L8G9', 'IL2', 'Q9BYP8'})"
"frozenset({'P08700', 'Q12824', 'IL2'})"
"frozenset({'P21580', 'IL2', 'Q15717'})"
"frozenset({'P63279', 'Q05193', 'IL2'})"
"frozenset({'P18848', 'IL2', 'Q9UBU9'})"
"frozenset({'Q99816', 'O75340', 'IL2'})"
"frozenset({'Q9UBS0', 'O43175', 'IL2'})"
"frozenset({'P38646', 'Q14999', 'IL2'})"
"frozenset({'P25686', 'P04626', 'IL2'})"
"frozenset({'P30566', 'P50238', 'IL2'})"
"frozenset({'P12931', 'IL2', 'Q13023'})"
"frozenset({'P35227', 'Q8IY57', 'IL2'})"
"frozenset({'Q9NR12', 'P46940', 'IL2'})"
"frozenset({'P98172', 'IL2', 'P62079'})"
"frozenset({'O00566', 'Q9H501', 'IL2'})"
"frozenset({'Q14155', 'P22681', 'IL2'})"
"frozenset({'Q05209', 'P0DML3', 'IL2'})"
"frozenset({'Q13435', 'IL2', 'Q9BPX7'})"
"frozenset({'Q92569', 'IL2', 'P62993'})"
"frozenset({'P68431', 'Q9UPP1', 'IL2'})"
"frozenset({'P42704', 'IL2', 'Q14197'})"
"frozenset({'P78371', 'P46940', 'IL2'})"
"frozenset({'P55196', 'P68133', 'IL2'})"
"frozenset({'Q53ET0', 'P49675', 'IL2'})"
"frozenset({'P26885', 'IL2', 'P04075'})"
"frozenset({'O95684', 'IL2', 'Q53SF7'})"
"frozenset({'O60840', 'Q00005', 'IL2'})"
"frozenset({'Q13547', 'P11308', 'IL2'})"
"frozenset({'P12956', 'IL2', 'Q9NTX7'})"
"frozenset({'Q8WXH2', 'IL2', 'P21810'})"
"frozenset({'Q13191', 'IL2', 'P62993'})"
"frozenset({'O00560', 'Q9UH03', 'IL2'})"
"frozenset({'P07195', 'IL2', 'O14745'})"
"frozenset({'O95831', 'IL2', 'Q5T3F8'})"
"frozenset({'P05412', 'P49959', 'IL2'})"
"frozenset({'Q9Y4G8', 'Q12923', 'IL2'})"
"frozenset({'P50222', 'P60328', 'IL2'})"
"frozenset({'Q9Y458', 'IL2', 'O75360'})"
"frozenset({'Q9BX84', 'Q7Z406', 'IL2'})"
"frozenset({'Q07869', 'O75448', 'IL2'})"
"frozenset({'Q13190', 'IL2', 'Q7L5N1'})"
"frozenset({'Q9UQQ2', 'IL2', 'Q15717'})"
"frozenset({'Q09161', 'P55884', 'IL2'})"
"frozenset({'Q96T58', 'Q9Y618', 'IL2'})"
"frozenset({'O75364', 'IL2', 'P98066'})"
"frozenset({'P62829', 'Q8NHW5', 'IL2'})"
"frozenset({'Q96F86', 'Q9ULJ3', 'IL2'})"
"frozenset({'O75530', 'Q92804', 'IL2'})"
"frozenset({'O14497', 'P11388', 'IL2'})"
"frozenset({'P32121', 'Q8NH94', 'IL2'})"
"frozenset({'P29350', 'Q8TDQ1', 'IL2'})"
"frozenset({'Q8TF05', 'IL2', 'O60306'})"
"frozenset({'P08519', 'P98164', 'IL2'})"
"frozenset({'P08581', 'IL2', 'Q9UKW4'})"
"frozenset({'P41220', 'Q9Y5U9', 'IL2'})"
"frozenset({'O43524', 'P38936', 'IL2'})"
"frozenset({'P01308', 'P61769', 'IL2'})"
"frozenset({'Q3ZCM7', 'Q9BVA1', 'IL2'})"
"frozenset({'P08700', 'Q14626', 'IL2'})"
"frozenset({'P49959', 'Q9BSI4', 'IL2'})"
"frozenset({'P42226', 'P23771', 'IL2'})"
"frozenset({'IL2', 'P60981', 'Q8WX93'})"
"frozenset({'P61601', 'IL2', 'Q9NVT9'})"
"frozenset({'Q9Y262', 'Q9HC24', 'IL2'})"
"frozenset({'P13612', 'Q96PK6', 'IL2'})"
"frozenset({'O75469', 'Q92754', 'IL2'})"
"frozenset({'Q9BQ67', 'P14635', 'IL2'})"
"frozenset({'Q8ND90', 'Q9UQN3', 'IL2'})"
"frozenset({'Q9H0D6', 'P62310', 'IL2'})"
"frozenset({'O76011', 'P51687', 'IL2'})"
"frozenset({'Q99590', 'Q13535', 'IL2'})"
"frozenset({'Q96S59', 'IL2', 'P68104'})"
"frozenset({'O95171', 'Q08379', 'IL2'})"
"frozenset({'O14917', 'Q9Y3Q8', 'IL2'})"
"frozenset({'Q9UIA9', 'Q13418', 'IL2'})"
"frozenset({'P49459', 'IL2', 'Q6PD62'})"
"frozenset({'P02649', 'IL2', 'O14879'})"
"frozenset({'Q12904', 'Q04637', 'IL2'})"
"frozenset({'Q13323', 'Q9UHX3', 'IL2'})"
"frozenset({'Q9UIA9', 'IL2', 'Q9BV44'})"
"frozenset({'Q9H8W4', 'Q92913', 'IL2'})"
"frozenset({'P23508', 'O14737', 'IL2'})"
"frozenset({'Q8IUE0', 'Q15742', 'IL2'})"
"frozenset({'A8MW92', 'O94776', 'IL2'})"
"frozenset({'IL2', 'P23560', 'Q16620'})"
"frozenset({'Q66GS9', 'O43303', 'IL2'})"
"frozenset({'P46109', 'Q9BTA9', 'IL2'})"
"frozenset({'Q9Y316', 'Q9NT22', 'IL2'})"
"frozenset({'Q15185', 'Q8TC59', 'IL2'})"
"frozenset({'Q96C24', 'Q8WV44', 'IL2'})"
"frozenset({'O75530', 'O00712', 'IL2'})"
"frozenset({'Q9GZV8', 'P29972', 'IL2'})"
"frozenset({'P22694', 'P61158', 'IL2'})"
"frozenset({'Q9UQM7', 'Q9NZZ3', 'IL2'})"
"frozenset({'Q99459', 'IL2', 'Q96JB3'})"
"frozenset({'Q8IZD9', 'Q9HBH0', 'IL2'})"
"frozenset({'Q99816', 'Q92876', 'IL2'})"
"frozenset({'Q96D46', 'IL2', 'Q8IY92'})"
"frozenset({'Q15436', 'Q12983', 'IL2'})"
"frozenset({'Q13330', 'Q9P2D1', 'IL2'})"
"frozenset({'Q9UNE7', 'Q15554', 'IL2'})"
"frozenset({'Q9Y6M1', 'Q7L2J0', 'IL2'})"
"frozenset({'P23769', 'Q9Y2Y4', 'IL2'})"
"frozenset({'P05067', 'P02008', 'IL2'})"
"frozenset({'P05412', 'Q9NW13', 'IL2'})"
"frozenset({'Q02930', 'P22612', 'IL2'})"
"frozenset({'Q14738', 'P36404', 'IL2'})"
"frozenset({'O75147', 'Q15029', 'IL2'})"
"frozenset({'O75251', 'P49821', 'IL2'})"
"frozenset({'O14746', 'P62937', 'IL2'})"
"frozenset({'P32456', 'P53602', 'IL2'})"
"frozenset({'Q53EU6', 'IL2', 'Q9P0N5'})"
"frozenset({'P11362', 'Q07912', 'IL2'})"
"frozenset({'Q13761', 'P25440', 'IL2'})"
"frozenset({'O95857', 'P43220', 'IL2'})"
"frozenset({'Q15276', 'Q8TBA6', 'IL2'})"
"frozenset({'P60228', 'O00232', 'IL2'})"
"frozenset({'P19404', 'IL2', 'P12931'})"
"frozenset({'Q7Z7C8', 'P20226', 'IL2'})"
"frozenset({'Q9H488', 'P31751', 'IL2'})"
"frozenset({'P63261', 'P07900', 'IL2'})"
"frozenset({'Q9H492', 'IL2', 'Q06830'})"
"frozenset({'P22415', 'IL2', 'P13010'})"
"frozenset({'P22694', 'Q8IZS8', 'IL2'})"
"frozenset({'Q2M3G4', 'P31947', 'IL2'})"
"frozenset({'Q14190', 'P07900', 'IL2'})"
"frozenset({'P40238', 'P32881', 'IL2'})"
"frozenset({'Q04206', 'IL2', 'Q9BQG0'})"
"frozenset({'Q32MK0', 'IL2', 'Q9NZT1'})"
"frozenset({'P52272', 'P62277', 'IL2'})"
"frozenset({'P26639', 'Q16851', 'IL2'})"
"frozenset({'O76061', 'IL2', 'Q15717'})"
"frozenset({'Q7Z7C8', 'P62879', 'IL2'})"
"frozenset({'Q13332', 'Q8IWV7', 'IL2'})"
"frozenset({'P01242', 'Q08334', 'IL2'})"
"frozenset({'Q15561', 'Q8WWB3', 'IL2'})"
"frozenset({'P15336', 'P17676', 'IL2'})"
"frozenset({'Q5JSH3', 'IL2', 'Q6PCT2'})"
"frozenset({'P54274', 'Q14353', 'IL2'})"
"frozenset({'Q13315', 'Q16352', 'IL2'})"
"frozenset({'P04629', 'P61160', 'IL2'})"
"frozenset({'Q9NYY3', 'P01859', 'IL2'})"
"frozenset({'Q03933', 'Q8NHY5', 'IL2'})"
"frozenset({'Q00597', 'IL2', 'Q9UIF7'})"
"frozenset({'P24864', 'IL2', 'P51948'})"
"frozenset({'O00232', 'P25786', 'IL2'})"
"frozenset({'Q96PC2', 'P11441', 'IL2'})"
"frozenset({'Q86UV6', 'Q6UWE0', 'IL2'})"
"frozenset({'P68400', 'P01100', 'IL2'})"
"frozenset({'Q9BYV9', 'IL2', 'Q8TBE0'})"
"frozenset({'Q86UL3', 'Q9P0N5', 'IL2'})"
"frozenset({'Q13618', 'O14763', 'IL2'})"
"frozenset({'Q14498', 'Q99459', 'IL2'})"
"frozenset({'P68363', 'Q01959', 'IL2'})"
"frozenset({'O75569', 'O60383', 'IL2'})"
"frozenset({'P19793', 'IL2', 'Q9UJW3'})"
"frozenset({'Q96GD4', 'P38159', 'IL2'})"
"frozenset({'Q9HBE5', 'P01562', 'IL2'})"
"frozenset({'Q86Y97', 'IL2', 'P68104'})"
"frozenset({'Q13547', 'Q9Y3I0', 'IL2'})"
"frozenset({'P61218', 'Q9Y5T4', 'IL2'})"
"frozenset({'Q9H9A7', 'Q13472', 'IL2'})"
"frozenset({'P30101', 'P41250', 'IL2'})"
"frozenset({'Q49AN0', 'Q9UGI9', 'IL2'})"
"frozenset({'P00533', 'Q04695', 'IL2'})"
"frozenset({'P05067', 'Q9BWF2', 'IL2'})"
"frozenset({'P20936', 'P01111', 'IL2'})"
"frozenset({'Q53HC9', 'Q9UNE7', 'IL2'})"
"frozenset({'Q86VP6', 'P61254', 'IL2'})"
"frozenset({'Q96NA2', 'Q9BUF5', 'IL2'})"
"frozenset({'P60329', 'P59991', 'IL2'})"
"frozenset({'P62913', 'O75147', 'IL2'})"
"frozenset({'Q92633', 'Q9Y2U8', 'IL2'})"
"frozenset({'Q9H211', 'O95251', 'IL2'})"
"frozenset({'Q9P2P5', 'IL2', 'P18085'})"
"frozenset({'O94906', 'Q9UMS4', 'IL2'})"
"frozenset({'Q96K58', 'IL2', 'Q15717'})"
"frozenset({'Q8N5N7', 'Q9BYD6', 'IL2'})"
"frozenset({'P13807', 'Q92905', 'IL2'})"
"frozenset({'P60900', 'Q8NCP5', 'IL2'})"
"frozenset({'Q9BWW8', 'IL2', 'Q6UY14'})"
"frozenset({'P08727', 'Q9NZD8', 'IL2'})"
"frozenset({'O94966', 'IL2', 'Q15758'})"
"frozenset({'P09651', 'Q13509', 'IL2'})"
"frozenset({'Q92750', 'Q04206', 'IL2'})"
"frozenset({'P61088', 'P00748', 'IL2'})"
"frozenset({'Q15788', 'P62805', 'IL2'})"
"frozenset({'P60331', 'Q5T686', 'IL2'})"
"frozenset({'Q9UJX4', 'IL2', 'P06493'})"
"frozenset({'Q96QE5', 'O75153', 'IL2'})"
"frozenset({'P52948', 'Q14980', 'IL2'})"
"frozenset({'O15085', 'IL2', 'P62745'})"
"frozenset({'Q9P0L0', 'P55072', 'IL2'})"
"frozenset({'A5D8V6', 'Q8NDC0', 'IL2'})"
"frozenset({'Q07912', 'Q9NZC7', 'IL2'})"
"frozenset({'Q9H079', 'O75771', 'IL2'})"
"frozenset({'Q9HD20', 'Q6NUS6', 'IL2'})"
"frozenset({'Q16527', 'P36406', 'IL2'})"
"frozenset({'Q96ES7', 'IL2', 'Q96D71'})"
"frozenset({'Q9UQC2', 'P62258', 'IL2'})"
"frozenset({'Q9UGU0', 'IL2', 'Q9H9S0'})"
"frozenset({'Q9NYU2', 'Q7Z7F7', 'IL2'})"
"frozenset({'P62847', 'P43146', 'IL2'})"
"frozenset({'P26373', 'P62266', 'IL2'})"
"frozenset({'Q9NVS2', 'Q9BPW8', 'IL2'})"
"frozenset({'O15372', 'O75822', 'IL2'})"
"frozenset({'Q99832', 'Q7Z4S6', 'IL2'})"
"frozenset({'Q6PKG0', 'P31946', 'IL2'})"
"frozenset({'Q8IV20', 'Q16531', 'IL2'})"
"frozenset({'Q66GS9', 'P15313', 'IL2'})"
"frozenset({'P49257', 'P10515', 'IL2'})"
"frozenset({'O14925', 'Q3ZCQ8', 'IL2'})"
"frozenset({'Q15014', 'O75182', 'IL2'})"
"frozenset({'Q15696', 'IL2', 'Q8TBF4'})"
"frozenset({'Q96BA8', 'Q9UHJ9', 'IL2'})"
"frozenset({'Q8NI51', 'IL2', 'P46379'})"
"frozenset({'Q14978', 'IL2', 'Q9UNL4'})"
"frozenset({'P11940', 'P78318', 'IL2'})"
"frozenset({'Q9NRV9', 'O95630', 'IL2'})"
"frozenset({'Q15722', 'P43250', 'IL2'})"
"frozenset({'P26368', 'IL2', 'P13796'})"
"frozenset({'P18206', 'Q00610', 'IL2'})"
"frozenset({'P46094', 'Q9UL17', 'IL2'})"
"frozenset({'P0C1Z6', 'Q14161', 'IL2'})"
"frozenset({'IL2', 'O00541', 'Q99848'})"
"frozenset({'Q6ZNC8', 'Q96K37', 'IL2'})"
"frozenset({'Q9BW66', 'Q8N0S2', 'IL2'})"
"frozenset({'Q8IX06', 'Q9BWG6', 'IL2'})"
"frozenset({'Q9UKV8', 'P06400', 'IL2'})"
"frozenset({'P52655', 'Q96N67', 'IL2'})"
"frozenset({'P38432', 'Q9H2G4', 'IL2'})"
"frozenset({'O15539', 'IL2', 'P63096'})"
"frozenset({'Q9NZQ7', 'O95373', 'IL2'})"
"frozenset({'Q15198', 'P62714', 'IL2'})"
"frozenset({'Q9NRG1', 'IL2', 'O60941'})"
"frozenset({'O15027', 'Q1KMD3', 'IL2'})"
"frozenset({'Q7L5A3', 'IL2', 'Q9UJY1'})"
"frozenset({'Q9Y3D0', 'Q13107', 'IL2'})"
"frozenset({'P52333', 'IL2', 'P38484'})"
"frozenset({'O00148', 'Q6I9Y2', 'IL2'})"
"frozenset({'Q14669', 'O75695', 'IL2'})"
"frozenset({'P01106', 'P18075', 'IL2'})"
"frozenset({'IL2', 'P29972', 'Q6UY14'})"
"frozenset({'Q9BVA0', 'O43379', 'IL2'})"
"frozenset({'Q8NEC5', 'Q12933', 'IL2'})"
"frozenset({'Q6ZT89', 'IL2', 'Q8TF42'})"
"frozenset({'Q96CS7', 'P34810', 'IL2'})"
"frozenset({'IL2', 'Q15369', 'O76095'})"
"frozenset({'Q96HR8', 'P40939', 'IL2'})"
"frozenset({'Q13618', 'Q8IXB1', 'IL2'})"
"frozenset({'P54725', 'Q16543', 'IL2'})"
"frozenset({'Q9P0J7', 'Q5W186', 'IL2'})"
"frozenset({'P48634', 'IL2', 'Q13137'})"
"frozenset({'P14866', 'IL2', 'P43243'})"
"frozenset({'P04080', 'O75369', 'IL2'})"
"frozenset({'P35244', 'Q13472', 'IL2'})"
"frozenset({'P05976', 'IL2', 'P05067'})"
"frozenset({'P78362', 'IL2', 'Q9Y2V2'})"
"frozenset({'IL2', 'P07602', 'Q9NYQ6'})"
"frozenset({'O60832', 'IL2', 'P61221'})"
"frozenset({'Q9Y3A5', 'P49588', 'IL2'})"
"frozenset({'P23470', 'Q15118', 'IL2'})"
"frozenset({'O00292', 'IL2', 'Q96S42'})"
"frozenset({'Q96DC9', 'IL2', 'Q969Q1'})"
"frozenset({'P48643', 'P15336', 'IL2'})"
"frozenset({'Q92556', 'P04629', 'IL2'})"
"frozenset({'Q8NI77', 'Q96EK5', 'IL2'})"
"frozenset({'Q9BRK4', 'Q15834', 'IL2'})"
"frozenset({'Q9BRT6', 'P62241', 'IL2'})"
"frozenset({'P43631', 'Q8TAX7', 'IL2'})"
"frozenset({'Q8N1S5', 'P20138', 'IL2'})"
"frozenset({'Q9H0Y0', 'IL2', 'P30520'})"
"frozenset({'Q96S55', 'Q08170', 'IL2'})"
"frozenset({'P15531', 'P61970', 'IL2'})"
"frozenset({'P32248', 'P02776', 'IL2'})"
"frozenset({'P19105', 'IL2', 'P35580'})"
"frozenset({'Q9BYR9', 'Q8N8L2', 'IL2'})"
"frozenset({'Q6NUQ4', 'Q86Y78', 'IL2'})"
"frozenset({'Q6NYC8', 'P08727', 'IL2'})"
"frozenset({'Q9NPJ3', 'Q9UKL6', 'IL2'})"
"frozenset({'Q92777', 'IL2', 'Q9NVT9'})"
"frozenset({'Q13530', 'P45880', 'IL2'})"
"frozenset({'O14980', 'O14965', 'IL2'})"
"frozenset({'O60921', 'Q03405', 'IL2'})"
"frozenset({'Q8TAU3', 'Q08379', 'IL2'})"
"frozenset({'Q9NU53', 'Q9UBB9', 'IL2'})"
"frozenset({'P62875', 'A0JLT2', 'IL2'})"
"frozenset({'P40763', 'Q16659', 'IL2'})"
"frozenset({'Q06124', 'Q15051', 'IL2'})"
"frozenset({'P51991', 'P06576', 'IL2'})"
"frozenset({'P05067', 'Q92499', 'IL2'})"
"frozenset({'Q96A05', 'O75348', 'IL2'})"
"frozenset({'P30876', 'P19388', 'IL2'})"
"frozenset({'Q9H9T3', 'IL2', 'Q9BSM1'})"
"frozenset({'Q9UBH0', 'IL2', 'Q9NWZ3'})"
"frozenset({'P55211', 'P09874', 'IL2'})"
"frozenset({'Q8WYH8', 'Q9UGN5', 'IL2'})"
"frozenset({'Q5T7V8', 'IL2', 'P54257'})"
"frozenset({'Q14203', 'Q96RK4', 'IL2'})"
"frozenset({'Q9ULL1', 'Q96ST8', 'IL2'})"
"frozenset({'P22694', 'P19634', 'IL2'})"
"frozenset({'Q13310', 'Q9UBN6', 'IL2'})"
"frozenset({'P40337', 'P78396', 'IL2'})"
"frozenset({'IL2', 'Q01860', 'Q9BWF3'})"
"frozenset({'Q9UK08', 'Q8TCU6', 'IL2'})"
"frozenset({'Q9BYV9', 'IL2', 'Q9HBE1'})"
"frozenset({'O75530', 'P55884', 'IL2'})"
"frozenset({'Q9Y5K5', 'Q5VYK3', 'IL2'})"
"frozenset({'Q9H6Y7', 'IL2', 'P68133'})"
"frozenset({'IL2', 'O00161', 'P61221'})"
"frozenset({'Q8NGG0', 'P17612', 'IL2'})"
"frozenset({'P07437', 'IL2', 'Q9UHD2'})"
"frozenset({'Q9BRK5', 'Q9HBG6', 'IL2'})"
"frozenset({'P82675', 'IL2', 'Q9NQ29'})"
"frozenset({'P61604', 'P05091', 'IL2'})"
"frozenset({'Q9BRK4', 'Q8IYR0', 'IL2'})"
"frozenset({'P46934', 'O75676', 'IL2'})"
"frozenset({'IL2', 'Q86YR5', 'P63096'})"
"frozenset({'O14980', 'IL2', 'P61981'})"
"frozenset({'IL2', 'P78527', 'P84243'})"
"frozenset({'Q9BRL6', 'Q8TAD8', 'IL2'})"
"frozenset({'O43396', 'Q9UNM6', 'IL2'})"
"frozenset({'Q8WU17', 'P04035', 'IL2'})"
"frozenset({'P62987', 'P50542', 'IL2'})"
"frozenset({'Q15047', 'Q99614', 'IL2'})"
"frozenset({'Q9P2P5', 'P82933', 'IL2'})"
"frozenset({'P62917', 'IL2', 'Q9H6W3'})"
"frozenset({'Q13748', 'P60033', 'IL2'})"
"frozenset({'P49407', 'Q8NGE8', 'IL2'})"
"frozenset({'Q06124', 'IL2', 'Q9NRG0'})"
"frozenset({'P07954', 'Q9BT92', 'IL2'})"
"frozenset({'Q9BXS1', 'P81877', 'IL2'})"
"frozenset({'Q63ZY3', 'IL2', 'O75360'})"
"frozenset({'Q9UKB1', 'IL2', 'Q6P0Q8'})"
"frozenset({'O00555', 'Q9NS15', 'IL2'})"
"frozenset({'Q01344', 'Q13432', 'IL2'})"
"frozenset({'Q5VIR6', 'Q8NI27', 'IL2'})"
"frozenset({'Q9NZV5', 'IL2', 'Q9HAT2'})"
"frozenset({'Q96DV4', 'Q9BYD6', 'IL2'})"
"frozenset({'P51811', 'Q9NPP4', 'IL2'})"
"frozenset({'Q15834', 'Q9BUY5', 'IL2'})"
"frozenset({'P62913', 'Q02543', 'IL2'})"
"frozenset({'Q16891', 'P35579', 'IL2'})"
"frozenset({'P35442', 'P61812', 'IL2'})"
"frozenset({'Q16637', 'P13674', 'IL2'})"
"frozenset({'Q92793', 'Q04206', 'IL2'})"
"frozenset({'IL2', 'O15479', 'P62910'})"
"frozenset({'Q9H0R8', 'Q9H6S0', 'IL2'})"
"frozenset({'Q8WVV9', 'Q99728', 'IL2'})"
"frozenset({'O00555', 'IL2', 'P04899'})"
"frozenset({'P48050', 'IL2', 'Q9NUP9'})"
"frozenset({'Q9Y224', 'IL2', 'P43243'})"
"frozenset({'P30048', 'Q9Y5K5', 'IL2'})"
"frozenset({'O14610', 'P45984', 'IL2'})"
"frozenset({'Q9UKX7', 'O00629', 'IL2'})"
"frozenset({'P48147', 'P09417', 'IL2'})"
"frozenset({'P13612', 'O75369', 'IL2'})"
"frozenset({'IL2', 'P26641', 'Q96D98'})"
"frozenset({'Q8N0U4', 'O14964', 'IL2'})"
"frozenset({'Q9BYQ3', 'IL2', 'P15151'})"
"frozenset({'Q14164', 'Q8NC51', 'IL2'})"
"frozenset({'P28702', 'P55072', 'IL2'})"
"frozenset({'Q6P4Q7', 'Q15051', 'IL2'})"
"frozenset({'Q2NL98', 'Q5BKZ1', 'IL2'})"
"frozenset({'Q9H334', 'IL2', 'O15409'})"
"frozenset({'O43399', 'P49588', 'IL2'})"
"frozenset({'P02533', 'Q92817', 'IL2'})"
"frozenset({'Q9Y2X3', 'IL2', 'Q9NVN8'})"
"frozenset({'O14647', 'Q9NVV9', 'IL2'})"
"frozenset({'Q4ZIN3', 'P54709', 'IL2'})"
"frozenset({'P06748', 'P05198', 'IL2'})"
"frozenset({'P02766', 'Q9P2H0', 'IL2'})"
"frozenset({'IL2', 'Q12906', 'P31483'})"
"frozenset({'Q9BQ89', 'O76014', 'IL2'})"
"frozenset({'P06733', 'IL2', 'Q8IV01'})"
"frozenset({'Q9Y4E8', 'Q99523', 'IL2'})"
"frozenset({'Q96DB2', 'Q9Y2W1', 'IL2'})"
"frozenset({'Q13618', 'Q96I99', 'IL2'})"
"frozenset({'Q9Y2R5', 'IL2', 'Q96FV9'})"
"frozenset({'Q13118', 'P18146', 'IL2'})"
"frozenset({'P22694', 'Q86UN6', 'IL2'})"
"frozenset({'Q15125', 'Q9Y2T5', 'IL2'})"
"frozenset({'Q96EV8', 'Q8IY31', 'IL2'})"
"frozenset({'Q7Z7G1', 'O14544', 'IL2'})"
"frozenset({'Q8NFA0', 'Q96QK1', 'IL2'})"
"frozenset({'Q8WUA4', 'P20226', 'IL2'})"
"frozenset({'Q9HC29', 'Q9H1Y0', 'IL2'})"
"frozenset({'O75643', 'P25054', 'IL2'})"
"frozenset({'P30154', 'Q7Z3S7', 'IL2'})"
"frozenset({'Q9ULK6', 'IL2', 'Q5VVX9'})"
"frozenset({'Q8WYA0', 'Q15154', 'IL2'})"
"frozenset({'Q99623', 'P11171', 'IL2'})"
"frozenset({'Q86V48', 'Q9Y2I6', 'IL2'})"
"frozenset({'Q99856', 'Q6W2J9', 'IL2'})"
"frozenset({'Q9H8S9', 'Q9H4B6', 'IL2'})"
"frozenset({'Q9UKB1', 'Q02790', 'IL2'})"
"frozenset({'Q8IX12', 'Q15366', 'IL2'})"
"frozenset({'P21912', 'O43597', 'IL2'})"
"frozenset({'Q9NNX1', 'Q8TD31', 'IL2'})"
"frozenset({'Q9UHI6', 'P62304', 'IL2'})"
"frozenset({'Q9P0M6', 'Q969S8', 'IL2'})"
"frozenset({'Q9P2P5', 'IL2', 'O60488'})"
"frozenset({'P08913', 'IL2', 'P04899'})"
