negatives
"frozenset({'Q9UBV4', 'Q6FHJ7', 'RANKL'})"
"frozenset({'RANKL', 'Q8N1B3', 'Q7Z406'})"
"frozenset({'RANKL', 'P04440', 'Q9BXB1'})"
"frozenset({'RANKL', 'Q15149', 'Q99459'})"
"frozenset({'O14980', 'Q8NB46', 'RANKL'})"
"frozenset({'P09211', 'P60409', 'RANKL'})"
"frozenset({'Q5J8X5', 'RANKL', 'Q9UKG4'})"
"frozenset({'P06748', 'RANKL', 'P67809'})"
"frozenset({'RANKL', 'Q9ULC5', 'O75208'})"
"frozenset({'RANKL', 'Q7Z7F7', 'Q4U2R6'})"
"frozenset({'RANKL', 'Q96S16', 'Q9NRD1'})"
"frozenset({'RANKL', 'O00463', 'O95995'})"
"frozenset({'RANKL', 'P84022', 'P53539'})"
"frozenset({'RANKL', 'Q15554', 'O00479'})"
"frozenset({'P51532', 'RANKL', 'P60709'})"
"frozenset({'O00165', 'O43602', 'RANKL'})"
"frozenset({'Q03060', 'RANKL', 'P01579'})"
"frozenset({'P14373', 'O60504', 'RANKL'})"
"frozenset({'RANKL', 'Q15393', 'Q9H0R8'})"
"frozenset({'P33992', 'RANKL', 'Q09472'})"
"frozenset({'Q9NWN3', 'RANKL', 'P07900'})"
"frozenset({'RANKL', 'O60573', 'Q12923'})"
"frozenset({'O43918', 'RANKL', 'Q9BSL1'})"
"frozenset({'RANKL', 'Q9NPB6', 'Q9BRX9'})"
"frozenset({'Q00839', 'Q86V81', 'RANKL'})"
"frozenset({'RANKL', 'P19784', 'Q9H307'})"
"frozenset({'RANKL', 'P62714', 'Q5FBB7'})"
"frozenset({'P39656', 'RANKL', 'O14828'})"
"frozenset({'RANKL', 'Q16236', 'Q6P1K2'})"
"frozenset({'RANKL', 'O15111', 'Q969T4'})"
"frozenset({'P54727', 'RANKL', 'Q16665'})"
"frozenset({'P30050', 'RANKL', 'P47914'})"
"frozenset({'Q9C0H6', 'RANKL', 'Q8WVJ2'})"
"frozenset({'P07954', 'RANKL', 'P24941'})"
"frozenset({'Q9H040', 'RANKL', 'P42704'})"
"frozenset({'RANKL', 'P32929', 'P50452'})"
"frozenset({'P04637', 'RANKL', 'Q96BD6'})"
"frozenset({'Q53FT3', 'RANKL', 'P05067'})"
"frozenset({'P51452', 'RANKL', 'P43403'})"
"frozenset({'Q9H1Y0', 'RANKL', 'P07237'})"
"frozenset({'P35269', 'RANKL', 'O60563'})"
"frozenset({'RANKL', 'Q99750', 'O95182'})"
"frozenset({'P03886', 'RANKL', 'O95178'})"
"frozenset({'O76011', 'Q9BSH4', 'RANKL'})"
"frozenset({'RANKL', 'Q9BQE3', 'P50990'})"
"frozenset({'RANKL', 'P05412', 'Q6DN03'})"
"frozenset({'O75787', 'RANKL', 'Q9BUH8'})"
"frozenset({'RANKL', 'P05412', 'P05141'})"
"frozenset({'P04629', 'RANKL', 'O75477'})"
"frozenset({'RANKL', 'P13010', 'O15514'})"
"frozenset({'RANKL', 'P27482', 'P29973'})"
"frozenset({'Q06787', 'RANKL', 'Q96F07'})"
"frozenset({'Q9BSJ2', 'RANKL', 'Q96SN8'})"
"frozenset({'RANKL', 'Q8NFD5', 'Q96GM5'})"
"frozenset({'RANKL', 'P41235', 'Q02487'})"
"frozenset({'P27348', 'RANKL', 'Q14814'})"
"frozenset({'RANKL', 'Q86T82', 'P27694'})"
"frozenset({'P49336', 'RANKL', 'Q92585'})"
"frozenset({'P22681', 'RANKL', 'P08779'})"
"frozenset({'Q96T58', 'RANKL', 'P10276'})"
"frozenset({'RANKL', 'P01009', 'Q9UNI1'})"
"frozenset({'Q14164', 'Q8TCG1', 'RANKL'})"
"frozenset({'Q96NY8', 'RANKL', 'Q9NR50'})"
"frozenset({'O60447', 'RANKL', 'O15392'})"
"frozenset({'Q92934', 'RANKL', 'Q9Y243'})"
"frozenset({'Q5VT79', 'RANKL', 'Q96NR8'})"
"frozenset({'O60613', 'RANKL', 'Q13145'})"
"frozenset({'P68400', 'RANKL', 'Q13435'})"
"frozenset({'Q9Y3C6', 'P78362', 'RANKL'})"
"frozenset({'RANKL', 'Q8N122', 'P51812'})"
"frozenset({'RANKL', 'Q93100', 'P06737'})"
"frozenset({'P58005', 'RANKL', 'Q15717'})"
"frozenset({'P53803', 'RANKL', 'P30876'})"
"frozenset({'RANKL', 'P43364', 'Q96EN9'})"
"frozenset({'RANKL', 'Q96HU1', 'P30466'})"
"frozenset({'RANKL', 'Q8N7H5', 'O14646'})"
"frozenset({'Q9C0H6', 'RANKL', 'Q8IVD9'})"
"frozenset({'RANKL', 'Q9Y2K2', 'Q13077'})"
"frozenset({'Q504Q3', 'RANKL', 'P60709'})"
"frozenset({'Q9UIW0', 'RANKL', 'P78424'})"
"frozenset({'P10144', 'RANKL', 'Q9UGN5'})"
"frozenset({'Q96A09', 'RANKL', 'Q9BVN2'})"
"frozenset({'RANKL', 'Q9Y4K3', 'Q15466'})"
"frozenset({'RANKL', 'O75204', 'Q15717'})"
"frozenset({'P50222', 'RANKL', 'Q9H0C2'})"
"frozenset({'RANKL', 'O00291', 'Q08426'})"
"frozenset({'RANKL', 'O95365', 'Q6ZRS2'})"
"frozenset({'Q00341', 'RANKL', 'Q96QK1'})"
"frozenset({'RANKL', 'Q14687', 'P05230'})"
"frozenset({'Q8NAV1', 'RANKL', 'O00203'})"
"frozenset({'RANKL', 'Q15468', 'P16473'})"
"frozenset({'Q96S44', 'RANKL', 'Q9NVE7'})"
"frozenset({'RANKL', 'P05386', 'P36578'})"
"frozenset({'RANKL', 'P23246', 'Q14192'})"
"frozenset({'Q99683', 'P11532', 'RANKL'})"
"frozenset({'P29692', 'RANKL', 'P61978'})"
"frozenset({'P05187', 'O43292', 'RANKL'})"
"frozenset({'P40925', 'RANKL', 'P08238'})"
"frozenset({'RANKL', 'Q13049', 'P61981'})"
"frozenset({'RANKL', 'Q92731', 'Q9BY44'})"
"frozenset({'Q13185', 'RANKL', 'Q13472'})"
"frozenset({'Q92905', 'P82912', 'RANKL'})"
"frozenset({'RANKL', 'Q3V6T2', 'O95677'})"
"frozenset({'P23396', 'Q13111', 'RANKL'})"
"frozenset({'Q99961', 'RANKL', 'Q9NR46'})"
"frozenset({'RANKL', 'Q9H361', 'Q12996'})"
"frozenset({'P78509', 'RANKL', 'P26012'})"
"frozenset({'Q96D09', 'Q5W150', 'RANKL'})"
"frozenset({'P62847', 'RANKL', 'P35544'})"
"frozenset({'RANKL', 'Q53F19', 'Q5SSJ5'})"
"frozenset({'Q12951', 'RANKL', 'P05067'})"
"frozenset({'Q504Q3', 'RANKL', 'P62269'})"
"frozenset({'P16220', 'RANKL', 'Q03001'})"
"frozenset({'Q08AM6', 'RANKL', 'Q6RSH7'})"
"frozenset({'P68032', 'RANKL', 'O75478'})"
"frozenset({'RANKL', 'Q12933', 'P62829'})"
"frozenset({'P62945', 'P84098', 'RANKL'})"
"frozenset({'RANKL', 'P46100', 'Q96JC9'})"
"frozenset({'RANKL', 'P34947', 'Q9Y265'})"
"frozenset({'RANKL', 'P08865', 'P42892'})"
"frozenset({'Q7LFX5', 'RANKL', 'Q3YEC7'})"
"frozenset({'Q86VP6', 'RANKL', 'P62280'})"
"frozenset({'P30518', 'RANKL', 'Q8NCT1'})"
"frozenset({'O76071', 'RANKL', 'Q8NBJ4'})"
"frozenset({'Q14140', 'RANKL', 'P61024'})"
"frozenset({'RANKL', 'P05412', 'Q9H9L3'})"
"frozenset({'RANKL', 'Q9H9S0', 'Q86XK2'})"
"frozenset({'Q86UF1', 'RANKL', 'Q5EBL8'})"
"frozenset({'RANKL', 'Q6UB35', 'P51911'})"
"frozenset({'O95429', 'RANKL', 'Q15717'})"
"frozenset({'Q15020', 'RANKL', 'P62312'})"
"frozenset({'Q9UBY5', 'RANKL', 'Q8NHU3'})"
"frozenset({'Q13838', 'RANKL', 'Q15022'})"
"frozenset({'Q93008', 'RANKL', 'P49736'})"
"frozenset({'Q9UQM7', 'P07101', 'RANKL'})"
"frozenset({'P04626', 'RANKL', 'P19022'})"
"frozenset({'P41182', 'RANKL', 'O14763'})"
"frozenset({'RANKL', 'Q6IEV9', 'P25098'})"
"frozenset({'RANKL', 'Q92558', 'O14530'})"
"frozenset({'Q07627', 'RANKL', 'Q9UKJ5'})"
"frozenset({'RANKL', 'Q9Y6Y0', 'Q9HCE7'})"
"frozenset({'RANKL', 'P0C1Z6', 'O60936'})"
"frozenset({'Q99683', 'RANKL', 'Q03113'})"
"frozenset({'RANKL', 'Q15363', 'P05023'})"
"frozenset({'O15273', 'RANKL', 'O15304'})"
"frozenset({'Q13415', 'RANKL', 'O43929'})"
"frozenset({'Q15532', 'RANKL', 'Q12824'})"
"frozenset({'RANKL', 'Q9UBT2', 'P07237'})"
"frozenset({'RANKL', 'Q15796', 'Q9NPH3'})"
"frozenset({'O76011', 'Q9P2W3', 'RANKL'})"
"frozenset({'P30084', 'P23508', 'RANKL'})"
"frozenset({'Q5T749', 'A8MQ03', 'RANKL'})"
"frozenset({'RANKL', 'O75956', 'O14519'})"
"frozenset({'O94805', 'RANKL', 'P06400'})"
"frozenset({'Q96NL6', 'Q13561', 'RANKL'})"
"frozenset({'RANKL', 'Q14954', 'Q95604'})"
"frozenset({'P53999', 'RANKL', 'P00519'})"
"frozenset({'RANKL', 'Q5JR59', 'Q9NX04'})"
"frozenset({'RANKL', 'Q9H0A0', 'Q96SB4'})"
"frozenset({'Q9BQ95', 'RANKL', 'Q96B77'})"
"frozenset({'Q13616', 'Q9H469', 'RANKL'})"
"frozenset({'RANKL', 'Q9Y237', 'P29372'})"
"frozenset({'Q9UIL1', 'RANKL', 'P45983'})"
"frozenset({'RANKL', 'Q04323', 'Q9NVW2'})"
"frozenset({'RANKL', 'Q13155', 'Q8N163'})"
"frozenset({'Q86VP1', 'RANKL', 'Q9H0R8'})"
"frozenset({'RANKL', 'P38405', 'P84996'})"
"frozenset({'RANKL', 'Q9Y2T4', 'Q02641'})"
"frozenset({'O95696', 'Q92794', 'RANKL'})"
"frozenset({'Q14527', 'RANKL', 'Q96EP1'})"
"frozenset({'P78344', 'Q15274', 'RANKL'})"
"frozenset({'Q9Y6G3', 'RANKL', 'Q16540'})"
"frozenset({'Q504Q3', 'RANKL', 'Q9UBI6'})"
"frozenset({'RANKL', 'O00159', 'O94875'})"
"frozenset({'Q9NRP4', 'RANKL', 'Q53S33'})"
"frozenset({'Q02878', 'RANKL', 'Q92552'})"
"frozenset({'RANKL', 'Q8NI36', 'O00566'})"
"frozenset({'O14974', 'RANKL', 'Q9H7H0'})"
"frozenset({'Q9H2G9', 'RANKL', 'Q9UMX2'})"
"frozenset({'RANKL', 'Q02750', 'Q13177'})"
"frozenset({'Q53ET0', 'RANKL', 'Q8NHY2'})"
"frozenset({'Q9NRD5', 'RANKL', 'Q9H492'})"
"frozenset({'RANKL', 'P46781', 'P40429'})"
"frozenset({'RANKL', 'Q9NS91', 'P05412'})"
"frozenset({'RANKL', 'O15516', 'Q09472'})"
"frozenset({'O76003', 'Q13057', 'RANKL'})"
"frozenset({'RANKL', 'O95359', 'P33981'})"
"frozenset({'Q05513', 'RANKL', 'Q5JVS0'})"
"frozenset({'RANKL', 'Q9NWV4', 'P04083'})"
"frozenset({'RANKL', 'Q9BW27', 'P35658'})"
"frozenset({'RANKL', 'Q8NGR8', 'P38405'})"
"frozenset({'RANKL', 'Q16563', 'Q8IWL3'})"
"frozenset({'P08581', 'RANKL', 'O00459'})"
"frozenset({'Q9UNM6', 'RANKL', 'P63220'})"
"frozenset({'O60493', 'RANKL', 'P55072'})"
"frozenset({'P61077', 'O14746', 'RANKL'})"
"frozenset({'P42574', 'RANKL', 'P60953'})"
"frozenset({'P04629', 'RANKL', 'O75190'})"
"frozenset({'Q92544', 'RANKL', 'P06703'})"
"frozenset({'RANKL', 'Q01658', 'O43318'})"
"frozenset({'RANKL', 'Q6PKC3', 'P40222'})"
"frozenset({'P11274', 'RANKL', 'O43639'})"
"frozenset({'RANKL', 'Q9BYR9', 'Q9BYQ3'})"
"frozenset({'O75530', 'RANKL', 'Q9NVP1'})"
"frozenset({'RANKL', 'P78347', 'Q6EKJ0'})"
"frozenset({'RANKL', 'Q8ND90', 'Q9BZL3'})"
"frozenset({'O95229', 'RANKL', 'P49917'})"
"frozenset({'RANKL', 'P42167', 'P17931'})"
"frozenset({'Q9BQ04', 'RANKL', 'O96028'})"
"frozenset({'P00533', 'P40763', 'RANKL'})"
"frozenset({'RANKL', 'Q96PG8', 'P08047'})"
"frozenset({'Q9BYE3', 'RANKL', 'Q9BYR5'})"
"frozenset({'P30450', 'RANKL', 'Q9Y5E8'})"
"frozenset({'O60245', 'RANKL', 'O00148'})"
"frozenset({'Q9H7B2', 'RANKL', 'P49841'})"
"frozenset({'RANKL', 'Q6AHZ1', 'P23025'})"
"frozenset({'RANKL', 'Q9BUW7', 'Q8NA92'})"
"frozenset({'P36873', 'Q6NXS1', 'RANKL'})"
"frozenset({'Q16854', 'Q8NCB2', 'RANKL'})"
"frozenset({'Q14315', 'RANKL', 'Q9NP97'})"
"frozenset({'Q5SRI9', 'RANKL', 'Q9HAW8'})"
"frozenset({'P0C869', 'RANKL', 'P09471'})"
"frozenset({'RANKL', 'P08865', 'P22732'})"
"frozenset({'RANKL', 'Q9UJY4', 'P36406'})"
"frozenset({'Q15811', 'RANKL', 'Q96L93'})"
"frozenset({'RANKL', 'P67870', 'P25440'})"
"frozenset({'RANKL', 'P05556', 'Q07890'})"
"frozenset({'Q9UMF0', 'RANKL', 'P42229'})"
"frozenset({'Q13761', 'RANKL', 'Q15797'})"
"frozenset({'Q9NQZ2', 'RANKL', 'Q92997'})"
"frozenset({'RANKL', 'Q8TD86', 'Q96LZ3'})"
"frozenset({'Q9UN19', 'RANKL', 'P62829'})"
"frozenset({'RANKL', 'Q9H237', 'P09544'})"
"frozenset({'RANKL', 'Q8TAU3', 'Q2TAC2'})"
"frozenset({'P62906', 'RANKL', 'P11441'})"
"frozenset({'RANKL', 'Q13469', 'Q3ZCQ8'})"
"frozenset({'RANKL', 'Q00987', 'Q08211'})"
"frozenset({'O14654', 'RANKL', 'Q15554'})"
"frozenset({'O00746', 'RANKL', 'Q8NFW5'})"
"frozenset({'P47756', 'RANKL', 'Q9NR12'})"
"frozenset({'RANKL', 'O75665', 'O75420'})"
"frozenset({'Q9BQA5', 'RANKL', 'P04792'})"
"frozenset({'Q9Y3D9', 'RANKL', 'Q92506'})"
"frozenset({'Q99836', 'RANKL', 'Q32MZ4'})"
"frozenset({'P08514', 'RANKL', 'Q9Y490'})"
"frozenset({'Q8NE71', 'RANKL', 'Q8WX92'})"
"frozenset({'P01589', 'RANKL', 'P05014'})"
"frozenset({'P01106', 'RANKL', 'O15085'})"
"frozenset({'Q96C55', 'P60410', 'RANKL'})"
"frozenset({'RANKL', 'P04070', 'P05120'})"
"frozenset({'P15924', 'O00358', 'RANKL'})"
"frozenset({'RANKL', 'O75052', 'P06732'})"
"frozenset({'Q6ZRY4', 'Q9H8X3', 'RANKL'})"
"frozenset({'RANKL', 'Q969G3', 'Q12929'})"
"frozenset({'P32246', 'RANKL', 'P09341'})"
"frozenset({'Q5UIP0', 'RANKL', 'O75530'})"
"frozenset({'Q86VP6', 'RANKL', 'P13798'})"
"frozenset({'P15529', 'RANKL', 'P29350'})"
"frozenset({'P28482', 'RANKL', 'P18564'})"
"frozenset({'RANKL', 'Q9BRX5', 'P55060'})"
"frozenset({'P63104', 'RANKL', 'Q7L8J4'})"
"frozenset({'P31327', 'RANKL', 'Q6UWL6'})"
"frozenset({'RANKL', 'P40337', 'Q96GA3'})"
"frozenset({'RANKL', 'Q8IYR0', 'Q99750'})"
"frozenset({'P04637', 'RANKL', 'Q8IY67'})"
"frozenset({'RANKL', 'P26373', 'Q13418'})"
"frozenset({'Q9BRZ2', 'RANKL', 'Q9BSE5'})"
"frozenset({'RANKL', 'Q6WCQ1', 'P17980'})"
"frozenset({'RANKL', 'Q9P270', 'Q6P582'})"
"frozenset({'O76080', 'RANKL', 'Q15008'})"
"frozenset({'Q5S007', 'RANKL', 'P48729'})"
"frozenset({'P54274', 'RANKL', 'Q15651'})"
"frozenset({'P22830', 'P57078', 'RANKL'})"
"frozenset({'Q96NC0', 'RANKL', 'O00505'})"
"frozenset({'Q6PIU2', 'RANKL', 'Q8ND25'})"
"frozenset({'Q86X19', 'Q9H8Y8', 'RANKL'})"
"frozenset({'Q8IUQ4', 'RANKL', 'Q7Z3E5'})"
"frozenset({'RANKL', 'Q9BVJ7', 'Q3B7T1'})"
"frozenset({'RANKL', 'P11362', 'P14324'})"
"frozenset({'RANKL', 'P06702', 'P19878'})"
"frozenset({'RANKL', 'P47813', 'P04792'})"
"frozenset({'P51659', 'RANKL', 'P09917'})"
"frozenset({'RANKL', 'O95631', 'Q92859'})"
"frozenset({'Q8N146', 'RANKL', 'P38405'})"
"frozenset({'O00757', 'RANKL', 'P42336'})"
"frozenset({'Q01167', 'RANKL', 'P49916'})"
"frozenset({'RANKL', 'Q6P474', 'Q9Y2M5'})"
"frozenset({'RANKL', 'O15169', 'P49407'})"
"frozenset({'Q9H1Y0', 'RANKL', 'Q9UMQ6'})"
"frozenset({'P08575', 'RANKL', 'P20273'})"
"frozenset({'Q14676', 'RANKL', 'P47914'})"
"frozenset({'RANKL', 'A3KMH1', 'Q9BXB1'})"
"frozenset({'RANKL', 'Q9UPP5', 'Q8IV50'})"
"frozenset({'P33527', 'RANKL', 'Q9Y697'})"
"frozenset({'RANKL', 'P06744', 'Q8N2U0'})"
"frozenset({'RANKL', 'Q15018', 'Q96EK4'})"
"frozenset({'RANKL', 'Q99459', 'Q9UQ35'})"
"frozenset({'RANKL', 'Q96DB2', 'Q96GQ7'})"
"frozenset({'Q92797', 'Q6P597', 'RANKL'})"
"frozenset({'P56134', 'Q9Y478', 'RANKL'})"
"frozenset({'RANKL', 'O43542', 'Q9Y6N5'})"
"frozenset({'RANKL', 'P43630', 'P13747'})"
"frozenset({'Q9Y2X8', 'RANKL', 'Q9H8W5'})"
"frozenset({'RANKL', 'P00519', 'P08047'})"
"frozenset({'P68400', 'RANKL', 'P20020'})"
"frozenset({'Q9UGL9', 'P08670', 'RANKL'})"
"frozenset({'P68400', 'RANKL', 'Q5HYN5'})"
"frozenset({'P68400', 'P46531', 'RANKL'})"
"frozenset({'P10070', 'RANKL', 'P98160'})"
"frozenset({'Q9UKN8', 'RANKL', 'Q86T82'})"
"frozenset({'P62191', 'RANKL', 'O43396'})"
"frozenset({'O43597', 'RANKL', 'Q9HBH9'})"
"frozenset({'Q9BS34', 'RANKL', 'Q96EK5'})"
"frozenset({'Q9UBU9', 'Q16206', 'RANKL'})"
"frozenset({'Q9BTL4', 'RANKL', 'Q99697'})"
"frozenset({'P19419', 'RANKL', 'O43474'})"
"frozenset({'Q9BRX2', 'P57078', 'RANKL'})"
"frozenset({'RANKL', 'Q9UJP4', 'P09493'})"
"frozenset({'RANKL', 'Q9UL03', 'Q92610'})"
"frozenset({'Q99418', 'P17252', 'RANKL'})"
"frozenset({'Q96GG9', 'RANKL', 'Q14160'})"
"frozenset({'Q8NEU8', 'RANKL', 'P0CG20'})"
"frozenset({'RANKL', 'Q9BRK4', 'Q8IYB8'})"
"frozenset({'RANKL', 'O60271', 'Q6IN85'})"
"frozenset({'P31946', 'RANKL', 'Q9Y2A7'})"
"frozenset({'P35241', 'P08567', 'RANKL'})"
"frozenset({'P04629', 'RANKL', 'Q8N8S7'})"
"frozenset({'RANKL', 'Q96PV0', 'O43639'})"
"frozenset({'O43143', 'RANKL', 'O43172'})"
"frozenset({'RANKL', 'Q8TF42', 'Q15717'})"
"frozenset({'P61077', 'Q6PCD5', 'RANKL'})"
"frozenset({'Q13257', 'RANKL', 'Q9P2L0'})"
"frozenset({'P48039', 'RANKL', 'P31939'})"
"frozenset({'P17252', 'P47901', 'RANKL'})"
"frozenset({'RANKL', 'Q07954', 'P05067'})"
"frozenset({'RANKL', 'Q13573', 'O60645'})"
"frozenset({'Q9Y3M8', 'RANKL', 'P30307'})"
"frozenset({'P01106', 'RANKL', 'Q9NX61'})"
"frozenset({'RANKL', 'Q9UIF3', 'Q9H3R5'})"
"frozenset({'RANKL', 'P36969', 'Q01995'})"
"frozenset({'P34897', 'RANKL', 'Q9UHV5'})"
"frozenset({'Q99613', 'P23443', 'RANKL'})"
"frozenset({'Q14134', 'RANKL', 'P36406'})"
"frozenset({'P04637', 'RANKL', 'P32745'})"
"frozenset({'RANKL', 'Q5SY16', 'Q9BV38'})"
"frozenset({'RANKL', 'P35244', 'P20042'})"
"frozenset({'O14939', 'RANKL', 'Q8N122'})"
"frozenset({'RANKL', 'Q6UXZ4', 'O95631'})"
"frozenset({'RANKL', 'Q02218', 'P36957'})"
"frozenset({'P62979', 'RANKL', 'O75530'})"
"frozenset({'Q9H8G2', 'RANKL', 'P55072'})"
"frozenset({'O75533', 'P03372', 'RANKL'})"
"frozenset({'RANKL', 'Q7Z406', 'Q6PD62'})"
"frozenset({'RANKL', 'Q53RE8', 'P05067'})"
"frozenset({'RANKL', 'O75381', 'Q71U36'})"
"frozenset({'RANKL', 'P38398', 'Q8IZC4'})"
"frozenset({'P23508', 'RANKL', 'Q9HC36'})"
"frozenset({'RANKL', 'P02545', 'P55072'})"
"frozenset({'P35226', 'RANKL', 'O94972'})"
"frozenset({'RANKL', 'O14920', 'Q15392'})"
"frozenset({'O43918', 'RANKL', 'Q8TD26'})"
"frozenset({'Q00839', 'RANKL', 'P29590'})"
"frozenset({'RANKL', 'Q99665', 'P13725'})"
"frozenset({'RANKL', 'P53007', 'P49736'})"
"frozenset({'RANKL', 'Q6UVJ0', 'P78406'})"
"frozenset({'RANKL', 'O43847', 'Q99807'})"
"frozenset({'Q9Y4E5', 'RANKL', 'O60341'})"
"frozenset({'Q12986', 'RANKL', 'P62837'})"
"frozenset({'RANKL', 'Q93034', 'Q8WXI3'})"
"frozenset({'RANKL', 'Q9ULK4', 'Q09472'})"
"frozenset({'RANKL', 'Q9HB03', 'Q96G23'})"
"frozenset({'P49720', 'RANKL', 'Q8TAA3'})"
"frozenset({'P17612', 'O15217', 'RANKL'})"
"frozenset({'RANKL', 'P29972', 'Q5JR59'})"
"frozenset({'P62258', 'RANKL', 'P04792'})"
"frozenset({'Q9UQK1', 'RANKL', 'P62136'})"
"frozenset({'RANKL', 'P62714', 'Q9Y698'})"
"frozenset({'RANKL', 'P15121', 'P09104'})"
"frozenset({'RANKL', 'P49736', 'Q7RTV0'})"
"frozenset({'P00533', 'RANKL', 'P22087'})"
"frozenset({'P52732', 'P62318', 'RANKL'})"
"frozenset({'RANKL', 'Q93062', 'Q9UHG3'})"
"frozenset({'P15289', 'RANKL', 'P50336'})"
"frozenset({'P49639', 'RANKL', 'Q9C004'})"
"frozenset({'Q02790', 'RANKL', 'Q14651'})"
"frozenset({'RANKL', 'O95967', 'Q5TA76'})"
"frozenset({'O15244', 'RANKL', 'P41161'})"
"frozenset({'Q00994', 'RANKL', 'Q8WYA6'})"
"frozenset({'RANKL', 'Q9NZJ0', 'P51668'})"
"frozenset({'Q9H492', 'RANKL', 'P10632'})"
"frozenset({'Q8NA75', 'RANKL', 'P61201'})"
"frozenset({'O43493', 'RANKL', 'Q9Y2T2'})"
"frozenset({'P04637', 'RANKL', 'Q6GPH4'})"
"frozenset({'Q12893', 'RANKL', 'Q8N205'})"
"frozenset({'P57088', 'RANKL', 'P07550'})"
"frozenset({'RANKL', 'P01574', 'Q01201'})"
"frozenset({'Q9BSJ8', 'RANKL', 'O75915'})"
"frozenset({'Q14011', 'RANKL', 'O95433'})"
"frozenset({'RANKL', 'O60216', 'P16401'})"
"frozenset({'RANKL', 'Q15831', 'Q15906'})"
"frozenset({'Q9Y2D8', 'Q66GS9', 'RANKL'})"
"frozenset({'RANKL', 'Q8NFZ5', 'P05067'})"
"frozenset({'RANKL', 'Q9ULW0', 'Q9BTF0'})"
"frozenset({'Q13835', 'Q13057', 'RANKL'})"
"frozenset({'RANKL', 'Q12905', 'Q7Z7F7'})"
"frozenset({'RANKL', 'P06241', 'O14490'})"
"frozenset({'RANKL', 'Q8WWY3', 'Q8WTR7'})"
"frozenset({'P17612', 'RANKL', 'O43920'})"
"frozenset({'RANKL', 'Q15323', 'Q8IY37'})"
"frozenset({'RANKL', 'P19320', 'O95373'})"
"frozenset({'RANKL', 'Q12962', 'Q14CW9'})"
"frozenset({'RANKL', 'Q9Y618', 'P35869'})"
"frozenset({'P42261', 'P17612', 'RANKL'})"
"frozenset({'RANKL', 'Q9Y618', 'P62805'})"
"frozenset({'P61968', 'Q9BRX2', 'RANKL'})"
"frozenset({'RANKL', 'P02794', 'Q96CV9'})"
"frozenset({'RANKL', 'O75037', 'P29400'})"
"frozenset({'P23526', 'RANKL', 'Q05639'})"
"frozenset({'Q04917', 'RANKL', 'P57775'})"
"frozenset({'Q13042', 'RANKL', 'Q92793'})"
"frozenset({'RANKL', 'Q8IYE0', 'Q2NL68'})"
"frozenset({'O14974', 'RANKL', 'Q6WCQ1'})"
"frozenset({'Q9HBG6', 'RANKL', 'Q9Y266'})"
"frozenset({'Q6DKI1', 'RANKL', 'Q9BYG3'})"
"frozenset({'Q71U36', 'RANKL', 'Q9H7E9'})"
"frozenset({'RANKL', 'Q12824', 'Q92831'})"
"frozenset({'RANKL', 'Q16584', 'P78352'})"
"frozenset({'RANKL', 'O95835', 'Q96BX8'})"
"frozenset({'RANKL', 'Q8IUH5', 'Q02297'})"
"frozenset({'Q14019', 'RANKL', 'P60709'})"
"frozenset({'Q15532', 'RANKL', 'O75530'})"
"frozenset({'O75955', 'RANKL', 'P67809'})"
"frozenset({'RANKL', 'O95674', 'Q9H2H9'})"
"frozenset({'RANKL', 'Q6UXV4', 'Q13505'})"
"frozenset({'RANKL', 'P22234', 'Q9H0R8'})"
"frozenset({'RANKL', 'Q8NH59', 'P25098'})"
"frozenset({'Q12800', 'RANKL', 'Q6P1J9'})"
"frozenset({'Q9UHV9', 'RANKL', 'P23258'})"
"frozenset({'RANKL', 'P60763', 'O00459'})"
"frozenset({'P78413', 'RANKL', 'P78424'})"
"frozenset({'O95221', 'RANKL', 'O60361'})"
"frozenset({'P55157', 'RANKL', 'Q8NFP9'})"
"frozenset({'RANKL', 'P00519', 'Q70E73'})"
"frozenset({'O60739', 'RANKL', 'P35244'})"
"frozenset({'P04049', 'RANKL', 'O00329'})"
"frozenset({'Q15287', 'RANKL', 'O60925'})"
"frozenset({'RANKL', 'Q14680', 'Q96QZ7'})"
"frozenset({'RANKL', 'O75688', 'Q16513'})"
"frozenset({'Q96K19', 'O43900', 'RANKL'})"
"frozenset({'RANKL', 'O95835', 'P08238'})"
"frozenset({'RANKL', 'P07900', 'P78371'})"
"frozenset({'P26371', 'RANKL', 'P32242'})"
"frozenset({'RANKL', 'Q9H0W5', 'Q07157'})"
"frozenset({'RANKL', 'P04278', 'O95782'})"
"frozenset({'RANKL', 'Q6T4R5', 'Q99523'})"
"frozenset({'P04004', 'RANKL', 'Q96RG2'})"
"frozenset({'Q70EK8', 'RANKL', 'P46109'})"
"frozenset({'RANKL', 'Q15404', 'Q96II8'})"
"frozenset({'Q93009', 'RANKL', 'Q9NS91'})"
"frozenset({'P14672', 'RANKL', 'O60662'})"
"frozenset({'P23508', 'RANKL', 'Q9Y3B8'})"
"frozenset({'RANKL', 'Q9Y6B6', 'Q15916'})"
"frozenset({'Q6DKK2', 'RANKL', 'A2RUH7'})"
"frozenset({'A8MQ03', 'RANKL', 'Q13064'})"
"frozenset({'P29692', 'RANKL', 'Q6UB98'})"
"frozenset({'RANKL', 'Q3SY84', 'Q13617'})"
"frozenset({'RANKL', 'Q8WV44', 'Q8N3Z6'})"
