negatives
"frozenset({'Q14CS0', 'IL6', 'Q8NFH3'})"
"frozenset({'Q8WZ79', 'Q24JP5', 'IL6'})"
"frozenset({'IL6', 'P38936', 'Q6P2Q9'})"
"frozenset({'IL6', 'Q15648', 'Q9Y3C7'})"
"frozenset({'IL6', 'P22694', 'Q8NH73'})"
"frozenset({'IL6', 'P19338', 'P12956'})"
"frozenset({'Q86VP6', 'P12956', 'IL6'})"
"frozenset({'IL6', 'P17661', 'Q9BUJ2'})"
"frozenset({'IL6', 'Q13287', 'Q6ZMK1'})"
"frozenset({'P04629', 'O60231', 'IL6'})"
"frozenset({'P38646', 'Q6P1J9', 'IL6'})"
"frozenset({'IL6', 'P68402', 'Q6P1N9'})"
"frozenset({'IL6', 'Q15042', 'Q9Y2Q3'})"
"frozenset({'P21589', 'P84095', 'IL6'})"
"frozenset({'IL6', 'P56279', 'Q96KQ4'})"
"frozenset({'Q9H2F5', 'Q96Q83', 'IL6'})"
"frozenset({'IL6', 'P59022', 'Q0VD86'})"
"frozenset({'IL6', 'Q03405', 'P68104'})"
"frozenset({'IL6', 'Q9BQE4', 'Q8TAT6'})"
"frozenset({'IL6', 'Q96JQ0', 'P25942'})"
"frozenset({'O00505', 'Q9NZL9', 'IL6'})"
"frozenset({'IL6', 'O95718', 'P11142'})"
"frozenset({'IL6', 'Q04917', 'O96013'})"
"frozenset({'IL6', 'P08670', 'Q8IYB7'})"
"frozenset({'Q13191', 'Q99665', 'IL6'})"
"frozenset({'IL6', 'Q92905', 'O43143'})"
"frozenset({'IL6', 'Q9BRR9', 'Q16539'})"
"frozenset({'IL6', 'P05067', 'Q9UQ13'})"
"frozenset({'IL6', 'Q9UL18', 'P53621'})"
"frozenset({'IL6', 'Q13115', 'P27361'})"
"frozenset({'IL6', 'P06213', 'P07585'})"
"frozenset({'IL6', 'P63173', 'P05386'})"
"frozenset({'IL6', 'Q9Y2L1', 'Q01780'})"
"frozenset({'Q14683', 'P27694', 'IL6'})"
"frozenset({'IL6', 'Q9BUH8', 'Q8IYX7'})"
"frozenset({'IL6', 'O14980', 'O95758'})"
"frozenset({'IL6', 'Q6A162', 'Q5TAP6'})"
"frozenset({'IL6', 'P62330', 'Q92945'})"
"frozenset({'IL6', 'P99999', 'Q8WUK0'})"
"frozenset({'IL6', 'Q92905', 'Q13216'})"
"frozenset({'IL6', 'P46781', 'P62851'})"
"frozenset({'IL6', 'P08243', 'P18848'})"
"frozenset({'IL6', 'P11142', 'Q8TBM8'})"
"frozenset({'IL6', 'P08238', 'Q9NY57'})"
"frozenset({'IL6', 'Q13547', 'Q9Y3I0'})"
"frozenset({'IL6', 'P35749', 'P35244'})"
"frozenset({'IL6', 'Q9Y3E0', 'Q9BVT8'})"
"frozenset({'IL6', 'P35637', 'Q9NVT9'})"
"frozenset({'Q9UEG4', 'P22087', 'IL6'})"
"frozenset({'IL6', 'Q9NRM7', 'Q12769'})"
"frozenset({'IL6', 'P28300', 'P0DMV8'})"
"frozenset({'IL6', 'P56545', 'P38398'})"
"frozenset({'IL6', 'P03897', 'P03923'})"
"frozenset({'IL6', 'O95544', 'Q5TCX8'})"
"frozenset({'IL6', 'Q92508', 'Q9P0L0'})"
"frozenset({'P32942', 'P26038', 'IL6'})"
"frozenset({'Q6P5Z2', 'P30622', 'IL6'})"
"frozenset({'IL6', 'P05067', 'P20336'})"
"frozenset({'IL6', 'Q14126', 'Q9Y3E0'})"
"frozenset({'IL6', 'P05067', 'Q12981'})"
"frozenset({'Q9Y4X0', 'P55789', 'IL6'})"
"frozenset({'IL6', 'P52294', 'Q9P2P5'})"
"frozenset({'IL6', 'P58107', 'Q14999'})"
"frozenset({'Q86VP6', 'Q13428', 'IL6'})"
"frozenset({'IL6', 'P27361', 'P78536'})"
"frozenset({'IL6', 'P01242', 'P16234'})"
"frozenset({'IL6', 'Q9BY43', 'Q96C19'})"
"frozenset({'IL6', 'Q969H0', 'Q6R327'})"
"frozenset({'IL6', 'Q13043', 'P46821'})"
"frozenset({'IL6', 'Q8NEM0', 'Q12888'})"
"frozenset({'P51685', 'IL6', 'P42830'})"
"frozenset({'IL6', 'O15084', 'O00221'})"
"frozenset({'P62913', 'IL6', 'P62829'})"
"frozenset({'IL6', 'Q9H0W5', 'Q9NYU2'})"
"frozenset({'Q96G30', 'O43765', 'IL6'})"
"frozenset({'IL6', 'Q63ZY3', 'Q9NPI6'})"
"frozenset({'IL6', 'P49821', 'P03915'})"
"frozenset({'P42701', 'O14543', 'IL6'})"
"frozenset({'IL6', 'Q8NDF8', 'P78332'})"
"frozenset({'IL6', 'Q96S53', 'Q9Y2K1'})"
"frozenset({'IL6', 'P35250', 'P78527'})"
"frozenset({'IL6', 'O95619', 'Q9BZ95'})"
"frozenset({'IL6', 'P52597', 'Q86V81'})"
"frozenset({'P30450', 'IL6', 'P43358'})"
"frozenset({'IL6', 'Q8NGC4', 'O60262'})"
"frozenset({'IL6', 'Q8TBB1', 'Q8WZ19'})"
"frozenset({'IL6', 'Q13137', 'Q9H1Y0'})"
"frozenset({'IL6', 'P19338', 'Q9NPF8'})"
"frozenset({'IL6', 'Q8IX12', 'Q13243'})"
"frozenset({'Q6PEX3', 'P27658', 'IL6'})"
"frozenset({'IL6', 'Q06945', 'P17535'})"
"frozenset({'IL6', 'O95251', 'Q9H8G2'})"
"frozenset({'IL6', 'P26371', 'Q15560'})"
"frozenset({'P00338', 'P12004', 'IL6'})"
"frozenset({'IL6', 'P60033', 'P62241'})"
"frozenset({'Q9UMS4', 'Q14164', 'IL6'})"
"frozenset({'Q71F23', 'Q92674', 'IL6'})"
"frozenset({'Q13573', 'Q99661', 'IL6'})"
"frozenset({'IL6', 'O14967', 'Q06136'})"
"frozenset({'IL6', 'P13612', 'P02538'})"
"frozenset({'IL6', 'Q9BYD6', 'P49411'})"
"frozenset({'IL6', 'P84022', 'Q8WWM7'})"
"frozenset({'IL6', 'Q9Y5Y3', 'P62993'})"
"frozenset({'IL6', 'Q9C0G0', 'P0C862'})"
"frozenset({'IL6', 'Q9BX66', 'P50570'})"
"frozenset({'IL6', 'Q05655', 'P08047'})"
"frozenset({'IL6', 'P68036', 'P45880'})"
"frozenset({'IL6', 'O95166', 'Q13243'})"
"frozenset({'IL6', 'P05412', 'A6NHR9'})"
"frozenset({'P49641', 'Q86YD3', 'IL6'})"
"frozenset({'IL6', 'Q99496', 'Q13330'})"
"frozenset({'IL6', 'P10244', 'P63208'})"
"frozenset({'IL6', 'P08754', 'Q8WZA2'})"
"frozenset({'Q5T7P2', 'Q9NRQ2', 'IL6'})"
"frozenset({'IL6', 'Q86UE4', 'P02545'})"
"frozenset({'IL6', 'Q9NQ29', 'Q9BRL6'})"
"frozenset({'IL6', 'P33176', 'O14579'})"
"frozenset({'IL6', 'Q9UHY1', 'O75157'})"
"frozenset({'IL6', 'Q9P0J1', 'O43439'})"
"frozenset({'Q15843', 'P12081', 'IL6'})"
"frozenset({'IL6', 'Q15040', 'A8MQ03'})"
"frozenset({'P57078', 'P11142', 'IL6'})"
"frozenset({'IL6', 'P56182', 'P01106'})"
"frozenset({'IL6', 'P07900', 'Q13618'})"
"frozenset({'IL6', 'Q5SSJ5', 'P02545'})"
"frozenset({'IL6', 'P41238', 'Q00534'})"
"frozenset({'IL6', 'P0CAP1', 'P17707'})"
"frozenset({'IL6', 'O43290', 'P55854'})"
"frozenset({'IL6', 'P49407', 'Q9Y6M1'})"
"frozenset({'IL6', 'Q9NVP2', 'P20226'})"
"frozenset({'IL6', 'Q09470', 'P22001'})"
"frozenset({'Q9Y5B9', 'O15446', 'IL6'})"
"frozenset({'P63162', 'P78347', 'IL6'})"
"frozenset({'IL6', 'Q04759', 'P19883'})"
"frozenset({'IL6', 'P51149', 'P42704'})"
"frozenset({'IL6', 'Q5H9R7', 'Q9UBS0'})"
"frozenset({'IL6', 'Q16363', 'P08514'})"
"frozenset({'IL6', 'Q9UKX7', 'Q12888'})"
"frozenset({'IL6', 'Q9HCE1', 'Q14674'})"
"frozenset({'IL6', 'P55084', 'P07550'})"
"frozenset({'IL6', 'P62745', 'Q8IUC4'})"
"frozenset({'IL6', 'P54277', 'P35249'})"
"frozenset({'IL6', 'P62330', 'O00203'})"
"frozenset({'IL6', 'P98196', 'Q9NQX5'})"
"frozenset({'IL6', 'P78345', 'P60900'})"
"frozenset({'IL6', 'P07910', 'Q86T82'})"
"frozenset({'IL6', 'Q9ULV1', 'P78352'})"
"frozenset({'IL6', 'P05067', 'Q92905'})"
"frozenset({'IL6', 'O94817', 'Q9H2U1'})"
"frozenset({'IL6', 'Q16589', 'P04637'})"
"frozenset({'P38646', 'P46108', 'IL6'})"
"frozenset({'Q9NX24', 'Q9NY12', 'IL6'})"
"frozenset({'IL6', 'Q9BSU1', 'Q9Y244'})"
"frozenset({'IL6', 'P78382', 'Q9H3P7'})"
"frozenset({'IL6', 'Q9UDV7', 'Q6NUN9'})"
"frozenset({'IL6', 'P22105', 'P56199'})"
"frozenset({'IL6', 'O94817', 'Q9BZ29'})"
"frozenset({'Q9NRL3', 'Q6P1R3', 'IL6'})"
"frozenset({'IL6', 'P10909', 'P51114'})"
"frozenset({'Q9UJU2', 'P46937', 'IL6'})"
"frozenset({'IL6', 'O00422', 'Q9BSM1'})"
"frozenset({'P30048', 'P32119', 'IL6'})"
"frozenset({'IL6', 'Q96ES7', 'P33176'})"
"frozenset({'IL6', 'O15111', 'Q9BYH8'})"
"frozenset({'Q9NR28', 'Q13114', 'IL6'})"
"frozenset({'Q53EL6', 'P49810', 'IL6'})"
"frozenset({'IL6', 'P46781', 'Q504Q3'})"
"frozenset({'IL6', 'P29590', 'Q15583'})"
"frozenset({'IL6', 'Q14814', 'P50553'})"
"frozenset({'IL6', 'P29508', 'Q9Y371'})"
"frozenset({'IL6', 'P61224', 'P18887'})"
"frozenset({'IL6', 'Q9BYD3', 'Q9NRX2'})"
"frozenset({'IL6', 'Q9NVP1', 'O75530'})"
"frozenset({'IL6', 'P51812', 'P11362'})"
"frozenset({'IL6', 'Q14011', 'O95433'})"
"frozenset({'Q86TP1', 'Q9UBU9', 'IL6'})"
"frozenset({'IL6', 'P42702', 'P23458'})"
"frozenset({'IL6', 'Q13547', 'Q15796'})"
"frozenset({'IL6', 'Q8TE02', 'Q96EB1'})"
"frozenset({'IL6', 'Q01844', 'Q16718'})"
"frozenset({'IL6', 'Q8N9Q2', 'Q9NZ81'})"
"frozenset({'IL6', 'Q9UNF1', 'P05412'})"
"frozenset({'P05230', 'Q96AG4', 'IL6'})"
"frozenset({'IL6', 'P15336', 'P60903'})"
"frozenset({'O15126', 'Q9P0N5', 'IL6'})"
"frozenset({'IL6', 'O75312', 'Q96AY3'})"
"frozenset({'P05771', 'P49840', 'IL6'})"
"frozenset({'IL6', 'Q9BUF5', 'P01106'})"
"frozenset({'IL6', 'O43543', 'Q5TEU4'})"
"frozenset({'IL6', 'Q9NQL2', 'Q9UHA4'})"
"frozenset({'IL6', 'Q9NPD3', 'Q9Y450'})"
"frozenset({'Q08211', 'O15264', 'IL6'})"
"frozenset({'IL6', 'Q9Y6I4', 'Q9NUQ3'})"
"frozenset({'Q12913', 'IL6', 'P17948'})"
"frozenset({'IL6', 'Q92905', 'Q9UHY1'})"
"frozenset({'IL6', 'Q8IWZ3', 'P55072'})"
"frozenset({'IL6', 'Q13137', 'O15165'})"
"frozenset({'IL6', 'Q13232', 'O43765'})"
"frozenset({'IL6', 'P07359', 'P42338'})"
"frozenset({'IL6', 'Q5VYK3', 'Q6P1N9'})"
"frozenset({'IL6', 'P55209', 'Q9UK17'})"
"frozenset({'O95352', 'P29692', 'IL6'})"
"frozenset({'IL6', 'Q9BQB6', 'P56937'})"
"frozenset({'IL6', 'P31749', 'O15111'})"
"frozenset({'P38646', 'Q96FW1', 'IL6'})"
"frozenset({'IL6', 'Q13555', 'Q01668'})"
"frozenset({'IL6', 'P05067', 'P62191'})"
"frozenset({'IL6', 'Q5R372', 'Q9UJ41'})"
"frozenset({'IL6', 'Q2KHM9', 'Q7Z4H7'})"
"frozenset({'Q96L03', 'P0DP24', 'IL6'})"
"frozenset({'IL6', 'P61586', 'P68133'})"
"frozenset({'O43314', 'Q3V6T2', 'IL6'})"
"frozenset({'IL6', 'Q9UGI8', 'Q9UBU9'})"
"frozenset({'IL6', 'Q9UII2', 'P47985'})"
"frozenset({'IL6', 'P51784', 'P04637'})"
"frozenset({'IL6', 'Q13595', 'Q99459'})"
"frozenset({'IL6', 'Q9NWT1', 'P27635'})"
"frozenset({'Q8NDN9', 'Q6PJQ5', 'IL6'})"
"frozenset({'P32456', 'Q13387', 'IL6'})"
"frozenset({'IL6', 'Q7Z6V5', 'Q8IVL1'})"
"frozenset({'O43921', 'P29322', 'IL6'})"
"frozenset({'IL6', 'Q9H6T3', 'O15259'})"
"frozenset({'Q6S8J3', 'P30519', 'IL6'})"
"frozenset({'P04629', 'Q9UI26', 'IL6'})"
"frozenset({'P33151', 'P35968', 'IL6'})"
"frozenset({'IL6', 'P24394', 'Q16619'})"
"frozenset({'IL6', 'Q15418', 'P00338'})"
"frozenset({'IL6', 'P62256', 'Q9NQ86'})"
"frozenset({'IL6', 'Q9HAU5', 'P62851'})"
"frozenset({'IL6', 'Q86X83', 'Q8NBT0'})"
"frozenset({'IL6', 'Q8TAT6', 'A0AVF1'})"
"frozenset({'IL6', 'P27348', 'P23945'})"
"frozenset({'IL6', 'P10827', 'P50613'})"
"frozenset({'IL6', 'Q9Y4K3', 'Q99759'})"
"frozenset({'IL6', 'Q96DB2', 'Q8WUM0'})"
"frozenset({'IL6', 'Q07020', 'P62987'})"
"frozenset({'IL6', 'Q7Z6Z7', 'P62249'})"
"frozenset({'IL6', 'O43324', 'Q9BTE0'})"
"frozenset({'IL6', 'P07333', 'P49767'})"
"frozenset({'P35626', 'Q9H344', 'IL6'})"
"frozenset({'IL6', 'Q2TAP0', 'O14964'})"
"frozenset({'IL6', 'P49019', 'P01303'})"
"frozenset({'IL6', 'Q9NS23', 'P62070'})"
"frozenset({'IL6', 'Q9NRR5', 'Q6ZTN6'})"
"frozenset({'IL6', 'Q9UBE8', 'P42229'})"
"frozenset({'IL6', 'Q9HD33', 'Q7Z7H8'})"
"frozenset({'IL6', 'P35221', 'P01112'})"
"frozenset({'IL6', 'P30304', 'Q16254'})"
"frozenset({'IL6', 'P00533', 'O00471'})"
"frozenset({'IL6', 'Q15915', 'Q15486'})"
"frozenset({'IL6', 'Q12767', 'P43115'})"
"frozenset({'P55283', 'P49286', 'IL6'})"
"frozenset({'B2RTY4', 'Q9NQC1', 'IL6'})"
"frozenset({'IL6', 'Q9UL18', 'P18124'})"
"frozenset({'IL6', 'P45983', 'Q99640'})"
"frozenset({'Q99622', 'Q9Y680', 'IL6'})"
"frozenset({'IL6', 'Q8NBN7', 'P13804'})"
"frozenset({'Q9H8V3', 'IL6', 'O95639'})"
"frozenset({'IL6', 'P01308', 'Q07627'})"
"frozenset({'O43542', 'Q92560', 'IL6'})"
"frozenset({'IL6', 'Q00688', 'Q92769'})"
"frozenset({'IL6', 'Q13094', 'Q09472'})"
"frozenset({'IL6', 'P23381', 'A6NHR9'})"
"frozenset({'Q9Y239', 'P29466', 'IL6'})"
"frozenset({'IL6', 'Q9NRA1', 'P08581'})"
"frozenset({'Q9H8V3', 'IL6', 'Q15369'})"
"frozenset({'IL6', 'Q92504', 'Q9BYQ4'})"
"frozenset({'Q5T7W0', 'P48729', 'IL6'})"
"frozenset({'IL6', 'Q9BRX9', 'O95816'})"
"frozenset({'IL6', 'Q8WZ74', 'P50990'})"
"frozenset({'Q13077', 'Q8TAB5', 'IL6'})"
"frozenset({'IL6', 'O15169', 'P49407'})"
"frozenset({'IL6', 'Q8WXG1', 'Q9P0L0'})"
"frozenset({'IL6', 'Q01105', 'Q15257'})"
"frozenset({'O75533', 'P38919', 'IL6'})"
"frozenset({'IL6', 'Q86Y82', 'P46459'})"
"frozenset({'IL6', 'P47929', 'O94782'})"
"frozenset({'IL6', 'P34810', 'Q13144'})"
"frozenset({'IL6', 'Q96CS7', 'O00487'})"
"frozenset({'IL6', 'P49407', 'P0DMV9'})"
"frozenset({'IL6', 'P05067', 'O95793'})"
"frozenset({'IL6', 'Q01201', 'P11473'})"
"frozenset({'IL6', 'Q13009', 'Q9UHB6'})"
"frozenset({'Q96F86', 'Q15554', 'IL6'})"
"frozenset({'IL6', 'Q969F2', 'P62987'})"
"frozenset({'P16989', 'Q5TC82', 'IL6'})"
"frozenset({'IL6', 'P43146', 'P62847'})"
"frozenset({'IL6', 'P68133', 'O00159'})"
"frozenset({'IL6', 'P35268', 'Q16539'})"
"frozenset({'IL6', 'Q6PD62', 'P24928'})"
"frozenset({'IL6', 'P12830', 'Q9BRK4'})"
"frozenset({'O95219', 'Q9UNH7', 'IL6'})"
"frozenset({'Q9BYG5', 'P62136', 'IL6'})"
"frozenset({'IL6', 'Q8WVV5', 'Q9Y287'})"
"frozenset({'IL6', 'Q63HR2', 'Q96HS1'})"
"frozenset({'IL6', 'Q6NXT6', 'Q7Z5B4'})"
"frozenset({'IL6', 'P33076', 'Q04206'})"
"frozenset({'A8MVS5', 'IL6', 'A8MQ03'})"
"frozenset({'IL6', 'P62195', 'P35998'})"
"frozenset({'Q14676', 'IL6', 'P19388'})"
"frozenset({'IL6', 'Q9UMR5', 'P11586'})"
"frozenset({'IL6', 'Q16512', 'O15355'})"
"frozenset({'IL6', 'P49407', 'Q9UNE7'})"
"frozenset({'P48551', 'P0DML2', 'IL6'})"
"frozenset({'IL6', 'O94776', 'Q86YP4'})"
"frozenset({'IL6', 'Q92530', 'Q12933'})"
"frozenset({'IL6', 'Q9NZQ7', 'Q6NUQ1'})"
"frozenset({'IL6', 'Q13595', 'Q659C4'})"
"frozenset({'IL6', 'P13805', 'P42356'})"
"frozenset({'IL6', 'Q14999', 'P40227'})"
"frozenset({'P51116', 'O95171', 'IL6'})"
"frozenset({'Q00610', 'P53680', 'IL6'})"
"frozenset({'Q13363', 'Q9HCS4', 'IL6'})"
"frozenset({'IL6', 'Q12767', 'P80370'})"
"frozenset({'O75533', 'Q96FV9', 'IL6'})"
"frozenset({'Q15717', 'Q13620', 'IL6'})"
"frozenset({'Q16623', 'IL6', 'Q96LZ7'})"
"frozenset({'IL6', 'Q9Y570', 'Q93052'})"
"frozenset({'Q13671', 'Q9BWT7', 'IL6'})"
"frozenset({'Q7Z419', 'P99999', 'IL6'})"
"frozenset({'IL6', 'P62699', 'Q15717'})"
"frozenset({'P19525', 'Q9Y6M1', 'IL6'})"
"frozenset({'IL6', 'Q13535', 'Q29RF7'})"
"frozenset({'IL6', 'O95251', 'Q9UNL4'})"
"frozenset({'IL6', 'P50150', 'P01116'})"
"frozenset({'IL6', 'Q9NVW2', 'Q9H0E2'})"
"frozenset({'P04629', 'P40429', 'IL6'})"
"frozenset({'IL6', 'Q12829', 'Q15369'})"
"frozenset({'IL6', 'Q07890', 'Q562R1'})"
"frozenset({'P09110', 'P47813', 'IL6'})"
"frozenset({'IL6', 'P78406', 'Q99627'})"
"frozenset({'Q8NGA8', 'P49407', 'IL6'})"
"frozenset({'IL6', 'Q8IVD9', 'Q9NR64'})"
"frozenset({'IL6', 'Q8WXH0', 'Q5HYA8'})"
"frozenset({'IL6', 'P39748', 'P60896'})"
"frozenset({'IL6', 'Q8IV04', 'P49639'})"
"frozenset({'IL6', 'Q96C00', 'Q9P2P5'})"
"frozenset({'IL6', 'P68431', 'O14744'})"
"frozenset({'IL6', 'Q9NNX1', 'O00327'})"
"frozenset({'O75152', 'P61326', 'IL6'})"
"frozenset({'IL6', 'Q96M94', 'P08238'})"
"frozenset({'O60238', 'O14936', 'IL6'})"
"frozenset({'IL6', 'P27361', 'Q9UNK4'})"
"frozenset({'Q8WUI4', 'IL6', 'P06899'})"
"frozenset({'IL6', 'P31749', 'P60033'})"
"frozenset({'IL6', 'Q9NZL6', 'Q92963'})"
"frozenset({'IL6', 'Q13523', 'P60896'})"
"frozenset({'IL6', 'O60341', 'Q6A163'})"
"frozenset({'IL6', 'Q15386', 'Q9UKI8'})"
"frozenset({'IL6', 'Q6IA86', 'Q96EB1'})"
"frozenset({'IL6', 'Q14738', 'Q562F6'})"
"frozenset({'IL6', 'Q92990', 'Q6UWR7'})"
"frozenset({'IL6', 'P43897', 'O75665'})"
"frozenset({'IL6', 'P03372', 'P33316'})"
"frozenset({'IL6', 'Q9H9G7', 'O15397'})"
"frozenset({'P12110', 'Q92754', 'IL6'})"
"frozenset({'IL6', 'Q9Y6Q5', 'P01023'})"
"frozenset({'IL6', 'P48431', 'Q01085'})"
"frozenset({'Q02297', 'Q99459', 'IL6'})"
"frozenset({'Q5S007', 'P50402', 'IL6'})"
"frozenset({'Q8TF46', 'Q96B26', 'IL6'})"
"frozenset({'IL6', 'P05412', 'Q00013'})"
"frozenset({'IL6', 'Q3SY00', 'Q12933'})"
"frozenset({'IL6', 'Q9H0H5', 'Q96IX9'})"
"frozenset({'IL6', 'P31939', 'Q14999'})"
"frozenset({'Q93062', 'IL6', 'P49639'})"
"frozenset({'IL6', 'Q02535', 'P40337'})"
"frozenset({'IL6', 'Q14164', 'Q01581'})"
"frozenset({'IL6', 'Q8WUD4', 'Q96CF2'})"
"frozenset({'IL6', 'O15265', 'Q92832'})"
"frozenset({'IL6', 'P31040', 'P12931'})"
"frozenset({'IL6', 'Q16778', 'Q6P1J9'})"
"frozenset({'IL6', 'Q9H910', 'P04792'})"
"frozenset({'Q9BZQ8', 'Q7L3B6', 'IL6'})"
"frozenset({'IL6', 'A6NEM1', 'Q05516'})"
"frozenset({'IL6', 'P00533', 'P62158'})"
"frozenset({'IL6', 'O60503', 'Q9Y243'})"
"frozenset({'IL6', 'Q5SWW7', 'Q9BTL3'})"
"frozenset({'IL6', 'P42345', 'O14654'})"
"frozenset({'IL6', 'Q9Y223', 'P60410'})"
"frozenset({'IL6', 'Q96QF0', 'Q8NFJ9'})"
"frozenset({'IL6', 'Q13561', 'Q9NRI5'})"
"frozenset({'IL6', 'Q9UQ26', 'P07948'})"
"frozenset({'IL6', 'Q01860', 'Q13535'})"
"frozenset({'P08183', 'P41226', 'IL6'})"
"frozenset({'P60409', 'Q9H2A7', 'IL6'})"
"frozenset({'P05412', 'P07814', 'IL6'})"
"frozenset({'IL6', 'Q9C0E8', 'Q9P0N5'})"
"frozenset({'IL6', 'Q9BV38', 'Q9BVJ6'})"
"frozenset({'Q9Y3Y2', 'Q13838', 'IL6'})"
"frozenset({'P56192', 'Q9UQL6', 'IL6'})"
"frozenset({'P86480', 'Q86X59', 'IL6'})"
"frozenset({'IL6', 'P11464', 'O94991'})"
"frozenset({'P60866', 'P39023', 'IL6'})"
"frozenset({'IL6', 'P48039', 'Q969Q6'})"
"frozenset({'IL6', 'Q9NRR5', 'Q13200'})"
"frozenset({'Q03989', 'Q9Y5V3', 'IL6'})"
"frozenset({'P54259', 'O15162', 'IL6'})"
"frozenset({'IL6', 'Q05655', 'Q96D96'})"
"frozenset({'IL6', 'P19320', 'Q15366'})"
"frozenset({'IL6', 'P05067', 'Q9UBE0'})"
"frozenset({'IL6', 'Q96AE7', 'Q13635'})"
"frozenset({'IL6', 'P42336', 'P16885'})"
"frozenset({'IL6', 'P68431', 'Q9Y2V0'})"
"frozenset({'IL6', 'Q13418', 'Q9UBS4'})"
"frozenset({'IL6', 'Q8N163', 'Q9UJM8'})"
"frozenset({'IL6', 'Q9UPQ7', 'Q8NE31'})"
"frozenset({'IL6', 'Q96JC1', 'Q9H270'})"
"frozenset({'IL6', 'P17040', 'Q9NX65'})"
"frozenset({'IL6', 'P35568', 'P28482'})"
"frozenset({'IL6', 'Q13748', 'Q86VZ1'})"
"frozenset({'IL6', 'P13667', 'P04275'})"
"frozenset({'IL6', 'Q92835', 'Q9Y5K6'})"
"frozenset({'IL6', 'P61077', 'Q9Y508'})"
"frozenset({'P25189', 'O43303', 'IL6'})"
"frozenset({'IL6', 'Q9BWG6', 'P14373'})"
"frozenset({'IL6', 'Q96JM7', 'Q01094'})"
"frozenset({'IL6', 'O95471', 'P09758'})"
"frozenset({'IL6', 'P06702', 'Q16629'})"
"frozenset({'IL6', 'Q9BXB4', 'P05067'})"
"frozenset({'IL6', 'P10276', 'P30041'})"
"frozenset({'IL6', 'Q9Y5B0', 'P52435'})"
"frozenset({'P22695', 'Q07021', 'IL6'})"
"frozenset({'IL6', 'P30304', 'O95067'})"
"frozenset({'IL6', 'P30480', 'P37802'})"
"frozenset({'IL6', 'Q4LE39', 'Q9H0E3'})"
"frozenset({'P51116', 'IL6', 'Q9UNY5'})"
"frozenset({'IL6', 'Q15311', 'P01116'})"
"frozenset({'P62258', 'IL6', 'Q86YV0'})"
"frozenset({'IL6', 'Q96EB6', 'Q15942'})"
"frozenset({'IL6', 'O94782', 'P27482'})"
"frozenset({'IL6', 'Q9NZQ7', 'Q92973'})"
"frozenset({'Q8NBX0', 'Q13501', 'IL6'})"
"frozenset({'IL6', 'Q9Y448', 'Q9NWB7'})"
"frozenset({'IL6', 'P14866', 'Q8IXM3'})"
"frozenset({'IL6', 'P43354', 'Q9BTT0'})"
"frozenset({'IL6', 'Q9H0M0', 'P16234'})"
"frozenset({'IL6', 'Q99708', 'Q13526'})"
"frozenset({'IL6', 'Q96A65', 'Q15154'})"
"frozenset({'IL6', 'P0DMV8', 'P62877'})"
"frozenset({'IL6', 'Q8NGV7', 'P17612'})"
"frozenset({'IL6', 'Q99081', 'Q99598'})"
"frozenset({'IL6', 'Q14451', 'P62328'})"
"frozenset({'IL6', 'P63146', 'Q9BPW8'})"
"frozenset({'IL6', 'Q8WVZ9', 'Q8IV50'})"
"frozenset({'IL6', 'Q9H0W8', 'Q92900'})"
"frozenset({'IL6', 'P26440', 'P13804'})"
"frozenset({'IL6', 'Q9NYG5', 'Q9BS18'})"
"frozenset({'Q6P5Z2', 'Q86WV1', 'IL6'})"
"frozenset({'IL6', 'Q9H0I9', 'P10768'})"
"frozenset({'IL6', 'Q15185', 'O43865'})"
"frozenset({'IL6', 'Q9NRC8', 'O15213'})"
"frozenset({'IL6', 'P54274', 'O14654'})"
"frozenset({'IL6', 'Q96DV4', 'O43638'})"
"frozenset({'IL6', 'P28290', 'Q08174'})"
"frozenset({'IL6', 'P62753', 'P46776'})"
"frozenset({'IL6', 'P11142', 'Q9NPJ1'})"
"frozenset({'IL6', 'Q14966', 'Q8TEH3'})"
"frozenset({'IL6', 'P25205', 'P23508'})"
"frozenset({'Q9H8H2', 'P06748', 'IL6'})"
"frozenset({'IL6', 'Q86YD7', 'Q6NUQ1'})"
"frozenset({'IL6', 'P34947', 'P46092'})"
"frozenset({'IL6', 'O43678', 'Q9NRK6'})"
"frozenset({'IL6', 'Q9NRC8', 'Q7Z6Z7'})"
"frozenset({'IL6', 'Q9H9D4', 'Q13111'})"
"frozenset({'IL6', 'P10809', 'P05067'})"
"frozenset({'IL6', 'P10155', 'P05455'})"
"frozenset({'IL6', 'P40429', 'P25398'})"
"frozenset({'IL6', 'Q13761', 'Q99717'})"
"frozenset({'IL6', 'Q12923', 'Q9UKC9'})"
"frozenset({'Q9NRD1', 'Q13438', 'IL6'})"
"frozenset({'IL6', 'P30049', 'O60739'})"
"frozenset({'IL6', 'P30050', 'P46776'})"
"frozenset({'Q8NDH3', 'Q9GZT8', 'IL6'})"
"frozenset({'Q9NRA8', 'O75604', 'IL6'})"
"frozenset({'IL6', 'P07204', 'P04070'})"
"frozenset({'Q05BQ5', 'Q9NXR8', 'IL6'})"
"frozenset({'IL6', 'Q96KR7', 'P62136'})"
"frozenset({'IL6', 'P02452', 'P08123'})"
"frozenset({'IL6', 'Q96PV7', 'Q9NXV2'})"
