negatives
"('P38646', 'Q9Y4K3')"
"('Q12824', 'Q13387')"
"('P21802', 'Q9ULV8')"
"('P21359', 'P34741')"
"('P16520', 'P48051')"
"('O43791', 'O60684')"
"('P51610', 'Q9NS73')"
"('P00403', 'P22681')"
"('P03897', 'O15239')"
"('Q99759', 'O00159')"
"('Q14746', 'Q9H9E3')"
"('Q13535', 'Q99575')"
"('O75083', 'P67870')"
"('Q15836', 'O43752')"
"('O00311', 'P33991')"
"('Q02363', 'P13349')"
"('O15162', 'Q9GZM5')"
"('Q9H910', 'O43374')"
"('Q99759', 'Q99832')"
"('Q92922', 'Q969G3')"
"('P63165', 'P29590')"
"('Q9NZT1', 'Q93100')"
"('P62993', 'Q92954')"
"('O60262', 'O15264')"
"('Q12933', 'Q9GZU2')"
"('P04264', 'P01876')"
"('O00294', 'P06241')"
"('Q10586', 'O60506')"
"('Q07157', 'P56856')"
"('P01106', 'Q14689')"
"('Q9NRG1', 'Q8NFF5')"
"('Q15828', 'P49841')"
"('Q92793', 'Q9Y6X2')"
"('O43795', 'Q9Y572')"
"('406904', 'Q9UL51')"
"('P18146', 'O75309')"
"('P0C1Z6', 'Q9Y265')"
"('Q15428', 'P62314')"
"('Q99459', 'Q15393')"
"('P43405', 'P19174')"
"('P13762', 'P01730')"
"('Q96QB1', 'P61587')"
"('P46937', 'Q9H204')"
"('P63098', 'Q9UJX2')"
"('Q13435', 'P17980')"
"('P10275', 'P13010')"
"('Q06124', 'P19438')"
"('P78412', 'Q13526')"
"('P10600', 'Q03167')"
"('Q13087', 'P04406')"
"('P61960', 'Q9Y478')"
"('P35626', 'Q8NGI0')"
"('P63167', 'P49441')"
"('P63165', 'P35609')"
"('P05067', 'P00748')"
"('O76093', 'P11362')"
"('Q9UGJ1', 'P14136')"
"('O43795', 'Q9HAW0')"
"('P01106', 'O15143')"
"('P35626', 'Q8NGE0')"
"('P16144', 'P56199')"
"('Q06609', 'Q9BSJ2')"
"('P60709', 'P55884')"
"('Q9BT78', 'Q9UBW8')"
"('Q9UBD9', 'P48357')"
"('Q92915', 'P08138')"
"('P01023', 'P01375')"
"('Q93009', 'Q12778')"
"('P62491', 'P49810')"
"('P62633', 'P39023')"
"('Q15910', 'Q9UHG3')"
"('Q9UKC9', 'P63208')"
"('Q07955', 'Q8TBB1')"
"('P01243', 'Q15691')"
"('Q13573', 'P52272')"
"('Q07021', 'Q14103')"
"('Q9BTV5', 'Q96CV9')"
"('P42677', 'P62277')"
"('B1A4H9', 'Q99665')"
"('P62304', 'P62318')"
"('P10276', 'P08047')"
"('Q9ULJ6', 'Q9UHC6')"
"('P05388', 'O60861')"
"('Q9NTK1', 'P19012')"
"('P01106', 'P36542')"
"('Q8N6R0', 'Q13573')"
"('Q9UER7', 'P14921')"
"('Q9UGI9', 'O60825')"
"('P09958', 'P46531')"
"('P01111', 'O15211')"
"('Q53G59', 'Q9NP79')"
"('P31947', 'Q04912')"
"('Q9Y5X3', 'Q16543')"
"('P02652', 'P05090')"
"('Q15428', 'O75937')"
"('P51114', 'Q14194')"
"('P07942', 'P12109')"
"('Q9Y478', 'Q9UGJ0')"
"('Q9NQC7', 'P51532')"
"('P31943', 'Q08170')"
"('P62993', 'P48357')"
"('P42771', 'Q9P1U1')"
"('P63000', 'Q16539')"
"('P55036', 'P30480')"
"('P16333', 'Q14185')"
"('P17987', 'P63104')"
"('P62826', 'P18124')"
"('Q15691', 'Q7Z460')"
"('P62070', 'O00459')"
"('Q9C000', 'P02647')"
"('P14854', 'Q9UHQ9')"
"('Q9Y4K3', 'Q15691')"
"('Q99558', 'P46777')"
"('P16070', 'Q13009')"
"('O00459', 'P27986')"
"('Q8TF20', 'P49716')"
"('O94829', 'P61326')"
"('Q13573', 'Q9Y383')"
"('P09874', 'P14625')"
"('Q99459', 'P52907')"
"('Q9BRG2', 'P04626')"
"('P46527', 'Q08050')"
"('P25787', 'P20618')"
"('P05067', 'P07477')"
"('O14654', 'P20333')"
"('Q5T3J3', 'O00231')"
"('Q13496', 'Q9C0I1')"
"('P04843', 'P01106')"
"('P46778', 'P49207')"
"('P01100', 'P01584')"
"('P53621', 'O14579')"
"('Q96QB1', 'Q13409')"
"('Q6NZY4', 'Q66LE6')"
"('Q04206', 'Q3ZCQ8')"
"('P01100', 'P17275')"
"('P00325', 'P62258')"
"('Q9H3U1', 'Q99459')"
"('P0C5Y9', 'P62875')"
"('Q9H3U1', 'Q13573')"
"('P16220', 'Q96AY2')"
"('O14827', 'P16333')"
"('Q99963', 'O75899')"
"('P61978', 'Q15287')"
"('P16220', 'Q96M60')"
"('P41587', 'Q5JWF2')"
"('P08173', 'Q9HAV0')"
"('Q96Q27', 'Q03164')"
"('Q00005', 'O00571')"
"('Q6UWZ7', 'P38398')"
"('P10276', 'P17947')"
"('Q9C0C7', 'Q8NEB9')"
"('P27797', 'Q13177')"
"('Q96NX9', 'P23760')"
"('O43677', 'O15239')"
"('Q13564', 'P05067')"
"('O95347', 'Q15021')"
"('Q06330', 'Q5TA89')"
"('Q01094', 'O00198')"
"('O75925', 'P10070')"
"('O75486', 'Q8NEM7')"
"('P55774', 'P46094')"
"('Q9Y230', 'P20226')"
"('O95817', 'P08107')"
"('P29459', 'P78552')"
"('O43900', 'Q9ULK5')"
"('P51817', 'Q05469')"
"('P06730', 'O00571')"
"('Q9H467', 'P62136')"
"('Q07157', 'O43707')"
"('Q86XA0', 'P04183')"
"('P99999', 'Q96BK5')"
"('P08727', 'P04049')"
"('P38432', 'P13010')"
"('P30050', 'P62913')"
"('Q13111', 'Q01831')"
"('O95630', 'Q9NRV9')"
"('O43707', 'P68032')"
"('Q9Y4K3', 'O95861')"
"('P01106', 'Q9H583')"
"('P03886', 'O95182')"
"('O14818', 'Q9GZN1')"
"('P08238', 'P05388')"
"('P62316', 'Q9UNH7')"
"('P23527', 'O75367')"
"('P01567', 'Q5VWK5')"
"('P01106', 'Q99880')"
"('P39019', 'P08865')"
"('P62714', 'P17987')"
"('P38936', 'P0CG48')"
"('P55210', 'P52565')"
"('Q9H6R7', 'P53350')"
"('P32927', 'P42229')"
"('P15311', 'O14745')"
"('Q16629', 'Q8IX12')"
"('P24385', 'P14859')"
"('P31994', 'P02743')"
"('P25445', 'Q00653')"
"('Q9Y243', 'Q9UBS0')"
"('P98175', 'Q04741')"
"('Q08170', 'O43390')"
"('Q9UKX5', 'P46109')"
"('Q96ID5', 'P49888')"
"('P20823', 'Q13761')"
"('P14625', 'Q16659')"
"('Q04637', 'P60520')"
"('O75379', 'O14662')"
"('P22607', 'P05787')"
"('Q96BH1', 'P62837')"
"('Q8WYR1', 'P14672')"
"('Q13409', 'Q9BUF5')"
"('P20339', 'Q9H1K0')"
"('P27348', 'Q14934')"
"('Q08043', 'P68133')"
"('Q92997', 'Q9BTC0')"
"('O15151', 'P48729')"
"('P41743', 'Q9NPB6')"
"('Q6MZQ0', 'P42345')"
"('Q9P2D8', 'Q9UBE0')"
"('Q13105', 'P51610')"
"('Q15788', 'O43281')"
"('Q07912', 'P51690')"
"('Q15008', 'P17980')"
"('P46527', 'P30279')"
"('P54619', 'P54840')"
"('Q93074', 'Q99459')"
"('P15260', 'P14316')"
"('Q86YM7', 'Q9BW04')"
"('P18084', 'P46109')"
"('A6NIT4', 'P15260')"
"('P63215', 'Q01668')"
"('P06400', 'O43463')"
"('Q9P286', 'Q32MK0')"
"('Q9BW85', 'P18146')"
"('Q99967', 'Q09472')"
"('P35609', 'P60709')"
"('P62993', 'P62851')"
"('P17040', 'P57086')"
"('P35244', 'Q9Y605')"
"('P30480', 'P51572')"
"('O14730', 'P43686')"
"('O15394', 'P04156')"
"('P35222', 'Q13761')"
"('P00492', 'Q9Y478')"
"('O95379', 'Q12974')"
"('P15884', 'P10275')"
"('P01106', 'P28331')"
"('Q9UIF7', 'Q6UWE0')"
"('P61247', 'P46781')"
"('P48061', 'P49682')"
"('Q86WV6', 'O95786')"
"('Q96SN7', 'Q13432')"
"('P18433', 'Q9P2Y5')"
"('Q4VXU2', 'P50616')"
"('Q8NEU8', 'Q9UKG1')"
"('O00422', 'Q9UMX1')"
"('P41235', 'P24468')"
"('P28288', 'O75365')"
"('P10276', 'P29375')"
"('Q9Y4K3', 'Q13489')"
"('P33240', 'Q16891')"
"('P16871', 'P48643')"
"('Q86XI6', 'P54840')"
"('P67870', 'Q13216')"
"('Q53H80', 'Q9NZD8')"
"('P52594', 'P51809')"
"('O60729', 'Q9UM73')"
"('P55884', 'P60709')"
"('P27361', 'Q15796')"
"('Q13315', 'O15151')"
"('Q9Y2T1', 'P35222')"
"('P26441', 'P42701')"
"('P61586', 'P68133')"
"('Q8TDR0', 'P35232')"
"('Q9UN42', 'P32418')"
"('Q15262', 'O00231')"
"('P51970', 'P01106')"
"('P61254', 'P18621')"
"('O00755', 'O60353')"
"('Q9NRF9', 'O75528')"
"('Q9P1U1', 'Q9NR96')"
"('Q13216', 'Q92759')"
"('Q8IX03', 'Q5T3J3')"
"('P43243', 'Q9NRI5')"
"('P26010', 'P56199')"
"('Q92769', 'O60341')"
"('P20073', 'Q8WTW4')"
"('Q07666', 'P15498')"
"('P55210', 'Q14164')"
"('P15172', 'Q92831')"
"('Q96NB3', 'Q13356')"
"('P78417', 'P26641')"
"('Q96IZ7', 'Q9P1U1')"
"('Q96DU3', 'O60880')"
"('A6NM76', 'P38405')"
"('Q9BWF3', 'P31942')"
"('P62987', 'P35998')"
"('P58012', 'P46695')"
"('P61224', 'O15211')"
"('P31749', 'P98170')"
"('P63211', 'P62873')"
"('Q13956', 'P51160')"
"('O14908', 'O00159')"
"('Q13905', 'P16333')"
"('Q01094', 'Q13315')"
"('Q9UQP3', 'P08514')"
"('407053', 'O43306')"
"('Q13191', 'Q16695')"
"('Q92830', 'Q9HBM6')"
"('O14964', 'P54257')"
"('O75400', 'Q15911')"
"('P51617', 'P59046')"
"('P18754', 'Q9UKE5')"
"('Q9UBE8', 'Q86US8')"
"('P14921', 'P42224')"
"('Q9BXL7', 'Q9Y6K9')"
"('P62945', 'P61313')"
"('P27986', 'Q15366')"
"('Q01113', 'P23458')"
"('Q9Y490', 'P05107')"
"('P18146', 'P78386')"
"('P05783', 'Q6WCQ1')"
"('P47914', 'P62424')"
"('O43639', 'Q15303')"
"('P51668', 'Q13489')"
"('Q07812', 'P0CG48')"
"('Q15691', 'P01241')"
"('O75558', 'O00161')"
"('Q14164', 'Q04637')"
"('P01242', 'Q5VWK5')"
"('P24864', 'Q8NHZ8')"
"('P21246', 'O76061')"
"('P28562', 'Q12906')"
"('O75400', 'P17858')"
"('P26447', 'O94916')"
"('P42574', 'P12830')"
"('O43427', 'P49841')"
"('P33992', 'O95989')"
"('Q12929', 'Q8IZP0')"
"('P43686', 'Q15654')"
"('Q9Y6H5', 'Q7L5D6')"
"('P19438', 'Q8TEL6')"
"('P27797', 'P13747')"
"('O95777', 'Q9Y333')"
"('P22612', 'O15399')"
"('Q9UQM7', 'Q09472')"
"('Q96JC9', 'Q9NV56')"
"('P41594', 'P50148')"
"('A6NHC0', 'Q9H1Y0')"
"('Q92673', 'Q9UJY4')"
"('Q9UKW4', 'P62316')"
"('Q13753', 'Q14118')"
"('P14616', 'O00459')"
"('P38936', 'O75496')"
"('Q93077', 'Q16778')"
"('P01106', 'Q9H300')"
"('P55210', 'Q13233')"
"('406892', 'P08069')"
"('P62140', 'P10415')"
"('P01833', 'P09341')"
"('Q8N6Y0', 'Q96MT8')"
"('P07550', 'Q5JY77')"
"('P13612', 'Q07889')"
"('P30443', 'Q14952')"
"('P61024', 'P28562')"
"('P40933', 'P78552')"
"('P57678', 'Q9Y6X2')"
"('Q13573', 'P46100')"
"('Q15653', 'P46199')"
"('Q99928', 'Q9NQX3')"
"('Q13535', 'Q9UER7')"
"('P47914', 'P49207')"
"('P31946', 'P40818')"
"('Q9Y5L0', 'Q9BUV8')"
"('Q15011', 'Q93009')"
"('O60729', 'Q9UJX5')"
"('Q16576', 'O00422')"
"('P19438', 'Q13748')"
"('Q5SRE5', 'P01106')"
"('P62993', 'Q16576')"
"('Q7Z2G1', 'Q9P0M6')"
"('Q96JH8', 'Q93009')"
"('P36956', 'Q969H0')"
"('Q96EP1', 'P38570')"
"('Q92963', 'O00458')"
"('O95750', 'P09619')"
"('P10412', 'P00533')"
"('Q9H422', 'Q9UII5')"
"('P0CG48', 'Q13233')"
"('Q9H0R8', 'Q92636')"
"('O00626', 'P61073')"
"('P68400', 'P30307')"
"('P35568', 'Q9NRF2')"
"('P14635', 'Q9NPC3')"
"('P62877', 'Q9H211')"
"('Q13023', 'P16333')"
"('Q14318', 'Q5T4F4')"
"('O95602', 'Q9UL18')"
"('P61254', 'P30050')"
"('Q9Y6Y0', 'P18146')"
"('Q99683', 'Q16890')"
"('O00339', 'P29400')"
"('P01241', 'P40189')"
"('P0CG47', 'Q15628')"
"('P15309', 'P04278')"
"('P56134', 'P61106')"
"('Q5QNW6', 'P0C0S5')"
"('Q99942', 'Q9Y613')"
"('P14174', 'Q14164')"
"('P27540', 'P14618')"
"('O75438', 'O00483')"
"('P49792', 'Q5SRE5')"
"('P63261', 'Q9NVD7')"
"('Q9Y2W1', 'Q06455')"
"('O43660', 'Q15428')"
"('Q13315', 'P33993')"
"('O95810', 'Q9H8W4')"
"('P60763', 'P52565')"
"('Q93077', 'P06899')"
"('Q93096', 'P18146')"
"('P67870', 'P01243')"
"('P23458', 'P08887')"
"('O15264', 'P50990')"
"('P56537', 'P04181')"
"('P01019', 'Q9ULA0')"
"('P41227', 'P63279')"
"('O60739', 'Q9HB71')"
"('P02538', 'Q15834')"
"('O75159', 'Q9UM73')"
"('P51784', 'Q14781')"
"('Q9Y272', 'Q9UBI6')"
"('Q9H8E8', 'P61964')"
"('Q02241', 'P67775')"
"('P29460', 'P01589')"
"('P50990', 'P67775')"
"('P08047', 'Q15545')"
"('P30466', 'P43628')"
"('O75182', 'Q9Y6D9')"
"('O43426', 'P14317')"
"('P62891', 'P49207')"
"('P26599', 'Q9BUJ2')"
"('P23508', 'O75643')"
"('P12110', 'P13612')"
"('P63211', 'Q92633')"
"('P55072', 'P68543')"
"('P13612', 'P50552')"
"('Q8NGK1', 'P38405')"
"('Q08722', 'P78324')"
"('P31749', 'Q6P1N0')"
"('Q13263', 'O14709')"
"('Q07889', 'P48736')"
"('Q15370', 'Q13617')"
"('P05771', 'P63211')"
"('Q9BQ66', 'Q14781')"
"('P00519', 'P09619')"
"('O75400', 'Q9Y6X2')"
"('P18146', 'P18858')"
"('Q15428', 'Q08211')"
"('P61201', 'Q14164')"
"('O75564', 'Q9BRQ0')"
"('P00450', 'P02647')"
"('Q6P4R8', 'P62805')"
"('O43623', 'P48436')"
"('P20809', 'Q14626')"
"('Q96L34', 'P60953')"
"('P13805', 'P51116')"
"('Q16829', 'P28482')"
"('Q9H204', 'P42684')"
"('Q16787', 'P18564')"
"('P16581', 'P45984')"
"('Q13114', 'P05186')"
"('Q15303', 'Q99962')"
"('P19525', 'Q8WTT2')"
"('P38432', 'P14678')"
"('O00141', 'Q8TEX9')"
"('P07477', 'Q8TEW0')"
"('P78406', 'Q13573')"
"('406951', 'O15111')"
"('O43665', 'P63096')"
"('P19429', 'Q969Q1')"
"('Q15717', 'Q99459')"
"('Q8WW43', 'Q9NZ42')"
"('Q15717', 'Q13573')"
"('Q8IZL8', 'P06748')"
"('Q13315', 'Q9NVI1')"
"('Q15056', 'P23508')"
"('Q9BPY8', 'Q9H2F5')"
"('P05783', 'Q06124')"
"('Q13813', 'Q96MT8')"
"('Q96DF8', 'Q96N46')"
"('P60709', 'P62993')"
"('Q9BQE3', 'P04350')"
"('Q5VYV7', 'Q9NT62')"
"('O15117', 'O60880')"
"('O43182', 'Q8IXI1')"
"('406906', 'Q9UPW0')"
"('O75821', 'P05198')"
"('Q99459', 'P35249')"
"('Q8WXH5', 'P01589')"
"('P46782', 'P62993')"
"('P08708', 'Q99558')"
"('P02545', 'Q96RG2')"
"('Q9NX18', 'O95163')"
"('Q8IYB3', 'Q15287')"
"('Q96BY2', 'Q07812')"
"('P53673', 'P53674')"
"('P01112', 'Q9UQ13')"
"('Q07020', 'P61513')"
"('P18583', 'P61981')"
"('P22694', 'Q96D31')"
"('P17066', 'O60603')"
"('O75376', 'P37231')"
"('Q9NXR8', 'Q9NPF5')"
"('O95859', 'Q9ULV1')"
"('Q96RT1', 'P23634')"
"('Q9Y5B9', 'Q5QNW6')"
"('Q9H0R8', 'P28472')"
"('Q92499', 'P63104')"
"('P26641', 'O43639')"
"('Q9NUR3', 'P00519')"
"('P40337', 'Q14197')"
"('Q9Y4A5', 'Q15906')"
"('407053', 'Q5BJF6')"
"('Q9NYQ7', 'O60318')"
"('P01106', 'Q92616')"
"('Q96EY7', 'Q01629')"
"('P27986', 'O00212')"
"('Q9Y230', 'Q6P4R8')"
"('P63162', 'Q15369')"
"('P36575', 'O14733')"
"('Q9BW27', 'P12270')"
"('Q04917', 'Q04912')"
"('P05771', 'P15056')"
"('Q9H160', 'P61201')"
"('O43390', 'P61254')"
"('O14905', 'Q9UP38')"
"('P01106', 'Q9H0A0')"
"('Q9BXW9', 'Q9Y2M0')"
"('Q6V1X1', 'O14625')"
"('P08047', 'P56524')"
"('Q9Y3D6', 'Q9NX47')"
"('Q9NY93', 'Q8TEY7')"
"('P04406', 'Q6PD62')"
"('Q8N7H5', 'Q92541')"
"('P29992', 'P14555')"
"('Q9GZX7', 'P52294')"
"('Q13153', 'Q15052')"
"('P40337', 'P46783')"
"('343477', 'P21246')"
"('Q99963', 'Q9P1Z2')"
"('Q9Y6Q6', 'P42680')"
"('P13164', 'P15391')"
"('Q14469', 'P35914')"
"('P48730', 'Q15796')"
"('Q9UKV8', 'P07910')"
"('P60709', 'P35232')"
"('P62191', 'P17980')"
"('Q13888', 'P50613')"
"('Q9Y376', 'Q15831')"
"('P22455', 'Q9Y371')"
"('Q13315', 'Q96P11')"
"('P33993', 'P49918')"
"('P01876', 'Q6PD62')"
"('P15498', 'Q07666')"
"('O75508', 'O00501')"
"('P01023', 'P01127')"
"('Q7Z6J6', 'P12830')"
"('O14775', 'P62873')"
"('P84095', 'Q92556')"
"('P36542', 'Q00013')"
"('O43521', 'P11802')"
"('Q9H223', 'Q9Y5J5')"
"('P38919', 'Q09161')"
"('Q9UQK1', 'P06400')"
"('Q99759', 'P07948')"
"('Q96NA2', 'P68363')"
"('Q15631', 'P23528')"
"('Q9HC62', 'Q9NQB0')"
"('Q07812', 'Q92934')"
"('P29692', 'Q9Y4K3')"
"('Q96EE3', 'P35658')"
"('Q12852', 'Q02543')"
"('P18077', 'Q02878')"
"('Q00613', 'P42224')"
"('P62633', 'P51398')"
"('P15172', 'P35398')"
"('P62829', 'P62424')"
"('O75886', 'Q99816')"
"('P61981', 'O94915')"
"('Q8IXA5', 'P01023')"
"('O95067', 'Q7Z5Q1')"
"('Q96B97', 'Q15628')"
"('Q96T58', 'P53582')"
"('Q06830', 'P10275')"
"('Q8TB22', 'Q8IZH2')"
"('P60763', 'Q13233')"
"('Q9UGN5', 'O00483')"
"('O00233', 'P35998')"
"('P62993', 'Q12923')"
"('Q00765', 'O95989')"
"('Q92901', 'P61353')"
"('Q96EX3', 'Q8N5C8')"
"('O96020', 'Q13042')"
"('P05107', 'P15498')"
"('P12004', 'Q8WZ19')"
"('P01857', 'P10909')"
"('Q15560', 'P62875')"
"('P18146', 'P01344')"
"('Q9NPD8', 'Q8NB91')"
"('Q15080', 'P13498')"
"('P01567', 'P16471')"
"('Q06124', 'P28482')"
"('Q9P0P0', 'P62837')"
"('O75771', 'P54132')"
"('P42771', 'Q14164')"
"('Q12905', 'P34897')"
"('P01222', 'P16473')"
"('P05771', 'Q9NSI5')"
"('P04183', 'Q9UMN6')"
"('Q9NQC3', 'Q9Y4K3')"
"('Q9HBL0', 'O15259')"
"('Q04724', 'P07737')"
"('P23588', 'P62258')"
"('O15264', 'P40926')"
"('P08238', 'Q9HCK5')"
"('Q14164', 'Q13451')"
"('P62244', 'P42677')"
"('P01106', 'Q495B1')"
"('Q13418', 'P04792')"
"('Q07817', 'Q8IV08')"
"('Q16637', 'Q9BV38')"
"('O14640', 'P17252')"
"('P26599', 'P67809')"
"('Q96RT1', 'Q00013')"
"('P41970', 'Q13363')"
"('Q9Y3R0', 'P03372')"
"('Q04724', 'O95343')"
"('O15151', 'O00505')"
"('Q93062', 'Q9P0T4')"
"('P05412', 'P63279')"
"('Q4VC05', 'Q01201')"
"('Q9UJY5', 'P0CG48')"
"('P41182', 'Q9UKI9')"
"('P62837', 'Q15796')"
"('O75925', 'Q99873')"
"('P05015', 'P01589')"
"('P10415', 'P06400')"
"('Q8N357', 'Q9NRX3')"
"('P01111', 'Q8WWW0')"
"('Q13888', 'Q13216')"
"('P08865', 'P62857')"
"('Q92793', 'Q15596')"
"('P01241', 'Q15691')"
"('O15111', 'P84022')"
"('P61586', 'Q12774')"
"('Q02543', 'P61927')"
"('Q5QNW6', 'Q16777')"
"('Q16401', 'O00232')"
"('P01023', 'O95059')"
"('P62993', 'Q9Y286')"
"('Q12824', 'Q01831')"
"('P08069', 'O00329')"
"('P62249', 'P60866')"
"('P41231', 'P18084')"
"('O00501', 'Q07157')"
"('P01106', 'P30876')"
"('P46459', 'Q16445')"
"('P16104', 'Q99877')"
"('Q14683', 'P09884')"
"('P43364', 'Q52LW3')"
"('P78556', 'P25025')"
"('O60673', 'Q9UI95')"
"('P18084', 'O00622')"
"('P26641', 'O00193')"
"('P25205', 'O95251')"
"('Q01543', 'P15976')"
"('P01730', 'Q14005')"
"('O43353', 'P22061')"
"('O14908', 'Q13641')"
"('P84077', 'Q9Y2W2')"
"('Q99700', 'Q8NHU6')"
"('P09769', 'Q8WYR1')"
"('Q14344', 'P12931')"
"('P62873', 'P16520')"
"('Q8WXF1', 'P84022')"
"('Q9H814', 'Q13188')"
"('P08047', 'Q03518')"
"('Q9NVP2', 'P54198')"
"('P15927', 'Q86WJ1')"
"('P41968', 'Q8TCY5')"
"('Q15365', 'Q13151')"
"('P05198', 'P17252')"
"('P53778', 'Q16644')"
"('Q12906', 'Q9HAV4')"
"('Q13432', 'Q53FA7')"
"('O75626', 'Q9HB58')"
"('Q2MKA7', 'Q9H461')"
"('Q9H2H8', 'O95391')"
"('Q96KS0', 'Q16665')"
"('P06241', 'Q13283')"
"('O43752', 'O14662')"
"('Q13490', 'O43464')"
"('P01130', 'P30101')"
"('Q13233', 'Q9UM73')"
"('P56747', 'P56750')"
"('P21333', 'Q13797')"
"('O60403', 'P38405')"
"('Q08881', 'Q8IZP0')"
"('Q2MKA7', 'P04628')"
"('P0C1H6', 'O75367')"
"('Q969S8', 'Q96KK5')"
"('P13236', 'P32246')"
"('P35568', 'O14512')"
"('Q9UN88', 'Q9H0R8')"
"('O96019', 'Q6PI98')"
"('Q9NYG5', 'Q9BS18')"
"('Q5H8C1', 'P14778')"
"('Q9UK85', 'P06241')"
"('P16220', 'Q86XU0')"
"('O14775', 'Q92633')"
"('Q86UW7', 'Q96KG7')"
"('P24522', 'P14635')"
"('Q96B26', 'Q9Y613')"
"('P04271', 'P31949')"
"('Q15291', 'Q93079')"
"('P04637', 'P09429')"
"('P27797', 'P02745')"
"('O15143', 'P60709')"
"('P62736', 'P27986')"
"('P25054', 'Q16787')"
"('P32121', 'Q9Y3N9')"
"('O95155', 'P18146')"
"('P38936', 'Q7L590')"
"('P62633', 'Q08211')"
"('P49715', 'P18848')"
"('Q15233', 'P62993')"
"('O60566', 'O43684')"
"('P19793', 'P10276')"
"('P41587', 'P84996')"
"('P01242', 'P16471')"
"('P67809', '440264')"
"('P01106', 'Q6XE24')"
"('Q9BWH6', 'P60510')"
"('Q99832', 'Q9Y572')"
"('O14976', 'Q00535')"
"('Q13573', 'Q00341')"
"('Q5JR59', 'Q9H4K1')"
"('Q8NFD5', 'O15198')"
"('O15360', 'Q92925')"
"('Q9UKX5', 'P56199')"
"('P04626', 'P46940')"
"('Q96PU8', 'Q92530')"
"('P12814', 'Q5VTD9')"
"('O60925', 'Q9BZL6')"
"('P01106', 'P62987')"
"('Q13310', 'Q9UHX1')"
"('P51532', 'O96019')"
"('Q99638', 'Q9HAW4')"
"('P36578', 'Q13573')"
"('Q12968', 'P56645')"
"('Q6P2E9', 'P19525')"
"('P68104', 'Q8NFJ9')"
"('P54725', 'O15265')"
"('Q9NX58', 'P46778')"
"('P59998', 'P61158')"
"('Q01105', 'P29372')"
"('Q8TAB5', 'P19012')"
"('P16220', 'O43312')"
"('P60520', 'Q9Y3U8')"
"('P14174', 'Q7L5N1')"
"('P15036', 'Q99684')"
"('P29992', 'Q00722')"
"('P05129', 'P63261')"
"('Q9HAV0', 'P53779')"
"('O94762', 'P01033')"
"('P07900', 'Q9UHH9')"
"('P25963', 'Q9UQL6')"
"('O00217', 'O95169')"
"('Q05086', 'Q14160')"
"('Q9H204', 'P06241')"
"('Q9Y5H7', 'P46108')"
"('P68032', 'O43516')"
"('P00519', 'O94856')"
"('P19525', 'Q9BZE4')"
"('P05386', 'O60684')"
"('P15498', 'Q8WV28')"
"('Q9NU22', 'P49662')"
"('Q02548', 'Q15116')"
"('Q6ZNG1', 'Q16659')"
"('P32927', 'O00459')"
"('Q9UHD8', 'Q9Y4K3')"
"('Q07065', 'Q9H1I8')"
"('P52735', 'P01133')"
"('Q68CZ2', 'P17844')"
"('Q96S55', 'Q9HCU8')"
"('O96019', 'Q96Q83')"
"('Q96A65', 'O60645')"
"('O95251', 'P33991')"
"('P20073', 'P06576')"
"('Q07889', 'P35579')"
"('P12004', 'P62979')"
"('Q13554', 'P10828')"
"('Q9UBI6', 'O60840')"
"('Q04206', 'P09211')"
"('P61077', 'Q96EQ8')"
"('P05198', 'P55884')"
"('Q9BYG5', 'Q15334')"
"('406991', 'Q86VQ1')"
"('Q13976', 'P36873')"
"('P16104', 'P13010')"
"('P18621', 'P62750')"
"('P37231', 'P51532')"
"('O75438', 'O43674')"
"('Q9UKV3', 'Q15287')"
"('P62424', 'Q9UKV8')"
"('Q96GF1', 'Q96B02')"
"('P16083', 'P05412')"
"('Q8WTS6', 'Q12962')"
"('P60520', 'Q00005')"
"('Q9BXW4', 'P51784')"
"('P55957', 'Q15047')"
"('P19235', 'P62993')"
"('P61981', 'P22681')"
"('P49841', 'Q12840')"
"('O60739', 'P23526')"
"('Q09028', 'Q9Y5X4')"
"('Q86TC9', 'P20929')"
"('P17676', 'P07900')"
"('Q9UL45', 'Q9HAU0')"
"('P10586', 'Q6S5L8')"
"('P54132', 'P15927')"
"('P03886', 'O95178')"
"('Q9Y2V7', 'Q9H9E3')"
"('P19793', 'Q9NRR5')"
"('P54253', 'Q96N03')"
"('P31749', 'O60343')"
"('P01563', 'P31785')"
"('A0JLT2', 'O00472')"
"('P01024', 'Q16581')"
"('Q9UKY1', 'P00491')"
"('P63279', 'Q99684')"
"('Q9UN86', 'Q9Y6E0')"
"('P62280', 'Q00653')"
"('P12814', 'Q9UI47')"
"('P61224', 'Q8WWW0')"
"('Q9Y4K3', 'O14545')"
"('P00533', 'Q07065')"
"('P49815', 'Q04917')"
"('Q9BQE3', 'Q3ZCM7')"
"('P01889', 'P58546')"
"('Q16527', 'P54259')"
"('Q9UBC3', 'P46783')"
"('Q96L33', 'Q13153')"
"('P23527', 'P21675')"
"('P16035', 'P18146')"
"('P98175', 'P23396')"
"('A6NIT4', 'P52333')"
"('Q15750', 'P31689')"
"('P03905', 'P03886')"
"('P15408', 'P01100')"
"('Q8IU54', 'Q5VWK5')"
"('Q9HC36', 'Q92956')"
"('Q14289', 'P00533')"
"('Q92956', 'Q9NYU2')"
"('Q13571', 'P42566')"
"('P27348', 'P05783')"
"('P17612', 'Q8WXS5')"
