negatives
"('Q99759', 'Q9BV68')"
"('O43639', 'Q7L0Q8')"
"('Q96PV0', 'P01116')"
"('Q93100', 'Q8TD86')"
"('P50151', 'P42338')"
"('Q9P1U0', 'Q9NZJ4')"
"('P42574', 'P08670')"
"('Q15365', 'Q05519')"
"('P18206', 'P62304')"
"('P22736', 'P18124')"
"('Q9UBL3', 'O00255')"
"('P01106', 'Q9BYD6')"
"('P55209', 'Q9BTV5')"
"('Q96QV6', 'Q8WUI4')"
"('Q08117', 'P09429')"
"('Q15172', 'Q13522')"
"('Q12923', 'Q16513')"
"('Q9UI08', 'Q7Z5R6')"
"('P13686', 'Q8N357')"
"('Q92793', 'P45973')"
"('Q01968', 'P98164')"
"('Q13136', 'O75145')"
"('Q6IAA8', 'Q9NUQ8')"
"('Q13546', 'Q7Z434')"
"('Q13489', 'P55211')"
"('P08709', 'P13726')"
"('Q14164', 'P04179')"
"('Q15038', 'P46934')"
"('Q96QZ7', 'Q7L1Q6')"
"('P04637', 'P28562')"
"('P09884', 'P04637')"
"('Q6IF63', 'P38405')"
"('O43318', 'P17844')"
"('P53674', 'P53673')"
"('Q9UPU5', 'Q99459')"
"('O00255', 'Q04206')"
"('Q99962', 'P21266')"
"('P60174', 'P12004')"
"('P00374', 'P04637')"
"('O00459', 'P13637')"
"('Q9BUF5', 'O14576')"
"('P03973', 'O15162')"
"('Q8N8D1', 'Q99689')"
"('P02795', 'Q15139')"
"('Q03135', 'Q12933')"
"('P07384', 'Q07817')"
"('Q06124', 'Q6GTX8')"
"('O00237', 'Q9H832')"
"('P00519', 'Q07890')"
"('Q96EY1', 'O43175')"
"('Q9BZL4', 'Q6WCQ1')"
"('P15391', 'P42336')"
"('P30480', 'P00403')"
"('P62258', 'P07437')"
"('P02462', 'Q9HCN6')"
"('Q03164', 'O00470')"
"('P78417', 'Q92993')"
"('P20226', 'Q93009')"
"('P43364', 'Q96DC9')"
"('O96024', 'Q9UMR2')"
"('O14757', 'Q9UNS1')"
"('O75937', 'Q08211')"
"('P0C1H6', 'Q9UQL6')"
"('P08727', 'P63104')"
"('Q9Y4K3', 'P62987')"
"('Q9UBI6', 'P63096')"
"('Q14155', 'P15153')"
"('Q15796', 'P35658')"
"('Q92620', 'Q13151')"
"('P22694', 'P63027')"
"('Q8NGX1', 'P38405')"
"('Q02790', 'O95166')"
"('Q14289', 'P46109')"
"('Q9UHX1', 'P07910')"
"('P26368', 'Q9BWF3')"
"('O95433', 'O15360')"
"('Q9UBI6', 'P08172')"
"('Q6P1J9', 'P11308')"
"('P36915', 'Q99935')"
"('Q9UDY2', 'P56748')"
"('Q8N684', 'P54253')"
"('P30101', 'Q13586')"
"('Q00987', 'Q09472')"
"('P49407', 'O00541')"
"('Q14566', 'O95251')"
"('Q12772', 'P84022')"
"('Q15583', 'Q13363')"
"('Q9BRR9', 'Q07890')"
"('406987', 'P98172')"
"('P16520', 'P11229')"
"('Q99689', 'Q9H840')"
"('Q92597', 'P11940')"
"('Q99708', 'Q96HA8')"
"('693210', 'Q16288')"
"('P54253', 'Q8NBV4')"
"('P01106', 'Q92552')"
"('P07996', 'P18827')"
"('P08107', 'P09874')"
"('Q96FW1', 'Q9P2G9')"
"('Q9GZS3', 'P61218')"
"('Q13702', 'Q9H832')"
"('Q969T4', 'O94874')"
"('O95757', 'P23508')"
"('P53803', 'O15160')"
"('P18848', 'Q16534')"
"('Q01344', 'O00560')"
"('P53007', 'P49662')"
"('P18146', 'O15121')"
"('P52333', 'Q14289')"
"('P62877', 'P24941')"
"('O14639', 'Q12933')"
"('P02671', 'P05783')"
"('O75486', 'Q9BRQ0')"
"('Q96IZ5', 'Q15834')"
"('P12318', 'Q8IYS5')"
"('O75293', 'Q8TAE8')"
"('Q14974', 'Q99459')"
"('Q9H0I9', 'P08651')"
"('Q14244', 'Q00005')"
"('Q96FA3', 'O43318')"
"('P05106', 'O75369')"
"('Q9UHV2', 'Q9P2K6')"
"('P61254', 'P05386')"
"('Q9NR30', 'P01889')"
"('Q14164', 'P22061')"
"('P10586', 'P12830')"
"('P00519', 'Q7Z434')"
"('P78347', 'Q96DC9')"
"('P49888', 'P04637')"
"('Q16690', 'P53778')"
"('Q15631', 'O75815')"
"('P63104', 'Q9NPI6')"
"('P31751', 'Q15653')"
"('P15170', 'Q96P09')"
"('P23258', 'P68366')"
"('Q9UI14', 'Q9UL26')"
"('P01106', 'Q9NYJ1')"
"('Q96HF1', 'O00755')"
"('P43364', 'Q01844')"
"('P62826', 'Q15797')"
"('P01116', 'P45984')"
"('P49207', 'P05388')"
"('Q9UJX2', 'P35251')"
"('P29400', 'P08648')"
"('Q02241', 'Q05823')"
"('Q9NR64', 'P36897')"
"('Q96MF7', 'Q9NYB0')"
"('A0JLT2', 'Q71F56')"
"('P98164', 'P21741')"
"('Q8NFD5', 'P51532')"
"('P78504', 'Q9H3D4')"
"('P55036', 'P62191')"
"('Q15427', 'P31943')"
"('P62330', 'P53365')"
"('P46527', 'P12931')"
"('O43508', 'Q8N302')"
"('P27361', 'Q13733')"
"('Q2Y0W8', 'P00918')"
"('P36894', 'Q7Z3T8')"
"('Q9UHD2', 'P11021')"
"('Q8WVD3', 'Q9Y2X8')"
"('Q86YV0', 'P62070')"
"('P62993', 'P68371')"
"('Q9NRI5', 'Q9UL68')"
"('Q06190', 'Q9UF02')"
"('Q14957', 'O43497')"
"('P01106', 'P36776')"
"('Q5XKP0', 'Q92956')"
"('P33993', 'Q9Y4K3')"
"('P20618', 'P61421')"
"('O43264', 'P50748')"
"('Q9UNQ2', 'Q9UL18')"
"('A7KAX9', 'P31947')"
"('O95630', 'O75886')"
"('Q9UBN6', 'Q09028')"
"('P08238', 'P63261')"
"('Q969H0', 'O96020')"
"('Q96DF8', 'Q9Y6D9')"
"('C9JDP6', 'O75970')"
"('P03372', 'Q15717')"
"('P58107', 'Q2TAY7')"
"('P68402', 'Q96BK5')"
"('P49888', 'Q7L5N1')"
"('Q9NVS2', 'Q14197')"
"('P08631', 'Q07666')"
"('P49321', 'P01889')"
"('P08069', 'P01111')"
"('Q8N4P2', 'Q9BPU9')"
"('Q9UBC5', 'P22087')"
"('Q9UJX5', 'Q9UM11')"
"('P17858', 'Q7L5N1')"
"('P62993', 'P62277')"
"('P43146', 'Q6ZN44')"
"('Q99547', 'Q13432')"
"('P61088', 'Q9NZS9')"
"('P16871', 'P27361')"
"('Q13838', 'P62993')"
"('P33076', 'Q15306')"
"('P06213', 'P36507')"
"('P15391', 'Q9UKW4')"
"('Q04864', 'Q99558')"
"('P14770', 'P27986')"
"('O75529', 'Q15714')"
"('Q8N720', 'P43364')"
"('O00257', 'Q03164')"
"('P01106', 'Q07864')"
"('Q9UQV4', 'Q99758')"
"('O95251', 'Q13137')"
"('P38646', 'P14625')"
"('P47992', 'P25024')"
"('P28482', 'P05023')"
"('Q9Y6Q6', 'P12931')"
"('O60684', 'Q9Y5P6')"
"('Q96EB6', 'O43463')"
"('P13385', 'P46379')"
"('P18077', 'P62945')"
"('O14967', 'Q99965')"
"('Q13748', 'Q9Y572')"
"('Q08999', 'Q15022')"
"('P28749', 'Q92994')"
"('Q15910', 'Q15834')"
"('Q86U42', 'Q01130')"
"('O95257', 'P14635')"
"('P28482', 'O43889')"
"('Q9NVH1', 'Q16891')"
"('Q2NL82', 'O60739')"
"('Q86Y13', 'P61077')"
"('A6NM45', 'Q9Y5I7')"
"('O43390', 'Q13573')"
"('Q9BWF3', 'Q9UKA9')"
"('P37235', 'P11177')"
"('Q13153', 'Q96T58')"
"('Q04917', 'P27448')"
"('Q9NYJ8', 'P63261')"
"('Q05209', 'P46939')"
"('P62805', 'P16220')"
"('Q8IY92', 'Q96D46')"
"('Q9H9G7', 'P68371')"
"('P49703', 'Q15797')"
"('Q9NVI1', 'O75365')"
"('P19525', 'P07910')"
"('Q68CJ9', 'Q96BA8')"
"('O95471', 'Q8N7P3')"
"('Q9UMR2', 'P63244')"
"('Q9H0M0', 'P08581')"
"('Q13748', 'O43318')"
"('P02787', 'Q7Z333')"
"('Q96BK5', 'P62807')"
"('P02787', 'P17931')"
"('Q9Y5B9', 'Q99877')"
"('Q92831', 'Q15796')"
"('P12318', 'Q8N6C8')"
"('Q14CB8', 'P17081')"
"('P62330', 'Q14651')"
"('P99999', 'P55210')"
"('Q9Y5J5', 'Q9H7H1')"
"('Q16236', 'Q06830')"
"('Q15906', 'Q9NPF5')"
"('O15162', 'Q96RN5')"
"('O43251', 'Q92731')"
"('O43707', 'P06756')"
"('P26367', 'Q99593')"
"('P20827', 'P07333')"
"('Q9GZR7', 'O14717')"
"('Q8TF72', 'Q07157')"
"('Q9BYG5', 'Q8N3R9')"
"('P60484', 'P27986')"
"('Q9H4L4', 'Q09472')"
"('Q9BX70', 'Q8IWV7')"
"('Q9UET6', 'P52758')"
"('P98082', 'Q86YT6')"
"('Q04206', 'P09874')"
"('Q96R08', 'P38405')"
"('Q96JG8', 'O14949')"
"('P05000', 'Q99062')"
"('P61326', 'Q96BK5')"
"('P62993', 'Q06830')"
"('P32121', 'Q8NHC8')"
"('P61077', 'Q8ND25')"
"('P30953', 'P38405')"
"('Q6STE5', 'P06400')"
"('Q14197', 'Q9GZT3')"
"('Q7Z5H3', 'Q9H4E5')"
"('Q9ULV8', 'Q01344')"
"('P02766', 'P60709')"
"('Q99704', 'P00519')"
"('P12931', 'P14780')"
"('O75145', 'Q9Y2X7')"
"('P01127', 'P22607')"
"('P0CG48', 'P27448')"
"('O95229', 'Q14457')"
"('406952', 'P38936')"
"('O43639', 'Q13094')"
"('P19438', 'Q04206')"
"('P26599', 'P09651')"
"('P07910', 'P01241')"
"('Q15653', 'O15160')"
"('Q96MA1', 'Q9GZT8')"
"('P54257', 'Q5T3J3')"
"('Q86UL8', 'P53779')"
"('P19878', 'Q16539')"
"('P15018', 'P01589')"
"('Q96JQ0', 'O95819')"
"('P47898', 'P04899')"
"('O75800', 'Q13489')"
"('Q9BPZ7', 'P45984')"
"('P20340', 'Q96CN9')"
"('Q15365', 'O60508')"
"('P63211', 'Q99677')"
"('Q9P104', 'O60238')"
"('P27482', 'P42858')"
"('Q13459', 'Q16513')"
"('P61073', 'P18846')"
"('Q9UKV8', 'Q07020')"
"('Q13239', 'P09619')"
"('P01375', 'Q99558')"
"('A6NHR9', 'Q99459')"
"('Q9Y4K3', 'Q16576')"
"('O94842', 'P16220')"
"('P12318', 'Q6PI73')"
"('Q00005', 'Q14244')"
"('P43405', 'Q15303')"
"('O43237', 'Q99459')"
"('Q16537', 'Q02641')"
"('Q9Y6K9', 'Q00839')"
"('Q13427', 'O75400')"
"('P19338', 'P62993')"
"('P01563', 'P17181')"
"('Q9H840', 'Q8NBJ4')"
"('P62937', 'O00267')"
"('P01889', 'Q96AG4')"
"('P55854', 'Q15843')"
"('Q99459', 'Q14966')"
"('Q13888', 'P19447')"
"('Q05586', 'P35609')"
"('Q13480', 'O00329')"
"('P42285', 'O00471')"
"('Q96SB3', 'Q15435')"
"('Q13200', 'Q9P2S5')"
"('Q9BYM8', 'P61088')"
"('P10827', 'Q9NPJ6')"
"('P51617', 'O75643')"
"('P16070', 'P50281')"
"('Q9NRX4', 'Q8WZA2')"
"('P01889', 'Q9UI30')"
"('Q05215', 'P01375')"
"('Q9UJX3', 'Q9BS18')"
"('Q00653', 'Q9H1R3')"
"('P40227', 'Q15257')"
"('P49716', 'O95997')"
"('Q9UKV8', 'Q92900')"
"('Q9UKE5', 'Q9Y3B4')"
"('Q86UW7', 'Q5VVX9')"
"('Q9BVJ6', 'P51693')"
"('Q9H832', 'Q86Y13')"
"('P01857', 'P0CG04')"
"('P01106', 'Q99684')"
"('O95298', 'O75251')"
"('P35613', 'P53985')"
"('Q9Y5Q9', 'Q9UKN8')"
"('P18850', 'Q13952')"
"('Q86XK2', 'P61081')"
"('P01562', 'P15509')"
"('Q14683', 'Q02224')"
"('P57739', 'O95484')"
"('407014', 'O43521')"
"('P42858', 'Q8IUH5')"
"('P30504', 'P09960')"
"('Q99750', 'P48378')"
"('Q52LR7', 'Q15906')"
"('P01106', 'Q9UI08')"
"('Q14790', 'Q12873')"
"('P04626', 'P08575')"
"('Q96RL1', 'P46736')"
"('P12755', 'P84022')"
"('Q15788', 'Q15596')"
"('P07288', 'Q5VVJ2')"
"('O95299', 'Q9NX14')"
"('P20339', 'Q8NEB9')"
"('Q07020', 'P62424')"
"('P63279', 'Q86Z02')"
"('P48729', 'Q13158')"
"('P49368', 'P04049')"
"('Q13503', 'Q9BWU1')"
"('P83731', 'P42766')"
"('Q13098', 'Q9UNS2')"
"('O15551', 'Q9Y5I7')"
"('Q16594', 'P04637')"
"('P98095', 'Q12830')"
"('Q9BXM7', 'O60260')"
"('O95487', 'Q15436')"
"('P63010', 'P36897')"
"('P42229', 'P46109')"
"('Q99569', 'O95166')"
"('Q01201', 'Q99731')"
"('P25325', 'O95396')"
"('P10909', 'Q9UKE5')"
"('Q13315', 'P42566')"
"('P18859', 'Q9NTG7')"
"('Q15648', 'P19793')"
"('P53567', 'Q15744')"
"('Q5VVX9', 'Q969V5')"
"('P63165', 'O43309')"
"('P56915', 'P84022')"
"('Q14201', 'Q4VXU2')"
"('Q99759', 'Q9Y6U3')"
"('Q9UMX0', 'P04155')"
"('P84022', '406955')"
"('Q00005', 'P54289')"
"('Q9UI09', 'P03891')"
"('P25098', 'P07550')"
"('Q9NRZ9', 'Q9UJW3')"
"('O95600', 'P56545')"
"('Q14974', 'P84022')"
"('P29590', 'Q9Y2M5')"
"('P59826', 'P42224')"
"('P84103', 'P52756')"
"('P35226', 'P62805')"
"('P42167', 'P16333')"
"('Q13547', 'P42224')"
"('P51668', 'Q9Y508')"
"('Q96IZ0', 'O43293')"
"('O14610', 'Q8WYR1')"
"('Q92993', 'Q9Y230')"
"('Q86Y01', 'P62837')"
"('P11171', 'O75821')"
"('O75365', 'Q9NRH3')"
"('Q92597', 'P14618')"
"('P09651', 'P98170')"
"('P27348', 'O96013')"
"('P42224', 'Q6UWB1')"
"('Q9HCE7', 'P61952')"
"('Q99879', 'Q96RL1')"
"('Q96SB3', 'P35368')"
"('P06748', 'P61956')"
"('Q8TEY5', 'P15336')"
"('Q9NP87', 'Q9UBZ9')"
"('Q16658', 'P01241')"
"('Q01892', 'Q14209')"
"('O75400', 'Q96PY5')"
"('Q15428', 'Q15365')"
"('Q14103', 'P16104')"
"('Q04206', 'Q00653')"
"('P60709', 'Q9Y4K3')"
"('O95405', 'Q8TD26')"
"('Q9P2I0', 'Q12996')"
"('Q86V81', 'P38159')"
"('P08758', 'P37268')"
"('Q8TD86', 'Q96LZ3')"
"('P61244', 'Q9H8W4')"
"('P17612', 'Q13131')"
"('Q8WUM4', 'Q96CF2')"
"('Q04206', 'P78545')"
"('P04275', 'P07359')"
"('Q9BSF8', 'Q8TDM6')"
"('O43707', 'P68032')"
"('Q12852', 'Q08116')"
"('P18847', 'Q6UUV7')"
"('P47914', 'Q92901')"
"('O75400', 'O00401')"
"('Q16643', 'Q15750')"
"('Q92997', 'P46783')"
"('Q99759', 'P17066')"
"('P62258', 'Q16720')"
"('Q9NR09', 'P42574')"
"('Q5T4S7', 'P10124')"
"('P03901', 'Q9UI09')"
"('Q01105', 'P06493')"
"('P27695', 'P10599')"
"('P56537', 'Q06323')"
"('Q96J02', 'Q9H3D4')"
"('P35568', 'P62258')"
"('P01243', 'P84022')"
"('Q9C086', 'Q9H9F9')"
"('P05019', 'P08069')"
"('A8TX70', 'P18084')"
"('Q9Y618', 'Q9BQ87')"
"('Q5JTC6', 'P18146')"
"('Q14686', 'P15336')"
"('P62249', 'P62857')"
"('P31949', 'P40337')"
"('Q04206', 'P06748')"
"('P10275', 'P20815')"
"('P05129', 'P62879')"
"('P10070', 'P62258')"
"('Q53HC9', 'Q8NC51')"
"('Q16695', 'Q07889')"
"('P10275', 'P51843')"
"('P40692', 'P54277')"
"('Q9H4E7', 'P60953')"
"('Q12824', 'O94805')"
"('Q99759', 'P62158')"
"('P16520', 'Q15759')"
"('P27361', 'P55211')"
"('Q9NYG5', 'Q8WWL7')"
"('O60739', 'P30153')"
"('P04637', 'O14920')"
"('Q9UM73', 'P20700')"
"('P54619', 'Q9UBK2')"
"('Q13972', 'P01111')"
"('O75419', 'Q7L590')"
"('Q8TDN4', 'Q00535')"
"('Q6WCQ1', 'P05783')"
"('Q7Z2E3', 'P49916')"
"('O43791', 'Q9Y4K3')"
"('P36405', 'O75695')"
"('O43678', 'O15239')"
"('Q6P2C8', 'Q86YW9')"
"('P05013', 'P31785')"
"('Q9H1A4', 'Q8WWL7')"
"('P62316', 'P58107')"
"('Q8WZ19', 'Q8TBB1')"
"('P80303', 'Q9Y6D5')"
"('P12931', 'P55196')"
"('P62854', 'P42677')"
"('P18146', 'Q16649')"
"('Q15139', 'P19883')"
"('P62873', 'O00555')"
"('Q15388', 'Q96C03')"
"('Q14781', 'Q99496')"
"('P41159', 'P15260')"
"('Q9UI36', 'O75376')"
"('Q6IEY1', 'P38405')"
"('P84098', 'P46777')"
"('Q6STE5', 'O14497')"
"('Q6ZVT0', 'P55209')"
"('P30443', 'Q8N743')"
"('P28749', 'Q14653')"
"('P31321', 'Q05469')"
"('Q9Y5V3', 'Q9NZT1')"
"('Q9NZ52', 'Q15276')"
"('Q13315', 'P04637')"
"('A6NM45', 'P56856')"
"('P26441', 'Q01113')"
"('P17252', 'P24588')"
"('O75586', 'P57721')"
"('P49411', 'Q9Y375')"
"('Q96A65', 'Q99459')"
"('Q13315', 'Q5VTR2')"
"('Q14247', 'P18031')"
"('Q9Y4A5', 'Q96L91')"
"('Q16186', 'P63261')"
"('P36542', 'P19823')"
"('P01903', 'P16220')"
"('Q13315', 'Q13526')"
"('P78559', 'Q8TDR0')"
"('O95049', 'O95471')"
"('P12956', 'P36543')"
"('P35222', 'Q8TEW0')"
"('O60244', 'O75448')"
"('Q96GM8', 'P52597')"
"('Q9H0X9', 'P55157')"
"('O43561', 'Q13239')"
"('Q9Y297', 'Q9GZV5')"
"('P58753', 'Q9H0E2')"
"('P78356', 'Q15287')"
"('P32121', 'Q8NGV6')"
"('P51817', 'Q9HBA0')"
"('Q9H1J1', 'P49841')"
"('Q04206', 'P17987')"
"('P26368', 'Q15637')"
"('Q13472', 'Q2NKX8')"
"('P30542', 'P09471')"
"('Q9P0W0', 'P14784')"
"('Q9UPT5', 'Q8IY31')"
"('P10966', 'P01892')"
"('P01112', 'Q15052')"
"('P63000', 'Q9BYG5')"
"('P62158', 'Q93100')"
"('Q16659', 'Q9NUQ9')"
"('P28360', 'P20226')"
"('Q13485', 'P35658')"
"('P62136', 'Q6UXN9')"
"('Q13555', 'Q14432')"
"('Q8NDX5', 'P35226')"
"('Q16621', 'P62979')"
"('Q2TAY7', 'O95782')"
"('Q9NRR5', 'P10451')"
"('Q8TD86', 'P35228')"
"('P22492', 'P45973')"
"('Q86U70', 'P61968')"
"('P62820', 'Q16658')"
"('O15524', 'P20936')"
"('Q13233', 'P42766')"
"('P62269', 'P62249')"
"('O95166', 'Q9NT62')"
"('O15519', 'O75618')"
"('Q9BZL4', 'Q02045')"
"('P06454', 'Q13547')"
"('P49662', 'Q9H936')"
"('P00519', 'Q13177')"
"('P26447', 'P15514')"
"('P18084', 'P08648')"
"('P18146', 'Q5BJF2')"
"('Q13233', 'P19338')"
"('P33240', 'Q99689')"
"('P98172', 'O43639')"
"('P84022', 'P18146')"
"('Q96GM8', 'P63165')"
"('Q7Z3B3', 'Q15834')"
"('P99999', 'Q9UHQ9')"
"('O94776', 'Q9BTC8')"
"('P04637', 'O60551')"
"('P51692', 'P51681')"
"('P05019', 'Q9UK32')"
"('Q9Y5S9', 'P33993')"
"('P20809', 'P40238')"
"('Q9BT92', 'P19012')"
"('Q9BWT7', 'O95999')"
"('P61224', 'O94887')"
"('Q92752', 'O75578')"
"('P62333', 'Q8TAB5')"
"('O60739', 'P62263')"
"('Q8NGX8', 'P38405')"
"('O00257', 'Q99496')"
"('P35232', 'Q08999')"
"('P32121', 'A6NND4')"
"('Q13887', 'Q13485')"
"('P0CG48', 'Q15303')"
"('Q13535', 'Q8N5P1')"
"('O14641', 'P26368')"
"('P12956', 'Q12851')"
"('Q13017', 'Q8IXI1')"
"('Q6WCQ1', 'O95782')"
"('P04406', 'Q9NXU5')"
"('O43674', 'O95182')"
"('P62266', 'P25398')"
"('P36897', 'P29590')"
"('Q96A08', 'Q15291')"
"('P02647', 'P22061')"
"('Q13546', 'Q8IVM0')"
"('Q92945', 'P49841')"
"('Q13557', 'P29474')"
"('Q9H7D7', 'Q9BQ67')"
"('P22090', 'P62277')"
"('Q13606', 'P38405')"
"('Q8WYP3', 'Q9UFF9')"
"('P21860', 'Q9H201')"
"('P10914', 'P17947')"
"('P28482', 'P02686')"
"('Q06830', 'P63104')"
"('Q9GZT8', 'Q8N5Z5')"
"('Q15287', 'P67809')"
"('Q9H2G2', 'O60721')"
"('P17612', 'P48436')"
"('Q9NPH5', 'O00206')"
"('P28335', 'P50148')"
"('O94805', 'O14497')"
"('Q96QB1', 'P41220')"
"('P46934', 'P22607')"
"('O15260', 'Q9HC98')"
"('P0C5Z0', 'Q7Z2G1')"
"('Q9GZM8', 'P61981')"
"('P11233', 'P01112')"
"('O15303', 'P63096')"
"('P20151', 'P05154')"
"('Q9P0T4', 'P07910')"
"('P04141', 'P42701')"
"('P11047', 'P05106')"
"('Q9NQT4', 'Q9Y2L1')"
"('Q15796', 'Q9NQ69')"
"('Q13485', 'Q9UPN9')"
"('O75400', 'Q9P246')"
"('P62312', 'Q9Y4Z0')"
"('Q13546', 'Q13114')"
"('Q08050', 'P49450')"
"('Q9HAW0', 'O43795')"
"('Q6ZVK8', 'Q96CN4')"
"('Q8N5F7', 'Q9UJV9')"
"('P22392', 'P41227')"
"('Q08170', 'Q15428')"
"('Q96C10', 'Q7Z434')"
"('Q9UNA1', 'P08134')"
"('Q5EE01', 'P12980')"
"('P01116', 'Q12967')"
"('P56703', 'Q9NPG1')"
"('Q9UEF7', 'Q9UN42')"
"('P02751', 'P23142')"
"('P18754', 'P48729')"
"('A4D0S4', 'P53708')"
"('Q99490', 'Q8WYR1')"
"('P27361', 'P01111')"
"('P62195', 'O75832')"
"('Q99879', 'Q71UI9')"
"('P35658', 'Q9UKX7')"
"('P17252', 'Q14957')"
"('Q9BZK7', 'P62805')"
"('Q13546', 'Q13158')"
"('P41220', 'P61019')"
"('Q9Y6Q9', 'O75376')"
"('Q9NX70', 'Q9ULK4')"
"('Q15424', 'Q96SB4')"
"('Q13011', 'Q15102')"
"('O95813', 'Q9GZT5')"
"('P98164', 'Q5JY77')"
"('Q4KWH8', 'Q16513')"
"('P40227', 'Q99459')"
"('Q9UKE5', 'P12268')"
"('Q01094', 'O75461')"
"('Q9Y478', 'P56134')"
"('Q9Y6K9', 'P12236')"
"('P42858', 'Q14194')"
"('Q13573', 'Q9H2P0')"
"('O95299', 'Q9Y6M9')"
"('P27694', 'P04183')"
"('P01730', 'P06340')"
"('P15248', 'P78552')"
"('Q9ULH1', 'P08631')"
"('P51965', 'Q86UW7')"
"('P06493', 'O00562')"
"('Q53G59', 'Q92997')"
"('Q9Y265', 'Q14164')"
"('P62873', 'P53778')"
"('P30480', 'P61289')"
"('P28482', 'P01889')"
"('Q08211', 'Q14683')"
"('P31946', 'Q7Z401')"
"('P08908', 'P62873')"
"('P67870', 'O15379')"
"('P08253', 'Q99075')"
"('Q8N7H5', 'P62487')"
"('P63261', 'Q92597')"
"('Q13077', 'Q13489')"
"('Q15788', 'P51398')"
"('Q9UHD0', 'Q14627')"
"('Q9HCK5', 'Q9UBS4')"
"('P25098', 'P51681')"
"('O43251', 'Q15717')"
