negatives
"('Q8NAT1', 'P05067')"
"('Q9UQ88', 'Q9UBG3')"
"('Q9Y6K1', 'P52434')"
"('P60409', 'Q9H2X0')"
"('Q09472', 'P62736')"
"('P24941', 'P46087')"
"('O94823', 'Q96KR7')"
"('O75037', 'Q9Y266')"
"('P53985', 'A1L188')"
"('Q99558', 'P32969')"
"('O75147', 'P62314')"
"('Q92922', 'Q92925')"
"('P42566', 'Q14677')"
"('Q9NRM7', 'Q7L9L4')"
"('Q9Y297', 'O43396')"
"('Q9NP79', 'Q7Z6G3')"
"('Q15047', 'P38936')"
"('O14717', 'P01615')"
"('Q86SX6', 'Q8WYQ3')"
"('P45973', 'Q9BQF6')"
"('Q7LDG7', 'O14807')"
"('Q86VP6', 'P46782')"
"('P53355', 'Q7KZI7')"
"('Q12952', 'Q9BRJ2')"
"('P61020', 'P61006')"
"('Q96A35', 'Q02878')"
"('Q92481', 'P63279')"
"('Q9UKN8', 'P53350')"
"('Q5TAQ9', 'Q13619')"
"('P40337', 'P62942')"
"('Q8NBU5', 'Q96G97')"
"('P42858', 'P01889')"
"('Q9Y478', 'P37108')"
"('Q9UMS0', 'Q9UBB9')"
"('Q96CS3', 'Q16665')"
"('Q96L14', 'Q12996')"
"('P38936', 'Q13107')"
"('P27694', 'Q9H1I8')"
"('Q6P2C8', 'Q9NPJ6')"
"('Q52LG2', 'Q2WGJ6')"
"('O75159', 'P05067')"
"('O75376', 'P28069')"
"('P23396', 'Q9NX01')"
"('P05067', 'Q9Y5K3')"
"('Q12906', 'P62829')"
"('P29459', 'Q5VWK5')"
"('Q96EV8', 'Q9C040')"
"('P43360', 'Q96FJ0')"
"('O60383', 'P50453')"
"('P17302', 'O95630')"
"('P49840', 'A5PL33')"
"('P62269', 'P62249')"
"('O75469', 'P07900')"
"('P06753', 'A7E2Y1')"
"('Q15121', 'Q9NYB0')"
"('Q96QD9', 'Q07021')"
"('O15350', 'Q86UW6')"
"('P61165', 'P61803')"
"('Q16891', 'P61221')"
"('Q9BW61', 'Q9BT78')"
"('Q12834', 'Q9UJX5')"
"('Q6P2C8', 'Q96RN5')"
"('P48065', 'P18146')"
"('P53365', 'P84077')"
"('Q92599', 'Q16181')"
"('O43896', 'Q9NRR6')"
"('Q52LG2', 'O75716')"
"('Q9BZH6', 'P46531')"
"('Q92993', 'Q9H2G9')"
"('Q12906', 'A1L3X0')"
"('Q9HC62', 'P55327')"
"('P52815', 'P18887')"
"('O15379', 'Q96RE7')"
"('P04628', 'Q6ZQN5')"
"('Q86UK5', 'P04843')"
"('Q14108', 'P01023')"
"('P36894', 'Q15797')"
"('P46695', 'O43765')"
"('P0DMV8', 'P53779')"
"('P55072', 'P46459')"
"('Q9HD26', 'Q6UWP7')"
"('Q8N4C7', 'O60678')"
"('Q92793', 'Q96BA8')"
"('Q9BRK4', 'Q9Y5U2')"
"('F7VJQ1', 'Q96NN9')"
"('P52333', 'Q14289')"
"('O95714', 'Q14781')"
"('P04637', 'P35226')"
"('P46781', 'Q14999')"
"('Q14254', 'Q9UBI6')"
"('P35222', 'Q9NRM7')"
"('P15291', 'Q01968')"
"('P55212', 'O43521')"
"('O00555', 'O75953')"
"('Q13185', 'O60260')"
"('P46459', 'P54278')"
"('P10914', 'Q9BZS1')"
"('P01106', 'Q8NF50')"
"('Q8N5I3', 'P52565')"
"('Q15274', 'Q5JRA6')"
"('P16104', 'Q9UKV0')"
"('O75593', 'Q8N1L9')"
"('O15084', 'Q14934')"
"('Q9BUZ4', 'A8MVU1')"
"('P14780', 'P16035')"
"('P07355', 'P40337')"
"('Q99459', 'Q9BSJ2')"
"('Q8N4C6', 'O15169')"
"('O14910', 'Q12959')"
"('Q15555', 'Q9NQ79')"
"('Q16891', 'Q9NX40')"
"('Q6ZW49', 'O95819')"
"('Q09472', 'Q9BXK1')"
"('Q9UBP5', 'Q07627')"
"('P27105', 'O75155')"
"('P62079', 'Q9NWD8')"
"('Q9UBZ9', 'Q14192')"
"('O76031', 'Q96HJ9')"
"('O75486', 'O75528')"
"('P60409', 'Q8NHX4')"
"('Q13620', 'P63172')"
"('O75128', 'Q92614')"
"('Q8TEX9', 'P04629')"
"('Q9Y371', 'O43670')"
"('Q12756', 'P03372')"
"('P10275', 'O75317')"
"('Q6NUN9', 'P40429')"
"('O15372', 'Q9UQ35')"
"('Q9Y6X2', 'Q9ULJ6')"
"('O15041', 'Q9Y4D7')"
"('Q9BPU9', 'P57740')"
"('Q9HB75', 'O00165')"
"('Q9NRD5', 'Q9NX01')"
"('Q9Y463', 'O60292')"
"('Q86X19', 'Q01973')"
"('Q14332', 'Q86Y78')"
"('Q93009', 'P51784')"
"('Q9UNE2', 'O14795')"
"('Q6DD88', 'P35232')"
"('P53990', 'Q9H444')"
"('Q15910', 'P67809')"
"('Q9NWF9', 'Q9Y3C5')"
"('Q9BXK1', 'Q9P0K8')"
"('Q5VYK3', 'O94986')"
"('Q9UBK2', 'P63208')"
"('Q9Y698', 'P05067')"
"('Q9UEY8', 'Q8N5S1')"
"('Q9NX58', 'Q05516')"
"('Q7L4P6', 'Q8TAU3')"
"('Q92828', 'Q9UHB6')"
"('P07197', 'O60260')"
"('Q6PFW1', 'Q8NAP8')"
"('Q9UNZ2', 'Q8IWV7')"
"('P56470', 'Q2M3A8')"
"('Q13618', 'Q96QG7')"
"('O75643', 'Q9NZ63')"
"('P32249', 'Q96PV7')"
"('P51610', 'P29692')"
"('Q07955', 'O75494')"
"('Q9UNM6', 'P54727')"
"('P50991', 'Q9UQL6')"
"('P60709', 'P40123')"
"('Q7Z7H5', 'Q9Y5M8')"
"('Q9H0W5', 'P51659')"
"('Q13428', 'Q9NX24')"
"('Q00610', 'Q15751')"
"('Q9P0V9', 'O95777')"
"('Q9Y3B7', 'Q5T653')"
"('P29372', 'Q15517')"
"('Q86X19', 'Q9BQA1')"
"('Q93084', 'Q7KYR7')"
"('Q92499', 'P50552')"
"('Q9H7X7', 'Q9BYG5')"
"('Q9P2P5', 'Q9UJX5')"
"('O75901', 'P62136')"
"('P49368', 'Q7Z4S6')"
"('O00560', 'Q5JR59')"
"('P20794', 'Q9NQS3')"
"('Q99496', 'Q8TED0')"
"('Q9NS87', 'O75886')"
"('Q9P2B7', 'Q86VQ0')"
"('Q96AP0', 'Q5VT79')"
"('P08238', 'Q9NY57')"
"('O15116', 'Q16637')"
"('P23416', 'O43909')"
"('Q9UL41', 'Q9NYZ2')"
"('O15259', 'Q9HD45')"
"('O14777', 'O60566')"
"('Q5T3F8', 'P30508')"
"('O95487', 'P04629')"
"('P61088', 'Q13573')"
"('Q03113', 'P55291')"
"('Q8TBK6', 'Q5VSY0')"
"('Q58EX7', 'Q99633')"
"('Q9NVN3', 'P50148')"
"('P55209', 'O14980')"
"('Q99459', 'Q99496')"
"('P54646', 'Q9P246')"
"('Q8NH83', 'O60262')"
"('Q12983', 'Q9BZL3')"
"('P05067', 'P60508')"
"('Q13489', 'P19438')"
"('P59190', 'Q9H0R8')"
"('Q8NHQ1', 'Q9P1Z0')"
"('P62937', 'P49736')"
"('P09471', 'P48549')"
"('P35221', 'Q04206')"
"('Q7Z4N8', 'O95429')"
"('Q99543', 'P62807')"
"('P63279', 'Q86Y13')"
"('P01912', 'P11142')"
"('Q15653', 'Q3ZCQ8')"
"('O00267', 'O75534')"
"('Q16659', 'Q9HBH9')"
"('Q8TEH3', 'Q9UHB6')"
"('Q96A33', 'Q9P0N5')"
"('P61952', 'O60266')"
"('P18754', 'P13612')"
"('P34741', 'P23352')"
"('Q14574', 'Q9Y5K5')"
"('Q9Y6H1', 'Q14126')"
"('P25054', 'Q9P0U3')"
"('P15927', 'Q9UNX4')"
"('P15927', 'Q14669')"
"('Q6L8Q7', 'Q93034')"
"('Q96BK5', 'Q06546')"
"('P41182', 'Q9NRA8')"
"('O00308', 'O15105')"
"('P49810', 'Q14192')"
"('O00139', 'Q8NE31')"
"('Q96S38', 'P61218')"
"('P34925', 'Q14126')"
"('Q15645', 'P22307')"
"('P04792', 'Q9UER7')"
"('Q96GD4', 'Q9Y520')"
"('O15379', 'Q93077')"
"('P60033', 'P62277')"
"('P09417', 'P02647')"
"('O75448', 'Q9BTT4')"
"('Q9NSE4', 'Q12849')"
"('Q9NZC7', 'P61962')"
"('O75147', 'P62750')"
"('Q15935', 'Q15717')"
"('P04629', 'P84996')"
"('P47897', 'P26599')"
"('Q9NYZ3', 'Q9Y2F9')"
"('Q96FJ0', 'A6NHT5')"
"('P52569', 'P33260')"
"('Q15428', 'Q08211')"
"('Q96CS4', 'Q13185')"
"('Q6NUN9', 'P52272')"
"('P17612', 'Q07954')"
"('Q16629', 'Q9Y383')"
"('Q9BYR5', 'O76083')"
"('Q13618', 'P51532')"
"('P39023', 'P01106')"
"('Q99558', 'P19338')"
"('P62942', 'Q9NZ94')"
"('O95299', 'O75438')"
"('O00418', 'P38919')"
"('P08779', 'Q3SY84')"
"('O75131', 'Q9BY41')"
"('P61106', 'Q16666')"
"('P53611', 'P24592')"
"('Q8N7P3', 'O00501')"
"('Q00987', 'P52758')"
"('Q9UJW0', 'O00399')"
"('O95872', 'Q03431')"
"('Q96KR1', 'Q06830')"
"('Q9HAV0', 'P01112')"
"('Q9Y242', 'P08138')"
"('Q9NSE2', 'P16471')"
"('Q13009', 'Q9UPQ3')"
"('Q9Y6G9', 'Q96NA2')"
"('Q9H3Q1', 'Q16181')"
"('Q9NZ52', 'Q9UJ41')"
"('P33992', 'Q8N7X1')"
"('Q14974', 'Q96FW1')"
"('P17980', 'P63279')"
"('Q14919', 'Q15796')"
"('O60684', 'Q02252')"
"('Q14209', 'P30304')"
"('Q99728', 'P33240')"
"('Q16644', 'Q16539')"
"('P49674', 'O94887')"
"('Q96GC9', 'Q14457')"
"('Q15788', 'P84022')"
"('Q5BKZ1', 'O95343')"
"('P35626', 'Q8NHB8')"
"('Q9UJX5', 'P60484')"
"('Q9UPQ4', 'Q99816')"
"('P01111', 'Q8NFB2')"
"('Q9H0A6', 'Q9NXK8')"
"('Q14674', 'P33981')"
"('O95995', 'Q13895')"
"('P08910', 'Q96PU8')"
"('P16885', 'O94842')"
"('P45983', 'Q5HYI8')"
"('P02751', 'Q04917')"
"('P32519', 'Q9H0E2')"
"('Q9Y4X4', 'Q96KQ7')"
"('P58340', 'Q9UGR2')"
"('P08571', 'O15455')"
"('Q9GZT3', 'P19320')"
"('P62993', 'P00813')"
"('Q15121', 'Q8TES7')"
"('Q9NRZ7', 'Q12982')"
"('Q8N0W7', 'Q9UNX3')"
"('A2A2Y4', 'Q8IXM6')"
"('Q17RB0', 'Q9UMX0')"
"('Q6ZWK4', 'Q14689')"
"('Q9NX18', 'Q03405')"
"('P10644', 'P42345')"
"('Q9BSH4', 'Q9Y376')"
"('Q9Y4E8', 'Q9NPJ6')"
"('P31751', 'Q9H9Y6')"
"('Q14145', 'Q96JC9')"
"('P58012', 'P13056')"
"('Q9Y572', 'P35580')"
"('O00268', 'Q15543')"
"('Q9Y575', 'Q9NWX5')"
"('Q86Y82', 'P21796')"
"('P62888', 'P02751')"
"('Q99853', 'Q9UFC0')"
"('P0DMV8', 'Q14197')"
"('Q9Y4K3', 'O43318')"
"('P46109', 'O95297')"
"('P48741', 'Q9H492')"
"('P60520', 'P62899')"
"('Q16666', 'Q13185')"
"('Q8IWV7', 'O94888')"
"('Q9UJV9', 'P61978')"
"('Q9BSJ8', 'P53701')"
"('Q12933', 'Q92558')"
"('Q15386', 'Q96T37')"
"('Q15653', 'P23246')"
"('P05067', 'Q8WUD1')"
"('O14744', 'P23458')"
"('Q13069', 'Q8NEA9')"
"('Q96GM5', 'P61457')"
"('P09497', 'P32121')"
"('Q14999', 'P38919')"
"('P33993', 'Q9UNS1')"
"('Q92796', 'Q9BQ90')"
"('Q16665', 'P34932')"
"('P07814', 'Q14164')"
"('P05783', 'Q9Y3I0')"
"('Q9UN42', 'Q8TCT7')"
"('P63211', 'P01111')"
"('Q8WWI1', 'P31947')"
"('Q7L2J0', 'Q5JXB2')"
"('P55854', 'Q7Z3J3')"
"('Q9UIH9', 'O43680')"
"('Q96CS3', 'Q8NBM4')"
"('O15519', 'Q9UER7')"
"('O95166', 'Q16629')"
"('Q9H813', 'Q8WXA8')"
"('Q63HR2', 'P49674')"
"('P09651', 'Q8N684')"
"('Q9H6Z9', 'O43318')"
"('Q93034', 'P35573')"
"('P56524', 'Q6Y7W6')"
"('Q99496', 'Q14004')"
"('O95619', 'Q15276')"
"('Q9C086', 'O75360')"
"('Q92784', 'Q9Y3E1')"
"('O95772', 'Q15717')"
"('O43293', 'A8MW95')"
"('Q92625', 'Q9H3H1')"
"('Q03405', 'Q6PI48')"
"('Q9Y3C5', 'Q13200')"
"('Q8IX15', 'P52292')"
"('Q02543', 'O00541')"
"('O95466', 'O75369')"
"('Q05209', 'Q05397')"
"('P08571', 'P08637')"
"('Q12766', 'O60925')"
"('P80723', 'P17980')"
"('O43242', 'P17980')"
"('P15336', 'P49959')"
"('Q9Y343', 'P49674')"
"('Q96P70', 'Q15293')"
"('Q9BYG5', 'Q5T447')"
"('P25713', 'Q9NYB0')"
"('Q7Z4P5', 'Q13873')"
"('Q9H8H0', 'P05412')"
"('Q8N6Q1', 'O95183')"
"('P11142', 'Q96EY1')"
"('P08779', 'Q969G3')"
"('P49459', 'P04637')"
"('Q99750', 'Q86XF7')"
"('Q53H82', 'P62256')"
"('Q12959', 'Q15759')"
"('P42696', 'Q8IY81')"
"('P04844', 'P03372')"
"('Q8IX12', 'Q08379')"
"('P62258', 'O75607')"
"('A6NFQ2', 'P80370')"
"('Q9H4Z2', 'Q00987')"
"('P35638', 'Q16534')"
"('Q07960', 'Q06203')"
"('P16104', 'Q5VTR2')"
"('Q14966', 'Q9ULR3')"
"('P03372', 'O60506')"
"('Q9BQC6', 'Q8N5N7')"
"('Q9UBU9', 'O95190')"
"('P19387', 'Q14676')"
"('P49841', 'P38936')"
"('P23508', 'P52907')"
"('Q13547', 'Q14103')"
"('Q13243', 'Q9H944')"
"('P29459', 'Q92985')"
"('P33993', 'Q9Y248')"
"('O14757', 'O15111')"
"('Q9P1W8', 'Q15005')"
"('Q86VP6', 'P35659')"
"('O94763', 'Q99759')"
"('Q92841', 'Q15149')"
"('O95365', 'Q6ZRS2')"
"('P62995', 'Q08170')"
"('Q09028', 'Q8IWS0')"
"('O43909', 'Q96G27')"
"('P41221', 'O75197')"
"('O14744', 'P85299')"
"('Q92560', 'P62333')"
"('P01571', 'Q9HBE5')"
"('P49959', 'Q13107')"
"('Q9UHB6', 'Q96QZ7')"
"('Q08117', 'O43186')"
"('A8MQ03', 'Q8WTX9')"
"('P39748', 'P57081')"
"('P19447', 'P04637')"
"('Q5BKT4', 'Q9H6D8')"
"('Q6PKG0', 'P62241')"
"('P62306', 'O75368')"
"('P67775', 'Q3SYB3')"
"('Q969M7', 'Q969K3')"
"('Q96FV9', 'Q70Z53')"
"('Q5T5B0', 'Q9BYQ2')"
"('Q969E8', 'P50222')"
"('Q8TAU3', 'Q01850')"
"('P04049', 'P43246')"
"('P25787', 'Q9Y696')"
"('P10809', 'P05161')"
"('Q9BQA1', 'P85299')"
"('O95989', 'Q00765')"
"('Q8IY81', 'Q5SSJ5')"
"('Q8IXT5', 'Q96DB2')"
"('Q12988', 'Q5UIP0')"
"('Q9NRC8', 'Q9UIG0')"
"('Q13595', 'Q00839')"
"('Q4G0W2', 'Q15717')"
"('P15927', 'Q9BQS8')"
"('Q9Y3D9', 'O94817')"
"('P61457', 'P51116')"
"('Q9NV92', 'P00533')"
"('P18124', 'Q8IXK0')"
"('P52306', 'P41236')"
"('Q96F86', 'Q8TBB1')"
"('Q5TBB1', 'Q9HBH1')"
"('P20226', 'P06400')"
"('P43629', 'P02749')"
"('O60568', 'P03372')"
"('P62805', 'Q9BZS1')"
"('Q15853', 'P17483')"
"('Q8TB96', 'Q3KPI0')"
"('Q01546', 'Q8TAB5')"
"('Q53HC9', 'A8MPP1')"
"('P10242', 'Q16531')"
"('P46779', 'O15479')"
"('Q12778', 'P09874')"
"('Q9GZR7', 'Q9P287')"
"('Q7L2J0', 'P09661')"
"('Q9Y328', 'P02654')"
"('P67809', 'Q9UL18')"
"('Q13617', 'P23508')"
"('Q7Z5K2', 'P27635')"
"('Q13131', 'P49736')"
"('P30466', 'P26038')"
"('Q15572', 'O15160')"
"('O75558', 'Q9NYP9')"
"('Q14197', 'Q9P2R7')"
"('Q9BTK6', 'P04637')"
"('Q8IUE0', 'P27348')"
"('P01137', 'Q9UK73')"
"('Q15276', 'P20338')"
"('P60369', 'Q9BQ66')"
"('P61927', 'P61313')"
"('P07948', 'P15391')"
"('O00308', 'P09234')"
"('P08559', 'P51692')"
"('P00403', 'P04843')"
"('Q9UBS0', 'P23528')"
"('P56545', 'P27448')"
"('Q8TCB7', 'Q9H4A3')"
"('Q99459', 'P14625')"
"('Q15717', 'P17535')"
"('P29279', 'Q15717')"
"('P04629', 'Q14444')"
"('O75164', 'P28340')"
"('P05067', 'Q13362')"
"('Q15796', 'Q13643')"
"('O94966', 'Q14318')"
"('Q15369', 'Q9H8V3')"
"('Q8NHW5', 'Q07020')"
"('O95983', 'Q99497')"
"('Q14204', 'O43815')"
"('P68431', 'P09661')"
"('P61513', 'P18077')"
"('P48643', 'Q99832')"
"('Q9H477', 'Q6DD88')"
"('Q8WWY3', 'Q9UL42')"
"('O60729', 'Q9NYG5')"
"('Q8N726', 'Q92993')"
"('P62834', 'P20339')"
"('Q2NL82', 'Q9NW08')"
"('Q96I25', 'Q15428')"
"('P31946', 'P13612')"
"('Q03060', 'Q92793')"
"('P56556', 'P28331')"
"('Q9UQ80', 'Q96F24')"
"('Q9HCE1', 'Q9BZG8')"
"('Q9H3S7', 'P12931')"
"('Q53GS9', 'Q9Y5B9')"
"('P49841', 'O14908')"
"('Q92901', 'P62899')"
"('Q66PJ3', 'O75822')"
"('O96008', 'O95831')"
"('O94761', 'Q06609')"
"('A0A075B6S2', 'Q13107')"
"('P14921', 'O94813')"
"('P55055', 'Q00013')"
"('Q96GW7', 'Q9BWE0')"
"('P55265', 'O14980')"
"('P14868', 'P49588')"
"('Q9BRU9', 'P05067')"
"('Q86VP6', 'P06576')"
"('Q86X19', 'O95208')"
"('O43524', 'P11473')"
"('Q15796', 'Q9Y4E8')"
"('P16333', 'P20963')"
"('P47914', 'P42766')"
"('P11441', 'O75396')"
"('P20020', 'Q15554')"
"('P55081', 'Q9UJV3')"
"('P78345', 'P06748')"
"('P07602', 'Q9Y2W1')"
"('Q9NUQ8', 'P30153')"
"('Q96JC9', 'P50750')"
"('O43809', 'Q14999')"
"('P32121', 'Q8WXH0')"
"('Q9H6T3', 'Q5S007')"
"('Q8WUD4', 'Q9BQB6')"
"('P62330', 'P63000')"
"('Q7L4P6', 'Q8N5A5')"
"('Q15834', 'O15062')"
"('Q9BXF6', 'P34947')"
"('P14635', 'O43663')"
"('Q9Y3B7', 'Q92905')"
"('P55196', 'P68032')"
"('Q8NFB2', 'P54289')"
"('Q70EL1', 'Q9BXB1')"
"('Q9NX40', 'Q96IX5')"
"('Q15154', 'Q8IYI6')"
"('Q15843', 'Q01085')"
"('P84103', 'Q99590')"
"('P43220', 'Q9Y224')"
"('P35998', 'P28072')"
"('O95751', 'Q9HAF1')"
"('P12814', 'O14964')"
"('O75204', 'Q15717')"
"('P61247', 'P05362')"
"('Q567U6', 'Q7Z4G1')"
"('P50221', 'P05067')"
"('Q9NSE4', 'P04629')"
"('Q13315', 'Q5SWX8')"
"('Q9UNH6', 'Q96EV8')"
"('P84022', 'O75448')"
"('Q9NR30', 'Q9GZX7')"
"('Q9NRC8', 'Q92522')"
"('Q14623', 'Q9BWV1')"
"('Q16539', 'Q9NYJ8')"
"('P04637', 'O60603')"
"('Q99758', 'Q9UQV4')"
"('O43175', 'Q2TAY7')"
"('P43686', 'Q9Y4K3')"
"('Q07108', 'Q5TGU0')"
"('P49755', 'Q99613')"
"('P06493', 'P42166')"
"('P49286', 'Q9NRR5')"
"('Q96C86', 'P04406')"
"('Q7Z6J6', 'Q14257')"
"('P31749', 'P54274')"
"('Q16512', 'Q71U36')"
"('Q8IWT3', 'P12931')"
"('Q14241', 'Q9Y2T1')"
"('Q9UET6', 'Q9ULE0')"
"('P03372', 'Q6ISB3')"
"('Q7Z6Z7', 'P43307')"
"('O76064', 'P61968')"
"('Q8IUF8', 'P13994')"
"('O95721', 'Q9NZM3')"
"('O95714', 'Q96A37')"
"('Q8IYI6', 'P19474')"
"('P62318', 'P28749')"
"('P51151', 'P21589')"
"('Q9Y3C4', 'P52594')"
"('P14174', 'O15519')"
"('P51957', 'Q13748')"
"('P68366', 'Q969P0')"
"('Q13011', 'Q9H8M1')"
"('P50454', 'P55795')"
"('P09669', 'P00395')"
"('P07355', 'Q9H0R8')"
"('Q9Y5J5', 'Q8N1F7')"
"('Q9NXC2', 'Q14674')"
"('P31947', 'P68400')"
"('Q13618', 'Q9NVI1')"
"('Q16531', 'Q9NV06')"
"('P25490', 'P11021')"
"('Q15910', 'P29375')"
"('P04899', 'O95398')"
"('Q8IY92', 'Q96HS1')"
"('Q13153', 'Q13243')"
"('Q96JN0', 'Q13363')"
"('Q9Y383', 'P49589')"
"('P17152', 'Q16585')"
"('Q13547', 'O00422')"
"('Q8NC60', 'Q9UMX3')"
"('P14314', 'Q92731')"
"('O75147', 'P06576')"
"('Q9BTE1', 'Q14204')"
"('P21817', 'P62993')"
"('O75787', 'O95985')"
"('P62241', 'Q5T653')"
"('Q2I0M4', 'Q9Y5J5')"
"('P54274', 'O94842')"
"('Q5JU85', 'Q9H0W5')"
"('Q9NSV4', 'O95067')"
"('P10909', 'P02788')"
"('P49747', 'Q7Z417')"
"('O43613', 'P49407')"
"('Q9ULJ3', 'Q9Y3M2')"
"('P25098', 'Q9Y5P0')"
"('Q9Y4K3', 'P26639')"
"('Q9Y490', 'Q13797')"
"('Q7L2J0', 'P08579')"
"('Q9UHD9', 'Q9Y240')"
"('P55201', 'Q71DI3')"
"('Q96D53', 'Q9Y6H1')"
"('P63167', 'P17612')"
"('Q9Y5U4', 'P06733')"
"('P03372', 'P62269')"
"('Q5S007', 'P62249')"
"('Q9UHI6', 'P14678')"
"('Q13286', 'Q14257')"
"('Q9UGI0', 'Q9UBU9')"
"('P34896', 'P41250')"
"('Q9UQE7', 'Q9BTE3')"
"('P24043', 'P13612')"
"('Q2T9J0', 'Q15067')"
"('O75385', 'O95166')"
"('P49406', 'P05067')"
"('Q13868', 'Q8N8N7')"
"('Q92673', 'Q9NRD1')"
"('P62899', 'P08708')"
"('Q7Z419', 'O14933')"
"('P49736', 'P15927')"
"('Q6NUS6', 'Q8NCS4')"
"('P49736', 'Q99497')"
"('Q9BRS2', 'Q9H2C0')"
"('Q16537', 'Q9UBE0')"
"('Q71U36', 'Q6P1J9')"
"('Q7L2J0', 'Q08211')"
"('Q8N2W9', 'Q14676')"
"('Q15388', 'P00374')"
"('Q96Q77', 'P78424')"
"('O75604', 'Q96B26')"
"('Q9UNF1', 'Q16659')"
"('O94925', 'P15586')"
"('Q562R1', 'Q6ZS17')"
"('P48059', 'Q9NPH0')"
"('P43360', 'Q96GY3')"
"('P60709', 'P04899')"
"('Q0VG99', 'P15923')"
"('Q9UNN5', 'Q9UKB1')"
"('P09104', 'Q9NUX5')"
"('Q8N239', 'P08238')"
"('Q6EMB2', 'Q9NPJ6')"
"('P20774', 'P55157')"
"('Q86UX2', 'O15297')"
"('P04035', 'P20226')"
"('Q2T9J0', 'O14980')"
"('P25098', 'Q8NGI7')"
"('Q9UHX1', 'P38936')"
"('P46782', 'Q16790')"
"('Q14980', 'P27348')"
"('Q8NCN5', 'P06733')"
"('Q02833', 'A2RTX5')"
"('Q92905', 'Q14498')"
"('Q99808', 'Q86X19')"
"('Q8N8B7', 'Q5W0B1')"
"('P25963', 'Q96HA1')"
"('P46379', 'P20073')"
"('O95274', 'O15297')"
"('P26006', 'P50552')"
"('P60660', 'Q15293')"
"('P26012', 'Q9HBI1')"
"('Q9BXS5', 'Q96ED9')"
"('Q05066', 'P61964')"
"('P15170', 'P54253')"
"('P02489', 'Q9NZD8')"
"('P12956', 'Q96RY5')"
"('Q9NVF9', 'P18146')"
"('Q00987', 'Q9H0F6')"
"('Q9Y3E0', 'P18859')"
"('P06748', 'Q9BXB1')"
"('Q9C086', 'Q9Y265')"
"('P09001', 'P62263')"
"('Q9UHD8', 'O43615')"
"('Q86WV1', 'Q9HDC5')"
"('P63244', 'P18084')"
"('Q9UPW6', 'Q13547')"
"('Q16082', 'P17482')"
"('Q9Y297', 'Q13127')"
"('Q07820', 'P62979')"
"('Q96A09', 'Q6ZRY4')"
"('Q15937', 'O43167')"
"('Q96SQ5', 'Q96JN2')"
"('O76003', 'Q9NPF4')"
"('P30876', 'P49841')"
"('Q96EH3', 'Q58EX7')"
"('O43149', 'Q99417')"
"('Q16665', 'P09958')"
"('O43719', 'Q08170')"
"('P21266', 'Q9UBU9')"
"('O43865', 'P63146')"
"('P49841', 'Q9P2X7')"
"('Q96FV9', 'Q8WU90')"
"('Q7Z6Z7', 'Q16576')"
"('O75376', 'Q13568')"
"('Q9BQE5', 'Q8N140')"
"('Q13618', 'Q9P2J5')"
"('Q5T752', 'Q9BYR2')"
"('Q16512', 'Q9UKV0')"
"('Q06210', 'P06576')"
"('Q07889', 'Q8WV28')"
"('Q9H1A3', 'Q15155')"
"('P49281', 'Q96PU5')"
"('O60293', 'P42285')"
"('O75147', 'P78406')"
"('Q7L5D6', 'Q9H596')"
"('P24941', 'P53567')"
"('Q9BSH3', 'Q9H6J7')"
"('Q12933', 'Q9NZD8')"
"('P04083', 'P43631')"
"('P35228', 'P17066')"
"('Q14676', 'P63244')"
"('Q9HCE1', 'Q14103')"
"('Q96MX0', 'Q70IA8')"
"('P78362', 'Q9Y4H2')"
"('Q53GS9', 'Q96SB4')"
"('Q9Y6I9', 'Q9HDC5')"
"('P36542', 'Q9H6K4')"
"('P85298', 'Q9HBH0')"
"('Q06187', 'Q92569')"
"('Q13619', 'P16104')"
"('O95260', 'P40337')"
"('O43541', 'Q9HCE7')"
"('Q01196', 'Q9BZS1')"
"('Q96A35', 'P62280')"
"('Q15022', 'P84243')"
"('Q8NCW5', 'P11142')"
"('Q5TC82', 'Q5W0B1')"
"('Q5T8D3', 'Q9UBU9')"
"('O00483', 'Q9BRQ8')"
"('Q8N653', 'Q13207')"
"('Q16633', 'P35548')"
"('P55039', 'P61244')"
"('P62308', 'Q92905')"
"('Q9H4A3', 'Q12912')"
"('P11488', 'P16499')"
"('Q08209', 'P53367')"
"('Q13148', 'Q92552')"
"('Q9H814', 'Q9H1E3')"
"('Q9UNH7', 'Q13596')"
"('O75970', 'Q14807')"
"('Q6YHK3', 'O14498')"
"('O60341', 'Q6PIW4')"
"('P30443', 'P63092')"
"('Q16384', 'Q969G2')"
"('Q96JG6', 'A8MW92')"
"('Q68CZ1', 'Q04917')"
"('Q6A162', 'Q96NT3')"
"('O75787', 'Q8IYS2')"
"('P16949', 'Q9UI12')"
"('A6NCE7', 'O60637')"
"('Q5TCM9', 'Q9BQ66')"
"('Q9UGL1', 'Q15910')"
"('Q12841', 'P19883')"
"('Q05209', 'P42768')"
"('Q8TCJ0', 'P17980')"
"('Q9H0R8', 'Q16445')"
"('Q00325', 'Q7Z7H5')"
"('Q6ZVZ8', 'P05141')"
"('Q96EI5', 'Q8WWM7')"
"('Q13705', 'Q8NER5')"
"('P05090', 'Q8TB36')"
"('Q96P71', 'P05067')"
"('Q5UIP0', 'P63162')"
"('Q5JRA6', 'Q99523')"
"('P05423', 'Q15796')"
"('Q01518', 'P49327')"
"('Q9BV73', 'Q92974')"
