negatives
"('P18850', 'Q68CJ9')"
"('P36406', 'Q9H4K1')"
"('O60262', 'Q13698')"
"('P35609', 'P38432')"
"('P05107', 'P12931')"
"('Q13156', 'Q9H9A7')"
"('O14543', 'Q13651')"
"('Q96J02', 'P28065')"
"('Q9UPT5', 'P17081')"
"('P18077', 'P62424')"
"('Q9Y2Q3', 'Q9NVH1')"
"('Q9H9D4', 'Q13868')"
"('O15145', 'O15511')"
"('P27361', 'Q68DD2')"
"('Q08211', 'P35222')"
"('Q9UBL3', 'P51610')"
"('O75581', 'O75084')"
"('P10827', 'Q92793')"
"('Q96GX9', 'Q13077')"
"('Q9BYG5', 'Q15334')"
"('Q9UL18', 'P10809')"
"('P63000', 'P23246')"
"('Q9NPH9', 'Q08334')"
"('Q92569', 'P15153')"
"('Q9NQC7', 'Q9Y4K3')"
"('Q9Y4P1', 'Q9C0C7')"
"('P63173', 'P50914')"
"('P35544', 'P62851')"
"('Q8TD07', 'P26718')"
"('P11473', 'P19793')"
"('P49913', 'P24158')"
"('Q00610', 'P26368')"
"('Q13158', 'P19474')"
"('Q07020', 'P62945')"
"('Q14168', 'Q96RT1')"
"('P01106', 'Q7L8W6')"
"('P00519', 'P18031')"
"('P01106', 'P24928')"
"('P01567', 'Q13651')"
"('P04222', 'Q00610')"
"('O00329', 'P05026')"
"('P46778', 'O00442')"
"('Q9NX70', 'P62875')"
"('Q99743', 'O15534')"
"('P35609', 'Q8WWI1')"
"('P35240', 'O14964')"
"('P45983', 'P40763')"
"('Q92765', 'Q13467')"
"('Q99878', 'Q99877')"
"('A4D0S4', 'O75578')"
"('Q9HCE7', 'Q8TB52')"
"('P60709', 'Q04864')"
"('P46108', 'Q92918')"
"('Q7RTX8', 'Q13418')"
"('P33991', 'O43913')"
"('P55854', 'O60925')"
"('Q13387', 'O14733')"
"('P40933', 'P26951')"
"('Q07817', 'P00519')"
"('P49902', 'Q9BVI4')"
"('P47898', 'O14775')"
"('Q9UM73', 'P04637')"
"('Q8IY92', 'Q96NY9')"
"('P83881', 'P18077')"
"('P41220', 'P53618')"
"('Q13530', 'Q9H173')"
"('Q29RF7', 'O75365')"
"('Q96RT7', 'A6NHL2')"
"('Q92782', 'P04843')"
"('P01127', 'P09486')"
"('P62993', 'P78524')"
"('Q13098', 'Q9Y4E8')"
"('P48730', 'Q9NYF0')"
"('P01889', 'P11940')"
"('P18077', 'Q99963')"
"('Q71DI3', 'P62805')"
"('Q13554', 'Q08462')"
"('Q7Z6M2', 'P67809')"
"('P20908', 'P56199')"
"('P42345', 'P10644')"
"('P23193', 'Q8WVC0')"
"('P67870', 'Q08752')"
"('P01023', 'P21281')"
"('Q12986', 'Q16629')"
"('Q96KG7', 'P56524')"
"('Q9Y6X2', 'P46937')"
"('P56556', 'Q9Y375')"
"('P17252', 'P42345')"
"('Q9NY93', 'P82930')"
"('P20226', 'P20749')"
"('P28072', 'Q9Y4K3')"
"('Q96HA8', 'P98170')"
"('P49715', 'P53567')"
"('Q9UNZ2', 'Q05469')"
"('Q9NRI5', 'Q70YC4')"
"('P49842', 'Q15427')"
"('Q07817', 'P21796')"
"('P46940', 'P62158')"
"('P38936', 'P62820')"
"('Q8WYB5', 'P33993')"
"('Q13573', 'O60506')"
"('Q13164', 'P50549')"
"('P62070', 'P27361')"
"('Q9Y3A5', 'P30480')"
"('P41182', 'Q13105')"
"('P49023', 'P18206')"
"('O75346', 'O95751')"
"('Q9HAV0', 'P11229')"
"('Q13112', 'Q13111')"
"('P05771', 'Q96B18')"
"('O96017', 'P67870')"
"('O94806', 'Q8TAA9')"
"('Q9NY93', 'Q8IY37')"
"('P09914', 'P51532')"
"('P53350', 'Q9NYY3')"
"('Q9HC29', 'P98170')"
"('Q96KC8', 'O95870')"
"('Q8N1F7', 'Q9NRG9')"
"('Q15003', 'O95347')"
"('Q00653', 'Q02878')"
"('Q9NZT1', 'Q14012')"
"('Q86VM9', 'Q15287')"
"('O75365', 'Q9NVI7')"
"('O43182', 'P17081')"
"('A6NIT4', 'P24394')"
"('P08047', 'Q15759')"
"('Q02543', 'P39023')"
"('P31749', 'Q13233')"
"('P23458', 'P08887')"
"('O15198', 'Q9UMX0')"
"('Q15172', 'Q13698')"
"('P12004', 'Q8IWY9')"
"('Q9UBW8', 'Q92905')"
"('Q9BWW9', 'P12931')"
"('P05106', 'Q01970')"
"('P52294', 'P15918')"
"('Q96F07', 'P51114')"
"('Q99704', 'O00459')"
"('P32298', 'P46092')"
"('Q9UGI9', 'P11166')"
"('Q12772', 'Q9UBW7')"
"('P01574', 'P16871')"
"('Q9UPX8', 'Q9UQB8')"
"('O60739', 'O14818')"
"('P19634', 'P00918')"
"('Q13573', 'Q13151')"
"('O75925', 'P08151')"
"('P35548', 'Q96T58')"
"('Q13489', 'Q6GPH4')"
"('O14561', 'Q9P0J0')"
"('P16333', 'Q15109')"
"('P0C1Z6', 'P55199')"
"('O95782', 'P53675')"
"('P07196', 'Q9NPI1')"
"('Q8NEY8', 'Q9UJ70')"
"('Q92997', 'Q96KM6')"
"('Q07955', 'Q15365')"
"('Q08170', 'Q15365')"
"('Q16659', 'Q9NUQ9')"
"('Q9H7Z6', 'P16220')"
"('P30480', 'P31150')"
"('P53618', 'P14678')"
"('P21741', 'P23471')"
"('O75489', 'P19404')"
"('P56537', 'P19525')"
"('Q13952', 'Q15633')"
"('O15379', 'Q04206')"
"('Q15003', 'Q9Y2Q3')"
"('Q13485', 'P23142')"
"('Q9NR30', 'A0JLT2')"
"('Q9HCE7', 'Q13610')"
"('Q13242', 'P07910')"
"('Q13596', 'P36896')"
"('Q99523', 'P30533')"
"('Q9BTT4', 'Q9NPJ6')"
"('Q5VTR2', 'Q9UBW8')"
"('Q03518', 'Q9H553')"
"('Q9BV38', 'Q9UL18')"
"('P05129', 'Q9BX67')"
"('Q9UHW5', 'O95402')"
"('Q969T4', 'Q96GF1')"
"('P55795', 'Q8IYB3')"
"('P36402', 'P14923')"
"('P63244', 'P14784')"
"('Q14565', 'O60684')"
"('Q9NSB8', 'Q14571')"
"('O95704', 'Q06481')"
"('P52597', 'Q99459')"
"('Q9BZR9', 'Q9Y2X8')"
"('P17612', 'Q08289')"
"('P31749', 'P14598')"
"('Q9UBZ4', 'O94972')"
"('Q9H8W4', 'Q9NQC3')"
"('Q96KQ4', 'Q9P2R6')"
"('Q15836', 'Q16531')"
"('P04899', 'P62879')"
"('P23508', 'Q15599')"
"('P27986', 'P61981')"
"('Q15047', 'P21673')"
"('P03915', 'P15104')"
"('Q99594', 'Q9NQB0')"
"('P09651', 'P61978')"
"('P02775', 'Q09019')"
"('P61586', 'P45983')"
"('P61244', 'P62140')"
"('P15498', 'P12956')"
"('Q13620', 'P61964')"
"('P40337', 'P51149')"
"('P53350', 'O15084')"
"('Q96E52', 'P49716')"
"('Q8IY67', 'Q99459')"
"('Q6MZQ0', 'Q9BVC4')"
"('Q6ZNA4', 'Q99816')"
"('Q9NYA1', 'P01116')"
"('Q9Y297', 'O95863')"
"('Q8IWN7', 'P16333')"
"('P46108', 'Q9Y5H5')"
"('P04406', 'O00141')"
"('Q9Y6F8', 'O15131')"
"('O43617', 'Q9UL33')"
"('Q9UI10', 'Q9NR50')"
"('Q9NYJ8', 'Q8TDR0')"
"('P49427', 'P10244')"
"('Q8N5D0', 'Q9ULK4')"
"('Q92616', 'P02768')"
"('P62258', 'O43524')"
"('Q8WYH8', 'P38936')"
"('Q96HB5', 'Q8N6Y0')"
"('P10276', 'Q15788')"
"('O75581', 'P0CG48')"
"('Q13769', 'Q96NB3')"
"('P55795', 'O60508')"
"('P14316', 'P21359')"
"('P54253', 'P54368')"
"('P10827', 'P50613')"
"('Q14651', 'P62330')"
"('Q99683', 'P09211')"
"('Q92597', 'Q9Y6Q5')"
"('Q92830', 'Q9HBM6')"
"('O75554', 'Q15637')"
"('Q92824', 'Q92624')"
"('P30626', 'P50995')"
"('P63279', 'Q14103')"
"('Q5T3J3', 'P54257')"
"('P41227', 'P51116')"
"('P62906', 'P83731')"
"('Q15750', 'P62877')"
"('Q9HAW0', 'Q9H3U1')"
"('P80075', 'P46092')"
"('P61981', 'Q96CV9')"
"('Q13619', 'Q92574')"
"('Q9NRJ3', 'P51686')"
"('P63279', 'P63165')"
"('Q13237', 'P62136')"
"('P42766', 'P62906')"
"('Q99608', 'Q96G23')"
"('Q96BQ3', 'P61077')"
"('Q9HAP6', 'Q9UQB8')"
"('Q13683', 'Q05397')"
"('Q13219', 'Q6VMQ6')"
"('Q8NGJ8', 'P38405')"
"('P48443', 'Q6P2C8')"
"('O15379', 'P78347')"
"('Q15428', 'P62304')"
"('P36897', 'Q7Z3T8')"
"('Q9UGN5', 'Q8N5R6')"
"('P10276', 'P29375')"
"('Q96JN2', 'Q9NRI5')"
"('P01106', 'O60313')"
"('P06493', 'O95067')"
"('P22612', 'Q13733')"
"('O75438', 'O95139')"
"('P25445', 'P06241')"
"('P31749', 'P98177')"
"('Q7Z353', 'P62258')"
"('P05000', 'P16471')"
"('O60925', 'Q9Y2X7')"
"('P62875', 'Q9Y250')"
"('P78527', 'P13010')"
"('P02775', 'Q9NX76')"
"('Q93009', 'Q9HCI5')"
"('Q9H1A4', 'A0JLT2')"
"('Q9H171', 'Q9UHD2')"
"('Q9ULV8', 'P14784')"
"('P32121', 'Q8NGH3')"
"('Q14833', 'P59768')"
"('Q92621', 'Q5TCY1')"
"('P40425', 'Q9H7B4')"
"('Q13315', 'Q7Z6I8')"
"('P12980', 'P62805')"
"('Q15208', 'Q13233')"
"('P35232', 'P04049')"
"('Q6UX72', 'P13569')"
"('Q13547', 'P43360')"
"('Q9H346', 'P38405')"
"('O43524', 'P08833')"
"('P62891', 'P42766')"
"('Q9Y4E5', 'Q99459')"
"('O15524', 'Q9UHF4')"
"('P05423', 'P19388')"
"('P62745', 'O75914')"
"('Q99963', 'O15258')"
"('P29459', 'Q14627')"
"('P10275', 'P32780')"
"('P35968', 'Q9UKB1')"
"('Q8IXK0', 'Q9BUB7')"
"('Q9NR77', 'P40855')"
"('Q5SW24', 'Q9ULK5')"
"('O15511', 'P61158')"
"('O75815', 'P21860')"
"('Q92900', 'Q96AP0')"
"('Q9P2S5', 'Q8N163')"
"('P05160', 'P00488')"
"('406984', 'Q9Y2I8')"
"('P25942', 'Q96JQ0')"
"('Q07889', 'P28482')"
"('P27987', 'P62158')"
"('P04637', 'O43663')"
"('Q12772', 'P27361')"
"('Q15788', 'P28702')"
"('P16298', 'Q9BS18')"
"('Q96EK7', 'Q6PIL6')"
"('Q9HCM9', 'Q13404')"
"('P67775', 'O15169')"
"('Q9BTT4', 'Q9UHB7')"
"('Q8WVC0', 'P19387')"
"('P17676', 'P51681')"
"('Q9HC52', 'Q06587')"
"('P61421', 'P07741')"
"('Q86W92', 'P31947')"
"('P21673', 'Q92993')"
"('P28288', 'Q9HAW0')"
"('Q9NWA0', 'Q9BUE0')"
"('P18146', 'P22033')"
"('P18206', 'P09382')"
"('P35222', 'P01100')"
"('O14508', 'Q9HC73')"
"('Q96DG6', 'P16104')"
"('P49023', 'P08575')"
"('Q96AP0', 'Q15554')"
"('Q69YN4', 'P63104')"
"('P67870', 'Q92769')"
"('O60318', 'O94985')"
"('P15336', 'Q92793')"
"('P12931', 'P18031')"
"('Q15172', 'O60840')"
"('Q9UBW8', 'Q9Y239')"
"('Q12830', 'P68431')"
"('Q14558', 'Q9HC24')"
"('P62837', 'P0CG48')"
"('O95644', 'Q9BZS1')"
"('O43674', 'O95169')"
"('Q9GZS1', 'O95602')"
"('Q9BUZ4', 'Q8TD31')"
"('O75167', 'O95433')"
"('P21580', 'O14920')"
"('Q16539', 'P17612')"
"('Q9UIF7', 'P52701')"
"('P55211', 'P27361')"
"('Q9Y6K9', 'O94832')"
"('P34947', 'P07550')"
"('Q12789', 'P15882')"
"('Q9UNS2', 'P38936')"
"('P05997', 'P53708')"
"('Q9UNN5', 'P61224')"
"('Q9Y3D9', 'O94817')"
"('P49137', 'P30307')"
"('Q9BV86', 'Q14164')"
"('Q07812', 'Q16611')"
"('P35542', 'P01857')"
"('Q8IYD9', 'P43364')"
"('P51636', 'Q96JH8')"
"('P01241', 'P40189')"
"('Q8NFH5', 'P49792')"
"('P42701', 'Q14765')"
"('Q08211', 'Q86V81')"
"('Q9UBE8', 'P15884')"
"('P09486', 'Q13418')"
"('Q969Q0', 'P49841')"
"('Q8WTQ7', 'P49407')"
"('Q15366', 'Q9BQA1')"
"('P22681', 'Q8N6P7')"
"('P08588', 'Q5JY77')"
"('P12830', 'P07900')"
"('P27361', 'Q96SM3')"
"('P05015', 'Q5VWK5')"
"('P04637', 'Q13564')"
"('Q04724', 'Q96AE4')"
"('Q00978', 'P09913')"
"('P0CG48', 'P57075')"
"('Q96QE5', 'Q14197')"
"('O95716', 'Q96QF0')"
"('O75581', 'Q9NPG1')"
"('O95049', 'P63261')"
"('P35443', 'P17301')"
"('Q10570', 'Q6UXN9')"
"('Q9Y376', 'P54619')"
"('A7KAX9', 'P60953')"
"('P78371', 'Q00005')"
"('P62834', 'P27986')"
"('P46776', 'Q9UL18')"
"('Q9BVI4', 'Q15038')"
"('O60603', 'P00533')"
"('Q96MT3', 'O14641')"
"('Q9Y4K3', 'O43318')"
"('O95989', 'Q9NQW7')"
"('P04637', '406935')"
"('P37108', 'Q96BK5')"
"('Q9UKV8', 'P05388')"
"('O00591', 'P46459')"
"('P25942', 'Q99417')"
"('O15335', 'P06756')"
"('Q92597', 'P63261')"
"('Q9UER7', 'Q00987')"
"('Q9UHD0', 'Q969J5')"
"('Q96DU7', 'Q8TD86')"
"('P50553', 'Q09472')"
"('Q13535', 'Q6NUN0')"
"('Q96PU8', 'Q9UKM9')"
"('P08069', 'O14508')"
"('P78396', 'P23508')"
"('P63010', 'P08729')"
"('Q15389', 'P09619')"
"('Q9UBB5', 'Q09028')"
"('P24864', 'P49959')"
"('Q14D04', 'Q9Y2Q3')"
"('P29590', 'P23497')"
"('P19838', 'Q13309')"
"('Q9UDY8', 'P45984')"
"('Q03164', 'P31260')"
"('Q14164', 'P31948')"
"('P62266', 'P60866')"
"('Q92997', 'Q04721')"
"('Q13237', 'P05026')"
"('P06241', 'Q92529')"
"('P03372', 'Q13485')"
"('Q8WVV5', 'Q9H7U1')"
"('O00217', 'Q86Y39')"
"('Q5TH69', 'P51610')"
"('P0CG47', 'Q15303')"
"('Q9HAV0', 'Q9H1C0')"
"('P04839', 'P40424')"
"('O15067', 'Q99623')"
"('574473', 'Q29983')"
"('Q9NS56', 'P29590')"
"('Q15027', 'P05556')"
"('Q93009', 'Q9P2G9')"
"('P21815', 'P05556')"
"('P42766', 'Q07020')"
"('P08670', 'Q6ZU52')"
"('Q14232', 'Q9NR50')"
"('Q9C0C9', 'P60520')"
"('Q14697', 'Q9Y4K3')"
"('Q9Y5S9', 'P62495')"
"('P52294', 'Q8IY92')"
"('Q07869', 'P07900')"
"('O43617', 'P0DI81')"
"('P52815', 'Q00005')"
"('Q9HBE4', 'P26951')"
"('Q9NS69', 'P18146')"
"('Q9Y478', 'P00492')"
"('Q9UDY2', 'O14493')"
"('P63104', 'P09493')"
"('Q9P086', 'O95402')"
"('P35580', 'P61981')"
"('P08107', 'P11387')"
"('Q8NGD4', 'P38405')"
"('Q00169', 'P67870')"
"('P01588', 'O60674')"
"('P27635', 'P12931')"
"('P55201', 'O95696')"
"('P01876', 'P00747')"
"('P04637', 'P53350')"
"('Q96C03', 'Q92530')"
"('O94817', 'Q9Y679')"
"('Q9NZJ5', 'Q9BY44')"
"('P49207', 'P63173')"
"('P20333', 'Q9NVI1')"
"('Q13228', 'Q9Y2S7')"
"('Q9BZV1', 'P49841')"
"('Q13535', 'P39880')"
"('Q16513', 'P16333')"
"('P15336', 'Q9BPZ7')"
"('P62910', 'P62899')"
"('P30307', 'P12004')"
"('Q16665', 'P55854')"
"('Q8WUI4', 'Q96A08')"
"('O60381', 'A6ZKI3')"
"('P62280', 'Q00005')"
"('P30556', 'P01019')"
"('Q9Y228', 'Q5VSL9')"
"('P22694', 'O95622')"
"('Q8TCE6', 'P05091')"
"('P29400', 'P38936')"
"('P29353', 'P12314')"
"('Q9UHI6', 'P62304')"
"('P0C0S5', 'O60732')"
"('Q8WYA6', 'Q13123')"
"('P06400', 'P17947')"
"('Q9HAV0', 'O95467')"
"('Q15466', 'P22415')"
"('P45983', 'P78527')"
"('P52597', 'Q13573')"
"('Q9BX69', 'Q9Y239')"
"('Q13526', 'Q15390')"
"('Q96KP1', 'Q99459')"
"('P18124', 'P61313')"
"('P55157', 'Q9BQ89')"
"('Q9Y3C7', 'O43261')"
"('Q9BX63', 'P38398')"
"('Q9UL18', 'Q9H0A0')"
"('O15198', 'Q01543')"
"('Q13547', 'P29590')"
"('Q9BPY3', 'Q8TB96')"
"('Q13243', 'P26599')"
"('O75074', 'Q9UJY5')"
"('Q02539', 'Q8IXJ6')"
"('Q15024', 'Q9Y2L1')"
"('406933', 'P45985')"
"('Q99459', 'O43242')"
"('P20333', 'Q01813')"
"('P62877', 'P01106')"
"('Q9H9A7', 'O95985')"
"('O76071', 'Q16795')"
"('P08107', 'Q9BXL5')"
"('Q92542', 'P11279')"
"('Q9P2H0', 'P06858')"
"('O15397', 'Q92900')"
"('Q7Z5R6', 'Q9Y4G6')"
"('Q9Y2S0', 'O15160')"
"('Q13315', 'O43164')"
"('Q9HCS7', 'P30876')"
"('Q15118', 'P31749')"
"('P38936', 'O75419')"
"('Q01094', 'Q6UWW8')"
"('P16144', 'P48736')"
"('P30154', 'Q06190')"
"('O43294', 'P04150')"
"('P56556', 'Q9Y5J5')"
"('Q13077', 'P12931')"
"('Q9NRA8', 'Q13485')"
"('Q04637', 'O95405')"
"('Q9Y3M8', 'P61587')"
"('P51587', 'P55157')"
"('Q9BQ66', 'Q6UY14')"
"('Q99576', 'Q15648')"
"('O60506', 'Q13573')"
"('P62701', 'P62244')"
"('P52948', 'P12270')"
"('Q9UKR5', 'Q13387')"
"('O95072', 'Q8N3U4')"
"('P32321', 'Q6ZVK8')"
"('P25054', 'Q12959')"
"('P52797', 'P54764')"
"('Q16637', 'Q99683')"
"('Q96HA1', 'Q92621')"
"('Q13315', 'Q8NFC6')"
"('O95817', 'Q13501')"
"('P01106', 'Q9NTI5')"
"('Q15424', 'Q16543')"
"('Q9BXP8', 'Q96KM6')"
"('Q9Y4K3', 'P21757')"
"('Q13535', 'O43823')"
"('P22612', 'Q92934')"
"('P60228', 'P60709')"
"('Q15796', 'O43524')"
"('P56377', 'P61966')"
"('Q5QNW6', 'P0C5Y9')"
"('Q96BK5', 'Q13310')"
"('O75461', '283120')"
"('Q04917', 'Q96PY6')"
"('Q9UGK3', 'Q99836')"
"('P46781', 'P08865')"
"('Q3ZCQ8', 'O14920')"
"('P45880', 'Q13530')"
"('Q96JQ0', 'Q16611')"
"('P62993', 'P62269')"
"('P18206', 'P68133')"
"('P25445', 'P48023')"
"('P49796', 'P63096')"
"('P50542', 'P35346')"
"('P17947', 'P08246')"
"('P41159', 'P10912')"
"('P07910', 'Q13243')"
"('Q9Y6U3', 'Q99759')"
"('P52292', 'Q99459')"
"('Q9HAT8', 'P51617')"
"('Q92552', 'Q14197')"
"('Q13164', 'P04637')"
"('P19438', 'Q969G6')"
"('Q16665', 'P40763')"
"('Q9BY41', 'P0C1H6')"
"('Q7L2E3', 'P12757')"
"('P31751', 'P19838')"
"('O95178', 'O75438')"
"('P62306', 'Q9BXP5')"
"('P06400', 'Q15022')"
"('A0JLT2', 'Q13136')"
"('P46934', 'P51168')"
"('Q15843', 'P46777')"
"('O43164', 'Q9Y5V3')"
"('P04406', 'P06493')"
"('P51668', 'Q9H6Y7')"
"('P48740', 'O43809')"
"('Q99689', 'P07237')"
"('Q9Y490', 'P05106')"
"('P67775', 'Q13541')"
"('Q9NZI8', 'P01889')"
"('P28482', 'Q8TEY5')"
"('P17947', 'Q96RE9')"
"('Q8NCW0', 'O94907')"
"('Q2TAZ0', 'Q9BTY7')"
"('P04637', 'P61978')"
"('Q9Y2X7', 'P25098')"
"('P30480', 'P22234')"
"('O43524', 'Q08050')"
"('P35244', 'Q9Y605')"
"('P0CG47', 'Q969F2')"
"('O95433', 'Q8TEW0')"
"('P35609', 'O75396')"
"('A8TX70', 'P05106')"
"('Q8IZH2', 'P01106')"
"('Q99759', 'P63261')"
"('Q99836', 'O14836')"
"('Q14571', 'Q13554')"
"('P16104', 'P46783')"
"('P08637', 'P53778')"
"('Q9Y5L4', 'Q06609')"
"('Q96CW1', 'Q14197')"
"('Q9NX14', 'O43676')"
"('Q9GZS3', 'P52435')"
"('Q9UK08', 'Q08828')"
"('P11171', 'P12004')"
"('Q15038', 'Q9H0E2')"
"('Q9H1R3', 'Q01449')"
"('Q99459', 'Q8IUH3')"
"('P17655', 'Q07817')"
"('P61968', 'O15198')"
"('P14316', 'Q04206')"
"('P49023', 'P16144')"
"('O00203', 'Q9Y496')"
"('Q8WZ42', 'P52735')"
"('Q01780', 'O77932')"
"('O43678', 'O00483')"
"('Q15653', 'P52272')"
"('Q96QU8', 'Q9HAW0')"
"('P20936', 'P43403')"
"('Q8WZ42', 'O75147')"
"('Q9H1J1', 'Q92900')"
"('P01106', 'P53582')"
"('Q93009', 'Q9Y6K9')"
"('P07766', 'Q9H6S3')"
"('P61619', 'Q9Y478')"
"('Q16665', 'O15525')"
"('P20702', 'Q05397')"
"('P12081', 'P26639')"
"('Q9UJX6', 'Q9UM11')"
"('Q13469', 'P51692')"
"('P17947', 'P24158')"
"('P12814', 'Q8WWI1')"
"('Q13283', 'Q08881')"
"('P42677', 'P23396')"
"('O76041', 'Q969Q1')"
"('P08670', 'Q9BW27')"
"('Q15036', 'P06241')"
"('P62877', 'O96020')"
"('P10147', 'P32302')"
"('P98164', 'Q12959')"
"('P30480', 'P47914')"
"('P26368', 'Q01130')"
"('P35998', 'P20226')"
"('O75886', 'Q15038')"
"('P52630', 'Q8WXH5')"
"('P00751', 'P00746')"
"('P52333', 'Q8NEB9')"
"('Q9Y6K9', 'O00221')"
"('O15105', 'Q9NYJ8')"
"('Q9UI95', 'Q9UM11')"
"('Q14197', 'P06576')"
"('P08603', 'P01024')"
"('P62258', 'Q05086')"
"('O14576', 'P50570')"
"('Q14738', 'P30153')"
"('P04406', 'P52756')"
"('P30511', 'P43627')"
"('Q13315', 'P12270')"
"('O95837', 'Q13573')"
"('P35228', 'P42224')"
"('Q16649', 'P35638')"
"('Q14155', 'P60953')"
"('P04066', 'P52735')"
"('O60729', 'Q9UJX4')"
"('O15467', 'P46094')"
"('O15455', 'Q9H0E2')"
"('O95782', 'Q16695')"
"('O15360', 'O95433')"
"('P27694', 'Q06609')"
"('P56748', 'O00501')"
"('P11142', 'Q04206')"
"('P30480', 'P25205')"
"('P10070', 'P08151')"
"('O43657', 'Q5T3J3')"
"('P07900', 'P51617')"
"('P16104', 'P49959')"
"('P21333', 'P38398')"
"('Q9NRR5', 'Q16891')"
"('P47736', 'Q6ZN04')"
"('P35626', 'Q8NH53')"
"('Q15291', 'Q99879')"
"('Q9HBG4', 'O95704')"
"('P16234', 'Q92529')"
"('Q16633', 'Q8IUQ4')"
"('Q8WYK2', 'P17544')"
"('O15162', 'Q9NRQ2')"
"('Q15744', 'P55198')"
"('P28066', 'P01106')"
"('P52803', 'Q15375')"
"('Q96MA1', 'Q9GZT8')"
"('O00311', 'P33991')"
"('O60739', 'Q01105')"
"('Q9Y2I6', 'Q14241')"
"('P07602', 'Q9NYQ6')"
"('P26599', 'P67809')"
"('Q16512', 'Q9NRA0')"
"('Q15029', 'Q96PU8')"
"('Q02556', 'Q01459')"
"('P37231', 'Q9UIH9')"
"('P50453', 'Q13432')"
"('P09960', 'P01243')"
"('Q96D42', 'Q96H15')"
"('Q9HBI1', 'Q13573')"
"('Q15628', 'P23396')"
"('P51817', 'Q01668')"
"('Q7LG56', 'P49959')"
"('Q86VP1', 'Q9Y3M8')"
"('P04899', 'Q9UK08')"
"('Q9Y2W2', 'P12931')"
"('Q8N184', '51776')"
"('O43914', 'O15389')"
"('P53618', 'P11274')"
"('O75051', 'Q14157')"
"('P08047', 'P33076')"
"('Q03113', 'Q15283')"
"('Q04206', 'O15263')"
"('P30154', 'P54284')"
"('Q15257', 'P53355')"
"('P55036', 'Q9UMX0')"
"('Q9NPF7', 'P42702')"
"('Q9Y6K9', 'P55060')"
"('P07437', 'Q9BZH6')"
"('Q15834', 'Q15475')"
"('P43243', 'P01106')"
"('P49286', 'O14654')"
"('P62987', 'Q16621')"
"('P07954', 'Q14164')"
"('P63092', 'O95622')"
"('P02452', 'P26010')"
"('Q9HBI0', 'P08648')"
"('P68371', 'Q9NXU5')"
"('Q96CG3', 'Q12933')"
"('P41595', 'O75970')"
"('P60842', 'P16104')"
"('O95067', 'P37173')"
"('P28288', 'Q5EB52')"
"('P55212', 'Q16659')"
"('Q8N163', 'Q01201')"
"('P35222', 'Q9UI14')"
"('Q9NZJ5', 'Q15759')"
"('Q99459', 'Q75QN2')"
"('406977', 'O14920')"
"('Q15843', 'Q00839')"
"('Q9BVA1', 'P68363')"
"('Q8WV41', 'Q13444')"
"('Q969T4', 'Q99496')"
"('Q9BVJ6', 'O95376')"
"('P49450', 'Q9Y6A5')"
"('Q13242', 'Q16629')"
"('Q15435', 'Q16659')"
"('Q9NS91', 'Q96S55')"
"('P34998', 'O95467')"
"('Q13569', 'Q13838')"
"('Q08170', 'Q01130')"
"('Q9Y478', 'P35080')"
"('P21246', 'P49841')"
"('O15379', 'O60675')"
"('Q9Y4K3', 'Q01469')"
"('Q03518', 'Q13087')"
"('P23246', 'P19838')"
"('P32121', 'P25025')"
"('P82914', 'Q14197')"
"('Q8TEW0', 'P62993')"
"('Q9GZT6', 'Q13765')"
"('O00716', 'P24864')"
"('Q9H0Q3', 'Q9GZT6')"
"('O14920', 'P46940')"
"('Q31612', 'P43628')"
"('P10721', 'P01116')"
"('P38936', 'P39748')"
"('A6NMZ7', 'P18827')"
"('P11362', 'O95863')"
"('P42684', 'Q15788')"
"('Q15910', 'P42771')"
"('P36897', 'O94921')"
"('Q13315', 'Q99081')"
"('P45973', 'P22492')"
"('P05129', 'P41220')"
"('Q13838', 'Q06265')"
"('P46100', 'P45973')"
"('P30480', 'O15372')"
"('O14964', 'P05783')"
"('O94817', 'Q9NT62')"
"('O96019', 'P01106')"
"('Q9Y3C7', 'O00305')"
"('Q12933', 'Q969F0')"
"('P19525', 'P46734')"
"('P61077', 'Q06587')"
"('P29350', 'P26992')"
"('P62841', 'P62701')"
"('P60953', 'O00401')"
"('P18754', 'Q04724')"
"('O14933', 'O60260')"
"('P49841', 'Q16877')"
"('P00533', 'P36542')"
"('Q13573', 'P41091')"
"('O60674', 'O00329')"
"('P52272', 'P55795')"
"('O95644', 'Q06413')"
"('P00533', 'Q99959')"
"('Q8WTQ7', 'P46092')"
"('O75791', 'Q93062')"
"('P13521', 'P27986')"
"('Q99683', 'P23458')"
"('P61086', 'O75400')"
"('P62807', 'Q969S8')"
"('P63151', 'Q15170')"
"('P78314', 'P27348')"
"('P14416', 'P09471')"
"('Q92618', 'Q9H171')"
"('P17252', 'O75689')"
"('Q07955', 'Q13247')"
"('Q96F07', 'P63104')"
"('P35580', 'O15111')"
"('P68104', 'P33552')"
"('Q9UQL6', 'O60566')"
"('Q9Y2D8', 'P18146')"
"('Q96B97', 'O00238')"
"('P37288', 'O95837')"
"('Q02556', 'P17947')"
"('O14920', 'Q9BVC4')"
"('P63096', 'P81274')"
"('P13611', 'O00585')"
"('P00533', 'P54760')"
"('Q13315', 'O95260')"
"('P00403', 'Q9UJM3')"
"('Q9UQC2', 'P10721')"
"('P26006', 'P13612')"
