negatives
"('Q15773', 'Q96T76')"
"('P49888', 'O00204')"
"('P04222', 'Q15365')"
"('P62714', 'P05386')"
"('P27348', 'P31947')"
"('Q15796', 'Q92963')"
"('P55957', 'P42574')"
"('Q8N9I9', 'P61077')"
"('Q96EZ8', 'Q86SE5')"
"('Q15910', 'Q14181')"
"('P46109', 'P49023')"
"('Q9GZZ9', 'Q9NR46')"
"('P62987', 'Q05195')"
"('O60832', 'Q99973')"
"('P35222', 'Q04206')"
"('Q96CA5', 'P55210')"
"('P30153', 'P23443')"
"('P15863', 'P50221')"
"('O43166', 'P58400')"
"('Q16566', 'Q68CJ9')"
"('Q15036', 'P12931')"
"('P25490', 'Q15545')"
"('Q04760', 'Q14164')"
"('P35222', 'P25054')"
"('Q92583', 'P51681')"
"('P61964', 'P01106')"
"('P09012', 'Q00403')"
"('P03897', 'O75438')"
"('O43566', 'P20701')"
"('P01116', 'Q16539')"
"('P61158', 'P59998')"
"('P32243', 'P62195')"
"('P00533', 'P42858')"
"('P42226', 'P14921')"
"('O14686', 'Q9UBL3')"
"('P07333', 'Q92569')"
"('O75376', 'Q9UBX0')"
"('P62993', 'Q15078')"
"('P56537', 'Q14697')"
"('P84095', 'P53778')"
"('P01111', 'P48736')"
"('P19525', 'Q9NSD9')"
"('P04229', 'P28067')"
"('P61968', 'Q16531')"
"('P01106', 'Q75NE6')"
"('P17693', 'Q03519')"
"('O43707', 'P06396')"
"('Q9UI95', 'Q9UM11')"
"('Q6VMQ6', 'P35916')"
"('P49841', 'O00429')"
"('O15264', 'P67775')"
"('P62993', 'Q9UHD8')"
"('P11021', 'Q13131')"
"('Q99816', 'P24539')"
"('P08887', 'P40189')"
"('Q9Y6Q9', 'Q13526')"
"('Q7Z6M2', 'O00410')"
"('P01106', 'P05166')"
"('P13747', 'P26715')"
"('Q9UNM6', 'P62195')"
"('Q9Y657', 'Q9H9G7')"
"('P63104', 'P46937')"
"('P54253', 'Q15038')"
"('Q9BZ29', 'O00212')"
"('P31943', 'Q04864')"
"('P32121', 'Q9Y5P8')"
"('P20226', 'Q9Y230')"
"('Q1HG44', 'Q9NRD8')"
"('P59768', 'P53779')"
"('Q9NP81', 'P01889')"
"('P34932', 'P45983')"
"('Q15303', 'P21860')"
"('O00422', 'P09455')"
"('Q15334', 'O14640')"
"('Q9P2S5', 'P24941')"
"('P35222', 'Q13547')"
"('5512', 'O15169')"
"('P63261', 'P19438')"
"('P25054', 'Q8IVI9')"
"('P20073', 'Q96FW1')"
"('P04406', 'P04183')"
"('Q9P0M6', 'Q9UKV0')"
"('P60174', 'Q16659')"
"('P09619', 'P01116')"
"('Q9Y272', 'P09471')"
"('Q9BTW9', 'O15198')"
"('Q9H7J1', 'P15735')"
"('Q9BXN2', 'P08962')"
"('Q6IE81', 'Q16637')"
"('Q6KC79', 'Q9Y6X3')"
"('Q15366', 'Q8N5F7')"
"('P63244', 'P28472')"
"('Q9HCK5', 'P46782')"
"('P04792', 'Q9HAW0')"
"('Q14197', 'P28331')"
"('P33778', 'P0C5Y9')"
"('O15379', 'P0C1H6')"
"('Q9NZT1', 'P11217')"
"('P01568', 'Q969J5')"
"('Q9UKL0', 'O60341')"
"('Q9Y294', 'P84243')"
"('P82930', 'Q14194')"
"('O14904', 'Q9ULV1')"
"('P55157', 'Q9UL51')"
"('P63104', 'Q00839')"
"('P41594', 'Q8TCU5')"
"('P62993', 'Q9Y2H0')"
"('Q9H7L9', 'Q16576')"
"('Q13177', 'P62910')"
"('O94979', 'P25054')"
"('Q7Z5H3', 'P17081')"
"('Q13568', 'P62993')"
"('P42574', 'O75822')"
"('P04150', 'Q02556')"
"('P43246', 'Q9NSU2')"
"('P51116', 'Q7Z2V1')"
"('O43524', 'P62714')"
"('Q9BTY7', 'Q9H3H1')"
"('P08913', 'P50148')"
"('P23560', 'P08138')"
"('Q9UPN9', 'Q86U70')"
"('P04183', 'Q04724')"
"('P23229', 'Q13683')"
"('Q9BTY7', 'P21246')"
"('Q13554', 'Q9Y698')"
"('P43405', 'P29353')"
"('P47897', 'Q14164')"
"('Q9Y5J5', 'Q14739')"
"('Q13177', 'Q9UNM6')"
"('P62993', 'Q14203')"
"('P55795', 'O43251')"
"('Q9Y297', 'Q9NX09')"
"('P19387', 'Q9HCS7')"
"('Q96QD5', 'Q13573')"
"('P01589', 'P52333')"
"('Q9P0V3', 'P62258')"
"('Q92918', 'Q13387')"
"('Q13617', 'P23508')"
"('Q15653', 'P46940')"
"('P04637', 'Q15486')"
"('Q8NH05', 'P38405')"
"('Q04864', 'O60658')"
"('P27694', 'Q13156')"
"('P30480', 'P62714')"
"('P61088', 'Q9H6Y7')"
"('O43318', 'Q92831')"
"('Q99759', 'P11217')"
"('P61978', 'P14866')"
"('Q96EY1', 'Q93009')"
"('P19174', 'Q9ULH1')"
"('P62854', 'Q92597')"
"('Q96NY9', 'Q9BQ83')"
"('P17301', 'Q9HBI1')"
"('P20073', 'Q5SZQ8')"
"('Q14201', 'Q13310')"
"('P15018', 'Q6UXL0')"
"('Q92925', 'Q68CP9')"
"('P63172', 'O14641')"
"('Q13200', 'P23508')"
"('Q9H9H4', 'Q99816')"
"('P62906', 'Q99558')"
"('O75791', 'Q93062')"
"('P50570', 'Q05516')"
"('Q99570', 'Q9Y371')"
"('Q9H204', 'P14060')"
"('Q9UER7', 'Q96EZ8')"
"('P15172', 'P55036')"
"('Q8TDY2', 'Q15714')"
"('P19174', 'Q9NZT1')"
"('Q9C026', 'Q9NV70')"
"('P19878', 'Q9HBY0')"
"('P42331', 'Q9HBH0')"
"('Q15620', 'P38405')"
"('P15153', 'Q96F07')"
"('O95433', 'Q9UJV9')"
"('O95197', 'Q9Y5P4')"
"('Q9Y675', 'Q15369')"
"('P01106', 'Q12894')"
"('Q9BQE6', 'Q9NX58')"
"('Q13535', 'Q9UKV3')"
"('P18206', 'P39019')"
"('P62070', 'Q12967')"
"('Q13547', 'P29350')"
"('P61803', 'P11171')"
"('Q99558', 'O00571')"
"('P49674', 'P62877')"
"('P10451', 'P08514')"
"('P05556', 'Q6UVK1')"
"('P26373', 'P05387')"
"('Q9Y316', 'P04626')"
"('Q06124', 'Q92569')"
"('O75800', 'O76064')"
"('P54253', 'Q96JN2')"
"('P41252', 'Q99759')"
"('Q9NRQ2', 'O95967')"
"('P06865', 'P16104')"
"('Q8NC51', 'O15264')"
"('Q8NH09', 'P38405')"
"('O95299', 'P03901')"
"('Q15796', 'Q9HCE7')"
"('O95376', 'Q9NRI5')"
"('P08648', 'Q9Y490')"
"('Q8NFH5', 'Q5SRE5')"
"('P61769', 'P46379')"
"('O15084', 'O00743')"
"('P62701', 'P39019')"
"('P23458', 'Q14765')"
"('Q01094', 'Q09028')"
"('P40337', 'Q8TEY7')"
"('Q9P0W2', 'O60341')"
"('P61952', 'O60840')"
"('Q9BZI7', 'Q96EZ8')"
"('Q9Y4K3', 'Q02556')"
"('P01889', 'P43630')"
"('O15131', 'P13861')"
"('P53350', 'O94762')"
"('P0C5Z0', 'Q9UKV0')"
"('P30480', 'Q01813')"
"('P41182', 'Q03181')"
"('Q9BT78', 'Q0VDD7')"
"('P19338', 'O75689')"
"('P17844', 'P03372')"
"('Q13748', 'Q12933')"
"('Q9UBN7', 'Q9P0M6')"
"('Q15652', 'O43809')"
"('P52756', 'Q07817')"
"('O15297', 'O15264')"
"('Q16665', 'P08238')"
"('P32121', 'Q8NH41')"
"('Q13233', 'Q9Y2X8')"
"('Q02878', 'Q07020')"
"('P35968', 'Q9Y6I3')"
"('Q9NXU5', 'Q13885')"
"('P21802', 'O00459')"
"('O00590', 'P13236')"
"('P28072', 'Q15910')"
"('Q14683', 'P51991')"
"('Q96JH8', 'O75771')"
"('P78396', 'P11586')"
"('P63104', 'Q9H4B7')"
"('O60244', 'Q14203')"
"('Q9P2S5', 'O14832')"
"('P16070', 'P10451')"
"('Q13526', 'Q05209')"
"('O00254', 'P62993')"
"('P62979', 'P22090')"
"('Q05519', 'Q8IWZ8')"
"('406953', 'Q8WY64')"
"('P49768', 'Q8WW43')"
"('Q9ULV8', 'P06239')"
"('Q9UER7', 'P15884')"
"('P51816', 'P16333')"
"('O00305', 'Q12788')"
"('Q7L099', 'Q13432')"
"('Q9UIF9', 'P55157')"
"('P55854', 'Q99666')"
"('P62837', 'Q96PM5')"
"('Q13287', 'P01106')"
"('P61266', 'O00161')"
"('P51681', 'Q8N138')"
"('Q96Q83', 'Q9H0E9')"
"('Q9BYB0', 'P27986')"
"('Q9H814', 'Q15418')"
"('P00736', 'P02745')"
"('Q9UIV1', 'Q9NZN8')"
"('O60674', 'Q14469')"
"('P53779', 'Q12789')"
"('O76031', 'Q15714')"
"('Q99613', 'P05198')"
"('P48443', 'Q15788')"
"('Q9Y6J9', 'Q16514')"
"('P02730', 'P42771')"
"('O95994', 'Q9NRR5')"
"('Q8IWX8', 'Q8NAV1')"
"('Q9UHV7', 'Q9NX70')"
"('P07814', 'P41252')"
"('O14974', 'Q9BUA6')"
"('P67775', 'P53355')"
"('Q99558', 'P35544')"
"('Q9UJX6', 'Q9UJX4')"
"('Q9NRD5', 'P38432')"
"('Q9C040', 'Q5UE93')"
"('P08754', 'P12931')"
"('P04637', 'Q02880')"
"('Q15389', 'Q02763')"
"('Q9UBC5', 'Q9Y5J5')"
"('Q9UHH9', 'P07900')"
"('Q05397', 'Q9Y2X7')"
"('Q13155', 'P0CG47')"
"('P61956', 'P06748')"
"('P30939', 'P62873')"
"('Q14872', 'O15131')"
"('O95169', 'O95168')"
"('P58417', 'Q9NRR5')"
"('Q8TCY5', 'Q01726')"
"('Q9Y2U5', 'Q9BPZ7')"
"('P56693', 'P50553')"
"('P63316', 'P19429')"
"('P61964', 'P78537')"
"('O15397', 'P54253')"
"('Q9UHX1', 'P08670')"
"('P02794', 'P0CG48')"
"('Q9H0H5', 'P52198')"
"('O00264', 'Q9BUP0')"
"('O15530', 'P07900')"
"('Q13191', 'Q8IZP0')"
"('P68400', 'Q9UNN5')"
"('P23508', 'P02786')"
"('Q12874', 'Q13573')"
"('Q9ULV8', 'P16471')"
"('Q9Y4J8', 'Q96EV8')"
"('Q9UNN5', 'Q8TAD8')"
"('P01111', 'P53779')"
"('407035', 'Q9NRM7')"
"('O75167', 'P12931')"
"('O75746', 'Q9Y5J5')"
"('Q8TAD8', 'Q09472')"
"('Q92800', 'Q09028')"
"('P26992', 'O60674')"
"('P62258', 'Q9BUA3')"
"('Q15834', 'Q15906')"
"('Q9Y6J0', 'P62158')"
"('P49642', 'P60900')"
"('O95685', 'P54840')"
"('407024', 'Q9Y6K1')"
"('O14949', 'P0CAP2')"
"('Q9UPY5', 'P08195')"
"('Q06418', 'Q14393')"
"('Q8TCJ2', 'P39656')"
"('P52655', 'P20226')"
"('P62993', 'O14744')"
"('Q14164', 'P62910')"
"('P22612', 'P50552')"
"('P22612', 'P51787')"
"('P16220', 'Q9NZN1')"
"('P68400', 'Q04206')"
"('P78527', 'P49792')"
"('P22694', 'Q9NY47')"
"('Q9BVP2', 'Q9H1I8')"
"('P62249', 'P40337')"
"('Q9H171', 'Q9UKV8')"
"('Q99558', 'P22087')"
"('Q9BZL4', 'P24844')"
"('P41235', 'P11310')"
"('Q9UNX3', 'Q02878')"
"('O14965', 'Q9GZM8')"
"('Q86YW9', 'Q9UHV7')"
"('P11226', 'O00187')"
"('P51787', 'P17612')"
"('Q9HAU5', 'Q8IYD1')"
"('Q92698', 'Q96NY9')"
"('P63000', 'Q13546')"
"('Q9NSB4', 'O94817')"
"('P56750', 'O75508')"
"('Q96SB8', 'Q8IY18')"
"('P08631', 'Q8WYR1')"
"('P24844', 'P63261')"
"('P29353', 'P30519')"
"('Q9H3R5', 'Q15126')"
"('P26439', 'P26599')"
"('P49459', 'P28328')"
"('P51817', 'P13569')"
"('P55769', 'Q12789')"
"('Q08211', 'Q14191')"
"('Q9Y4A5', 'Q96Q83')"
"('Q9Y6K9', 'P09874')"
"('Q16254', 'Q15022')"
"('P62241', 'P62266')"
"('P62330', 'Q9Y266')"
"('Q9NRM2', 'O43542')"
"('Q9Y6K9', 'P21580')"
"('P20226', 'P09429')"
"('P78317', 'Q8NCF5')"
"('P08246', 'P01009')"
"('Q12796', 'P18146')"
"('Q9H160', 'P12757')"
"('Q16627', 'P25025')"
"('Q9UHD0', 'Q8N6P7')"
"('O14981', 'P20226')"
"('Q9ULJ6', 'P10275')"
"('P52948', 'Q96HA1')"
"('Q92914', 'P08581')"
"('P09874', 'P06899')"
"('O15105', 'Q15797')"
"('Q96J02', 'Q9ULV8')"
"('P13569', 'P02545')"
"('O94989', 'P54764')"
"('Q14669', 'A5YM72')"
"('O00459', 'P37173')"
"('P04839', 'P53778')"
"('P06748', 'Q07955')"
"('P57086', 'O14978')"
"('P07948', 'P07359')"
"('P17612', 'O43306')"
"('P0CG48', 'P05362')"
"('Q9NZJ0', 'P61964')"
"('P33778', 'Q8WUI4')"
"('O15455', 'O00459')"
"('Q9H2X0', 'P62993')"
"('Q92793', 'P48436')"
"('Q9P0J0', 'Q8IZH2')"
"('Q92934', 'P61956')"
"('P03905', 'P03891')"
"('P01106', 'Q9H4M9')"
"('O15105', 'Q9NR48')"
"('Q8NFD5', 'P06400')"
"('Q9H819', 'P49716')"
"('O95267', 'P10301')"
"('Q12933', 'P55209')"
"('P61968', 'P53350')"
"('P09874', 'P16403')"
"('Q5IJ48', 'P82279')"
"('Q14160', 'P12830')"
"('Q13489', 'P62258')"
"('406980', 'Q8WY64')"
"('Q5JRA6', 'Q02388')"
"('Q14451', 'Q04724')"
"('Q9UJZ1', 'Q14197')"
"('P43026', 'Q16671')"
"('Q92841', 'P31942')"
"('P07900', 'P49642')"
"('Q92752', 'P26006')"
"('P01106', 'O60502')"
"('P28222', 'P50150')"
"('Q13573', 'Q9UJV9')"
"('Q01201', 'P07437')"
"('Q07890', 'P68133')"
"('Q15428', 'P49756')"
"('Q8TE23', 'P84996')"
"('Q9NYQ7', 'O43147')"
"('Q13145', 'P36897')"
"('Q99962', 'Q99961')"
"('P53675', 'P09496')"
"('Q9UI30', 'Q14164')"
"('Q00005', 'P35908')"
"('Q01081', 'Q9BUJ2')"
"('Q99459', 'P62899')"
"('P04637', 'P63104')"
"('P49427', 'P67870')"
"('Q9Y6K9', 'Q9NTJ3')"
"('Q03518', 'Q14164')"
"('P22234', 'P52429')"
"('P61244', 'Q9H8W4')"
"('P13385', 'O60383')"
"('Q9Y624', 'Q05513')"
"('Q06124', 'P32239')"
"('P05387', 'P61513')"
"('Q9P2K8', 'Q15759')"
"('Q06190', 'Q8IY92')"
"('P62807', 'Q7L7L0')"
"('Q9P0W0', 'Q99650')"
"('P50552', 'O75578')"
"('Q9P0M9', 'Q9BUV8')"
"('Q9HC29', 'Q96P20')"
"('Q8TBK6', 'Q13427')"
"('Q16849', 'Q13425')"
"('Q13155', 'Q9H410')"
"('P28221', 'O60262')"
"('Q13224', 'Q12913')"
"('P18089', 'Q9Y210')"
"('P34897', 'O95467')"
"('Q16236', 'P48506')"
"('P51681', 'Q15811')"
"('P63151', 'O00305')"
"('P12814', 'P43364')"
"('Q8IXH7', 'P14854')"
"('O75817', 'Q16637')"
"('O60732', 'P0C0S5')"
"('Q9H1C4', 'O14735')"
"('P62256', 'P78317')"
"('P31785', 'O60674')"
"('P84022', 'Q14562')"
"('Q8NHQ1', 'P38432')"
"('Q9UJY4', 'Q99523')"
"('P21246', 'O60443')"
"('Q16543', 'O95201')"
"('Q13705', 'Q15796')"
"('P04350', 'Q00653')"
"('Q8N205', 'Q9UK32')"
"('P50151', 'Q08462')"
"('Q16659', 'P01229')"
"('P05107', 'P12931')"
"('P06241', 'A7KAX9')"
"('Q01081', 'P38159')"
"('P20292', 'P49716')"
"('Q9BVJ6', 'Q13625')"
"('406906', 'Q96RU8')"
"('Q6UUV9', 'P17861')"
"('Q9P2K6', 'Q9NRR5')"
"('A7XYQ1', 'Q13363')"
"('P25788', 'Q9BQ83')"
"('Q5TD97', 'P16220')"
"('Q05513', 'Q9Y4H2')"
"('P60763', 'P52564')"
"('O43639', 'P30530')"
"('P28072', 'O14818')"
"('Q9HBI1', 'O75578')"
"('P43246', 'Q10586')"
"('Q13315', 'P11137')"
"('P35080', 'Q9BQD7')"
"('Q9H788', 'P62140')"
"('P78543', 'P11940')"
"('P10827', 'Q96ST3')"
"('P09619', 'P23469')"
"('P33316', 'P62745')"
"('O75553', 'Q8IUQ4')"
"('P55160', 'Q96F07')"
"('Q9UBP9', 'Q99459')"
"('Q14191', 'P43351')"
"('Q6DN90', 'P51617')"
"('P0CG47', 'Q9UNE7')"
"('Q00613', 'Q96D71')"
"('P41250', 'Q14164')"
"('Q8N357', 'Q9UGN5')"
"('P15248', 'Q14626')"
"('O14514', 'Q5TCQ9')"
"('Q02763', 'P29353')"
"('P04637', 'Q9H9J4')"
"('O95715', 'P32302')"
"('P52803', 'P00533')"
"('Q99684', 'Q9NRD5')"
"('Q9H832', 'Q99942')"
"('O60271', 'P61244')"
"('P19086', 'Q3MJ16')"
"('406971', 'P30291')"
"('P07900', 'Q14318')"
"('O00471', 'Q13573')"
"('P36897', 'P51153')"
"('O15131', 'P09467')"
"('Q9Y6Q9', 'P37231')"
"('Q9Y5P6', 'O60684')"
"('A0AVK6', 'P24864')"
"('P35609', 'P78352')"
"('P54253', 'Q8NEA9')"
"('P55957', 'Q15047')"
"('Q5T5P2', 'P51116')"
"('Q13064', 'Q15819')"
"('Q14966', 'Q15834')"
"('Q15835', 'P51684')"
"('O60869', 'P62158')"
"('P24530', 'O95837')"
"('P27694', 'Q14565')"
"('Q13398', 'Q9GZM8')"
"('Q15714', 'P35244')"
"('Q86V81', 'P52272')"
"('O15400', 'Q9UNK0')"
"('P35222', '2310')"
"('Q96EZ8', 'Q9BQD3')"
"('O60674', 'Q8NEB9')"
"('Q99616', 'P49238')"
"('P12236', 'P21281')"
"('P35237', 'P08311')"
"('Q16659', 'Q9NUQ9')"
"('P62891', 'P63173')"
"('P19525', 'P52564')"
"('Q92569', 'P48736')"
"('P63167', 'Q8TDI0')"
"('Q15021', 'Q9NTJ3')"
"('P01106', 'Q5JWR5')"
"('P05771', 'P19634')"
"('Q15291', 'Q86VZ2')"
"('P04637', 'P62136')"
"('P08107', 'P04637')"
"('P01891', 'Q9NYU2')"
"('Q92993', 'Q9BVJ7')"
"('Q92621', 'Q9H173')"
"('P50151', 'P08754')"
"('P32121', 'Q9HBX9')"
"('Q6N063', 'P26641')"
"('P23769', 'P29590')"
"('P62158', 'P51911')"
"('Q9Y4K3', 'P45880')"
"('P38936', 'Q71U36')"
"('P26006', 'Q9HBI1')"
"('Q9Y271', 'P18146')"
"('Q09428', 'Q00975')"
"('Q9Y691', 'Q01668')"
"('Q9NS73', 'Q96MT8')"
"('P42858', 'Q96D09')"
"('P33992', 'O76071')"
"('Q6P1J9', 'O95639')"
"('P05362', 'P05107')"
"('Q9H0M0', 'Q9HAU4')"
"('P08238', 'Q15653')"
"('P63000', 'Q99683')"
"('Q13002', 'Q6UWE0')"
"('Q08050', 'P35575')"
"('P10242', 'P63279')"
"('Q7Z3B3', 'Q99459')"
"('Q96F86', 'Q6P2E9')"
"('Q16659', 'Q08345')"
"('Q15691', 'Q13586')"
"('P20749', 'Q04206')"
"('Q9P2E3', 'P51668')"
"('P50454', 'Q9Y328')"
"('O43809', 'Q5RKV6')"
"('Q9BQE3', 'O14576')"
"('Q15020', 'Q96KG7')"
"('P28222', 'P04899')"
"('O60262', 'O00555')"
"('P62993', 'P62277')"
"('Q8IVF5', 'O00212')"
"('P61106', 'Q14164')"
"('Q13007', 'P26951')"
"('Q96T58', 'P49716')"
"('P15923', 'P41134')"
"('P04843', 'P39656')"
"('Q14161', 'Q9NZN5')"
"('P78509', 'Q9UKX5')"
"('P41235', 'P01019')"
"('Q9GZR7', 'P60228')"
"('O14980', 'Q9HCE7')"
"('P06400', 'Q00577')"
"('Q9H4I2', 'Q9Y6X8')"
"('Q99666', 'P63165')"
"('Q9Y6K9', 'P08107')"
"('P68366', 'P68371')"
"('Q9Y286', 'P29350')"
"('P01730', 'P09382')"
"('Q13526', 'P49815')"
"('Q07666', 'P07948')"
"('Q8NFH8', 'Q9ULH1')"
"('P05000', 'Q8IU57')"
"('P06400', 'Q06587')"
"('Q9GZQ8', 'Q02156')"
"('P35609', 'Q8IYT8')"
"('P68366', 'P01106')"
"('P53350', 'O96017')"
"('Q9UNE7', 'Q9Y2U5')"
"('Q8N122', 'Q14318')"
"('Q92750', 'Q16514')"
"('Q9UI30', 'Q9Y4K3')"
"('O00459', 'P54710')"
"('Q92973', 'Q401N2')"
"('Q13444', 'P16333')"
"('Q9Y6I7', 'P49841')"
"('Q9NYR9', 'P04183')"
"('Q14181', 'Q8N2I9')"
"('P10301', 'Q13009')"
"('P62256', 'P49366')"
"('P17676', 'P01243')"
"('Q9H9Y6', 'P27986')"
"('P62888', 'P30050')"
"('Q13885', 'P20591')"
"('Q13177', 'Q13087')"
"('Q96GM5', 'Q969G3')"
"('P05155', 'P02746')"
"('Q99436', 'Q92979')"
"('Q12959', 'Q14160')"
"('Q15303', 'P42684')"
"('Q96HD1', 'Q7L5N1')"
"('Q8IYF3', 'Q7Z6G3')"
"('Q99459', 'Q6KC79')"
"('Q15796', 'P30260')"
"('Q07955', 'P35637')"
"('Q7Z2E3', 'Q9NRD5')"
"('Q9UBZ9', 'P12004')"
"('Q9BSI4', 'P54274')"
"('Q66LE6', 'Q92736')"
"('O14908', 'P57678')"
"('P08670', 'O14503')"
"('P68363', 'Q14204')"
"('P04637', 'P10275')"
"('P01106', 'Q96AG4')"
"('P01106', 'Q9GZN8')"
"('Q9UI08', 'Q9UGI8')"
"('O43290', 'Q08170')"
"('P52907', 'Q9UFF9')"
"('Q14894', 'P18146')"
"('P46100', 'Q9Y383')"
"('Q9UKS6', 'P22087')"
"('Q9UM73', 'P51532')"
"('Q10570', 'P62140')"
"('Q9Y3M8', 'Q96L33')"
"('P07333', 'P17676')"
"('P17544', 'P01100')"
"('P30086', 'P24941')"
"('Q99750', 'Q9BUY5')"
"('Q05397', 'P29353')"
"('P62258', 'Q684P5')"
"('P40763', 'Q13131')"
"('P48730', 'O15534')"
"('P04637', 'Q14061')"
"('Q5VTD9', 'Q13077')"
"('Q9BQY4', 'Q01844')"
"('P46776', 'P27635')"
"('Q6FHJ7', 'O00144')"
"('P30480', 'P24752')"
"('P35606', 'P11802')"
"('Q9UKX5', 'P26010')"
"('Q5JSP0', 'P60953')"
"('P22392', 'Q9HB71')"
"('P18146', 'P46059')"
"('Q6ZUM4', 'Q07890')"
"('P15408', 'P35228')"
"('Q8NGV7', 'P38405')"
"('Q9H492', 'Q14145')"
"('P60709', 'P25490')"
"('P36897', 'P63104')"
"('P22362', 'P25025')"
"('P27348', 'P08107')"
"('Q9Y4A5', 'P25440')"
"('Q96QB1', 'Q96L33')"
"('P60709', 'Q14240')"
"('Q15172', 'P01106')"
"('Q8WXH5', 'Q8IU57')"
"('P24821', 'P16144')"
"('P31314', 'Q6STE5')"
"('Q13546', 'P27708')"
"('P04899', 'O60262')"
"('P23508', 'Q14232')"
"('Q99879', 'Q6FI13')"
"('P35462', 'P50151')"
"('P42858', 'P35520')"
"('Q96QG7', 'Q9Y6C2')"
"('Q9BY43', 'Q5VWQ8')"
"('P61978', 'O75791')"
"('Q13438', 'Q9UBV2')"
"('Q13114', 'O94972')"
"('O96019', 'Q12824')"
"('O00264', 'P01889')"
"('P62273', 'Q14240')"
"('P21673', 'Q8TBB1')"
"('Q99798', 'P52824')"
"('P04222', 'Q00610')"
"('P61088', 'Q99459')"
"('Q9Y4K3', 'P22455')"
"('P28482', 'P15336')"
"('Q15797', 'Q99717')"
"('P0CAP2', 'O14949')"
"('P10147', 'O00574')"
"('P21860', 'P11362')"
"('Q9NZD8', 'P60891')"
"('P32248', 'P52333')"
"('Q15759', 'Q04206')"
"('P30260', 'P27986')"
"('Q9Y4K3', 'P12931')"
"('P46777', 'P08238')"
"('P12757', 'P08621')"
"('P55854', 'Q8IVS2')"
"('P05388', 'P62917')"
"('Q9UJZ1', 'Q9UET6')"
"('Q00653', 'O95831')"
"('P05455', 'Q9Y478')"
"('P68104', 'P78560')"
"('Q13573', 'O14965')"
"('P22694', 'Q06432')"
"('O15255', 'P00519')"
"('Q14315', 'P23229')"
"('Q00005', 'P10415')"
"('O00214', 'P56199')"
"('Q16891', 'Q13190')"
"('Q6UY14', 'P29972')"
"('Q8WV41', 'Q9Y5X1')"
"('P55884', 'Q9UBQ5')"
"('Q5TA45', 'P67870')"
"('Q14653', 'Q92985')"
"('P59998', 'P63261')"
"('P23467', 'P06753')"
"('Q07889', 'Q7L0Q8')"
"('Q96IK5', 'Q4V326')"
"('Q16531', 'Q01831')"
"('Q9Y6Y9', 'Q8IWL1')"
"('P52597', 'Q9BUJ2')"
"('Q9NRZ5', 'P46108')"
"('Q9UKL0', 'Q9NY46')"
"('Q9HCM4', 'P84022')"
"('P05771', 'Q8TAA9')"
"('P48556', 'P62333')"
"('P04053', 'P02647')"
"('P51617', 'Q99558')"
"('P07305', 'Q8NC60')"
"('P42574', 'P05067')"
"('O60669', 'Q13424')"
"('P67870', 'O14775')"
"('P31946', 'O96013')"
"('P48556', 'P35998')"
"('Q99731', 'P51685')"
"('O95831', 'Q15047')"
"('Q8WXU2', 'P60520')"
"('Q16787', 'P26012')"
"('P38398', 'Q92903')"
"('O60721', 'P16333')"
"('P20073', 'Q9UNN5')"
"('P98095', 'Q01955')"
"('Q96EP1', 'P62837')"
"('P51665', 'Q00653')"
"('Q969G3', 'Q15797')"
"('Q86XP3', 'Q99459')"
"('O60888', 'P40337')"
"('Q96ST3', 'P41182')"
"('P98095', 'Q96GW7')"
"('Q12824', 'Q9H5J8')"
"('P11171', 'Q15828')"
"('P33240', 'Q9H6E5')"
"('Q8NEA6', 'Q9UMX1')"
"('O94941', 'Q96LR5')"
"('Q9Y619', 'P62979')"
"('P0CG48', 'O60566')"
"('Q12959', 'Q9ULH1')"
"('P16619', 'P51679')"
"('P52803', 'P55157')"
"('Q96D09', 'Q5T3J3')"
"('O60925', 'Q96DF8')"
"('P52757', 'P21860')"
"('O75947', 'P18859')"
"('P62891', 'P62899')"
"('O43426', 'Q07912')"
"('Q9NWK9', 'Q9HCU4')"
"('P12004', 'P24941')"
"('Q14197', 'Q6P161')"
"('P49716', 'Q8TF20')"
"('Q9Y5M8', 'P49662')"
"('406952', 'P40763')"
"('P11362', 'P19174')"
"('P26012', 'Q13797')"
"('P25098', 'Q99835')"
"('P05412', 'P15407')"
"('P61981', 'Q13595')"
"('Q8WVM8', 'P18206')"
"('P0C5Z0', 'Q9UBN7')"
"('P13747', 'P43631')"
"('P31947', 'O95067')"
"('P78524', 'P31947')"
"('Q7Z7A3', 'Q2VPK5')"
"('Q99459', 'Q14966')"
"('O75529', 'Q99459')"
"('Q9BYG5', 'Q9NQ66')"
"('P01730', 'P06729')"
"('P08514', 'Q05397')"
"('P01112', 'P27986')"
"('Q9NZM5', 'P19525')"
"('P27348', 'A6ND36')"
"('P42575', 'P30281')"
"('Q14197', 'Q9P0P8')"
"('O43741', 'Q12778')"
"('Q14194', 'P63146')"
"('Q13972', 'P01116')"
"('Q9UGI9', 'P13639')"
"('O75400', 'Q8N3X1')"
"('Q9ULM6', 'Q9NZN8')"
"('O43765', 'P10124')"
"('P55210', 'O95760')"
"('Q9BUH8', 'O75604')"
"('Q6FI13', 'Q93079')"
"('P21860', 'P49798')"
"('O95400', 'P14678')"
"('Q01094', 'P01106')"
"('P41182', 'Q96QZ0')"
"('Q15014', 'Q9H0E9')"
"('Q8N668', 'Q15370')"
"('Q8IWL3', 'Q8NFJ9')"
