negatives
"('P07355', 'O75815')"
"('Q99836', 'O15455')"
"('Q15672', 'Q09472')"
"('Q92993', 'Q49AJ0')"
"('P12830', 'P35221')"
"('P63010', 'O94973')"
"('P18146', 'P08910')"
"('P49792', 'Q9Y613')"
"('Q9NR46', 'P04629')"
"('P12980', 'Q8IZS8')"
"('O14744', 'O95863')"
"('Q71U36', 'Q9H4B7')"
"('P32121', 'Q8NGF4')"
"('P19438', 'Q9Y6K9')"
"('O75159', 'P00533')"
"('P13569', 'P53618')"
"('Q9NQC3', 'P06241')"
"('O94929', 'P62993')"
"('P49257', 'Q9Y3A6')"
"('O60264', 'P62805')"
"('Q14690', 'P05109')"
"('Q8IZJ0', 'Q99062')"
"('Q96LR5', 'Q96A37')"
"('Q86SE5', 'Q96IZ5')"
"('P07437', 'Q9UHD2')"
"('Q13084', 'P04350')"
"('P12931', 'Q9H9L3')"
"('O75525', 'Q9H9D4')"
"('P35372', 'P16520')"
"('P38159', 'Q9Y580')"
"('Q9UQL6', 'O75367')"
"('Q96BK5', 'P53999')"
"('P27487', 'Q8N158')"
"('Q9H6E5', 'P62258')"
"('Q13555', 'P54284')"
"('P16520', 'Q8WYR1')"
"('P62424', 'P32969')"
"('Q75N90', 'Q92569')"
"('P45983', 'P29508')"
"('Q15172', 'O15169')"
"('P42566', 'P06241')"
"('Q9NP97', 'Q9Y5J5')"
"('P01308', 'P35916')"
"('P18887', 'P12004')"
"('Q9H2G2', 'Q9NYA1')"
"('Q14566', 'P42568')"
"('Q9Y6E2', 'Q7L1Q6')"
"('Q9H1J1', 'Q9H4D5')"
"('Q8N3Y1', 'Q14999')"
"('Q13114', 'Q96RJ3')"
"('O00401', 'O60861')"
"('Q16288', 'Q9UQQ2')"
"('P04626', 'P42679')"
"('Q00526', 'P61024')"
"('P05026', 'Q5T3J3')"
"('Q9NQC3', 'Q15788')"
"('P01106', 'O60313')"
"('P41091', 'O00303')"
"('Q9UKW4', 'P62993')"
"('P11274', 'P29353')"
"('Q13554', 'P54289')"
"('O00716', '406982')"
"('P63104', 'P09493')"
"('P18031', 'P02730')"
"('P31689', 'Q9HCK5')"
"('Q96IF1', 'P31947')"
"('Q9UBI6', 'P27361')"
"('Q13233', 'Q07020')"
"('P51677', 'P63096')"
"('Q9UFF9', 'Q96FW1')"
"('Q9UNZ2', 'Q9H814')"
"('P62993', 'P29353')"
"('P56693', 'P16234')"
"('P08107', 'O60603')"
"('Q16778', 'P0C5Y9')"
"('P56706', 'O75581')"
"('407047', 'Q9H9Z2')"
"('P31689', 'P00533')"
"('Q9UK32', 'P01112')"
"('O96019', 'Q8NBZ0')"
"('Q99942', 'P61077')"
"('P04899', 'P61073')"
"('Q9H6S0', 'P51617')"
"('Q08050', 'Q13309')"
"('Q99835', 'Q9Y6C5')"
"('Q7Z6G3', 'Q9P2K3')"
"('Q9NZS9', 'P62993')"
"('P61224', 'P51693')"
"('P84098', 'P05386')"
"('Q9HAW0', 'Q9Y333')"
"('Q01113', 'P29597')"
"('P12956', 'P16104')"
"('Q9NQU5', 'P52564')"
"('Q6ZVK8', 'O95810')"
"('P20151', 'P35237')"
"('Q15038', 'Q8N9H8')"
"('Q9H0Y0', 'Q9H1Y0')"
"('P60763', 'P41743')"
"('P68400', 'P13861')"
"('Q13237', 'P50993')"
"('P26006', 'P35609')"
"('Q9H3H3', 'Q99963')"
"('P43243', 'P62993')"
"('P51532', 'O75030')"
"('P09529', 'P10600')"
"('Q13315', 'Q16352')"
"('Q92738', 'Q9H8Y8')"
"('Q13885', 'Q71U36')"
"('O75665', 'P56537')"
"('Q04206', 'Q9P2J5')"
"('Q96J01', 'Q96FV9')"
"('Q7Z2E3', 'P49917')"
"('O14744', 'Q9NQ92')"
"('Q96PX8', 'P31946')"
"('Q9NVX0', 'O94927')"
"('407007', 'P01100')"
"('P05386', 'P62906')"
"('P29460', 'P24394')"
"('Q96JB5', 'P06493')"
"('O15212', 'Q99759')"
"('Q8IZP0', 'P07947')"
"('Q16629', 'P14866')"
"('Q08999', 'Q13574')"
"('P56704', 'Q9ULV1')"
"('P52797', 'P29317')"
"('O00220', 'P01730')"
"('P46459', 'Q9UBS5')"
"('P50552', 'P63261')"
"('Q9UET6', 'Q9HB71')"
"('Q9H5J8', 'Q9UNN5')"
"('O75398', 'Q9H1I8')"
"('P48059', 'Q13573')"
"('Q9BYB0', 'P12931')"
"('P01106', 'Q9UI12')"
"('P08069', 'P49913')"
"('P25054', 'P49841')"
"('Q96CW1', 'P35368')"
"('P56748', 'Q9UDY2')"
"('P52757', 'O00212')"
"('Q99759', 'P52907')"
"('Q9NX02', 'P16104')"
"('Q9NRI5', 'P12883')"
"('P30519', 'O15226')"
"('P03891', 'O43674')"
"('Q9NRG1', 'Q96G04')"
"('P08670', 'O15525')"
"('Q99459', 'P42285')"
"('P49841', 'Q05397')"
"('Q15287', 'P22626')"
"('P16520', 'Q13153')"
"('P31431', 'O75056')"
"('A5PKW4', 'O60234')"
"('Q9UBI6', 'Q13936')"
"('P21333', 'P00973')"
"('O60925', 'Q16630')"
"('P37108', 'P01106')"
"('Q6UXN9', 'Q13619')"
"('Q13547', 'Q5VTD9')"
"('Q9UJM3', 'Q9NR30')"
"('P39023', 'P46777')"
"('P16152', 'P21796')"
"('O75132', 'Q04206')"
"('P08571', 'O15455')"
"('Q15797', 'Q9UNE7')"
"('P02462', 'P31431')"
"('Q9H1I8', 'Q12789')"
"('P38398', 'Q04206')"
"('Q15714', 'Q9Y2Q3')"
"('Q9P2W3', 'P43657')"
"('Q13069', 'Q8NEA9')"
"('O60573', 'Q9NRA8')"
"('Q9BX10', 'Q13568')"
"('Q14315', 'P26010')"
"('P68104', 'Q02833')"
"('Q9BRK5', 'P18754')"
"('Q92796', 'Q9GZV5')"
"('Q15366', 'Q9P2I0')"
"('Q9UIS9', 'P84022')"
"('Q99459', 'O94906')"
"('P18846', 'Q9HBZ2')"
"('P20073', 'Q15047')"
"('P29590', 'P08047')"
"('Q9NPJ6', 'Q86YW9')"
"('P05455', 'Q9NX58')"
"('Q16186', 'O60381')"
"('Q96KP1', 'Q13573')"
"('Q9Y2U8', 'P84022')"
"('Q12873', 'Q8NC44')"
"('Q8IY92', 'O95373')"
"('Q9C0J8', 'Q6UN15')"
"('Q6ZVK8', 'Q9BPX1')"
"('P61077', 'O95628')"
"('P63261', 'Q92597')"
"('P18074', 'P50613')"
"('P22301', 'P24394')"
"('Q9NYF5', 'P62258')"
"('Q13263', 'P62330')"
"('Q8NB90', 'Q13573')"
"('P01889', 'P26639')"
"('Q9GZM8', 'Q13398')"
"('P31946', 'Q96Q89')"
"('P02741', 'P05231')"
"('Q15834', 'Q04695')"
"('Q01844', 'O00160')"
"('O43439', 'Q9UPN9')"
"('Q7LBR1', 'Q9NP79')"
"('Q9NXS2', 'Q9Y478')"
"('O60583', 'P06400')"
"('Q8IZW8', 'P31947')"
"('P09651', 'P26368')"
"('O00459', 'P55211')"
"('P45985', 'Q14315')"
"('P54253', 'P08243')"
"('Q8IZD9', 'P27986')"
"('Q16828', 'P27361')"
"('Q8IYF1', 'O43298')"
"('P62714', 'Q96BV0')"
"('Q96G28', 'P63000')"
"('Q9HAU5', 'P62841')"
"('A5YKK6', 'P19793')"
"('P51608', 'Q9H2X6')"
"('P22612', 'Q9UBN1')"
"('Q9NPI1', 'Q5UIP0')"
"('Q5TGY3', 'P54253')"
"('P16220', 'Q96CH1')"
"('Q16587', 'Q13263')"
"('Q96FW1', 'P23508')"
"('P62917', 'P05388')"
"('Q13315', 'Q9NZN8')"
"('Q9H7E9', 'Q8NHY6')"
"('O75925', 'P29590')"
"('P02768', 'P07477')"
"('Q5JSL3', 'Q92730')"
"('O14641', 'Q8N684')"
"('Q96B02', 'P62841')"
"('P61247', 'Q9Y4K3')"
"('Q9C0I1', 'Q13614')"
"('P00519', 'Q7Z434')"
"('Q9C0C7', 'Q9BW61')"
"('Q13976', 'Q00722')"
"('Q9NYV4', 'Q9BYQ3')"
"('P15018', 'Q13651')"
"('Q15052', 'P63000')"
"('Q07021', 'O00198')"
"('O15066', 'P61968')"
"('P18146', 'Q14938')"
"('Q6IAA8', 'Q9GZT6')"
"('Q93009', 'Q2M1K9')"
"('Q8IZC6', 'P53708')"
"('O14925', 'Q9NQG6')"
"('O00222', 'P61952')"
"('Q6STE5', 'Q8TAQ2')"
"('P53814', 'P68133')"
"('P17066', 'O43353')"
"('A8K6C2', 'Q9UHF4')"
"('O43570', 'Q9BYD2')"
"('P32302', 'P14859')"
"('P11021', 'P19438')"
"('Q8N5R6', 'P51116')"
"('P16220', 'Q6SA08')"
"('P15622', 'Q15834')"
"('Q07889', 'P01116')"
"('Q155Q3', 'O14641')"
"('O15126', 'Q15811')"
"('O94941', 'P61077')"
"('Q9Y262', 'Q14152')"
"('O00626', 'Q04206')"
"('P20248', 'P51587')"
"('O75626', 'P26010')"
"('P62280', 'Q14164')"
"('P58557', 'Q9H8T0')"
"('P28222', 'P09471')"
"('Q9UKE5', 'Q9NR45')"
"('O14490', 'P27986')"
"('Q13200', 'Q9UL46')"
"('P46777', 'P40429')"
"('Q15714', 'Q99576')"
"('Q9HCM4', 'Q9Y478')"
"('Q16539', 'P19784')"
"('Q9Y2X8', 'Q96P09')"
"('P68133', 'O96019')"
"('Q9H7R5', 'P12980')"
"('Q92997', 'O94772')"
"('Q6IN85', 'P60510')"
"('P54259', 'Q5JSZ5')"
"('P42224', 'Q15628')"
"('P48443', 'Q96HR3')"
"('P19235', 'Q8WWM7')"
"('Q8WVM7', 'Q8N3U4')"
"('Q6ZSY5', 'Q93100')"
"('Q9UBN7', 'O15069')"
"('P62837', 'Q13064')"
"('Q9H8V3', 'Q9H0H5')"
"('P29400', 'P18564')"
"('Q14790', 'P28482')"
"('Q12778', 'O43474')"
"('P22681', 'P46109')"
"('P25787', 'P29372')"
"('O14508', 'Q8IU57')"
"('P11802', 'Q8IZ69')"
"('Q9UQB8', 'P40425')"
"('P01889', 'Q9NQ50')"
"('Q9BWF3', 'P52597')"
"('Q00839', 'Q08170')"
"('P30050', 'P50914')"
"('P51610', 'Q5TH69')"
"('Q92985', 'P01570')"
"('Q9UGN5', 'Q8TED0')"
"('P25705', 'P21281')"
"('Q5RL73', 'O14717')"
"('Q9H0H5', 'P06493')"
"('O43320', 'P35916')"
"('Q13571', 'Q8IYW5')"
"('Q96MA1', 'Q9NWB1')"
"('P12236', 'Q9NTM9')"
"('P62753', 'P62244')"
"('P60520', 'P18505')"
"('Q9Y265', 'P25440')"
"('Q13573', 'Q13492')"
"('O75461', 'Q8N488')"
"('Q9Y383', 'O15530')"
"('Q9UKY1', 'P24522')"
"('P62263', 'Q16594')"
"('P54253', 'Q6UWE0')"
"('P40763', 'P42224')"
"('P00519', 'P28340')"
"('P46379', 'Q5JPE7')"
"('P35916', 'P48736')"
"('P36897', 'Q9NYN1')"
"('407046', 'P19838')"
"('Q13387', 'Q92918')"
"('Q9UBN7', 'Q13162')"
"('Q14164', 'P43686')"
"('P36873', 'O96017')"
"('P62805', 'P63104')"
"('A8K6C2', 'P78552')"
"('P32519', 'P07948')"
"('Q13813', 'P10144')"
"('Q96AQ9', 'P28799')"
"('P01011', 'P07288')"
"('P35712', 'P56645')"
"('P30046', 'O60739')"
"('P83731', 'Q9UNX3')"
"('P48443', 'Q06710')"
"('P62258', 'P54253')"
"('P13500', 'P46092')"
"('Q9NWZ3', 'P08138')"
"('P40933', 'P17181')"
"('Q9Y6G9', 'Q9BVA1')"
"('Q8IWW6', 'P84095')"
"('P33993', 'Q8IXH7')"
"('Q96BS2', 'P51808')"
"('P10275', 'P30281')"
"('Q01449', 'Q9P2M7')"
"('P08581', 'O43157')"
"('407037', 'Q07820')"
"('P19838', 'P34932')"
"('P61218', 'Q9NX70')"
"('P12319', 'P01854')"
"('P32121', 'Q96RB7')"
"('O60674', 'Q99650')"
"('Q9NS69', 'O96008')"
"('Q9BQQ3', 'P53350')"
"('Q92698', 'Q92878')"
"('P06241', 'Q9UMN6')"
"('P01889', 'Q12931')"
"('P23284', 'P01889')"
"('P78527', 'O60245')"
"('O00257', 'Q8IXK0')"
"('P24864', 'O15047')"
"('O95817', 'P34932')"
"('P0C0S8', 'O60814')"
"('Q13224', 'Q9P0X4')"
"('Q15750', 'Q96P48')"
"('P18621', 'Q02543')"
"('Q14008', 'O75410')"
"('Q9NTK1', 'O15162')"
"('Q9BVA1', 'Q9HD67')"
"('O95197', 'Q8N612')"
"('Q9UBN6', 'P35606')"
"('Q99962', 'Q9UK33')"
"('P30480', 'Q9H9B4')"
"('Q12906', 'P78527')"
"('Q15014', 'O96019')"
"('Q9Y6K9', 'O60763')"
"('P20671', 'P23527')"
"('Q9H6S3', 'Q13573')"
"('Q9H1C4', 'O95427')"
"('Q04721', 'Q86UW9')"
"('Q15714', 'Q6P4I2')"
"('Q15233', 'Q68DV7')"
"('P22392', 'O14713')"
"('P18146', 'Q15532')"
"('Q9UI09', 'P03915')"
"('P42331', 'P60953')"
"('P43405', 'P62330')"
"('P62263', 'Q9Y2V7')"
"('P26641', 'O95295')"
"('Q13573', 'Q92989')"
"('P83881', 'Q9UNX3')"
"('Q8IZ07', 'Q99717')"
"('P06241', 'O43909')"
"('Q01484', 'Q14643')"
"('O15111', 'P07900')"
"('Q16543', 'Q6NZ67')"
"('Q15008', 'O75832')"
"('P62333', 'Q13573')"
"('Q9UQL6', 'Q9HCU9')"
"('O00257', 'P18146')"
"('P08173', 'Q13596')"
"('O75367', 'Q7Z2G1')"
"('Q15583', 'P51681')"
"('P04183', 'Q05516')"
"('P18846', 'P38398')"
"('O60260', 'Q99700')"
"('P60228', 'O75821')"
"('O43674', 'P56556')"
"('Q13064', 'Q13404')"
"('O14512', 'P23458')"
"('Q8N488', 'Q14209')"
"('P62834', 'Q9UKW4')"
"('P07910', 'Q00839')"
"('Q15834', 'Q96EZ8')"
"('O15524', 'P42701')"
"('P49910', 'Q9Y5X1')"
"('Q92925', 'Q9H9P5')"
"('P28799', 'P46109')"
"('Q9UKA9', 'Q9UHX1')"
"('Q13573', 'P41091')"
"('Q9Y6K9', 'Q9Y3C5')"
"('Q99684', 'O15397')"
"('P23508', 'Q9Y5B9')"
"('O75438', 'O95139')"
"('Q9UBS3', 'Q96QB1')"
"('P51617', 'Q9H1C4')"
"('P01242', 'P23458')"
"('P20908', 'P56199')"
"('Q9UQF2', 'P31749')"
"('P24468', 'P10827')"
"('P08246', 'P53396')"
"('Q99879', 'Q13547')"
"('Q9Y371', 'P35968')"
"('P04049', 'Q96KB5')"
"('Q8TAP4', 'Q8N187')"
"('Q15796', 'P30153')"
"('P01100', 'P10276')"
"('Q92765', 'O00744')"
"('P10276', 'P21741')"
"('P25786', 'Q5JR59')"
"('P16871', 'P00488')"
"('Q9HAF1', 'Q9H8W4')"
"('O00401', 'Q99828')"
"('O00425', 'Q9GZS1')"
"('Q99459', 'Q9UPN3')"
"('P31751', 'P98177')"
"('O95049', 'O95484')"
"('P10451', 'P23229')"
"('O43295', 'Q9HBH0')"
"('O60331', 'P42768')"
"('P62249', 'P62857')"
"('P22681', 'P52735')"
"('O00487', 'P62195')"
"('P68133', 'Q8TDR0')"
"('P46777', 'P39023')"
"('P31749', 'Q9UQK1')"
"('O00151', 'O60739')"
"('Q96SI9', 'Q9NVV9')"
"('Q13163', 'P31152')"
"('Q9BXR0', 'Q15819')"
"('O43561', 'Q8WYR1')"
"('P07954', 'P01024')"
"('P46940', 'Q13573')"
"('P49903', 'Q9UBN6')"
"('O95751', 'Q96GM5')"
"('P84243', 'Q9NVP2')"
"('O60674', 'P16885')"
"('Q8N1F7', 'Q96HA1')"
"('Q9UBL3', 'Q14686')"
"('P51816', 'P19174')"
"('Q9NX02', 'Q14191')"
"('P08173', 'P62879')"
"('P41159', 'P17181')"
"('Q99558', 'P27708')"
"('P35222', 'Q9UGN5')"
"('P08962', 'P01033')"
"('P27348', 'Q15717')"
"('P31150', 'P01889')"
"('P34969', 'P63218')"
"('Q00005', 'P08779')"
"('Q96DB2', 'O75367')"
"('P61457', 'P20823')"
"('Q5JWF2', 'Q3MJ16')"
"('Q96LZ3', 'O95644')"
"('P10301', 'P04049')"
"('P34932', 'Q6P1J9')"
"('P30480', 'Q12931')"
"('Q7Z6M2', 'P63208')"
"('Q9UMX1', 'O75420')"
"('P05113', 'Q14626')"
"('Q9Y2U9', 'Q9NRL3')"
"('P36897', 'P62987')"
"('Q04759', 'P12931')"
"('Q9BQY4', 'O60568')"
"('Q9Y3F4', 'P62318')"
"('Q99962', 'Q9Y2H0')"
"('O60563', 'Q13573')"
"('P23229', 'P07942')"
"('Q13332', 'Q8IWV7')"
"('Q8TEE9', 'P35219')"
"('P63104', 'Q00537')"
"('Q07889', 'O15143')"
"('Q8NGY0', 'P38405')"
"('P29084', 'P20226')"
"('Q14194', 'Q13387')"
"('Q9H0R8', 'P28472')"
"('P35326', 'Q9P2S5')"
"('Q9Y4K3', 'P09543')"
"('P16104', 'P34931')"
"('P56750', 'O15551')"
"('Q9NVU0', 'P52434')"
"('P31946', 'Q5PRF9')"
"('Q9UMN6', 'P04183')"
"('Q9UDY2', 'O14493')"
"('O43741', 'Q8N122')"
"('P05783', 'O14964')"
"('Q6P1J9', 'Q8IX03')"
"('P63000', 'Q92558')"
"('Q5VSY0', 'Q9NRR5')"
"('P62191', 'P01106')"
"('O75925', 'P35398')"
"('P14735', 'P10275')"
"('P78527', 'Q9NUW8')"
"('Q99708', 'Q9UKT9')"
"('O60262', 'Q9UBY5')"
"('Q92793', 'Q16665')"
"('P49841', 'Q6UXH1')"
"('Q9UBK5', 'Q92569')"
"('Q02539', 'Q9UQ80')"
"('P13994', 'P68104')"
"('Q9P2W3', 'Q9NQ66')"
"('Q13233', 'Q9Y463')"
"('Q15036', 'P12757')"
"('P11802', 'P06576')"
"('P78345', 'Q99575')"
"('O60563', 'Q15545')"
"('P60673', 'P62736')"
"('P01567', 'P24394')"
"('P16671', 'P06241')"
"('P68104', 'P33552')"
"('Q01628', 'P42224')"
"('P42684', 'P63000')"
"('P10636', 'Q14203')"
"('Q15714', 'O75530')"
"('Q96DB2', 'Q9BTM1')"
"('P01876', 'P35030')"
"('O43318', 'O15304')"
"('Q32MK0', 'P02768')"
"('Q9ULE6', 'Q9H171')"
"('Q4LE39', 'Q92769')"
"('Q13547', 'P06400')"
"('Q15910', 'Q9BPX7')"
"('P84022', 'P11473')"
"('Q15758', 'P01889')"
"('Q9UKV0', 'Q13363')"
"('P32121', 'P28482')"
"('Q01995', 'O95994')"
"('Q9Y2N7', 'P27540')"
"('P20248', 'P06493')"
"('A6NMZ7', 'P17301')"
"('P58107', 'P13987')"
"('P55774', 'P41597')"
"('P62993', 'P43405')"
"('Q96GE4', 'Q9BRT9')"
"('P55795', 'Q07955')"
"('P07951', 'P23508')"
"('Q9BTM1', 'Q96DB2')"
"('P51668', 'O60291')"
"('P52735', 'Q12874')"
"('Q16629', 'Q07955')"
"('O75558', 'Q9Y6J9')"
"('P31995', 'O75019')"
"('O14745', 'P15311')"
"('Q5TKA1', 'P10244')"
"('Q9P2S5', 'P08246')"
"('O15121', 'P18146')"
"('P12956', 'P09629')"
"('Q9HAN9', 'O60684')"
"('P38432', 'Q8IWY9')"
"('P30154', 'Q8WXS5')"
"('Q13404', 'Q9C035')"
"('Q71UI9', 'Q96DB2')"
"('O43390', 'P16333')"
"('P62993', 'P05387')"
"('Q92793', 'P20749')"
"('Q96S59', 'P10275')"
"('P04637', 'Q9UNH5')"
"('Q4G148', 'Q86XK2')"
"('O15360', 'O95433')"
"('Q13547', 'Q8IUE6')"
"('O43390', 'P52272')"
"('Q9UGP8', 'P23508')"
"('Q16531', 'Q13418')"
"('P21246', 'P36542')"
"('O75821', 'Q14152')"
"('O00231', 'P61956')"
"('Q8N1C3', 'P60520')"
"('Q99873', 'P61978')"
"('Q96J02', 'Q7Z434')"
"('Q00610', 'P19438')"
"('P50995', 'Q9H553')"
"('Q96EN9', 'Q9Y6X2')"
"('P06400', 'Q14686')"
"('O43237', 'Q99459')"
"('P30480', 'P60033')"
"('Q13535', 'Q8NFQ8')"
"('Q9H0H5', 'Q9H8V3')"
"('P62258', 'P57059')"
"('P25963', 'P63261')"
"('Q75N90', 'P49841')"
"('Q7L7X3', 'P61981')"
"('Q9GZV9', 'P00533')"
"('P26641', 'Q969Q1')"
"('O75604', 'Q00653')"
"('Q13573', 'Q9NVM9')"
"('P01857', 'P0CG05')"
"('P04141', 'P19235')"
"('P62269', 'P60709')"
"('Q9Y275', 'Q02223')"
"('O75822', 'P55010')"
"('Q9UHY1', 'Q5T3J3')"
"('P62753', 'Q8N122')"
"('P49716', 'Q15744')"
"('P37235', 'P11177')"
"('O14508', 'Q9Y4H2')"
"('P01571', 'P40238')"
"('Q9NX53', 'Q15038')"
"('P11388', 'P09874')"
"('O95813', 'O14905')"
"('P58401', 'Q8N2Q7')"
"('P51124', 'P01011')"
"('P62195', 'P43686')"
"('Q15287', 'Q9BUJ2')"
"('Q9UHD2', 'Q14653')"
"('O43426', 'Q9Y5X1')"
"('P19105', 'Q9P2M7')"
"('Q14103', 'Q86V81')"
"('Q6UWZ7', 'P46736')"
"('Q92831', 'Q9BV73')"
"('O00217', 'Q9Y6M9')"
"('P32121', 'Q8NGG5')"
"('P83881', 'P39023')"
"('P61077', 'O43567')"
"('P04156', 'P36507')"
"('Q13315', 'Q9NY74')"
"('O43741', 'Q9UBK2')"
"('P23443', 'P55884')"
"('Q9GZX6', 'P32927')"
"('406881', 'P05231')"
"('Q9H8Y8', 'O43809')"
"('Q9Y6D9', 'Q9H4K1')"
"('O14920', 'Q13315')"
"('Q13535', 'Q14008')"
"('Q99417', 'Q9P2K9')"
"('Q9H9S4', 'Q15831')"
"('Q8WUM4', 'Q9Y2Q3')"
"('P07858', 'Q9HBJ7')"
"('P61978', 'Q5VWX1')"
"('P61981', 'Q99459')"
"('Q14164', 'P05455')"
"('Q9Y6J9', 'Q12962')"
"('P52815', 'Q00005')"
"('P58549', 'P05026')"
"('P40337', 'P62877')"
"('Q9P2H0', 'Q8NC44')"
"('Q9NRJ3', 'P46092')"
"('P08631', 'P21860')"
"('P15153', 'O14639')"
"('Q9H0L4', 'Q05048')"
"('Q15025', 'P28482')"
"('P63244', 'O00329')"
"('P04183', 'Q9Y265')"
"('Q13554', 'O75369')"
"('P20749', 'P19838')"
"('Q15560', 'Q99962')"
"('Q9NX58', 'P61247')"
"('Q9BQ83', 'P25787')"
"('P56199', 'P12931')"
"('Q00839', 'O95400')"
"('O14686', 'P68431')"
"('Q7Z6J6', 'P14923')"
"('P01148', 'P30968')"
"('Q16777', 'P06899')"
"('P11021', 'O14920')"
"('P21675', 'P24385')"
"('Q9P2S5', 'Q9UNL2')"
"('P46779', 'Q13485')"
"('Q92830', 'Q9H8E8')"
"('Q12774', 'P61586')"
"('P40763', 'Q9H9S0')"
"('O95747', 'P36897')"
"('P01308', 'Q16659')"
"('O94822', 'Q92985')"
"('P27448', 'P02766')"
"('P16871', 'P06753')"
"('P18754', 'O14576')"
"('Q9Y4K3', 'Q15654')"
"('P28562', 'Q01085')"
"('P32121', 'P62714')"
"('P56385', 'P18859')"
"('P49642', 'Q9UKG9')"
"('P62753', 'P62249')"
"('P30559', 'Q5JY77')"
"('Q00610', 'P23508')"
"('Q15796', 'Q9BVG3')"
"('P02452', 'P16070')"
"('P16118', 'P27361')"
"('Q7L590', 'Q14566')"
"('P04150', 'P10275')"
"('407047', 'Q13127')"
"('O14610', 'Q01668')"
"('P61981', 'O43524')"
"('P01889', 'Q99460')"
"('P54253', 'Q6ZMT1')"
"('P62487', 'Q9GZS3')"
"('P05556', 'P46108')"
"('Q09013', 'P54259')"
"('P23508', 'Q15631')"
"('Q9UI30', 'Q9Y5N5')"
"('P25490', 'Q15545')"
"('Q9P2R6', 'Q92794')"
"('P01112', 'Q92569')"
"('P01889', 'P60900')"
"('P98066', 'P02751')"
"('P63208', 'Q9HB71')"
"('Q8WZ19', 'P49005')"
"('P55317', 'P20226')"
"('Q9GZM8', 'Q9Y383')"
"('P52815', 'Q04206')"
"('O94916', 'P05181')"
"('Q92956', 'P08670')"
"('P15036', 'O75376')"
"('P43250', 'P51686')"
"('P60709', 'P35579')"
"('Q15008', 'P62195')"
"('P47871', 'P63092')"
"('O43390', 'P38159')"
"('P55735', 'Q9Y6B6')"
"('P38398', 'O15360')"
"('P60568', 'Q12906')"
"('P60228', 'Q9Y478')"
"('Q8TB45', 'Q6R327')"
"('Q96Q27', 'O15198')"
"('Q14416', 'O14775')"
"('P16885', 'P47712')"
"('Q9H0E9', 'P19793')"
"('Q8TBB1', 'Q92841')"
"('Q9NRA0', 'P07948')"
"('P29992', 'P34998')"
"('Q15714', 'Q9Y5P6')"
"('P53567', 'Q96BA8')"
"('Q9HAV0', 'Q8NFM4')"
"('Q13454', 'P46977')"
"('P04156', 'Q15776')"
"('Q15118', 'P12956')"
"('P62280', 'Q99558')"
"('P52434', 'Q9Y4K3')"
"('P12757', 'Q9Y6X2')"
"('P32004', 'Q02246')"
"('Q15653', 'P11021')"
"('P49336', 'P10071')"
"('P52701', 'P55036')"
"('O60603', 'P05412')"
"('Q08043', 'Q07157')"
"('O14939', 'O14495')"
"('P49321', 'P60520')"
"('P15144', 'P18054')"
"('P54619', 'Q15717')"
"('Q14197', 'Q9BYD6')"
"('P33316', 'Q96BK5')"
"('O14775', 'P48736')"
"('Q13571', 'P42566')"
"('P13797', 'P40337')"
"('Q9H4I2', 'Q9Y6X8')"
"('P12814', 'Q9UKX5')"
"('O75533', 'Q99459')"
"('P13569', 'P08238')"
"('P06241', 'Q08881')"
"('P05231', 'P42701')"
"('Q8NI60', 'O43187')"
"('Q9ULM3', 'P51610')"
"('Q14008', 'P55157')"
"('P15622', 'P49910')"
"('Q9NUP1', 'Q6QNY1')"
"('P33991', 'Q9Y2Q3')"
"('P29350', 'Q14627')"
"('P43034', 'P68402')"
"('Q9UNE7', 'P06746')"
"('Q8IW93', 'P61586')"
"('P41159', 'P42702')"
"('Q08170', 'P62995')"
"('Q14197', 'Q96CM3')"
"('P63000', 'P52757')"
"('Q9H190', 'Q9NP64')"
"('Q9UKG1', 'P31749')"
"('Q9Y5J5', 'Q15029')"
"('P40425', 'O75935')"
"('P10275', 'Q9HBE1')"
"('O95782', 'P05787')"
"('Q5T3J3', 'Q9Y2M5')"
"('O43927', 'P51684')"
"('Q9BX69', 'Q13546')"
"('Q8IY92', 'P01009')"
"('P08579', 'Q9UKE5')"
"('P55036', 'O60260')"
"('O15525', 'Q12873')"
"('Q6IBS0', 'P52565')"
"('O76099', 'P38405')"
"('P21675', 'A5YKK6')"
"('Q9NR46', 'P00558')"
"('Q96A23', 'O75340')"
"('P61927', 'P84098')"
"('Q9UK08', 'P08754')"
"('P29965', 'Q7Z591')"
"('P53041', 'P30154')"
"('P33316', 'O15131')"
"('Q9H871', 'O15198')"
"('Q9UBF6', 'P62837')"
"('Q9Y572', 'P19105')"
"('O00459', 'Q8IWV1')"
"('Q9UI30', 'Q9Y478')"
"('O94979', 'O94855')"
"('Q01201', 'P51532')"
"('Q9NPH9', 'Q14627')"
"('P63241', 'Q92831')"
"('P26715', 'P29350')"
"('P27361', 'Q96SM3')"
"('P61927', 'P62913')"
"('Q9UHD2', 'Q14164')"
"('P63104', 'P14866')"
"('Q9Y3S1', 'P54253')"
"('Q9Y6E0', 'O00506')"
"('Q9P0P0', 'Q9Y2X8')"
"('P62487', 'Q9NWA0')"
"('P11487', 'P35916')"
"('Q9NS87', 'Q9H492')"
"('P18545', 'Q13956')"
"('P03905', 'P03915')"
"('P21675', 'P04637')"
"('P40197', 'P48736')"
"('Q15633', 'O75569')"
