negatives
"('Q8IU85', 'Q96NX5')"
"('P05067', 'Q0VDI3')"
"('O14640', 'P98172')"
"('P50991', 'Q9BQE3')"
"('Q9UGI0', 'Q5VSL9')"
"('Q9GZR7', 'Q13769')"
"('P12814', 'P35226')"
"('Q96E09', 'Q9NYB0')"
"('O00291', 'Q05D60')"
"('O75400', 'O95619')"
"('P98175', 'P09234')"
"('O60231', 'Q8WU10')"
"('Q8TBB1', 'Q8IYI6')"
"('P46783', 'Q07021')"
"('P28370', 'P68431')"
"('P14921', 'O75376')"
"('Q03112', 'Q14526')"
"('P04066', 'Q96DV4')"
"('Q86UK5', 'Q8N5G2')"
"('P0DMV8', 'P12544')"
"('P04181', 'P17174')"
"('P10145', 'P25024')"
"('Q03014', 'Q99750')"
"('Q5TCZ1', 'Q6Y7W6')"
"('Q96EZ8', 'Q9Y250')"
"('Q969V5', 'Q99871')"
"('Q9BZW7', 'Q9BUY5')"
"('Q9BYG3', 'Q8TDN6')"
"('Q96AG4', 'O60307')"
"('Q9UNX3', 'P47914')"
"('Q9NU53', 'Q8IZA0')"
"('Q02763', 'O00459')"
"('Q9NNX6', 'P04035')"
"('O75340', 'Q8NDC0')"
"('P35637', 'P60520')"
"('P17612', 'O15350')"
"('P60709', 'P16871')"
"('P54253', 'Q8NBB4')"
"('Q9GZQ8', 'P26599')"
"('Q9H8W5', 'P18146')"
"('Q16633', 'P32780')"
"('P08572', 'Q6VMQ6')"
"('Q6ZUJ4', 'O14530')"
"('O95793', 'Q92900')"
"('Q9H2J4', 'P23258')"
"('P31751', 'P53804')"
"('Q96A33', 'Q92905')"
"('P13804', 'O60739')"
"('P35240', 'P06493')"
"('Q00839', 'P32969')"
"('Q16637', 'Q13427')"
"('Q12834', 'Q96GD4')"
"('B2RUY7', 'Q5T751')"
"('Q7Z3B3', 'Q01850')"
"('P68104', 'O43504')"
"('Q9Y5Q3', 'Q14686')"
"('Q08170', 'P26368')"
"('P35626', 'O76000')"
"('Q7Z5K2', 'P15927')"
"('Q969T4', 'O94874')"
"('Q86XR8', 'Q9UBL6')"
"('P04035', 'Q86TM6')"
"('P30101', 'Q8TCT1')"
"('P04406', 'Q05397')"
"('O75355', 'Q8N205')"
"('Q92956', 'Q7Z6A9')"
"('Q8WXC6', 'Q99627')"
"('P51668', 'P46934')"
"('Q07352', 'Q96AP0')"
"('Q02539', 'O75683')"
"('P16104', 'Q9UM22')"
"('P36873', 'P06576')"
"('Q9Y230', 'O43823')"
"('Q969G3', 'Q92782')"
"('Q9H2C0', 'P40227')"
"('Q9BW62', 'Q9NX04')"
"('Q9H0C1', 'P19971')"
"('O96000', 'O00483')"
"('Q7L190', 'P21860')"
"('Q9Y5Q8', 'P55316')"
"('Q9Y243', 'P42574')"
"('P33993', 'Q96HA7')"
"('Q9UBS4', 'Q8IYH5')"
"('Q16864', 'Q9Y4L1')"
"('Q86VP6', 'Q8IUH3')"
"('P06748', 'Q9Y388')"
"('Q5THK1', 'P63104')"
"('Q13619', 'P62873')"
"('Q9BPX1', 'A1L0T0')"
"('P09417', 'P53367')"
"('P12931', 'O75955')"
"('Q9Y5B0', 'O75586')"
"('P30153', 'O60840')"
"('P20226', 'P46783')"
"('Q8IVV7', 'Q9UL63')"
"('P26358', 'P62987')"
"('Q07157', 'P04629')"
"('P51617', 'P01112')"
"('P42336', 'P35222')"
"('P16220', 'P09622')"
"('P12544', 'O00254')"
"('Q86XK2', 'P41182')"
"('O15260', 'P11441')"
"('Q6A162', 'Q96L34')"
"('Q86W54', 'Q9BRK4')"
"('O00585', 'P32248')"
"('Q86X19', 'Q86UP2')"
"('O43765', 'Q71RC9')"
"('Q8NE01', 'Q9BYQ3')"
"('Q9BU76', 'Q8NHQ1')"
"('Q9HD33', 'Q96CP6')"
"('Q5BJF2', 'P05067')"
"('Q9H0I2', 'Q9BRK4')"
"('P12270', 'Q9Y6D9')"
"('Q9C0B0', 'O15372')"
"('Q7RTS9', 'Q8N490')"
"('P35590', 'P07900')"
"('O95817', 'O14579')"
"('Q00839', 'O75822')"
"('P15336', 'Q5T230')"
"('P04637', 'P13497')"
"('P10242', 'P12755')"
"('P78344', 'O00471')"
"('O60603', 'Q92734')"
"('Q8TDM5', 'Q9NZB2')"
"('Q13616', 'Q13310')"
"('Q8N5G2', 'Q5TA76')"
"('Q9BS26', 'Q6P1J9')"
"('Q14953', 'Q7L5N1')"
"('Q8IXM2', 'Q9HBU9')"
"('Q2M1P5', 'Q9UMX1')"
"('Q14978', 'Q13283')"
"('P32121', 'P30154')"
"('Q8TEW6', 'Q7L591')"
"('O14744', 'P62805')"
"('Q9BUJ2', 'Q13625')"
"('Q9BQE3', 'Q16576')"
"('O95777', 'Q5RKV6')"
"('O95363', 'Q8NHV4')"
"('Q96NW4', 'Q15797')"
"('Q53HC9', 'Q8ND04')"
"('Q9GZP0', 'P08138')"
"('O76003', 'P28799')"
"('Q9UNS2', 'P01889')"
"('O75344', 'O15254')"
"('Q14012', 'P24385')"
"('P62277', 'Q07020')"
"('Q86SE9', 'Q99832')"
"('Q14525', 'Q9BWG6')"
"('P53539', 'P78424')"
"('P06733', 'Q9UIA9')"
"('Q8IVT5', 'P33993')"
"('P08709', 'Q09019')"
"('Q13595', 'P0C0S8')"
"('P42771', 'P12004')"
"('P12235', 'P10275')"
"('P15169', 'P60953')"
"('Q5JR59', 'Q92734')"
"('Q9H0R8', 'P81605')"
"('Q00653', 'Q9Y6G5')"
"('P61289', 'Q6NVY1')"
"('Q7L9L4', 'Q9H4B6')"
"('P31943', 'Q8IX12')"
"('Q92769', 'P01106')"
"('Q9UBJ2', 'P40855')"
"('Q9HB71', 'Q14318')"
"('Q9NVC6', 'Q9UBK2')"
"('P02747', 'P02647')"
"('O15085', 'P06241')"
"('A0JLT2', 'P42166')"
"('P51784', 'Q14135')"
"('Q8NCB2', 'O00165')"
"('Q13315', 'Q9NVC6')"
"('P62913', 'P40429')"
"('P05362', 'P12814')"
"('P36888', 'Q8IUQ4')"
"('Q96GM5', 'O14497')"
"('Q13616', 'P55209')"
"('P31749', 'Q7Z589')"
"('Q9NPF5', 'P68133')"
"('P22694', 'O95167')"
"('Q9NZC3', 'Q8WY22')"
"('P62195', 'P11137')"
"('P46778', 'O14980')"
"('Q5QNW6', 'Q99878')"
"('O60603', 'P61073')"
"('P63104', 'Q01082')"
"('Q99757', 'Q8NCU1')"
"('P55072', 'Q86W92')"
"('Q9Y5K5', 'P35228')"
"('P60484', 'Q16531')"
"('P01563', 'Q7Z7L7')"
"('Q9BZS1', 'Q86T24')"
"('P56537', 'P19320')"
"('Q9UL46', 'P25787')"
"('Q5MJ10', 'Q02447')"
"('P63104', 'P0DP23')"
"('Q13490', 'Q99558')"
"('O96000', 'P09493')"
"('Q9BWF3', 'A5PLL7')"
"('Q9NQP4', 'Q9Y297')"
"('P62256', 'Q92905')"
"('Q13352', 'Q16659')"
"('P08047', 'P04198')"
"('Q8TC07', 'P53367')"
"('P17252', 'Q9H492')"
"('Q96FW1', 'P34897')"
"('O60493', 'Q15717')"
"('Q9Y230', 'O00115')"
"('P07550', 'Q15366')"
"('Q9BY44', 'P20042')"
"('P31153', 'P11586')"
"('Q13509', 'P54136')"
"('Q9NRA8', 'P84022')"
"('Q8N6T3', 'B7ZAP0')"
"('Q15027', 'O76041')"
"('Q9NVS2', 'Q9Y297')"
"('P07951', 'P08047')"
"('Q8NH02', 'O60262')"
"('P09661', 'Q8WUD4')"
"('P22626', 'P38398')"
"('Q8N7H5', 'P16403')"
"('Q7Z3Y8', 'P14136')"
"('Q9Y2V7', 'O75791')"
"('P05109', 'Q14457')"
"('P15311', 'P27797')"
"('P43243', 'P27797')"
"('Q92830', 'Q04206')"
"('Q13618', 'P49759')"
"('O75147', 'Q9UMS4')"
"('Q9GZS1', 'Q9HC36')"
"('O43678', 'O75251')"
"('O15519', 'Q02750')"
"('P14672', 'P12814')"
"('O43172', 'O43290')"
"('Q5T4F7', 'P56703')"
"('P26373', 'P05412')"
"('P40227', 'P61964')"
"('Q01860', 'Q96CW5')"
"('P60896', 'Q9UL03')"
"('Q9HAU0', 'O75044')"
"('Q9H9T3', 'O76071')"
"('Q9Y463', 'P02686')"
"('P19838', 'P24928')"
"('P14868', 'P54136')"
"('Q8IY63', 'Q86UL8')"
"('Q96NH3', 'Q9Y6A4')"
"('Q63ZY3', 'P59942')"
"('P26012', 'Q9Y490')"
"('Q8IUC1', 'Q8WWZ8')"
"('P63165', 'P59998')"
"('Q3SYB3', 'Q96C00')"
"('Q9HCE1', 'Q9BTV6')"
"('P46821', 'Q9NX47')"
"('P78324', 'P43405')"
"('Q8TDB6', 'Q712K3')"
"('P40692', 'Q8WXE1')"
"('P29353', 'P24394')"
"('P04629', 'Q9HB71')"
"('Q7Z3Y9', 'Q3SY84')"
"('Q96QZ7', 'Q69YU3')"
"('Q9H160', 'Q71DI3')"
"('P22694', 'Q8NGI4')"
"('Q6P2I7', 'P61966')"
"('P10275', 'Q02790')"
"('Q9P0W0', 'Q99062')"
"('P55209', 'Q9C0C9')"
"('Q9UBN7', 'Q93008')"
"('Q00839', 'Q96GD4')"
"('Q03112', 'Q9Y230')"
"('P43360', 'P42704')"
"('Q401N2', 'Q8N766')"
"('Q8IV61', 'Q96FJ2')"
"('Q8WX92', 'P38398')"
"('O43464', 'O60313')"
"('O14929', 'Q13618')"
"('O43663', 'P20248')"
"('Q92905', 'Q8IVH8')"
"('Q15365', 'Q14498')"
"('P27797', 'P15336')"
"('Q96QZ7', 'O75044')"
"('P55072', 'Q96LJ8')"
"('Q9NYK5', 'Q8NFA0')"
"('P31260', 'P40424')"
"('Q16543', 'P25098')"
"('Q9HCE6', 'Q99250')"
"('P20042', 'P05198')"
"('Q96AP7', 'Q16625')"
"('Q96A49', 'Q99436')"
"('Q07157', 'Q9P0L0')"
"('P46087', 'P78362')"
"('Q96A65', 'P00533')"
"('P04637', 'Q5JR12')"
"('Q96JC9', 'Q5VWQ0')"
"('Q9NX55', 'Q15773')"
"('P19438', 'Q9Y297')"
"('P04629', 'O60784')"
"('Q9HBM1', 'O75626')"
"('Q9NXR8', 'Q9H0E9')"
"('P10914', 'P28907')"
"('Q13889', 'Q92759')"
"('P35914', 'Q9Y6E7')"
"('Q01130', 'Q07021')"
"('Q9UQ07', 'Q9BV38')"
"('P34897', 'Q9Y6E7')"
"('Q00341', 'P40692')"
"('Q5JST6', 'Q6VN20')"
"('P29692', 'Q9BYT3')"
"('Q96AX1', 'P48431')"
"('Q8TEC5', 'Q9ULX6')"
"('Q16539', 'Q14807')"
"('Q9BWG6', 'Q9NZV7')"
"('Q92878', 'Q99728')"
"('Q9P0U4', 'Q16778')"
"('P62913', 'Q16082')"
"('O60925', 'Q13164')"
"('Q86WV1', 'Q9GZS1')"
"('P09012', 'P31942')"
"('O96017', 'O60934')"
"('Q5VUA4', 'Q96T76')"
"('Q9UQL6', 'Q96KK5')"
"('P20226', 'Q01892')"
"('P35568', 'P05067')"
"('Q9BV38', 'Q99459')"
"('Q9NWH2', 'Q9BQB6')"
"('O95486', 'Q96B23')"
"('Q0VD86', 'Q9H4E7')"
"('Q03112', 'Q15717')"
"('O95999', 'Q9NR45')"
"('Q86X02', 'Q8IYE0')"
"('P49821', 'Q86Y39')"
"('Q96ST3', 'Q9BZS1')"
"('P18754', 'Q9UKE5')"
"('Q86WV1', 'Q9H9T3')"
"('Q8WVD3', 'Q13547')"
"('P05198', 'Q92905')"
"('O43707', 'Q13797')"
"('P40763', 'Q8IZL8')"
"('Q9H2K2', 'P11274')"
"('Q96S06', 'P11150')"
"('Q13422', 'P15976')"
"('Q13485', 'Q13569')"
"('Q9BU70', 'Q15831')"
"('P06748', 'P62851')"
"('Q0PNE2', 'P28062')"
"('P61956', 'Q99666')"
"('O43186', 'Q9UFG5')"
"('Q6ZQN5', 'P52789')"
"('O95619', 'Q9NXR8')"
"('P26038', 'P61586')"
"('P42704', 'P26196')"
"('P35228', 'Q3ZCQ8')"
"('Q9NRP4', 'O14561')"
"('Q96N67', 'Q504Q3')"
"('Q7L590', 'Q9Y6I9')"
"('P14635', 'O75665')"
"('O95166', 'Q9UQ35')"
"('Q6ZSG1', 'P12755')"
"('Q00987', 'P11387')"
"('Q8TEQ6', 'P35244')"
"('Q9BSG1', 'Q9BZW7')"
"('P05067', 'Q8TDD1')"
"('Q8TDY2', 'Q7Z6Z7')"
"('Q6ZU64', 'P22102')"
"('P12956', 'O60613')"
"('P42704', 'P00533')"
"('Q9BYD2', 'Q8TAE8')"
"('Q16539', 'P07550')"
"('Q7Z569', 'Q96K83')"
"('Q6PJQ5', 'Q9HAF1')"
"('Q96AE4', 'Q9H2W6')"
"('Q13895', 'P48730')"
"('P09471', 'P47712')"
"('O75530', 'Q9NXE4')"
"('P60709', 'Q5C9Z4')"
"('P42166', 'Q9NWA0')"
"('Q9UGC6', 'Q5TA79')"
"('P17612', 'P58181')"
"('Q96P48', 'P47755')"
"('Q92843', 'P60520')"
"('Q9HAT2', 'Q2MV58')"
"('Q9P0K8', 'Q7Z589')"
"('P38159', 'Q8WWY3')"
"('P53999', 'P11021')"
"('Q9UGN5', 'Q9Y6M0')"
"('Q9Y3L5', 'P40227')"
"('O60885', 'P35250')"
"('P21333', 'P61758')"
"('P23396', 'Q9H0U6')"
"('Q9H9S0', 'Q71U36')"
"('P49761', 'P61289')"
"('Q8NBP0', 'Q2MV58')"
"('Q9HCE1', 'O43291')"
"('Q06323', 'Q92569')"
"('P61201', 'P62805')"
"('O15020', 'Q99523')"
"('Q9HCK5', 'Q9P2R7')"
"('P18846', 'P33076')"
"('Q504Q3', 'Q8IUD2')"
"('Q70CQ3', 'Q96PU8')"
"('Q9Y6F1', 'P13995')"
"('P56537', 'O43427')"
"('Q9UK80', 'Q9ULJ3')"
"('P98177', 'P24522')"
"('Q9H6E5', 'Q99755')"
"('Q9UBI6', 'Q13131')"
"('Q15831', 'Q9BU70')"
"('P07195', 'Q9H0U4')"
"('Q70IA6', 'Q01844')"
"('Q06830', 'Q00005')"
"('Q9Y224', 'Q13617')"
"('O95274', 'Q14790')"
"('P49753', 'Q9BZE1')"
"('Q15393', 'Q9NZC7')"
"('Q9Y2R0', 'Q9HCE1')"
"('Q13363', 'Q8TBB1')"
"('Q9BUQ8', 'Q13123')"
"('Q9Y6H1', 'Q9NXH9')"
"('P42285', 'Q66LE6')"
"('Q9NZW5', 'P32745')"
"('Q92925', 'Q9H3D4')"
"('Q9Y6H1', 'P09669')"
"('P09471', 'Q00722')"
"('Q9Y2T3', 'Q96NU7')"
"('O96006', 'O75928')"
"('O00767', 'P22695')"
"('P21860', 'Q9Y3D9')"
"('P15923', 'P49137')"
"('Q96IK5', 'A1L429')"
"('Q99417', 'Q9UKV8')"
"('Q13515', 'Q9NS73')"
"('Q8NHZ8', 'Q13042')"
"('Q14315', 'Q14896')"
"('P46531', 'Q9UPP1')"
"('P24941', 'P55060')"
"('P05141', 'Q13619')"
"('P62244', 'P11142')"
"('P11021', 'P14866')"
"('Q8WVV5', 'Q13323')"
"('P05455', 'P07951')"
"('O95373', 'Q9Y4K3')"
"('Q13428', 'O75147')"
"('Q96JC1', 'Q9P2Y5')"
"('Q9P2K5', 'Q96CB9')"
"('Q14164', 'P99999')"
"('Q16763', 'O95801')"
"('Q12778', 'P46527')"
"('O95704', 'Q8NEU8')"
"('Q13131', 'Q13501')"
"('Q99814', 'Q9Y2N7')"
"('P02671', 'Q9UMR2')"
"('O95342', 'O95782')"
"('Q9UL03', 'P35226')"
"('Q07955', 'Q13523')"
"('Q86WV1', 'Q92569')"
"('P53667', 'P06241')"
"('P61225', 'P13612')"
"('Q13188', 'P31946')"
"('Q2NL82', 'Q9HC52')"
"('P45880', 'Q86Y82')"
"('Q96C36', 'Q9UJX2')"
"('Q92731', 'Q9UJV9')"
"('Q8TDY2', 'Q2NKX8')"
"('P11802', 'P53671')"
"('P0DPB6', 'P19387')"
"('O75955', 'Q86YD1')"
"('Q96C36', 'P23508')"
"('Q92620', 'Q9UQB9')"
"('P51451', 'P25705')"
"('P82979', 'Q9ULW0')"
"('Q9P0N5', 'Q07065')"
"('P02776', 'P51684')"
"('O15379', 'P27986')"
"('Q53HC9', 'Q8N163')"
"('Q2M3C7', 'Q9NYA1')"
"('Q86W42', 'Q9UJV9')"
"('Q68CZ6', 'O60341')"
"('Q9BRX9', 'O60508')"
"('Q04724', 'Q03014')"
"('Q96BR5', 'Q13228')"
"('P32969', 'P47914')"
"('Q13617', 'Q06830')"
"('P08887', 'P98077')"
"('Q9UNM6', 'Q9H3U1')"
"('Q86VP6', 'Q9NR11')"
"('P62136', 'O14965')"
"('P32519', 'P15408')"
"('Q9BU76', 'A6NEM1')"
"('Q9UBS9', 'Q8WZ79')"
"('Q13315', 'Q14207')"
"('Q96GS6', 'Q9UK41')"
"('Q7L2E3', 'O75147')"
"('O43752', 'Q9UNK0')"
"('P40692', 'P23025')"
"('Q13873', 'P36896')"
"('Q13573', 'O15160')"
"('Q9HC78', 'Q16543')"
"('Q9H244', 'Q8NEW0')"
"('Q9H6E5', 'P62258')"
"('Q17RY0', 'P50616')"
"('Q96L94', 'Q9NUX5')"
"('P51681', 'P04899')"
"('Q9Y3C5', 'Q92759')"
"('O95793', 'P14868')"
"('Q7Z5R6', 'Q9Y490')"
"('Q6Y7W6', 'Q13322')"
"('Q96QK1', 'Q92900')"
"('P21266', 'P46439')"
"('Q9Y2S0', 'Q53T94')"
"('P14316', 'P07900')"
"('Q9NRD1', 'Q9BRS2')"
"('Q86VP6', 'P13647')"
"('P11940', 'P14324')"
"('Q01130', 'O14980')"
"('Q13643', 'Q63ZY3')"
"('P13385', 'P62699')"
"('Q92466', 'P50990')"
"('Q5T447', 'P04629')"
"('O94979', 'P13805')"
"('Q15831', 'Q9BWQ8')"
"('Q9NYB9', 'Q9UBB9')"
"('O75367', 'Q9UBN7')"
"('P23769', 'Q99750')"
"('Q9UNN5', 'P62834')"
"('Q6IBW4', 'Q9ULT8')"
"('P47755', 'Q01082')"
"('P46013', 'O60506')"
"('Q9UNX3', 'P08865')"
"('Q99471', 'O00560')"
"('Q04637', 'P49736')"
"('Q9H6Z9', 'P19235')"
"('Q9BQ04', 'Q9NY65')"
"('P60866', 'P18124')"
"('Q13561', 'O95198')"
"('P51572', 'O14828')"
"('P51809', 'O95721')"
"('P13805', 'Q13595')"
"('Q9P2S5', 'Q6UVJ0')"
"('A8K8V0', 'Q15654')"
"('Q15303', 'Q9BTT6')"
"('Q15645', 'P54646')"
"('P12544', 'P61978')"
"('O43187', 'Q9HAT8')"
"('P62070', 'O00329')"
"('Q9H0W5', 'O95373')"
"('P51668', 'Q8WY64')"
"('O00459', 'P19438')"
"('P50453', 'P24941')"
"('Q99549', 'Q14151')"
"('P48047', 'O15258')"
"('P06400', 'P19338')"
"('Q9H3R5', 'P55072')"
"('P06241', 'Q9BYB0')"
"('P48729', 'Q13501')"
"('Q3KQU3', 'P54259')"
"('P0C2W1', 'P35228')"
"('Q8NF50', 'P61587')"
"('Q9NU19', 'Q9H2G9')"
"('P43243', 'P02751')"
"('Q8WXG6', 'P34897')"
"('Q9Y2E8', 'P50222')"
"('Q9UBQ5', 'P30281')"
"('Q9UGU0', 'Q96ST3')"
"('Q2KJY2', 'Q9NUP9')"
"('Q5T4B2', 'Q8WZ79')"
"('O60563', 'P29590')"
"('Q9BSW7', 'Q59EK9')"
"('Q15459', 'P04004')"
"('P39656', 'Q16659')"
"('Q96NS8', 'Q9Y4H4')"
"('P38398', 'O60216')"
"('Q7L8S5', 'P14868')"
"('O75147', 'P62753')"
"('Q15599', 'P50995')"
"('O43482', 'O14964')"
"('Q12933', 'O15169')"
"('P82932', 'Q14197')"
"('Q9UBN7', 'P11177')"
"('Q9Y450', 'Q15024')"
"('Q15262', 'O15230')"
"('Q6L8G9', 'Q9BYR6')"
"('P02545', 'Q8WUM0')"
"('P30518', 'Q14344')"
"('Q8TES7', 'Q12933')"
"('Q08117', 'Q14129')"
"('P46934', 'P61978')"
"('Q12882', 'Q5T6V5')"
"('Q12772', 'Q6H8Q1')"
"('Q86XZ4', 'O14980')"
"('A8MYZ6', 'Q92993')"
"('O00602', 'Q15485')"
"('Q9NZI2', 'Q9NZV8')"
"('P52294', 'P49736')"
"('Q9HCK4', 'P16870')"
"('P51003', 'Q9UHX1')"
"('P13994', 'Q8IUF8')"
"('P40337', 'P60900')"
"('Q8NGI7', 'Q9P2W3')"
"('P24941', 'P04279')"
"('Q8N5R6', 'O75069')"
"('Q7Z2W4', 'Q9UGY1')"
"('P80723', 'O00159')"
"('P22694', 'O95047')"
"('P26640', 'P15884')"
"('P54105', 'P38919')"
"('P84101', 'Q9NVV9')"
"('P07814', 'P05161')"
"('Q7L2H7', 'P60228')"
"('Q15788', 'Q9Y261')"
"('Q8N0S6', 'Q6NYC1')"
"('Q02040', 'A7MD48')"
"('P78543', 'P17252')"
"('Q14202', 'Q9UHL9')"
"('Q96C86', 'Q8IU85')"
"('P04183', 'P04637')"
"('P46531', 'Q9BXP5')"
"('P05388', 'P46781')"
"('Q13485', 'Q9NP66')"
"('Q8IU68', 'Q12933')"
"('O14817', 'Q3LI66')"
"('Q07325', 'Q6ZS10')"
"('O76083', 'Q9H1D0')"
"('O43166', 'Q8TEH3')"
"('Q6NW29', 'O14980')"
"('P07195', 'P29401')"
"('P05000', 'P15260')"
"('Q969T4', 'Q5VTB9')"
"('Q15113', 'Q9H8V3')"
"('Q8ND76', 'Q15717')"
"('O43865', 'Q07021')"
"('Q86V48', 'P46940')"
"('Q9UPG8', 'Q86YD7')"
"('P04843', 'P54725')"
"('O15162', 'P27037')"
"('Q13490', 'Q15628')"
"('Q4KMG0', 'P00519')"
"('Q9UKB1', 'P62877')"
"('O60307', 'Q7L804')"
"('Q96EK5', 'P54274')"
"('P30041', 'P19652')"
"('P15924', 'P60484')"
"('Q7L5Y9', 'O75955')"
"('Q5XUX0', 'P62877')"
"('A2RU67', 'Q8TDX6')"
"('P06756', 'P48745')"
"('O43681', 'P49720')"
"('O15287', 'Q96JG6')"
"('O60281', 'Q13185')"
"('P35244', 'O14974')"
"('Q05513', 'P29966')"
"('Q9UPT9', 'Q12834')"
"('Q15139', 'Q02930')"
"('P62917', 'P50914')"
"('Q01968', 'P61006')"
"('P11177', 'Q02218')"
"('P58335', 'P11047')"
"('Q13526', 'Q13127')"
"('P49901', 'P05187')"
"('Q99496', 'P42694')"
"('P63167', 'Q9ULV3')"
"('Q9ULA0', 'Q14129')"
"('Q9BYV2', 'Q7Z3I7')"
"('Q96DC9', 'Q969Q1')"
"('Q12906', 'O15541')"
"('Q5S007', 'Q6IQ22')"
"('P08134', 'Q96BK5')"
"('P04083', 'Q9Y2K1')"
"('P42677', 'P62266')"
"('Q9H1A4', 'Q99459')"
"('Q5RKV6', 'O43809')"
"('Q13618', 'Q693B1')"
"('P51687', 'Q8IWL8')"
"('Q06481', 'Q92993')"
"('Q99613', 'Q9UL03')"
"('Q8N137', 'Q4VCS5')"
"('Q01094', 'Q9BW11')"
"('P49759', 'P31948')"
"('Q13616', 'Q09161')"
"('Q5JST6', 'O75771')"
"('Q6IQ23', 'Q96EH3')"
"('Q9UKJ5', 'P26371')"
"('Q96QS3', 'Q00610')"
"('P68036', 'P11171')"
"('P48552', 'P26358')"
"('O60566', 'Q9UER7')"
"('P10276', 'Q05086')"
"('P39019', 'Q02878')"
"('Q14012', 'Q9UQL6')"
"('Q8N0U8', 'Q9P0N5')"
"('Q96LB3', 'Q8TDR0')"
"('Q00005', 'P52597')"
"('O95865', 'O14788')"
"('P20340', 'P35244')"
"('P63010', 'O75348')"
"('Q0VG06', 'Q9BTP7')"
"('Q6IBS0', 'P78386')"
"('P49770', 'Q96LT7')"
"('A1L4H1', 'Q13077')"
"('O14594', 'Q02246')"
"('Q01362', 'P23769')"
"('Q9BYR8', 'P17482')"
"('Q4LE39', 'Q9HCU9')"
"('P07550', 'P49411')"
"('Q8TE76', 'Q9P2P5')"
"('P05814', 'O95863')"
"('P62888', 'Q969P0')"
"('P21709', 'P22314')"
"('O14817', 'Q9NRQ2')"
"('P29016', 'Q9UKY4')"
"('Q5T6S3', 'Q96EG3')"
"('P35609', 'P28222')"
"('Q15554', 'P11388')"
"('Q99832', 'Q9BRX9')"
"('P62701', 'Q969P0')"
"('P60006', 'P30260')"
"('Q12772', 'P41235')"
"('Q6R327', 'P62829')"
"('Q9GZR2', 'Q96HE9')"
"('P01106', 'Q9UBE0')"
"('Q6UW56', 'Q93052')"
"('Q13315', 'Q5THK1')"
"('O14965', 'Q14093')"
"('P30480', 'P35080')"
"('Q06455', 'O43439')"
"('Q8WWX9', 'P61604')"
"('Q96A33', 'Q92985')"
"('O95045', 'P08670')"
"('Q5TC82', 'P62277')"
"('O43707', 'Q13554')"
"('Q9UFC0', 'P49746')"
"('P09651', 'Q14011')"
"('Q29974', 'Q9H6D8')"
"('Q9UEW8', 'Q9Y6R1')"
"('Q7Z7E8', 'Q15170')"
"('P84022', 'P58012')"
"('Q9P0L1', 'Q969J2')"
"('Q06187', 'P23246')"
"('O76003', 'Q96PB7')"
"('P20963', 'P15822')"
"('Q9NRC8', 'O75369')"
"('Q6ZVD8', 'Q15599')"
"('O15360', 'Q00597')"
"('Q9H492', 'Q9UPU7')"
"('P05412', 'P61163')"
"('Q9NZU5', 'Q9UBX2')"
"('Q8NHQ1', 'P43897')"
"('O14980', 'Q9BPZ3')"
"('Q05682', 'P35244')"
"('Q13315', 'Q8N3A8')"
"('P53779', 'P01100')"
"('Q9NSE4', 'Q12905')"
"('P38432', 'O60231')"
"('P56750', 'P78369')"
"('P21675', 'P26367')"
"('Q13075', 'O43318')"
"('O43707', 'P42677')"
"('Q03989', 'P62993')"
"('P12755', 'Q9H8S9')"
"('Q99729', 'Q9H9Z2')"
"('O95274', 'Q92538')"
"('P35869', 'O14980')"
"('Q9Y6Y0', 'P09651')"
"('P41218', 'O43159')"
"('Q96B77', 'Q53R12')"
"('Q9BYR9', 'Q07627')"
"('P07948', 'P35241')"
"('Q7Z4Q2', 'Q9UIQ6')"
"('P60520', 'P10644')"
"('Q99497', 'Q13547')"
"('Q9UBU9', 'Q5VSL9')"
"('Q96IR7', 'Q16762')"
"('O43889', 'Q7L5A8')"
"('O00487', 'Q15008')"
"('P09619', 'Q9UKW4')"
"('Q13573', 'P62195')"
"('Q9NX58', 'Q14684')"
"('Q9NYU1', 'P01891')"
"('P05412', 'Q13572')"
"('P27986', 'P30086')"
"('O00483', 'Q07021')"
"('Q7L5N1', 'P49888')"
"('Q9GZT5', 'Q13467')"
"('Q9Y463', 'Q9UNE7')"
"('Q8IX90', 'Q8WVK7')"
"('Q9NY61', 'P41218')"
"('P31749', 'Q9Y3M2')"
"('Q07820', 'Q9Y478')"
"('P82932', 'Q92665')"
"('O15151', 'Q9H3D4')"
"('P62805', 'Q504Q3')"
"('O43918', 'P62877')"
"('P54278', 'P20936')"
"('Q9GZT9', 'O43597')"
"('Q14258', 'P27694')"
"('P33992', 'P00533')"
"('Q8TEX9', 'P05067')"
"('Q13451', 'Q8N812')"
"('Q7Z5R6', 'Q99608')"
"('P30989', 'P30679')"
"('P09471', 'Q9HAV0')"
"('P11233', 'P61221')"
"('P06576', 'Q15910')"
"('Q15154', 'Q9BUJ2')"
"('P40616', 'Q96CN9')"
"('P22087', 'Q04206')"
"('O95721', 'Q16623')"
"('Q9Y316', 'Q9NRI5')"
"('P46940', 'P05412')"
"('Q9NVP1', 'Q14194')"
"('P00533', 'Q4KWH8')"
"('P11171', 'Q15078')"
"('P35240', 'O75822')"
"('P42696', 'Q96GQ7')"
"('Q16659', 'O43765')"
"('P18887', 'O75530')"
"('Q99613', 'P55209')"
