negatives
"('Q9GZW8', 'P35914')"
"('P09871', 'P02747')"
"('P12272', 'P53350')"
"('Q96MF7', 'Q96SB8')"
"('O43353', 'O15519')"
"('P46531', 'O15111')"
"('P35609', 'Q05586')"
"('P60520', 'P15170')"
"('P01889', 'P56192')"
"('P35579', 'Q99759')"
"('P42224', 'P01562')"
"('Q15691', 'P30622')"
"('P27348', 'Q8N122')"
"('Q14566', 'P33992')"
"('P02776', 'P51679')"
"('P52294', 'P09132')"
"('Q06609', 'O75771')"
"('Q99558', 'P16989')"
"('Q8NI35', 'O95500')"
"('Q13625', 'P67870')"
"('Q12802', 'P63104')"
"('Q14134', 'Q96AA8')"
"('Q9UKK6', 'Q9GZY0')"
"('P01009', 'P35030')"
"('P63215', 'Q8TCU6')"
"('P32121', 'Q9H340')"
"('Q9NZC3', 'P24864')"
"('Q07889', 'P05556')"
"('P16220', 'Q53TS8')"
"('P50453', 'O75400')"
"('Q9H816', 'P55036')"
"('Q13347', 'P41567')"
"('Q9ULV8', 'P17948')"
"('Q9UNI1', 'P01009')"
"('P84996', 'O14775')"
"('Q9Y6B2', 'Q05086')"
"('Q9Y243', 'P38936')"
"('P17252', 'O14641')"
"('Q9HCT0', 'P00533')"
"('Q9Y4K3', 'Q147X3')"
"('Q9NZN8', 'A5YKK6')"
"('Q9H2V7', 'P10415')"
"('O60258', 'P22455')"
"('Q5JVS0', 'Q07021')"
"('O15160', 'Q13573')"
"('O14975', 'P63104')"
"('P20809', 'Q5VWK5')"
"('Q8IYB8', 'Q13573')"
"('Q9Y572', 'P62258')"
"('P14784', 'O00329')"
"('P10721', 'P32927')"
"('Q06455', 'P15884')"
"('Q00325', 'Q15628')"
"('Q66LE6', 'P78371')"
"('Q02556', 'P29459')"
"('P62136', 'P42263')"
"('Q8N3Y1', 'Q14999')"
"('P15927', 'Q6PCD5')"
"('P04439', 'P10966')"
"('P19438', 'O15111')"
"('P16333', 'Q9UMY4')"
"('Q9BTT4', 'Q71F56')"
"('P20366', 'P12956')"
"('P25686', 'Q9UMX0')"
"('Q07889', 'Q9NZM3')"
"('Q8NBJ4', 'Q9UFN0')"
"('Q15796', 'P16144')"
"('P04234', 'P48736')"
"('Q9P2H0', 'P46459')"
"('Q13200', 'Q05516')"
"('P99999', 'Q9UHB4')"
"('Q9Y3Q4', 'P00519')"
"('Q8WYR1', 'P10827')"
"('P59046', 'O75626')"
"('P31321', 'P84022')"
"('Q13243', 'Q15366')"
"('P06241', 'P25445')"
"('P49286', 'Q15084')"
"('Q8NAV1', 'Q14498')"
"('P49137', 'O75940')"
"('Q06330', 'P0C7T5')"
"('O75970', 'P78369')"
"('P27348', 'Q9P0K7')"
"('Q9Y6Q9', 'Q9Y6K9')"
"('P04198', 'P42771')"
"('O14544', 'Q13261')"
"('P21673', 'Q15047')"
"('P29459', 'P48551')"
"('P0C0S8', 'Q13547')"
"('P01569', 'Q6UXL0')"
"('P31946', 'P18583')"
"('Q9H2U1', 'Q9NPH0')"
"('P62906', 'Q92901')"
"('Q9NR28', 'P01889')"
"('Q9ULV1', 'Q00722')"
"('P04626', 'P62987')"
"('O60814', 'Q9P0U4')"
"('Q9UKV5', 'Q96B02')"
"('P40337', '51639')"
"('P83881', 'P46779')"
"('Q96CW1', 'P35368')"
"('P09486', 'P00750')"
"('P09936', 'Q9UKE5')"
"('O14933', 'Q96EQ8')"
"('Q9UQM7', 'P00533')"
"('P67870', 'Q99698')"
"('Q99584', 'P18206')"
"('Q9UL18', 'P62753')"
"('Q15628', 'P02533')"
"('Q14197', 'P46199')"
"('Q7L576', 'Q8IZP0')"
"('Q13472', 'Q2NKX8')"
"('P38936', 'P63244')"
"('Q9NX02', 'P24864')"
"('P43220', 'Q5JWF2')"
"('Q15172', 'P30153')"
"('Q9UBW7', 'Q12772')"
"('O00267', 'P50750')"
"('Q8N3Y1', 'P01106')"
"('Q99459', 'Q9BTC8')"
"('O75326', 'Q9H2G2')"
"('P04637', 'Q9BVP2')"
"('P13591', 'O15394')"
"('Q14416', 'Q9UBI6')"
"('P06241', 'Q13796')"
"('P17655', 'Q9Y490')"
"('P01241', 'Q8N6P7')"
"('Q92583', 'P32248')"
"('P19793', 'P15172')"
"('O60739', 'P84090')"
"('P78417', 'Q9P2H0')"
"('Q8IVU3', 'Q15034')"
"('O95352', 'Q09472')"
"('Q9UNE7', 'P31749')"
"('P98175', 'Q15637')"
"('O00255', 'Q9UBU7')"
"('Q9Y644', 'Q04721')"
"('Q9UPN9', 'Q08945')"
"('P56524', 'Q99877')"
"('Q9ULV8', 'Q14627')"
"('P46776', 'P18124')"
"('P35268', 'Q02878')"
"('P61956', 'P06748')"
"('Q07021', 'P31946')"
"('Q9NRG4', 'Q9P0R6')"
"('P62714', 'Q99832')"
"('P05362', 'P19838')"
"('P09211', 'Q9NRX1')"
"('P05771', 'P14598')"
"('Q9Y250', 'P62875')"
"('P12883', 'P60709')"
"('Q9H2U1', 'P49841')"
"('P78369', 'P56747')"
"('P22003', 'Q16671')"
"('P01889', 'P63167')"
"('P61247', 'P62993')"
"('P01106', 'Q8IV04')"
"('P56524', 'P58876')"
"('Q13315', 'Q8N573')"
"('P04183', 'Q15652')"
"('P84103', 'Q92620')"
"('P78537', 'O75478')"
"('O00206', 'Q9NPH5')"
"('Q5JR59', 'Q8N720')"
"('Q92832', 'P68104')"
"('Q9Y6E0', 'P62714')"
"('Q16821', '5512')"
"('P24530', 'P63096')"
"('P12980', 'P61964')"
"('Q8IUQ4', 'Q6SZW1')"
"('Q8WYP5', 'P37198')"
"('P36897', 'Q9H5K3')"
"('P53779', 'P53778')"
"('Q9H2X3', 'Q8IVT5')"
"('P23508', 'P08579')"
"('Q15828', 'Q96BK5')"
"('P48556', 'O00487')"
"('P27448', 'Q8WXK3')"
"('Q7Z5J4', 'Q13526')"
"('Q99727', 'P03956')"
"('P50552', 'P07737')"
"('P35998', 'O75832')"
"('O15360', 'Q14469')"
"('Q96G27', 'Q9H0M0')"
"('343477', 'P31749')"
"('P52272', 'P35222')"
"('P58182', 'P38405')"
"('P43487', 'Q9UKE5')"
"('O14610', 'O60503')"
"('P05771', 'Q8TAA9')"
"('Q13315', 'Q08170')"
"('Q15369', 'Q96BK5')"
"('P42226', 'P14921')"
"('P15382', 'P56696')"
"('P63261', 'Q9BUA6')"
"('P61026', 'P48039')"
"('Q14197', 'Q8NC60')"
"('Q92759', 'P50613')"
"('P41586', 'P63211')"
"('O75943', 'P55769')"
"('Q05519', 'P09651')"
"('Q02535', 'Q15717')"
"('Q15013', 'P68104')"
"('P21333', 'Q8WZ42')"
"('Q00005', 'P22392')"
"('Q06124', 'P42338')"
"('P54132', 'Q13315')"
"('P08575', 'P09382')"
"('Q9H8T0', 'P41252')"
"('P49841', 'P47897')"
"('O75937', 'P07910')"
"('O75369', 'P18084')"
"('P18847', 'Q5T3J3')"
"('O75400', 'Q14498')"
"('P10412', 'Q96EB6')"
"('O15524', 'P15509')"
"('P62249', 'P62851')"
"('P62829', 'P25963')"
"('Q5UIP0', 'P83916')"
"('Q99755', 'O00401')"
"('P55268', 'O95295')"
"('P38936', 'Q96CS2')"
"('O95484', 'O95500')"
"('Q5XUX0', 'P24385')"
"('Q99459', 'Q9BTC0')"
"('O43752', 'Q96AJ9')"
"('P30480', 'P30084')"
"('P31751', 'P15336')"
"('O75379', 'Q12846')"
"('P56537', 'Q9HAV7')"
"('Q8WVB3', 'P29692')"
"('P09874', 'Q10586')"
"('Q9Y2L1', 'O75928')"
"('P10145', 'P35869')"
"('O43261', 'P68104')"
"('P32121', 'Q96R48')"
"('P02768', 'P02671')"
"('P13489', 'P07998')"
"('O14610', 'P42338')"
"('P01241', 'P43487')"
"('P15941', 'P43403')"
"('P62750', 'P62891')"
"('Q9NS56', 'P52952')"
"('P09429', 'P50570')"
"('Q8WYL5', 'P27348')"
"('P42574', 'P47712')"
"('P38936', 'P30279')"
"('Q6ZNA4', 'P62837')"
"('Q9UBU8', 'P25440')"
"('Q14669', 'Q6VMQ6')"
"('P61106', 'P11142')"
"('P43354', 'P10826')"
"('Q6UXH1', 'P67870')"
"('P51617', 'Q9NWZ3')"
"('Q9HBM6', 'Q8NEM7')"
"('Q15363', 'P40337')"
"('P01889', 'P15121')"
"('O43493', 'P55157')"
"('P82279', 'P10644')"
"('Q01844', 'Q9UHX1')"
"('P26010', 'O75530')"
"('P15924', 'P05783')"
"('P31942', 'P62701')"
"('Q9HC16', 'P62987')"
"('P09455', 'P98164')"
"('P14778', 'Q99558')"
"('O00744', 'O00144')"
"('Q9UK45', 'P25929')"
"('P78527', 'Q9Y572')"
"('Q96NE9', 'Q8NHQ8')"
"('Q9BUH8', 'Q8TBE0')"
"('Q9ULV8', 'P04629')"
"('P25774', 'P01034')"
"('O15264', 'P09874')"
"('Q9UKE5', 'P51991')"
"('Q6VMQ6', 'P08572')"
"('P62263', 'P62857')"
"('P60709', 'P26232')"
"('Q13526', 'Q15390')"
"('Q9UI14', 'Q9NZD8')"
"('Q9BYC9', 'O60641')"
"('O95990', 'P17812')"
"('Q9Y5Q9', 'P53350')"
"('P63092', 'Q99614')"
"('Q13315', 'Q15057')"
"('P62987', 'P04626')"
"('Q16539', 'P35638')"
"('P42574', 'Q16236')"
"('P60568', 'Q14627')"
"('Q15102', 'Q13011')"
"('Q15653', 'P11142')"
"('Q9H1A4', 'O95997')"
"('Q71U36', 'Q9H9G7')"
"('Q6SJ96', 'P14921')"
"('P05129', 'P28907')"
"('Q14974', 'O15397')"
"('P01138', 'P29317')"
"('Q15172', 'P10415')"
"('Q9H8W4', 'Q9UKG1')"
"('P05388', 'P68402')"
"('Q14241', 'P62875')"
"('Q92905', 'Q12772')"
"('Q15785', 'P07900')"
"('P19012', 'Q9Y2J4')"
"('Q99575', 'O75818')"
"('Q96LM6', 'Q15645')"
"('Q9UNL4', 'Q14457')"
"('P40189', 'P06241')"
"('P30457', 'Q5XKP0')"
"('P42338', 'O14939')"
"('Q9H9C1', 'Q9H267')"
"('P30101', 'Q13586')"
"('P0CG48', 'P25098')"
"('Q14164', 'P62491')"
"('Q9UNK0', 'O75379')"
"('Q14197', 'Q9Y399')"
"('Q15796', 'Q9NYA4')"
"('Q15022', 'Q01094')"
"('Q12933', 'Q9BZY9')"
"('Q9UBN6', 'P53396')"
"('P12956', 'Q9NUW8')"
"('P12270', 'P01116')"
"('P17612', 'Q07869')"
"('O94817', 'P46821')"
"('P01138', 'Q9UPU3')"
"('Q01094', 'P37231')"
"('Q9Y6M9', 'Q9UI09')"
"('Q9Y4K3', 'P41091')"
"('P20073', 'Q7L5N1')"
"('P19022', 'Q12913')"
"('P46379', 'P08107')"
"('Q96GD3', 'P19367')"
"('P53350', 'Q12888')"
"('Q9HBE4', 'Q99062')"
"('P07437', 'Q99558')"
"('P03372', 'P28065')"
"('O75379', 'Q13277')"
"('P51991', 'Q15428')"
"('P50453', 'Q15047')"
"('P14780', 'P08047')"
"('Q15427', 'P49842')"
"('Q9UJV9', 'P55157')"
"('P62993', 'P28340')"
"('Q9BXW4', 'Q14596')"
"('Q9UKV0', 'Q96KK5')"
"('Q05397', 'Q8TAM1')"
"('Q8IZC6', 'P18827')"
"('Q07955', 'P55795')"
"('P07359', 'Q9NPF4')"
"('P20936', 'P27986')"
"('P17861', 'P35638')"
"('P63096', 'Q00722')"
"('Q9H7M9', 'O15162')"
"('P62070', 'P18146')"
"('Q00653', 'P62424')"
"('P07202', 'Q99062')"
"('P26373', 'P05387')"
"('Q9H0Q3', 'P14373')"
"('Q9Y4P1', 'O95166')"
"('P52735', 'P16471')"
"('Q9UQN3', 'P40818')"
"('P63104', 'P46527')"
"('Q15052', 'Q9HBI1')"
"('O75475', 'P08319')"
"('P14598', 'P35228')"
"('Q9H173', 'Q14192')"
"('P04350', 'Q6PEY2')"
"('P01570', 'P78552')"
"('O95711', 'Q9Y6Y9')"
"('P84243', 'P18146')"
"('Q9UBF6', 'O95415')"
"('O43242', 'Q9HAW0')"
"('Q13368', 'P35475')"
"('Q9BXM7', 'Q12931')"
"('Q9UNS2', 'Q9Y4E8')"
"('Q9UPN9', 'P12980')"
"('Q9UM73', 'Q9BRR9')"
"('Q96NW7', 'Q8WXI2')"
"('P01106', 'Q9BZQ8')"
"('Q13315', 'P07197')"
"('Q15047', 'O14503')"
"('P55196', 'P27348')"
"('P40763', 'Q8TAE8')"
"('Q8N668', 'Q13617')"
"('P01243', 'Q9Y3F4')"
"('P19793', 'P04183')"
"('P01100', 'Q09472')"
"('Q8WVC0', 'Q6PD62')"
"('Q9Y4K3', 'Q96HN2')"
"('P22694', 'Q15746')"
"('Q99593', 'P52952')"
"('P01133', 'P11362')"
"('Q9UPQ4', 'Q96B02')"
"('Q96PU8', 'Q9NX55')"
"('Q3ZCQ8', 'Q9BRX2')"
"('P35222', 'Q16620')"
"('Q14558', 'Q9H8W4')"
"('P06899', 'Q7L7L0')"
"('Q9Y262', 'P01889')"
"('P51617', 'Q9Y616')"
"('P13640', 'P58062')"
"('P48454', 'O94916')"
"('Q9H9F9', 'P67870')"
"('P30203', 'O00560')"
"('P47914', 'P50914')"
"('P00533', 'O60716')"
"('Q16643', 'Q15750')"
"('Q66K89', 'Q8N448')"
"('Q15714', 'Q9H173')"
"('P18848', 'P49715')"
"('P01848', 'P01850')"
"('O14744', 'Q9Y5B0')"
"('Q13227', 'Q9BQ87')"
"('Q5VT25', 'Q92614')"
"('P84103', 'Q07021')"
"('P62875', 'Q8WVC0')"
"('Q13111', 'P62805')"
"('P10147', 'P51686')"
"('P10747', 'Q8WYR1')"
"('P30542', 'O95402')"
"('Q99490', 'Q92569')"
"('P53803', '100008589')"
"('Q9NPF5', 'Q13573')"
"('Q9Y6K9', 'Q13501')"
"('Q14155', 'P29353')"
"('P23471', 'Q9Y2X7')"
"('P15514', 'P30281')"
"('P51965', 'Q8N5I2')"
"('Q9UDY8', 'Q9H257')"
"('Q13105', 'P38936')"
"('P07900', 'Q15628')"
"('P19532', 'P53396')"
"('P19338', 'Q04206')"
"('P08246', 'Q9UBQ0')"
"('P00734', 'P02675')"
"('Q9H0M0', 'Q9BTC0')"
"('P36543', 'Q9H1Y0')"
"('Q9UBN7', 'P58876')"
"('Q99459', 'Q9Y265')"
"('P20226', 'Q969F0')"
"('O75122', 'Q15691')"
"('O75626', 'Q9HBM1')"
"('Q14683', 'Q8IX12')"
"('Q16821', 'P46019')"
"('P08637', 'Q15759')"
"('P62945', 'P47914')"
"('Q13522', 'P06400')"
"('Q9UKM9', 'Q9UQ90')"
"('P13942', 'P26010')"
"('Q07157', 'Q13813')"
"('Q15633', 'O75569')"
"('O14818', 'O43353')"
"('Q7Z2G1', 'Q16777')"
"('P09622', 'P62993')"
"('145781', 'P35998')"
"('Q8N137', 'Q7Z2E3')"
"('O43318', 'P46734')"
"('P16333', 'O14490')"
"('Q13315', 'Q9UBE0')"
"('P15172', 'O15105')"
"('P30480', 'P22061')"
"('Q99460', 'P55036')"
"('Q9NPI1', 'P50453')"
"('Q5UIP0', 'Q15102')"
"('P60880', 'P61764')"
"('P05455', 'O14746')"
"('Q12986', 'Q8IWZ8')"
"('Q12778', 'P49815')"
"('Q9BW27', 'Q8NFH4')"
"('P05387', 'P62906')"
"('O60353', 'Q00722')"
"('P22694', 'Q08828')"
"('P08123', 'P08254')"
"('P21741', 'P98164')"
"('Q9NZT1', 'P60510')"
"('Q08170', 'P38159')"
"('Q06330', 'Q96T58')"
"('P59768', 'P42338')"
"('Q9C0I1', 'Q13614')"
"('Q6NXE6', 'Q9P2S5')"
"('P10828', 'P48552')"
"('Q14164', 'Q9UM54')"
"('Q13547', 'Q13330')"
"('Q13315', 'Q9NQ55')"
"('O60869', 'P18846')"
"('P15374', 'P62987')"
"('Q92851', 'Q9UNN5')"
"('Q9Y4K3', 'P61077')"
"('O95983', 'Q09028')"
"('407021', 'P08572')"
"('Q9UKV8', 'O43143')"
"('P61981', 'Q8NDZ2')"
"('O00303', 'P21127')"
"('Q9Y5Y5', 'P40855')"
"('Q15047', 'P11308')"
"('Q13315', 'P11142')"
"('Q15047', 'P37231')"
"('P01857', 'Q13077')"
"('Q13426', 'Q8IW19')"
"('Q8IYS5', 'P08637')"
"('Q13535', 'Q9Y2W1')"
"('P02452', 'P01127')"
"('Q9UHD2', 'Q12933')"
"('P02741', 'Q03701')"
"('P01889', 'P30046')"
"('P28566', 'P08754')"
"('Q15744', 'P15976')"
"('P46108', 'Q14807')"
"('Q96HE7', 'Q15084')"
"('Q7Z7K6', 'P63165')"
"('P06753', 'O75815')"
"('P48736', 'Q6ZUJ8')"
"('P30101', 'Q9HBG4')"
"('Q9H0B3', 'P27482')"
"('406881', 'P05231')"
"('Q13485', 'Q8N6K7')"
"('Q8WXI9', 'Q12873')"
"('Q12905', 'P33992')"
"('Q16619', 'P10912')"
"('Q09472', 'P06454')"
"('P10275', 'Q13547')"
"('Q00653', 'Q01201')"
"('Q9H7D0', 'Q07890')"
"('Q86UD3', 'Q96B02')"
"('P17535', 'P17275')"
"('P20264', 'P51636')"
"('Q9UKS6', 'Q9ULH1')"
"('Q05513', 'Q5SW24')"
"('O14764', 'O60296')"
"('P15151', 'Q9NQS3')"
"('P62873', 'O00329')"
"('Q06323', 'P62191')"
"('P31946', 'P56524')"
"('Q86TJ2', 'Q9Y4A5')"
"('P06400', 'P62136')"
"('Q99729', 'Q9GZS1')"
"('P19526', 'P18146')"
"('Q15654', 'Q13087')"
"('Q13347', 'P47813')"
"('Q8IWZ8', 'Q13243')"
"('P50406', 'Q5JWF2')"
"('O15211', 'P26641')"
"('P40763', 'Q9UBE8')"
"('P49459', 'P0CG47')"
"('Q9BYG4', 'Q6P1M3')"
"('P12107', 'Q13952')"
"('Q13315', 'Q14562')"
"('P61962', 'Q9Y463')"
"('O95295', 'Q9NUP1')"
"('P49746', 'P06756')"
"('Q6IBW4', 'Q86XI2')"
"('P60520', 'P48169')"
"('Q92988', 'Q9H2G2')"
"('P20309', 'P29992')"
"('P68104', 'Q9Y6G3')"
"('Q00341', 'P62330')"
"('P61073', 'Q16656')"
"('O76070', 'P27361')"
"('Q8IZI9', 'Q92985')"
"('P05198', 'B5ME19')"
"('Q9UKB1', 'P16471')"
"('Q8NES3', 'Q99466')"
"('Q13535', 'Q96RL1')"
"('Q9BQG0', 'Q16576')"
"('Q00610', 'Q6WCQ1')"
"('Q9H3S1', 'Q96D42')"
"('O94762', 'P39880')"
"('P35626', 'Q96KK4')"
"('P18146', 'Q16827')"
"('P20827', 'P54756')"
"('P56381', 'P36542')"
"('P40763', 'P48357')"
"('P26373', 'Q9Y3U8')"
"('Q9Y210', 'P06241')"
"('Q9UHV9', 'P23508')"
"('P0CAP2', 'O95402')"
"('Q99717', 'Q8IZ07')"
"('P62241', 'P62266')"
"('Q9BXL7', 'Q9UDY8')"
"('P26641', 'P55316')"
"('Q8NI35', 'O14493')"
"('P04792', 'Q15029')"
"('Q9H074', 'Q96DU9')"
"('P78504', 'P27824')"
"('Q9UJX2', 'P24522')"
"('Q9UBC0', 'Q08050')"
"('P63104', 'Q75N03')"
"('Q15714', 'Q7Z699')"
"('P01241', 'P35998')"
"('P16403', 'P63104')"
"('P16234', 'O00329')"
"('P23229', 'Q08043')"
"('Q8WUI4', 'P20671')"
"('P55773', 'P51686')"
"('P27487', 'P01286')"
"('P19174', 'Q8TEW0')"
"('P62993', 'Q9UQQ2')"
"('O00206', 'O60602')"
"('P11831', 'P15036')"
"('P18848', 'O75807')"
"('Q9UM19', 'Q05086')"
"('P05129', 'O14775')"
"('P04141', 'Q01344')"
"('P12314', 'Q8N149')"
"('P60709', 'P60953')"
"('Q9Y4A5', 'Q9NV56')"
"('O94817', 'P62807')"
"('Q13137', 'P56279')"
"('Q31604', 'P04233')"
"('P56556', 'O14561')"
"('Q07889', 'Q13546')"
"('O75626', 'Q8WXG1')"
"('P36954', 'O95402')"
"('P08572', 'P13612')"
"('Q96LZ3', 'P62158')"
"('P12956', 'Q71F23')"
"('Q9BQ66', 'O43597')"
"('Q15154', 'P08727')"
"('P63279', 'Q6EEV6')"
"('P14859', 'P06899')"
"('P21246', 'P09669')"
"('Q07157', 'P56880')"
"('Q9BTE0', 'Q15797')"
"('P27694', 'P49450')"
"('Q14974', 'Q9Y4K3')"
"('P50150', 'O95622')"
"('Q8TD86', 'Q9UQM7')"
"('Q8NDT2', 'O00487')"
"('P06858', 'P98164')"
"('P08069', 'Q06124')"
"('P01258', 'P30988')"
"('P15391', 'P11912')"
"('P53567', 'Q9Y2D1')"
"('P35236', 'P53778')"
"('Q12778', 'P14151')"
"('Q00653', 'P43243')"
"('P62714', 'Q00005')"
"('Q969S8', 'Q6FI13')"
"('Q15759', 'Q16539')"
"('Q9UJX2', 'Q13042')"
"('Q12899', 'P51668')"
"('P05014', 'P24394')"
"('P27797', 'P63098')"
"('Q92913', 'P22455')"
"('Q04864', 'P20749')"
"('P19013', 'Q8IY92')"
"('P62913', 'P46778')"
"('Q13573', 'P35998')"
"('P07910', 'O75525')"
"('Q13889', 'P50613')"
"('P52272', 'O15479')"
"('Q12931', 'Q8TDR0')"
"('P04085', 'P06213')"
"('Q12772', 'Q6VMQ6')"
"('Q7L1Q6', 'Q96QZ7')"
"('Q8WVD3', 'Q8IY92')"
"('O43741', 'P13807')"
"('P02545', 'P36956')"
"('Q13485', 'P46937')"
"('P37840', 'P51693')"
"('P32969', 'P50914')"
"('P22674', 'P18887')"
"('P19438', 'Q92597')"
"('Q15428', 'P62995')"
"('P61981', 'Q9H0B6')"
"('P62280', 'P62273')"
"('P84022', 'Q14192')"
"('P25963', 'P08107')"
"('Q9Y5P6', 'Q96IJ6')"
"('Q8N302', 'Q8IWX8')"
"('P51813', 'P40763')"
"('Q9NR96', 'P09429')"
"('Q92994', 'P20226')"
"('Q8NHZ7', 'Q92769')"
"('O15116', 'Q9UBK9')"
"('Q14240', 'O00571')"
"('O95433', 'O60885')"
"('Q8N7W2', 'Q9GZT8')"
"('P61421', 'Q15475')"
"('P62312', 'Q9Y333')"
"('O14920', 'P46940')"
"('P12931', 'Q9BXN2')"
"('Q9HCK8', 'P49711')"
"('P18859', 'Q9UHD2')"
"('Q13105', 'Q02556')"
"('Q02156', 'P11234')"
"('P50990', 'Q9UHD2')"
"('P62879', 'O60266')"
"('P13639', 'Q15843')"
"('Q92736', 'P02768')"
"('Q14194', 'Q8N808')"
"('Q05516', 'Q92769')"
"('P27540', 'P19367')"
"('Q16206', 'Q8TC92')"
"('O00459', 'P63000')"
"('Q99459', 'P30153')"
"('O00214', 'P06756')"
"('Q96HA1', 'Q8TEM1')"
"('P31314', 'P67775')"
"('Q14847', 'Q15645')"
"('P34931', 'P16104')"
"('P04439', 'P26717')"
"('Q15424', 'Q8WXA9')"
"('Q01780', 'Q99547')"
"('Q8WU17', 'Q5VVX9')"
"('Q9H171', 'Q13546')"
"('Q99459', 'Q9BWT7')"
"('P38398', 'O43679')"
"('P05412', 'O15297')"
"('P61247', 'P62851')"
"('Q9BXM7', 'Q14457')"
"('P30480', 'P26639')"
"('Q9UKV8', 'Q07020')"
"('P12314', 'P29353')"
"('O95630', 'P41182')"
"('Q92831', 'P07288')"
"('O75534', 'Q9UBN6')"
"('Q9Y4K3', 'Q9H8S9')"
"('P11274', 'P36402')"
"('Q86YW0', 'Q16512')"
"('Q9Y2X8', 'P26442')"
"('Q96Q05', 'Q9BUH8')"
"('P62258', 'Q96GE4')"
"('O15146', 'O14640')"
"('P78396', 'Q13263')"
"('O43676', 'P56556')"
"('Q6NUN9', 'Q9UK32')"
"('P01374', 'P01375')"
"('O00303', 'O75822')"
"('Q13619', 'Q969U6')"
"('Q92753', 'P63279')"
"('Q9UK61', 'O60343')"
"('Q13315', 'Q8IX21')"
"('Q8IU81', 'P15336')"
"('Q9HBW0', 'P63092')"
"('P04637', 'O14514')"
"('P51654', 'P41221')"
"('B1A4H9', 'Q01113')"
"('Q04206', 'P05231')"
"('O95816', 'Q15773')"
"('P78536', 'Q99466')"
"('P62837', 'Q9H6Y7')"
"('Q14765', 'P01579')"
"('Q13009', 'P08134')"
"('Q9UBN6', 'P35580')"
"('P01116', 'Q3MIN7')"
"('P48061', 'P51684')"
"('P30305', 'P01112')"
"('Q7Z6Z7', 'P01106')"
"('Q06187', 'Q9NR97')"
"('P17612', 'P51828')"
"('P52630', 'P10914')"
"('P50570', 'Q9UKM7')"
"('P52435', 'Q9NY61')"
"('P17096', 'P04141')"
"('Q8N7H5', 'P36954')"
"('P62993', 'P25705')"
"('Q9UEU0', 'O43752')"
"('O00257', 'P63279')"
"('O75674', 'Q15155')"
"('P07332', 'Q9UIW2')"
"('Q04206', 'Q9Y2K7')"
"('P29692', 'P10589')"
"('O75947', 'O75964')"
"('Q9H5X1', 'O76071')"
"('Q8TEX9', 'O75365')"
"('O96009', 'Q13190')"
"('Q9H8Y8', 'Q9Y3Q8')"
"('Q92643', 'P05187')"
"('A0JLT2', 'Q13148')"
"('O75030', 'P01100')"
"('O95831', 'Q9BRX2')"
"('P30153', 'P41743')"
"('P14316', 'Q00987')"
"('Q9UKY1', 'Q9H0E2')"
"('Q14566', 'Q9Y4K3')"
"('O95484', 'O14493')"
"('Q03135', 'P21453')"
"('P55036', 'O43242')"
"('P08754', 'Q9Y4K3')"
"('Q92752', 'Q9UKX5')"
"('P39023', 'P47914')"
"('Q8TAX7', 'P04745')"
"('Q9Y4K3', 'Q9Y3U8')"
"('Q9Y5Q9', 'Q9Y2Q3')"
"('P04040', 'P62993')"
"('P05106', 'P17301')"
"('Q14103', 'P52272')"
"('Q13200', 'Q5VTR2')"
"('P18031', 'P12931')"
"('Q6UWE0', 'Q9Y4K3')"
"('O95500', 'Q8N7P3')"
"('Q96RU7', 'Q92993')"
"('P27361', 'Q96RQ1')"
"('P13612', 'P26012')"
"('Q9UM73', 'P62993')"
"('Q13526', 'Q9Y6Q9')"
"('Q8N1F7', 'O76071')"
"('P52789', 'P14618')"
"('P19388', 'O00445')"
"('P46063', 'P27694')"
"('Q8N474', 'P56706')"
"('Q12857', 'Q92793')"
"('P57739', 'O00501')"
"('P05386', 'P46459')"
"('P12931', 'Q13444')"
"('P24941', 'Q96HJ5')"
"('P62993', 'Q99418')"
"('Q7L2E3', 'Q9Y5X4')"
"('P09619', 'Q06124')"
"('Q9UJ98', 'Q9UQE7')"
"('P04083', 'P60709')"
"('Q9UMX0', 'Q15034')"
"('Q8TCW9', 'Q96EZ8')"
"('Q9H4A3', 'O95817')"
"('Q9Y675', 'P62837')"
"('P00533', 'P28482')"
"('P40337', 'P46783')"
"('P50402', 'Q9NYF8')"
"('Q66LE6', 'P30153')"
"('Q6WCQ1', 'P29353')"
"('Q99759', 'P60709')"
"('P60484', 'O14745')"
"('P61218', 'P36954')"
"('P17252', 'O60503')"
"('P13612', 'P19320')"
"('Q16637', 'P38432')"
"('P41586', 'P62158')"
"('Q08495', 'Q9UNN8')"
"('Q16659', 'P30153')"
"('P0CG47', 'P10244')"
"('Q09013', 'P54259')"
"('Q9Y5W5', 'O96014')"
"('Q96BA8', 'Q53ET0')"
"('Q13217', 'P19525')"
"('O15239', 'Q9P0J0')"
"('P11474', 'P62195')"
"('P35680', 'Q9BWD1')"
"('P16220', 'Q9UQ03')"
"('Q9BZ29', 'O00212')"
"('P02751', 'O15198')"
"('Q9UQC2', 'O00459')"
"('Q9UGJ0', 'O75385')"
"('Q9NT62', 'Q9BXW4')"
"('P84098', 'P62891')"
"('Q9NX70', 'Q9UM73')"
"('Q13098', 'Q9UNS2')"
"('Q9Y448', 'Q16659')"
"('P05387', 'O15264')"
"('P56199', 'P26010')"
"('Q9Y4K3', 'Q969H8')"
"('Q8WTQ7', 'P46092')"
"('P43146', 'Q9UI10')"
